gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,useful_drops,useless_drops,winner
0,2943.7,2133.7,88.31,21.82,2,2,50,50,6,11,60,16,6526,435,524,-1
1,2943.7,2717.1,206.21,133.09,2,2,50,50,10,10,60,25,3370,1468,661,-1
2,2943.7,2517.1,298.79,238.17,2,2,50,50,12,18,60,30,3093,673,741,-1
3,2943.7,2851.1,414.31,329.05,2,2,50,50,19,18,60,43,1924,1078,199,-1
4,2943.7,2851.1,426.64,409.48,2,2,50,50,20,24,60,24,3972,395,423,-1
5,3347.4,3027.4,515.57,521.84,3,3,50,50,11,24,60,51,3660,1308,698,-1
6,3347.4,3027.4,603.68,630.2,2,3,50,50,10,25,60,37,3042,994,467,-1
7,3543.2,3671.4,728.44,770.85,3,3,50,50,9,6,60,55,3276,1268,503,-1
8,3543.2,3671.4,825.76,861.51,3,3,50,50,16,7,60,37,4117,983,361,-1
9,3543.2,3671.4,942.77,958.97,2,2,50,50,19,9,60,43,2539,1547,509,-1
10,3543.2,3671.4,1036.2,1032.99,2,2,50,50,23,9,60,33,3596,1728,101,-1
11,3543.2,3671.4,1052.83,1085.78,2,2,50,50,24,9,60,45,4915,1638,118,-1
12,3804.5,4632.8,1113.49,1153.27,3,3,50,50,13,2,60,44,1737,1964,756,-1
13,3543.2,4632.8,1147.93,1273.68,2,2,50,50,25,2,60,52,1630,1904,840,-1
14,3700.0,4632.8,1207.13,1346.18,2,2,50,50,22,2,60,34,3031,2647,718,-1
15,3700.0,4632.8,1311.25,1425.22,2,2,50,50,25,1,60,39,2427,1896,741,-1
16,3780.0,4632.8,1390.8,1449.69,2,2,50,50,25,1,60,44,2556,2680,402,-1
17,3780.0,4632.8,1472.87,1488.15,3,3,50,50,25,1,60,54,1286,3168,472,-1
18,3780.0,4632.8,1513.49,1491.63,2,2,50,50,25,1,60,28,1552,2417,416,-1
19,3780.0,4632.8,1527.18,1575.84,2,2,50,50,25,1,60,49,119,3071,291,-1
20,3780.0,4632.8,1570.05,1615.61,2,2,50,50,25,1,60,43,271,2328,277,-1
21,6135.7,4632.8,1625.86,1626.62,3,2,50,50,1,1,60,34,484,2920,277,-1
22,6135.7,4632.8,1738.04,1709.38,2,2,50,50,1,3,60,74,400,5870,1606,-1
23,6340.6,4632.8,1868.56,1843.95,3,3,50,50,2,8,60,93,832,8414,1482,-1
24,6340.6,4632.8,1958.42,1896.46,2,2,50,50,2,7,60,81,1045,6928,995,-1
25,6340.6,7577.3,1984.99,2005.82,3,3,50,50,2,1,60,83,3878,10103,1135,-1
26,6340.6,8342.2,2072.72,2144.31,3,3,50,50,2,2,60,87,1125,12151,1028,-1
27,6340.6,8342.2,2115.96,2191.69,3,3,50,50,2,2,60,73,38,4176,426,-1
28,6340.6,7577.3,2161.64,2267.33,3,3,50,50,3,2,60,84,449,8513,384,-1
29,6340.6,6840.4,2177.62,2223.09,2,2,20,20,3,2,0,28,8,1602,98,-1
30,6340.6,6840.4,2155.33,2186.44,2,2,20,20,3,2,0,13,19,1299,435,-1
31,6340.6,6840.4,2091.98,2189.41,2,2,20,22,3,2,2,8,108,978,123,-1
32,6135.7,6840.4,2123.09,2224.58,2,3,50,50,2,1,60,66,778,4525,122,-1
33,6135.7,6840.4,2194.73,2283.91,2,2,50,50,2,1,60,87,822,5632,181,-1
34,6135.7,6840.4,2214.77,2296.14,2,2,50,23,2,1,33,43,418,3422,182,-1
35,6135.7,6840.4,2168.14,2239.5,2,2,20,22,2,1,2,11,161,1558,220,-1
36,6135.7,6840.4,2141.1,2205.36,2,2,23,32,2,1,15,9,155,1845,112,-1
37,6135.7,6840.4,2149.47,2164.87,2,2,20,20,2,1,0,7,40,1532,32,-1
38,6135.7,6840.4,2184.56,2164.65,2,2,50,50,2,1,60,46,398,4333,81,-1
39,6135.7,6840.4,2160.47,2147.9,2,2,22,50,2,1,32,18,21,2027,5,-1
40,6135.7,6840.4,2120.63,2123.9,2,2,20,20,2,1,0,13,25,1166,45,-1
41,6135.7,6840.4,2122.74,2105.93,2,2,20,20,2,1,0,13,12,1092,5,-1
42,6135.7,6840.4,2106.98,2061.87,1,1,22,20,2,1,2,0,0,358,0,-1
43,6135.7,6840.4,2047.2,2005.98,1,1,20,20,2,1,0,0,169,172,3,-1
44,6135.7,6840.4,2003.94,1972.45,1,1,20,20,2,1,0,0,0,41,2,-1
45,6135.7,6840.4,1946.12,1902.14,1,1,20,20,2,1,0,0,2,218,0,-1
46,6135.7,6840.4,1910.68,1842.4,1,1,20,20,2,1,0,0,0,54,2,-1
47,6135.7,6840.4,1866.18,1811.65,1,1,22,20,2,1,2,0,0,123,0,-1
48,6135.7,6840.4,1811.16,1768.99,1,1,20,20,2,1,0,0,0,174,0,-1
49,6135.7,6840.4,1786.96,1751.34,1,1,20,20,2,1,0,0,0,0,0,-1
50,6135.7,6840.4,1763.38,1715.03,2,1,50,50,2,1,60,1,307,3,10,-1
51,6057.4,6840.4,1756.28,1691.42,2,2,50,50,1,1,60,1,1063,1,74,-1
52,6057.4,6840.4,1711.2,1663.99,1,1,20,20,1,1,0,0,0,0,0,-1
53,6057.4,4397.7,1699.67,1635.82,2,1,20,20,1,5,0,1,21,0,0,-1
54,6057.4,4397.7,1675.99,1627.39,1,1,20,20,1,5,0,0,32,1,6,-1
55,6057.4,4397.7,1643.3,1608.04,2,1,21,20,1,5,1,1,738,0,5,-1
56,6057.4,4088.8,1610.04,1562.51,1,1,21,30,1,6,11,0,927,3,4,-1
57,6057.4,4088.8,1585.62,1535.42,2,2,20,20,1,4,0,4,146,10,0,-1
58,6057.4,4088.8,1573.81,1531.41,1,1,20,20,1,4,0,0,153,6,0,-1
59,6057.4,4088.8,1556.56,1523.21,1,2,22,20,1,4,2,1,451,19,5,-1
60,6057.4,4088.8,1552.18,1506.83,2,2,20,20,1,4,0,5,748,30,13,-1
61,6057.4,4088.8,1554.49,1516.56,2,2,20,20,1,4,0,2,437,37,0,-1
62,6057.4,4088.8,1533.79,1506.73,2,1,20,20,1,4,0,1,372,52,1,-1
63,6057.4,4088.8,1527.94,1506.0,1,1,20,20,1,4,0,0,270,61,6,-1
64,6057.4,4088.8,1523.35,1493.43,1,2,20,20,1,4,0,1,720,62,0,-1
65,6057.4,3592.8,1508.21,1486.7,1,1,20,20,1,10,0,0,644,88,0,-1
66,6057.4,3592.8,1511.55,1492.14,2,2,20,20,1,9,0,2,178,44,2,-1
67,6057.4,3592.8,1505.9,1480.07,1,1,20,20,1,9,0,0,125,107,1,-1
68,6057.4,3592.8,1502.48,1471.45,1,2,20,20,1,8,0,1,280,50,0,-1
69,6057.4,3592.8,1499.2,1470.78,1,2,20,20,1,8,0,3,377,70,1,-1
70,6057.4,3592.8,1505.42,1475.27,2,1,20,20,1,8,0,3,1414,95,0,-1
71,6057.4,3670.0,1535.48,1517.92,2,3,20,20,1,8,0,17,1163,94,0,-1
72,3671.9,3670.0,1521.66,1534.85,2,2,20,20,7,9,0,7,2483,67,2,-1
73,3671.9,3670.0,1530.0,1527.94,2,2,20,20,7,6,0,9,2293,97,7,-1
74,3671.9,3670.0,1522.88,1538.3,2,2,20,20,6,5,0,9,2472,79,2,-1
75,3671.9,3592.8,1524.28,1522.07,2,2,20,20,5,4,0,7,2179,59,0,-1
76,3671.9,3592.8,1534.54,1517.6,2,2,50,20,6,4,30,12,2261,274,0,-1
77,3671.9,3592.8,1533.31,1527.02,2,2,50,21,6,4,31,7,1159,243,0,-1
78,3671.9,3592.8,1506.49,1522.56,2,2,22,20,5,4,2,2,445,23,0,-1
79,3671.9,3592.8,1509.98,1520.33,2,1,25,20,5,3,5,1,180,19,0,-1
80,3359.0,3592.8,1499.46,1491.43,1,1,20,20,16,3,0,0,338,29,0,-1
81,3359.0,3592.8,1492.66,1477.69,1,2,20,20,14,3,0,1,1445,53,0,-1
82,3359.0,3592.8,1484.94,1470.76,1,1,26,20,13,2,6,0,446,28,0,-1
83,3359.0,3592.8,1485.65,1446.03,2,1,50,20,13,2,30,1,505,55,0,-1
84,3359.0,3592.8,1485.09,1423.46,2,1,50,50,14,2,60,2,2802,160,0,-1
85,3359.0,3592.8,1476.37,1425.08,1,2,20,20,14,2,0,1,33,17,0,-1
86,3359.0,3592.8,1471.41,1425.13,1,1,20,20,13,2,0,0,579,17,0,-1
87,3359.0,3592.8,1470.95,1420.91,1,1,26,20,13,2,6,0,985,20,0,-1
88,3359.0,3592.8,1453.48,1418.32,1,1,20,20,10,2,0,0,519,21,0,-1
89,3359.0,3592.8,1444.4,1411.76,1,1,20,20,10,2,0,0,656,6,0,-1
90,3359.0,3592.8,1445.93,1411.04,1,1,20,20,10,2,0,0,653,12,0,-1
91,3359.0,3592.8,1448.3,1409.15,2,2,20,20,11,2,0,2,494,20,0,-1
92,3359.0,3592.8,1453.54,1400.82,2,1,20,20,12,1,0,2,297,6,0,-1
93,3359.0,3592.8,1453.57,1387.63,2,1,21,20,10,1,1,1,389,24,0,-1
94,3359.0,3592.8,1443.56,1389.82,1,1,20,20,8,1,0,0,517,42,0,-1
95,3359.0,3592.8,1436.07,1392.78,1,1,20,20,7,1,0,0,696,60,0,-1
96,3359.0,3592.8,1429.99,1384.26,1,1,20,20,6,1,0,0,655,17,0,-1
97,3359.0,3592.8,1426.39,1384.45,1,2,50,50,5,1,60,1,1427,127,9,-1
98,3359.0,3592.8,1414.98,1379.82,1,1,20,20,4,1,0,0,888,36,0,-1
99,3359.0,3592.8,1402.99,1377.93,1,1,20,20,4,1,0,0,1776,46,0,-1
100,3359.0,3592.8,1393.53,1381.15,1,1,20,20,4,1,0,0,1976,46,0,-1
101,3359.0,3592.8,1393.32,1381.02,1,1,20,20,3,1,0,0,1356,29,0,-1
102,2450.0,3592.8,1374.69,1386.3,1,2,20,20,25,1,0,1,859,22,0,-1
103,2450.0,3592.8,1372.28,1394.82,1,2,31,20,25,1,11,1,945,35,0,-1
104,2450.0,3592.8,1374.11,1385.89,1,1,20,20,25,1,0,0,1629,33,0,-1
105,2450.0,3592.8,1370.23,1381.6,1,1,20,20,25,1,0,0,1221,56,0,-1
106,2450.0,3592.8,1368.9,1380.6,1,1,20,20,25,1,0,0,1457,38,0,-1
107,2450.0,3592.8,1371.66,1381.23,1,1,20,20,25,1,0,0,959,47,0,-1
108,2450.0,3592.8,1371.65,1382.83,1,1,20,20,25,1,0,0,1013,69,0,-1
109,2450.0,3592.8,1368.7,1374.66,1,1,50,20,25,1,30,0,6237,101,14,-1
110,2450.0,3592.8,1367.13,1380.16,1,1,42,50,25,1,52,0,8196,137,0,-1
111,2450.0,3592.8,1370.87,1378.62,1,1,22,20,25,1,2,0,2202,84,0,-1
112,2450.0,3592.8,1348.89,1368.8,1,1,50,50,25,1,60,0,8937,104,7,-1
113,2450.0,3592.8,1344.96,1370.76,1,1,35,20,25,1,15,0,4292,152,0,-1
114,2450.0,3592.8,1348.22,1356.74,1,1,30,21,25,1,11,0,3914,93,0,-1
115,2450.0,2527.8,1351.46,1348.86,1,1,50,25,25,25,35,0,7269,211,0,-1
116,2380.0,2527.8,1340.44,1355.55,1,1,29,50,25,25,39,0,7269,259,0,-1
117,2380.0,2527.8,1340.58,1343.19,1,1,25,50,25,25,35,0,4543,472,0,-1
118,2380.0,2527.8,1343.5,1338.06,1,1,20,20,25,25,0,0,2737,233,0,-1
119,2340.1,2527.8,1352.88,1346.07,1,1,26,20,25,25,6,0,2490,321,0,-1
120,2340.1,2527.8,1324.7,1348.69,1,1,50,20,25,25,30,0,6849,192,4,-1
121,2340.1,2527.8,1341.52,1363.98,1,1,20,20,25,25,0,0,2419,439,0,-1
122,2340.1,2527.8,1332.29,1359.14,1,1,21,40,25,25,21,0,4825,386,1,-1
123,2340.1,2527.8,1338.99,1368.18,1,1,20,20,25,25,0,0,1229,645,0,-1
124,2340.1,2527.8,1358.78,1377.5,1,1,30,21,25,25,11,0,1174,750,0,-1
125,2340.1,2527.8,1351.64,1363.96,1,1,22,20,25,25,2,0,976,574,0,-1
126,2340.1,2527.8,1335.25,1370.74,2,2,50,20,25,25,30,15,1350,1095,0,-1
127,2340.1,2527.8,1343.79,1371.94,1,1,22,22,25,25,4,0,1286,666,3,-1
128,2220.0,2527.8,1343.6,1365.44,1,1,20,20,25,25,0,0,1154,360,0,-1
129,2220.0,2527.8,1354.22,1369.58,2,1,50,20,25,25,30,4,1690,950,0,-1
130,2220.0,2527.8,1348.22,1340.69,1,1,31,20,25,25,11,0,1659,603,0,-1
131,2891.9,2527.8,1357.77,1344.52,2,2,50,50,11,25,60,18,1190,1643,3,-1
132,2891.9,2527.8,1346.83,1338.62,2,1,50,21,13,25,31,14,1682,1200,0,-1
133,2993.2,2603.2,1372.3,1346.02,2,2,50,50,14,25,60,15,1361,2181,10,-1
134,2993.2,2603.5,1382.65,1347.6,2,2,50,50,16,25,60,14,2807,2076,10,-1
135,2993.2,2797.9,1402.48,1341.64,2,2,50,50,21,22,60,21,3740,2062,1,-1
136,2993.2,2906.6,1415.87,1374.59,2,2,50,50,24,25,60,23,1640,2149,4,-1
137,2993.2,2906.6,1425.27,1377.62,2,2,50,50,25,25,60,22,3144,1936,8,-1
138,2891.9,2913.5,1450.03,1428.21,2,2,50,50,25,25,60,39,1097,2526,21,-1
139,2937.2,2913.5,1488.5,1464.62,2,2,50,50,25,25,60,33,1351,2442,11,-1
140,2958.1,2913.5,1528.47,1502.86,2,2,50,50,25,25,60,37,894,2669,38,-1
141,2958.1,2913.5,1554.37,1518.17,2,2,50,50,25,25,60,27,2066,1648,15,-1
142,2958.1,2913.5,1587.96,1570.42,2,2,50,50,25,25,60,34,3347,2047,25,-1
143,2958.1,2917.6,1628.49,1562.42,2,2,50,50,25,25,60,26,3577,2050,3,-1
144,2958.1,2913.5,1651.97,1577.33,2,2,50,50,25,25,60,31,1680,2182,45,-1
145,3061.7,2913.5,1665.05,1603.51,2,2,50,50,25,25,60,37,2487,1869,53,-1
146,3061.7,3129.7,1727.08,1611.8,2,2,20,21,25,25,1,12,943,1530,5,-1
147,3061.7,3129.7,1739.67,1649.72,2,2,50,50,25,25,60,33,4934,1852,8,-1
148,3061.7,3129.7,1748.64,1654.95,2,2,20,39,25,25,19,15,1316,830,0,-1
149,3061.7,3129.7,1778.78,1676.02,2,2,50,50,25,25,60,36,2363,2173,39,-1
150,3061.7,3129.7,1808.35,1683.73,2,2,50,23,25,25,33,38,870,1806,21,-1
151,3061.7,3046.8,1810.16,1686.39,2,2,25,20,25,25,5,19,674,1487,40,-1
152,3061.7,3046.8,1818.85,1682.41,2,2,20,50,25,25,30,22,1151,2158,116,-1
153,3061.7,3046.8,1798.73,1699.65,2,2,50,20,25,25,30,21,664,1636,44,-1
154,3061.7,3046.8,1801.98,1699.58,2,2,50,50,25,25,60,28,684,2241,58,-1
155,3061.7,3046.8,1811.86,1687.74,2,2,50,50,25,25,60,36,1124,2471,40,-1
156,3061.7,3046.8,1751.44,1676.48,2,2,50,50,25,25,60,39,2034,2043,81,-1
157,3061.7,3046.8,1783.72,1618.65,2,2,50,50,25,25,60,43,2259,2390,72,-1
158,3193.1,3046.8,1747.0,1610.98,2,2,50,50,25,25,60,37,1967,1528,19,-1
159,3193.1,3046.8,1660.3,1558.85,2,2,50,50,25,25,60,23,2507,1494,50,-1
160,3193.1,3046.8,1567.54,1533.95,2,2,50,50,25,25,60,33,2200,1812,32,-1
161,3193.1,3058.4,1603.32,1568.59,2,2,50,50,25,25,60,36,1359,2468,145,-1
162,3193.1,3078.0,1638.16,1531.88,2,2,50,50,25,25,60,48,2145,2028,25,-1
163,3193.1,3078.0,1652.31,1520.21,2,2,33,50,25,25,43,20,2578,1793,24,-1
164,3084.6,3078.0,1663.86,1511.98,2,2,26,50,25,25,36,35,1840,2003,53,-1
165,3084.6,3078.0,1693.0,1510.77,2,2,50,20,25,25,30,10,3077,1608,52,-1
166,3084.6,3078.0,1721.26,1503.36,2,2,50,50,25,25,60,12,5176,1765,49,-1
167,3084.6,3078.0,1735.37,1536.8,2,2,50,50,25,25,60,21,2012,1815,79,-1
168,3095.3,3078.0,1747.89,1603.54,2,2,22,50,25,25,32,11,5016,1495,45,-1
169,3226.7,3078.0,1754.97,1606.55,2,2,50,50,25,25,60,14,7949,1609,37,-1
170,3226.7,3078.0,1747.46,1590.88,2,2,50,20,25,25,30,6,5902,1222,58,-1
171,3226.7,3171.7,1734.11,1600.12,2,2,50,50,25,25,60,21,6921,1770,78,-1
172,3226.7,3078.0,1741.2,1660.81,2,2,50,50,25,25,60,32,5415,1837,71,-1
173,3226.7,3078.0,1765.21,1642.03,2,2,50,50,25,25,60,17,7279,1702,61,-1
174,3226.7,3084.5,1764.17,1671.05,2,2,50,50,25,25,60,34,2178,2303,227,-1
175,3297.5,3084.5,1798.19,1696.38,2,2,50,50,25,25,60,41,5007,2186,47,-1
176,3297.5,3084.5,1819.37,1731.01,2,2,50,50,25,25,60,26,7025,1552,45,-1
177,3297.5,3084.5,1837.33,1744.64,2,2,50,50,25,25,60,32,4896,2398,80,-1
178,3297.5,3084.5,1837.05,1716.81,2,2,50,50,25,25,60,22,7777,1629,149,-1
179,3297.5,3084.5,1823.01,1736.94,2,2,50,50,25,25,60,38,4170,2570,343,-1
180,3297.5,3084.5,1810.62,1699.29,2,2,50,50,25,25,60,26,5113,2112,181,-1
181,3297.5,3065.3,1857.06,1757.09,2,2,50,50,25,25,60,41,4065,2531,58,-1
182,3297.5,3065.3,1860.11,1796.51,2,2,50,50,25,25,60,22,7110,1665,117,-1
183,3297.5,3128.3,1884.35,1837.67,2,2,50,50,25,25,60,33,3059,2175,209,-1
184,3297.5,3157.2,1949.83,1865.54,2,2,20,50,25,25,30,28,3960,1426,192,-1
185,3297.5,3157.2,1974.13,1883.97,2,2,50,50,25,25,60,24,7156,1636,106,-1
186,3927.7,3157.2,1988.28,1892.58,3,2,50,50,23,25,60,28,3966,1520,220,-1
187,3927.7,3157.2,1994.73,1940.03,2,2,50,50,23,25,60,23,7850,1787,42,-1
188,3927.7,3157.2,2025.17,1923.12,2,2,50,50,24,25,60,15,8457,1572,97,-1
189,3767.7,3157.2,2016.37,1897.18,2,2,50,50,25,25,60,19,8082,1218,10,-1
190,5658.5,3157.2,2051.18,1935.7,3,2,50,20,1,25,30,27,4105,1379,152,-1
191,5658.5,3157.2,2125.64,1986.39,2,2,22,20,1,25,2,37,120,1783,8,-1
192,3808.5,3157.2,2162.16,2054.17,2,2,50,20,25,25,30,54,148,2533,65,-1
193,3808.5,4827.4,2182.18,2126.81,2,3,38,33,25,2,31,64,92,2175,40,-1
194,4158.9,4827.4,2237.55,2159.92,3,3,21,50,4,3,31,64,140,2468,23,-1
195,4158.9,4827.4,2236.79,2193.51,2,2,20,20,2,3,0,30,124,1453,0,-1
196,4158.9,4827.4,2250.74,2247.77,2,3,34,50,1,4,44,69,44,1646,115,-1
197,4158.9,4827.4,2307.32,2264.51,3,2,50,41,3,4,51,78,58,1868,58,-1
198,4158.9,4827.4,2335.43,2306.94,2,2,29,35,3,4,24,47,264,2521,135,-1
199,4158.9,4827.4,2372.32,2345.7,2,2,50,24,3,4,34,60,159,2914,215,-1
200,4158.9,4827.4,2428.8,2352.93,2,2,50,50,3,4,60,82,99,3507,240,-1
201,4158.9,4827.4,2486.65,2391.69,2,2,25,24,3,4,9,41,151,1887,12,-1
202,4158.9,4827.4,2487.68,2450.82,3,2,50,50,3,4,60,89,101,2768,151,-1
203,4158.9,4827.4,2496.81,2436.31,3,2,34,24,3,3,18,48,109,1917,23,-1
204,4158.9,4827.4,2524.62,2435.89,3,2,50,45,4,3,55,80,76,2700,29,-1
205,4158.9,4118.5,2528.56,2454.92,2,2,20,20,4,6,0,36,112,1469,10,-1
206,4158.9,4200.0,2537.81,2473.91,2,3,20,20,6,5,0,37,119,1564,27,-1
207,4158.9,4118.5,2553.93,2480.27,2,3,23,20,6,7,3,42,80,1237,25,-1
208,4158.9,4118.5,2528.38,2456.66,2,2,20,20,5,5,0,27,125,1640,0,-1
209,4158.9,4118.5,2534.49,2462.79,2,2,28,21,3,5,9,45,142,1970,24,-1
210,4158.9,4118.5,2545.78,2509.51,2,2,21,20,3,4,1,36,127,1596,22,-1
211,4158.9,4100.0,2557.89,2533.51,2,2,26,20,3,7,6,38,141,1925,2,-1
212,4158.9,4100.0,2576.17,2551.67,2,2,20,20,2,7,0,39,130,1580,14,-1
213,4652.5,4100.0,2601.96,2541.55,3,2,20,27,3,7,7,42,202,1482,26,-1
214,4652.5,4100.0,2611.28,2557.63,2,3,20,20,3,6,0,38,22,1333,13,-1
215,4652.5,4100.0,2631.0,2558.52,2,2,20,20,3,9,0,38,55,1406,22,-1
216,4652.5,4100.0,2635.66,2542.99,2,2,20,20,3,9,0,35,86,1057,8,-1
217,4652.5,4100.0,2652.56,2574.98,2,3,20,20,3,10,0,39,84,1304,7,-1
218,4652.5,4100.0,2637.7,2553.29,2,2,20,20,3,9,0,29,124,1321,89,-1
219,4158.9,4100.0,2636.03,2572.07,2,2,20,20,2,9,0,38,44,1264,23,-1
220,5600.0,4100.0,2656.91,2582.87,3,3,20,20,1,9,0,35,5,1347,23,-1
221,5600.0,4100.0,2665.63,2605.54,2,2,20,20,1,11,0,37,5,1820,4,-1
222,5600.0,4100.0,2672.42,2606.42,2,2,31,20,1,10,11,45,6,1967,14,-1
223,5600.0,4100.0,2681.07,2627.93,2,2,20,20,1,10,0,39,18,1585,40,-1
224,5600.0,4100.0,2677.39,2638.5,2,2,20,20,1,7,0,34,4,1622,8,-1
225,4158.9,4100.0,2670.81,2631.15,2,2,20,20,3,5,0,34,19,1655,11,-1
226,4158.9,4100.0,2670.86,2636.85,2,2,20,20,2,6,0,33,6,1441,6,-1
227,4158.9,4100.0,2668.75,2630.45,2,2,20,20,2,6,0,33,4,1231,7,-1
228,4158.9,4100.0,2665.13,2636.84,2,2,20,20,2,6,0,35,0,1250,28,-1
229,4158.9,4100.0,2656.16,2624.19,2,2,20,20,2,6,0,32,2,1450,2,-1
230,4158.9,4100.0,2675.77,2627.9,2,2,20,20,2,6,0,30,3,1873,3,-1
231,4158.9,4100.0,2644.8,2618.85,2,2,20,20,2,6,0,28,0,1694,3,-1
232,4158.9,4100.0,2648.15,2617.94,2,2,20,20,2,6,0,33,0,1494,0,-1
233,4158.9,4100.0,2649.29,2611.7,2,2,20,20,2,6,0,34,1,1489,2,-1
234,4158.9,4100.0,2638.35,2613.76,2,2,20,20,3,6,0,30,2,1792,2,-1
235,4158.9,4100.0,2674.16,2611.03,2,2,20,20,3,8,0,33,0,1666,1,-1
236,4158.9,4100.0,2676.61,2594.96,2,2,20,20,3,9,0,31,0,1578,5,-1
237,4158.9,4100.0,2662.88,2593.67,2,2,20,20,5,8,0,29,0,1509,50,-1
238,4158.9,4100.0,2638.62,2589.99,2,2,20,20,5,8,0,27,0,1608,100,-1
239,4158.9,4100.0,2629.27,2588.96,2,2,20,20,5,8,0,31,0,1516,86,-1
240,4158.9,4100.0,2645.67,2580.81,2,2,20,20,5,8,0,27,0,1850,1,-1
241,4158.9,4100.0,2666.82,2563.73,2,2,20,20,5,8,0,33,0,1738,100,-1
242,4158.9,4100.0,2656.53,2563.52,2,2,20,20,4,9,0,32,115,1452,54,-1
243,4158.9,4100.0,2657.17,2591.61,2,2,20,20,4,9,0,37,35,1393,119,-1
244,4158.9,4100.0,2652.03,2597.66,2,2,26,20,4,9,6,29,1,2072,134,-1
245,4158.9,3970.0,2644.89,2576.47,2,2,20,20,3,25,0,26,0,1763,31,-1
246,4158.9,3970.0,2615.27,2575.67,2,2,20,20,3,25,0,29,0,1713,169,-1
247,4158.9,3970.0,2615.76,2543.09,2,2,20,20,5,25,0,23,0,1462,195,-1
248,4158.9,3970.0,2612.59,2559.02,2,2,20,20,5,25,0,32,0,1532,51,-1
249,4158.9,3970.0,2610.91,2528.5,2,2,20,20,5,25,0,30,0,1555,308,-1
250,4158.9,3970.0,2588.08,2511.47,2,2,20,20,5,25,0,27,0,1512,204,-1
251,4158.9,3970.0,2565.04,2490.02,2,2,50,50,4,25,60,34,0,1494,213,-1
252,4158.9,3970.0,2552.75,2491.15,2,2,50,50,3,25,60,26,0,1933,160,-1
253,4158.9,3970.0,2551.57,2456.58,2,2,24,38,4,25,22,23,0,1807,12,-1
254,4158.9,3970.0,2551.59,2418.46,2,2,21,22,3,25,3,17,0,1687,55,-1
255,4158.9,3970.0,2541.92,2375.77,2,2,20,21,3,25,1,19,0,1398,58,-1
256,3290.0,3970.0,2525.16,2372.02,2,2,20,50,25,25,30,27,0,1614,0,-1
257,3290.0,3970.0,2470.66,2357.13,2,2,31,50,25,25,41,31,121,1216,8,-1
258,3290.0,3970.0,2401.66,2310.59,2,2,50,20,25,25,30,12,0,965,0,-1
259,3290.0,3970.0,2399.76,2325.49,2,2,50,50,25,25,60,26,0,1589,0,-1
260,3290.0,3970.0,2396.78,2306.8,2,2,50,20,25,25,30,23,0,1511,0,-1
261,3290.0,3970.0,2366.4,2294.01,2,2,20,22,25,25,2,20,0,1030,0,-1
262,3290.0,3970.0,2375.24,2276.29,2,2,22,24,25,25,6,18,0,1560,0,-1
263,3290.0,3970.0,2372.83,2245.47,2,2,20,50,25,25,30,30,219,1084,2,-1
264,3290.0,3150.0,2393.95,2252.25,2,2,25,50,25,25,35,50,128,2016,9,-1
265,3190.1,3068.8,2375.46,2217.15,2,2,20,23,25,25,3,14,0,1128,6,-1
266,3190.1,3068.8,2388.92,2237.25,2,2,50,50,25,25,60,33,164,1158,0,-1
267,3140.0,3068.8,2394.99,2272.71,2,2,50,50,25,25,60,56,801,2508,66,-1
268,3140.0,3068.8,2410.35,2286.66,2,2,50,50,25,25,60,72,331,2292,51,-1
269,3139.6,3068.8,2434.26,2341.56,2,2,50,50,25,25,60,78,130,2616,97,-1
270,3180.2,3068.8,2457.73,2352.01,2,2,50,50,25,25,60,63,267,2842,38,-1
271,3180.2,3068.8,2472.5,2373.26,2,2,50,50,25,25,60,74,150,2439,31,-1
272,3180.2,3068.8,2493.39,2383.49,2,2,50,50,25,25,60,74,144,2610,82,-1
273,3180.2,3068.8,2506.92,2396.45,2,2,50,50,25,25,60,68,87,2164,32,-1
274,3180.2,3068.8,2509.73,2391.95,2,2,37,20,25,25,17,19,2,1992,0,-1
275,3180.2,3068.8,2512.97,2393.66,2,2,50,50,25,25,60,60,111,2172,1,-1
276,3180.2,3068.8,2525.4,2426.01,2,2,50,50,25,25,60,56,71,2578,70,-1
277,3180.2,3040.4,2535.37,2441.68,2,2,50,50,25,25,60,65,127,2256,7,-1
278,3180.2,3125.3,2505.91,2417.04,2,2,50,20,25,25,30,24,235,1762,1,-1
279,3180.2,3125.3,2459.3,2420.64,2,2,20,20,25,25,0,18,0,1640,0,-1
280,3180.2,3170.0,2468.97,2402.86,2,2,20,20,25,25,0,23,0,1280,0,-1
281,3180.2,3170.0,2457.85,2414.62,2,2,20,20,25,25,0,22,0,1142,0,-1
282,3180.2,3125.3,2433.58,2403.1,2,2,20,20,25,25,0,20,0,1137,0,-1
283,3180.2,3125.3,2436.96,2403.3,2,2,20,20,25,25,0,21,0,1077,0,-1
284,3180.2,3070.0,2410.38,2406.88,2,2,20,20,25,25,0,19,0,1348,0,-1
285,3180.2,3070.0,2395.05,2347.39,2,2,20,20,25,25,0,16,113,934,0,-1
286,3180.2,3070.0,2390.29,2331.12,2,2,20,20,25,25,0,19,0,1262,0,-1
287,3180.2,3140.0,2376.8,2325.04,2,2,20,20,25,25,0,20,0,1104,0,-1
288,3180.2,3070.0,2381.24,2295.55,2,2,20,20,25,25,0,16,0,1211,0,-1
