gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,winner
437,2488.0,2238.0,136.08,134.88,2,2,50,50,-1
438,2329.3,2328.6,138.29,133.1,2,2,50,50,-1
439,2381.0,2378.7,157.63,154.85,2,2,50,50,-1
440,2387.0,2387.0,147.48,142.8,2,2,50,50,-1
441,2287.3,2496.6,138.41,147.99,2,2,50,50,-1
442,2236.4,2386.4,137.34,126.72,2,2,50,50,-1
443,2393.7,2284.3,147.08,131.67,2,2,50,50,-1
444,2275.0,2274.4,138.36,137.04,2,2,50,50,-1
445,2235.1,2244.4,145.48,148.85,2,2,50,50,-1
446,2291.2,2289.7,142.41,132.4,2,2,50,50,-1
447,2247.8,2398.0,132.63,123.83,2,2,50,50,-1
448,2285.5,2235.5,128.08,137.66,2,2,50,50,-1
449,2285.6,2228.1,121.08,128.85,2,2,50,50,-1
450,2386.4,2286.4,128.79,146.63,2,2,50,50,-1
451,2279.8,2479.8,153.36,155.92,2,2,50,50,-1
452,2391.2,2392.6,139.74,143.14,2,2,50,50,-1
453,2492.2,2392.2,142.19,143.64,2,2,50,50,-1
454,2287.1,2387.1,138.82,139.77,2,2,50,50,-1
455,2292.6,2381.1,135.36,155.01,2,2,50,50,-1
456,2245.3,2390.2,143.09,142.42,2,2,50,50,-1
457,2396.3,2287.5,155.51,133.24,2,2,50,50,-1
458,2387.5,2287.5,134.7,133.22,2,2,50,50,-1
459,2289.8,2387.4,136.4,132.61,2,2,50,50,-1
460,2287.8,2337.1,147.84,142.51,2,2,50,50,-1
461,2290.0,2244.8,139.1,153.72,2,2,50,50,-1
462,2330.8,2343.4,151.75,147.5,2,2,50,50,-1
463,2286.3,2484.6,165.48,157.89,2,2,50,50,-1
464,2379.4,2322.1,158.73,157.69,2,2,50,50,-1
465,2289.0,2298.4,138.57,163.27,2,2,50,50,-1
466,2277.3,2335.3,157.46,142.0,2,2,50,50,-1
467,2336.0,2286.0,150.59,161.6,2,2,50,50,-1
468,2298.2,2337.1,153.77,150.49,2,2,50,50,-1
469,2379.3,2379.3,164.8,164.17,2,2,50,50,-1
470,2374.2,2350.0,167.83,148.92,2,2,50,50,-1
471,2326.6,2285.3,153.51,157.62,2,2,50,50,-1
472,2325.3,2382.2,158.58,161.73,2,2,50,50,-1
473,2328.0,2378.0,154.11,173.93,2,2,50,50,-1
474,2376.5,3126.5,152.89,171.6,2,3,50,50,-1
475,2372.9,3122.9,160.94,166.67,2,3,50,50,-1
476,2385.7,2385.7,151.76,143.28,2,2,50,50,-1
477,2350.0,2398.9,161.21,161.22,2,2,50,50,-1
478,2338.1,2387.0,164.57,164.18,2,2,50,50,-1
479,2375.8,2336.5,156.62,161.81,2,2,50,50,-1
480,2334.3,2393.1,170.2,177.65,2,2,50,50,-1
481,2492.3,2383.2,179.81,166.11,2,2,50,50,-1
482,2380.6,3143.7,160.0,165.83,2,3,50,50,-1
483,3380.9,2372.8,170.75,145.36,3,2,50,50,-1
484,3250.0,2325.6,169.46,160.26,3,2,50,50,-1
485,2278.6,2397.0,159.86,162.19,3,2,50,50,-1
486,2379.3,2246.0,152.38,150.11,2,2,50,50,-1
487,3188.9,2380.5,155.1,158.97,3,2,50,50,-1
488,2384.0,2380.6,152.9,173.48,2,2,50,50,-1
489,2481.1,2325.9,154.92,157.82,2,2,50,50,-1
490,2500.0,2390.4,148.66,155.1,2,2,50,50,-1
491,2335.6,2386.0,154.74,155.18,2,2,50,50,-1
492,3229.1,2325.8,160.99,167.94,3,2,50,50,-1
493,2488.4,2300.0,174.46,160.28,2,2,50,50,-1
494,2496.2,3236.0,161.94,167.5,2,3,50,50,-1
495,2427.1,2376.0,166.93,160.6,2,2,50,50,-1
496,2488.5,2487.6,178.76,150.41,2,2,50,50,-1
497,2374.2,2324.2,154.41,156.24,2,2,50,50,-1
498,3283.4,2383.4,162.06,168.42,3,2,50,50,-1
499,3284.3,2381.5,175.74,169.9,3,3,50,50,-1
500,2287.3,2291.4,165.87,156.11,2,2,50,50,-1
501,2382.8,2332.8,154.6,157.2,2,2,50,50,-1
502,2334.4,2384.4,151.72,154.09,2,2,50,50,-1
503,2381.7,2381.7,157.36,167.94,2,2,50,50,-1
504,2335.6,2394.4,168.85,178.02,2,2,50,50,-1
505,2292.3,3190.1,160.74,177.9,2,3,50,50,-1
506,3133.8,3179.9,177.47,173.59,3,3,50,50,-1
507,3124.2,3238.8,173.05,182.12,3,3,50,50,-1
508,2281.2,2382.0,158.92,178.85,2,2,50,50,-1
509,2394.1,2390.0,162.25,164.79,2,3,50,50,-1
510,2372.3,3222.1,177.56,171.88,2,3,50,50,-1
511,2486.6,3287.8,163.61,175.08,2,3,50,50,-1
512,2379.4,2343.6,169.5,167.45,2,2,50,50,-1
513,2383.8,2375.8,162.24,162.78,2,2,50,50,-1
514,3185.8,2380.0,166.41,170.93,3,2,50,50,-1
515,2328.4,2381.5,163.52,154.87,3,2,50,50,-1
516,2285.4,2337.0,167.69,159.76,2,2,50,50,-1
517,2480.3,3130.1,170.88,162.12,3,3,50,50,-1
518,2476.8,2375.6,176.03,157.13,2,2,50,50,-1
519,3136.6,2336.6,155.75,138.6,3,2,50,50,-1
520,2386.5,2376.3,170.56,164.18,3,2,50,50,-1
521,3293.4,2394.7,187.32,170.46,3,2,50,50,-1
522,2390.1,3279.8,162.16,177.86,3,3,50,50,-1
523,2389.4,2478.6,173.72,167.61,3,2,50,50,-1
524,3183.4,2381.1,176.94,174.44,3,3,50,50,-1
525,2495.1,2386.0,183.46,174.12,2,3,50,50,-1
526,2483.9,3136.9,171.72,179.06,3,3,50,50,-1
527,3239.9,3150.0,192.41,181.74,3,3,50,50,-1
528,3336.3,3238.6,182.74,188.49,3,3,50,50,-1
529,3275.1,3224.2,182.0,185.93,3,3,50,50,-1
530,3142.8,3176.1,188.4,180.6,3,3,50,50,-1
531,3140.3,3137.3,181.08,186.86,3,3,50,50,-1
532,2485.1,3132.1,176.38,184.11,3,3,50,50,-1
533,2376.9,3123.8,171.83,183.33,3,3,50,50,-1
534,3186.0,3378.1,182.63,184.79,3,3,50,50,-1
535,3329.5,3289.5,187.37,186.78,3,3,50,50,-1
536,3127.1,2485.2,175.01,169.41,3,3,50,50,-1
537,3143.3,2398.1,183.56,176.23,3,3,50,50,-1
538,3137.2,3284.0,178.13,176.53,3,3,50,50,-1
539,3240.0,2388.3,186.96,172.59,3,2,50,50,-1
540,3282.0,3238.0,184.74,195.82,3,3,50,50,-1
541,3377.8,3234.1,187.37,194.55,3,3,50,50,-1
542,3241.2,3142.3,186.67,195.01,3,3,50,50,-1
543,2391.8,3234.2,172.31,171.43,3,3,50,50,-1
544,3294.0,3128.4,189.36,182.99,3,3,50,50,-1
545,3125.7,3127.9,181.66,178.54,3,3,50,50,-1
546,3149.7,2387.2,182.63,179.34,3,2,50,50,-1
547,3236.4,3242.0,184.19,189.66,3,3,50,50,-1
548,3281.8,3291.9,186.53,191.5,3,3,50,50,-1
549,2378.9,3128.9,174.67,180.4,3,3,50,50,-1
550,3295.6,2387.9,189.28,174.3,3,3,50,50,-1
551,3170.5,3376.8,187.96,189.74,3,3,50,50,-1
552,3141.2,3137.1,181.26,188.45,3,3,50,50,-1
553,3234.1,3282.9,184.76,191.86,3,3,50,50,-1
554,2392.1,3286.8,172.73,194.7,2,3,50,50,-1
555,3230.9,3226.9,189.79,187.56,3,3,50,50,-1
556,2374.5,3185.0,178.23,182.41,3,3,50,50,-1
557,3389.3,3340.4,198.61,185.93,3,3,50,50,-1
558,3331.7,3280.1,190.31,186.9,3,3,50,50,-1
559,3227.0,3138.4,186.02,187.82,3,3,50,50,-1
560,3208.8,3126.7,188.71,185.83,3,3,50,50,-1
561,3280.5,3132.6,189.71,185.08,3,3,50,50,-1
562,3139.1,3230.2,164.35,185.31,3,3,50,50,-1
563,3243.3,3243.4,184.74,189.86,3,3,50,50,-1
564,2329.3,3200.0,170.71,187.18,2,3,50,50,-1
565,3177.7,3177.7,181.71,188.94,3,3,50,50,-1
566,2339.8,3142.7,176.66,189.84,3,3,50,50,-1
567,3221.7,3378.0,189.19,193.29,3,3,50,50,-1
568,2385.1,3134.1,177.83,185.76,2,3,50,50,-1
569,2471.1,3136.7,174.17,181.69,3,3,50,50,-1
570,3326.9,3223.6,198.79,191.3,3,3,50,50,-1
571,2485.3,2387.9,176.85,179.63,3,3,50,50,-1
572,3272.3,3321.8,184.87,196.82,3,3,50,50,-1
573,2391.3,3231.9,178.59,185.85,3,3,50,50,-1
574,3239.9,3138.3,186.41,179.0,3,3,50,50,-1
575,3214.8,3138.3,175.18,181.29,3,3,50,50,-1
576,3228.5,3338.4,178.07,187.56,3,3,50,50,-1
577,3339.8,3288.0,192.16,182.08,3,3,50,50,-1
578,3239.1,2392.8,193.72,180.11,3,2,50,50,-1
579,3287.4,3339.9,195.42,191.6,3,3,50,50,-1
580,3361.4,3285.4,197.63,201.18,3,3,50,50,-1
581,3197.9,3137.9,195.58,180.46,3,3,50,50,-1
582,3125.2,3228.1,186.39,200.32,3,3,50,50,-1
583,3280.0,2386.5,183.8,177.45,3,3,50,50,-1
584,3292.3,3391.3,192.09,195.45,3,3,50,50,-1
585,3283.1,3334.6,189.06,183.43,3,3,50,50,-1
586,3292.3,3175.4,182.07,183.1,3,3,50,50,-1
587,2376.3,3238.2,172.92,184.42,3,3,50,50,-1
588,2383.6,2371.4,172.97,173.5,2,2,50,50,-1
589,2390.8,3182.4,177.22,180.43,3,3,50,50,-1
590,3172.2,3135.6,185.1,186.92,3,3,50,50,-1
591,3222.7,3219.9,178.79,191.04,3,3,50,50,-1
592,3142.0,2294.8,185.12,174.44,3,3,50,50,-1
593,3367.4,3137.8,198.19,180.8,3,3,50,50,-1
594,3139.7,3244.3,180.12,184.78,3,3,50,50,-1
595,3123.4,2394.4,187.02,177.9,3,3,50,50,-1
596,3136.8,3236.1,185.4,182.02,3,3,50,50,-1
597,3484.8,3380.0,196.19,195.01,3,3,50,50,-1
598,3240.0,3148.1,187.9,188.26,3,3,50,50,-1
599,3145.9,3146.8,181.54,181.49,3,3,50,50,-1
600,3367.7,3222.1,211.76,200.61,3,3,50,50,-1
601,3148.1,3338.3,180.97,191.24,3,3,50,50,-1
602,3327.1,3209.6,188.43,184.14,3,3,50,50,-1
603,3241.8,3240.5,199.82,191.37,3,3,50,50,-1
604,3129.9,3226.4,180.37,185.67,3,3,50,50,-1
605,3249.4,3134.0,188.13,184.44,3,3,50,50,-1
606,3294.9,3326.7,179.87,185.56,3,3,50,50,-1
607,3287.2,3315.6,191.37,192.5,3,3,50,50,-1
608,3175.9,3145.2,188.87,181.67,3,3,50,50,-1
609,2377.4,2392.9,180.06,180.91,2,3,50,50,-1
610,2390.1,3179.2,175.72,192.98,3,3,50,50,-1
611,3374.3,3142.4,194.21,181.28,3,3,50,50,-1
612,2485.9,2484.7,175.22,178.59,2,3,50,50,-1
613,3135.0,3137.8,185.43,182.57,3,3,50,50,-1
614,3199.5,3132.2,181.97,182.3,3,3,50,50,-1
615,3231.8,3174.3,186.38,189.65,3,3,50,50,-1
616,3134.3,2380.3,185.56,179.62,3,3,50,50,-1
617,3187.6,3389.8,181.77,190.88,3,3,50,50,-1
618,3284.9,3231.1,191.72,185.54,3,3,50,50,-1
619,3189.6,3291.3,186.34,189.08,3,3,50,50,-1
620,2378.9,2380.4,176.26,179.36,2,2,50,50,-1
621,2390.6,2493.1,159.37,167.7,2,2,50,50,-1
622,3128.5,3243.1,180.5,185.14,3,3,50,50,-1
623,2374.7,2299.9,179.23,176.14,3,2,50,50,-1
624,2389.1,2395.8,178.92,179.85,3,3,50,50,-1
625,2389.4,3150.0,174.84,183.42,3,3,50,50,-1
626,3126.7,3285.3,183.56,185.27,3,3,50,50,-1
627,2389.6,2378.2,178.99,174.86,2,3,50,50,-1
628,2375.7,3240.7,174.39,186.86,3,3,50,50,-1
629,3101.1,3242.4,181.44,187.26,3,3,50,50,-1
630,3120.8,3215.5,181.38,191.47,3,3,50,50,-1
631,3136.9,2387.0,187.75,180.73,3,3,50,50,-1
632,3121.4,2338.6,185.66,176.94,3,2,50,50,-1
633,2279.2,3266.5,176.94,192.58,3,3,50,50,-1
634,3135.8,3119.8,191.43,185.01,3,3,50,50,-1
635,3180.4,3231.3,194.36,200.43,3,3,50,50,-1
636,3118.2,3126.2,182.41,181.88,3,3,50,50,-1
637,2484.2,3363.4,183.72,193.95,3,3,50,50,-1
638,2385.1,3113.7,180.76,184.7,3,3,50,50,-1
639,3128.6,3118.7,174.66,182.99,3,3,50,50,-1
640,3212.5,2393.9,184.93,177.58,3,3,50,50,-1
641,2480.0,3130.3,178.39,186.38,2,3,50,50,-1
642,2393.0,3140.3,174.48,178.13,2,3,50,50,-1
643,2273.8,2295.3,151.07,153.47,2,2,50,50,-1
644,3132.8,2499.7,179.6,176.72,3,2,50,50,-1
645,2370.6,2487.0,169.75,180.67,2,2,50,50,-1
646,2377.4,3230.9,176.97,183.96,2,3,50,50,-1
647,2377.4,2483.5,163.7,171.24,2,2,50,50,-1
648,3183.2,2383.3,183.77,179.14,3,2,50,50,-1
649,3126.5,2376.5,182.99,177.84,3,2,50,50,-1
650,3124.7,2392.3,168.31,168.2,3,3,50,50,-1
651,3125.1,2286.8,181.13,171.56,3,2,50,50,-1
652,2387.9,2459.3,165.7,173.66,3,2,50,50,-1
653,3134.6,3176.2,184.25,186.69,3,3,50,50,-1
654,3436.9,2385.8,183.89,169.0,3,2,50,50,-1
655,3127.8,2387.9,185.37,173.48,3,2,50,50,-1
656,2364.3,2391.2,168.92,167.75,2,2,50,50,-1
657,3281.6,3222.4,184.6,178.78,3,3,50,50,-1
658,2381.3,2386.4,172.3,168.34,2,2,50,50,-1
659,3235.1,2382.0,165.9,167.92,3,3,50,50,-1
660,3324.2,2282.7,167.68,169.55,3,2,50,50,-1
661,3133.7,3327.8,185.33,169.79,3,3,50,50,-1
662,3142.4,3213.7,189.62,191.07,3,3,50,50,-1
663,3137.2,3183.2,182.26,194.42,3,3,50,50,-1
664,2387.8,3173.1,176.02,184.07,2,3,50,50,-1
665,3208.0,2459.0,184.51,179.51,3,2,50,50,-1
666,3177.0,2397.7,185.97,180.5,3,3,50,50,-1
667,2383.1,3096.9,177.64,180.02,2,3,50,50,-1
668,3124.0,3132.2,179.66,177.69,3,3,50,50,-1
669,3230.6,3266.5,184.98,189.16,3,3,50,50,-1
670,3255.7,3227.6,190.28,171.34,3,3,50,50,-1
671,2461.9,2382.8,174.84,168.89,2,2,50,50,-1
672,3119.9,3376.4,183.46,185.65,3,3,50,50,-1
673,3387.9,3364.6,197.11,185.09,3,3,50,50,-1
674,3190.6,3226.9,181.58,184.2,3,3,50,50,-1
675,3197.3,3144.2,185.37,185.44,3,3,50,50,-1
676,3121.6,3180.0,183.21,181.23,3,3,50,50,-1
677,3289.2,3187.9,189.27,184.84,3,3,50,50,-1
678,3147.5,3109.8,182.58,182.55,3,3,50,50,-1
679,3241.8,3225.1,199.28,175.56,3,3,50,50,-1
680,3221.6,3210.8,194.84,179.47,3,3,50,50,-1
681,3223.8,3245.3,187.67,195.72,3,3,50,50,-1
682,3171.4,3373.2,189.78,187.8,3,3,50,50,-1
683,3180.8,3136.0,194.79,181.56,3,3,50,50,-1
684,3186.3,3121.8,195.12,183.86,3,3,50,50,-1
685,3226.9,3137.4,182.58,190.74,3,3,50,50,-1
686,2372.0,3271.1,177.1,187.57,3,3,50,50,-1
687,3254.8,2392.9,181.8,178.87,3,3,50,50,-1
688,3170.7,3274.4,185.38,187.86,3,3,50,50,-1
689,3295.0,3286.8,194.97,198.17,3,3,50,50,-1
690,3274.0,3273.9,192.33,187.91,3,3,50,50,-1
691,3395.4,3133.2,188.25,177.3,3,3,50,50,-1
692,3246.7,2350.0,187.03,178.64,3,3,50,50,-1
693,2376.8,3200.7,168.36,180.44,3,3,50,50,-1
694,3368.6,3260.7,197.56,188.67,3,3,50,50,-1
695,3232.2,3221.4,189.12,182.57,3,3,50,50,-1
696,2455.6,3176.2,176.95,190.23,3,3,50,50,-1
697,3275.0,2388.6,195.2,179.95,3,3,50,50,-1
698,3150.0,3231.4,196.8,198.53,3,3,50,50,-1
699,3132.9,3131.4,184.56,188.95,3,3,50,50,-1
700,3142.5,3143.0,183.84,187.41,3,3,50,50,-1
701,3140.6,3243.3,199.74,199.73,3,3,50,50,-1
702,3229.6,3177.0,189.58,188.02,3,3,50,50,-1
703,3294.8,3161.5,191.7,184.18,3,3,50,50,-1
704,3175.7,3176.7,181.26,194.4,3,3,50,50,-1
705,3116.2,3274.0,178.07,179.51,3,3,50,50,-1
706,3149.3,3187.6,181.67,191.78,3,3,50,50,-1
707,3214.4,3165.5,190.91,181.14,3,3,50,50,-1
708,3224.1,3176.6,197.69,182.42,3,3,50,50,-1
709,3224.5,2382.1,183.66,178.08,3,2,50,50,-1
710,3183.8,2379.8,196.25,177.89,3,3,50,50,-1
711,3242.5,3295.7,191.16,189.97,3,3,50,50,-1
712,2394.8,2389.4,178.95,172.63,3,2,50,50,-1
713,3342.1,3273.3,178.38,189.81,3,3,50,50,-1
714,2379.7,2357.6,175.02,170.73,2,3,50,50,-1
715,2377.5,3141.6,157.96,183.6,2,3,50,50,-1
716,2361.4,3275.0,169.35,178.15,2,3,50,50,-1
717,2379.7,3187.8,170.62,181.43,3,3,50,50,-1
718,3368.2,3126.4,174.45,182.39,3,3,50,50,-1
719,2284.9,3293.2,166.98,170.89,2,3,50,50,-1
720,2383.1,3280.0,174.53,189.63,3,3,50,50,-1
721,3292.0,3149.8,191.55,172.03,3,3,50,50,-1
722,2378.8,2370.0,175.84,157.68,2,3,50,50,-1
723,3223.9,3202.5,187.03,185.67,3,3,50,50,-1
724,3233.1,3110.3,177.31,176.4,3,3,50,50,-1
725,3192.2,3234.1,184.67,189.23,3,3,50,50,-1
726,3130.4,2387.8,179.84,174.01,3,3,50,50,-1
727,3157.0,3236.3,194.97,182.5,3,3,50,50,-1
728,3273.0,3273.4,191.98,190.14,3,3,50,50,-1
729,3189.8,2384.0,189.03,180.14,3,3,50,50,-1
730,3174.6,3146.2,192.7,185.41,3,3,50,50,-1
731,3148.2,3197.5,182.41,188.69,3,3,50,50,-1
732,3440.9,3385.9,209.31,206.19,3,3,50,50,-1
733,3129.2,3119.5,184.79,184.57,3,3,50,50,-1
734,3234.2,3282.8,187.67,186.3,3,3,50,50,-1
735,3226.4,3216.2,184.38,185.62,3,3,50,50,-1
736,3180.5,3260.5,189.37,194.1,3,3,50,50,-1
737,3235.4,3244.4,193.0,192.92,3,3,50,50,-1
738,2398.3,3140.4,173.72,179.04,3,3,50,50,-1
739,3222.6,2397.1,196.74,179.25,3,3,50,50,-1
740,3271.1,2389.8,190.4,172.11,3,3,50,50,-1
741,3238.4,3245.4,203.7,186.99,3,3,50,50,-1
742,3135.2,3289.8,188.48,206.83,3,3,50,50,-1
743,3391.6,3282.5,206.29,211.77,3,3,50,50,-1
744,3140.6,3230.9,192.2,196.17,3,3,50,50,-1
745,3272.8,3138.2,199.97,199.52,3,3,50,50,-1
746,3150.0,3180.3,174.87,186.15,3,3,50,50,-1
747,3194.2,3239.3,191.82,186.24,3,3,50,50,-1
748,2382.0,2377.4,171.14,172.2,2,2,50,50,-1
749,3274.0,3350.1,194.14,193.82,3,3,50,50,-1
750,3294.3,3121.6,185.67,183.61,3,3,50,50,-1
751,3240.4,3438.4,187.23,202.43,3,3,50,50,-1
752,3236.7,3273.2,189.36,200.2,3,3,50,50,-1
753,3149.5,3244.4,211.48,197.78,3,3,50,50,-1
754,3212.4,3242.8,197.01,207.03,3,3,50,50,-1
755,3329.7,3143.7,207.85,190.28,3,3,50,50,-1
756,3248.1,3274.9,199.86,202.84,3,3,50,50,-1
757,3259.1,3247.2,191.71,198.08,3,3,50,50,-1
758,3296.6,3230.9,207.61,195.29,3,3,50,50,-1
759,3171.9,3202.3,188.19,197.7,3,3,50,50,-1
760,3255.3,3099.2,215.81,181.83,3,3,50,50,-1
761,3254.8,3343.6,205.43,211.83,3,3,50,50,-1
762,3383.4,3272.7,195.13,196.15,3,3,50,50,-1
763,3300.0,3293.7,183.65,220.5,3,3,50,50,-1
764,3137.8,3174.8,195.56,184.55,3,3,50,50,-1
765,3122.7,3326.2,178.7,191.73,3,3,50,50,-1
766,3364.4,3291.3,195.49,202.62,3,3,50,50,-1
767,3154.8,3094.2,194.68,179.96,3,3,50,50,-1
768,3224.2,3138.7,184.79,181.4,3,3,50,50,-1
769,3198.7,3265.8,185.75,181.23,3,3,50,50,-1
770,3139.9,3174.4,200.52,212.42,3,3,50,50,-1
771,3228.4,3327.1,182.52,193.03,3,3,50,50,-1
772,3326.8,3239.3,189.03,191.58,3,3,50,50,-1
773,3364.9,3315.6,180.01,199.62,3,3,50,50,-1
774,3222.7,3219.7,196.7,199.16,3,3,50,50,-1
775,3124.2,3243.8,187.66,188.28,3,3,50,50,-1
776,3226.3,3287.1,190.63,207.35,3,3,50,50,-1
777,3246.7,3255.5,203.5,199.76,3,3,50,50,-1
778,3158.9,3268.8,183.18,186.95,3,3,50,50,-1
779,3104.0,3243.2,194.98,187.07,3,3,50,50,-1
780,3147.7,3326.5,197.41,199.64,3,3,50,50,-1
781,3191.5,3260.4,188.7,180.33,3,3,50,50,-1
782,3339.5,3181.6,199.31,198.99,3,3,50,50,-1
783,3383.3,3258.8,200.68,207.55,3,3,50,50,-1
784,3254.8,3170.9,209.64,193.34,3,3,50,50,-1
785,3243.0,3221.4,182.16,189.46,3,3,50,50,-1
786,3194.8,3335.6,196.34,204.71,3,3,50,50,-1
787,3348.6,3157.2,199.75,198.99,3,3,50,50,-1
788,3256.5,3239.7,201.33,190.76,3,3,50,50,-1
789,3296.9,3193.5,201.34,194.74,3,3,50,50,-1
790,3283.5,3153.3,189.58,185.46,3,3,50,50,-1
791,3386.7,3121.9,203.57,193.17,3,3,50,50,-1
792,3231.6,3079.6,187.97,187.36,3,3,50,50,-1
793,3380.9,3277.1,207.18,187.94,3,3,50,50,-1
794,3193.0,3039.1,192.9,181.34,3,3,50,50,-1
795,3200.0,3247.9,201.65,194.79,3,3,50,50,-1
796,3239.9,3236.5,203.29,197.56,3,3,50,50,-1
797,3173.4,3225.0,199.57,196.42,3,3,50,50,-1
798,4013.4,3149.5,199.9,179.28,4,3,50,50,-1
799,3248.0,3192.9,185.85,188.63,3,3,50,50,-1
800,3236.1,3291.2,199.62,207.49,3,3,50,50,-1
801,3180.1,3226.7,191.78,195.81,3,3,50,50,-1
802,3263.3,3288.2,200.27,216.22,3,3,50,50,-1
803,3097.3,3250.0,184.09,199.96,3,3,50,50,-1
804,3298.8,3384.8,209.83,202.26,3,3,50,50,-1
805,3169.3,3207.7,186.78,176.37,3,3,50,50,-1
806,3149.5,3339.9,191.24,195.03,3,3,50,50,-1
807,3319.3,3215.9,193.41,185.76,3,3,50,50,-1
808,3398.0,3191.2,204.82,194.54,3,3,50,50,-1
809,3344.3,3041.5,194.04,183.55,3,3,50,50,-1
810,3288.3,3146.3,203.27,189.26,3,3,50,50,-1
811,3183.4,3235.6,204.11,209.61,3,3,50,50,-1
812,3150.0,3336.7,191.97,198.71,3,3,50,50,-1
813,3185.0,3149.9,195.08,199.13,3,3,50,50,-1
814,3137.9,3179.4,177.21,185.98,3,3,50,50,-1
815,3127.1,3299.7,188.05,201.89,3,3,50,50,-1
816,3129.2,3225.8,198.17,208.84,3,3,50,50,-1
817,3292.2,3252.6,204.53,211.0,3,3,50,50,-1
818,3234.9,3294.0,201.9,211.42,3,3,50,50,-1
819,3350.0,3091.9,199.23,181.82,3,3,50,50,-1
820,3141.5,3392.2,197.92,220.51,3,3,50,50,-1
821,3396.8,3213.0,192.26,197.57,3,3,50,50,-1
822,3225.4,3292.1,209.82,204.16,3,3,50,50,-1
823,3240.0,3288.5,204.41,203.43,3,3,50,50,-1
824,3215.4,3212.1,208.81,195.36,3,3,50,50,-1
825,3262.1,3259.7,212.14,185.31,3,3,50,50,-1
826,3432.6,3267.1,200.09,192.35,3,3,50,50,-1
827,3430.8,3145.8,208.33,177.63,3,3,50,50,-1
828,3277.4,3211.3,196.72,193.51,3,3,50,50,-1
829,3132.3,3280.7,200.18,194.37,3,3,50,50,-1
830,3075.2,3236.7,184.11,196.31,3,3,50,50,-1
831,4001.6,3087.1,198.15,184.85,4,3,50,50,-1
832,3136.2,3146.5,190.83,177.19,3,3,50,50,-1
833,3285.2,3361.0,201.95,210.86,3,3,50,50,-1
834,3378.8,3223.2,215.23,222.0,3,3,50,50,-1
835,3159.8,3253.4,196.85,201.68,3,3,50,50,-1
836,3365.7,3228.3,204.53,198.5,3,3,50,50,-1
837,3145.4,3383.2,202.72,219.22,3,3,50,50,-1
838,3237.5,3227.6,218.25,208.59,3,3,50,50,-1
839,3717.2,3241.0,224.25,227.81,4,4,50,50,-1
840,3273.4,3385.7,203.26,222.47,3,3,50,50,-1
841,3381.0,3355.5,231.17,203.12,4,3,50,50,-1
842,3249.7,3346.5,191.48,206.67,3,3,50,50,-1
843,3393.5,3186.4,212.23,202.1,3,3,50,50,-1
844,3244.1,3294.0,197.81,207.65,3,3,50,50,-1
845,3288.6,3269.6,212.31,200.18,3,4,50,50,-1
846,3960.2,4061.6,198.97,215.54,4,4,50,50,-1
847,3397.4,3280.3,231.87,221.57,4,4,50,50,-1
848,3235.3,3168.3,206.93,195.02,3,3,50,50,-1
849,3285.2,3245.2,212.13,209.13,3,3,50,50,-1
850,3239.8,3286.9,206.09,205.85,3,3,50,50,-1
851,3284.8,3150.8,214.43,182.01,3,3,50,50,-1
852,3289.0,3342.7,202.57,203.67,3,3,50,50,-1
853,3172.7,3295.3,194.62,208.14,3,3,50,50,-1
854,3172.1,3223.5,191.1,203.54,3,3,50,50,-1
855,3284.8,3372.8,203.25,205.39,3,3,50,50,-1
856,3237.5,3389.1,213.41,218.68,4,4,50,50,-1
857,3441.8,3337.6,208.74,215.78,4,4,50,50,-1
858,3165.8,4209.5,197.55,211.88,4,4,50,50,-1
859,3214.4,3861.1,205.33,196.12,4,4,50,50,-1
860,4037.3,4133.3,209.33,219.72,4,4,50,50,-1
861,3245.5,3268.9,229.76,219.4,4,3,50,50,-1
862,4096.6,4075.0,221.08,225.29,4,4,50,50,-1
863,3642.2,4061.6,226.54,221.48,4,4,50,50,-1
864,4016.2,3243.9,208.65,207.49,4,4,50,50,-1
865,4119.5,3245.2,216.13,213.41,4,3,50,50,-1
866,4044.7,4023.6,232.27,195.06,4,4,50,50,-1
867,3646.6,2998.2,223.07,167.73,4,3,50,50,-1
868,4140.8,3308.5,203.02,181.51,4,3,50,50,-1
869,4140.8,3236.1,206.67,191.19,4,3,50,50,-1
870,3574.9,4038.9,189.16,176.72,4,4,50,50,-1
871,3441.5,4058.1,164.18,200.37,4,4,50,50,-1
872,3195.3,3315.8,178.71,186.92,4,4,50,50,-1
873,3931.1,3101.3,196.12,177.12,4,3,50,50,-1
874,3237.4,3320.7,176.67,198.61,3,3,50,50,-1
875,3251.7,3214.8,211.93,191.64,3,4,50,50,-1
876,3200.0,3254.4,166.15,183.54,3,3,50,50,-1
877,3359.8,3184.0,209.38,183.71,3,3,50,50,-1
878,3278.3,3207.4,206.31,196.7,4,3,50,50,-1
879,3266.4,3177.7,201.04,179.92,4,4,50,50,-1
880,3187.5,4287.3,211.76,204.85,3,4,50,50,-1
881,3227.3,3298.5,205.07,191.45,4,3,50,50,-1
882,3261.9,3921.1,189.04,206.34,4,4,50,50,-1
883,3304.8,3228.6,190.37,203.77,4,3,50,50,-1
884,4073.8,3342.9,218.68,212.4,4,4,50,50,-1
885,3156.1,3260.0,186.93,216.72,3,3,50,50,-1
886,3201.2,3282.4,186.73,187.76,3,3,50,50,-1
