gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,winner
0,1586.8,1586.8,263.38,269.36,2,2,50,50,10,10,-1
1,2336.3,2337.3,293.28,287.28,2,2,50,50,5,5,-1
2,2468.4,2318.0,356.2,360.67,2,2,50,50,10,10,-1
3,2436.8,2436.8,368.97,387.01,2,2,50,50,10,10,-1
4,2488.7,2442.2,366.74,378.44,2,2,50,50,10,10,-1
5,2498.8,2497.8,387.27,397.66,2,2,50,50,10,10,-1
6,2438.2,2538.2,392.14,452.74,2,2,50,50,10,10,-1
7,3274.7,3354.7,419.19,401.99,3,3,50,50,7,4,-1
8,3341.6,2486.6,468.92,397.59,3,2,50,50,6,10,-1
9,2338.7,2438.7,356.27,330.45,2,2,50,50,10,8,-1
10,2447.3,2347.8,306.5,319.48,2,2,50,50,6,6,-1
11,2387.6,2387.6,372.11,399.32,2,2,50,50,10,10,-1
12,2375.4,2475.4,412.04,387.13,2,3,50,50,10,10,-1
13,3398.9,3224.6,435.11,394.12,3,3,50,50,2,10,-1
14,2246.6,2496.6,278.32,366.32,2,2,50,50,10,10,-1
15,2478.1,2478.1,410.06,417.15,2,2,50,50,10,10,-1
16,2436.1,2386.4,370.86,375.77,2,2,50,50,10,10,-1
17,3350.0,2495.7,464.69,473.02,3,2,50,50,7,10,-1
18,2500.0,3424.1,439.5,458.22,2,3,50,50,10,2,-1
19,2586.4,2578.1,463.56,464.98,3,2,50,50,10,10,-1
20,2482.7,3519.1,457.42,480.78,3,3,50,50,10,2,-1
21,3490.8,2487.3,490.82,456.46,3,3,50,50,2,10,-1
22,3280.8,3220.3,436.9,464.45,3,3,50,50,10,10,-1
23,2489.3,2386.8,345.05,358.72,2,2,50,50,10,10,-1
24,2486.4,2435.3,400.16,395.96,2,2,50,50,10,10,-1
25,2459.8,2457.0,453.45,413.7,3,3,50,50,10,10,-1
26,2583.2,2476.2,437.3,448.51,2,2,50,50,10,10,-1
27,2472.0,2584.0,452.41,423.65,2,3,50,50,10,10,-1
28,2395.7,2450.0,422.43,418.67,3,2,50,50,10,10,-1
29,2486.6,2341.1,452.27,442.44,2,2,50,50,10,10,-1
30,2385.6,2390.7,405.34,392.32,2,2,50,50,10,10,-1
31,2485.4,3361.4,462.07,460.5,2,3,50,50,10,7,-1
32,3431.6,2484.5,455.2,407.47,3,3,50,50,4,10,-1
33,2385.6,2483.9,427.97,434.57,2,2,50,50,10,10,-1
34,3335.4,3338.9,469.53,488.33,3,3,50,50,6,6,-1
35,2431.5,3532.7,448.87,464.81,3,3,50,50,10,1,-1
36,2415.5,3181.7,449.21,443.47,3,3,50,50,10,10,-1
37,3616.7,2419.8,445.56,445.22,3,3,50,50,1,10,-1
38,3360.3,2597.6,434.35,466.19,3,3,50,50,4,10,-1
39,3274.4,3239.8,452.86,463.57,3,3,50,50,7,10,-1
40,2500.0,2477.9,433.46,422.96,2,2,50,50,10,10,-1
41,3520.1,3673.3,470.99,510.1,3,3,50,50,1,5,-1
42,2396.4,2396.4,338.79,370.36,2,2,50,50,8,10,-1
43,2443.1,2343.1,341.13,353.7,2,2,50,50,8,10,-1
44,2565.2,2520.3,430.83,425.03,2,2,50,50,10,10,-1
45,2392.4,3233.0,410.27,428.91,3,3,50,50,10,10,-1
46,3517.3,3438.5,463.83,468.82,3,3,50,50,2,4,-1
47,3416.4,2400.0,478.75,434.48,3,3,50,50,2,10,-1
48,3676.6,3908.0,469.37,474.54,3,3,50,50,1,1,-1
49,3386.0,3415.8,463.81,469.2,3,3,50,50,4,3,-1
50,3329.9,3233.3,472.22,473.81,3,3,50,50,10,10,-1
51,3814.4,3576.3,483.4,452.03,3,3,50,50,3,1,-1
52,3780.0,3616.3,506.86,503.09,3,3,50,50,4,4,-1
53,4025.1,4219.7,532.68,478.17,3,3,50,50,5,2,-1
54,4129.0,4721.3,480.4,519.58,3,3,50,50,2,2,-1
55,3767.8,4250.0,493.26,495.25,3,3,50,50,3,2,-1
56,3811.0,3444.4,524.57,489.52,3,3,50,50,5,6,-1
57,3769.1,3769.1,477.03,476.69,3,3,50,50,1,1,-1
58,3645.0,3554.0,503.24,491.23,3,3,50,50,3,3,-1
59,3997.9,2587.1,540.41,462.31,3,3,50,50,5,10,-1
60,3503.9,3368.6,471.85,469.6,3,3,50,50,1,5,-1
61,3630.3,3739.0,482.59,497.36,3,3,50,50,1,3,-1
62,3984.3,3706.7,528.14,555.32,3,3,50,50,5,8,-1
63,3805.9,4026.9,498.56,484.06,3,3,50,50,4,2,-1
64,3443.9,2491.4,474.35,466.12,3,3,50,50,3,10,-1
65,2494.1,2477.2,446.49,443.7,2,2,50,50,10,10,-1
66,2596.2,2490.9,465.81,471.59,2,2,50,50,10,10,-1
67,3234.5,2499.8,477.37,465.81,3,3,50,50,10,10,-1
68,2386.7,2574.7,427.75,451.05,2,2,50,50,10,10,-1
69,2588.5,2488.5,427.35,380.76,2,2,50,50,10,10,-1
70,3377.4,3222.4,475.3,470.21,3,3,50,50,2,10,-1
71,3299.2,2589.8,465.47,469.68,3,2,50,50,9,10,-1
72,3346.5,3710.0,485.98,505.75,3,3,50,50,6,4,-1
73,2497.7,3142.1,471.11,462.73,3,3,50,50,10,10,-1
74,2491.0,2534.4,465.53,456.66,2,2,50,50,10,10,-1
75,3477.0,3247.5,487.63,476.48,3,3,50,50,5,10,-1
76,3219.9,3675.3,476.06,537.58,3,3,50,50,10,7,-1
77,2481.8,3634.2,447.32,470.0,3,3,50,50,10,1,-1
78,2478.7,3237.7,463.74,480.64,3,3,50,50,10,10,-1
79,2498.9,2477.1,467.1,463.13,2,2,50,50,10,10,-1
80,2435.0,2499.4,459.38,455.78,2,2,50,50,10,10,-1
81,3629.8,3707.7,483.9,518.51,3,3,50,50,2,5,-1
82,3654.1,3544.1,492.93,484.24,3,3,50,50,2,3,-1
83,2592.6,2485.4,461.17,441.81,2,2,50,50,10,10,-1
84,3575.6,3464.1,504.67,497.03,3,3,50,50,3,3,-1
85,3502.4,3522.4,521.51,522.97,3,3,50,50,6,6,-1
86,2487.3,3855.2,456.39,496.0,3,3,50,50,10,3,-1
87,4344.3,3536.4,550.45,484.71,4,4,50,50,6,2,-1
88,3687.3,3482.0,505.55,506.13,3,3,50,50,4,7,-1
89,3461.9,3507.2,486.14,495.37,3,3,50,50,3,3,-1
90,2444.7,3408.3,458.6,492.6,3,3,50,50,10,4,-1
91,3777.4,3666.3,487.05,518.88,3,3,50,50,3,5,-1
92,3664.0,3363.0,476.65,478.77,3,3,50,50,2,7,-1
93,2393.4,2345.4,455.61,432.54,3,2,50,50,10,10,-1
94,3333.7,2484.3,471.34,428.17,3,2,50,50,9,10,-1
95,3475.3,3559.2,459.14,466.13,3,3,50,50,1,2,-1
96,3498.6,2593.6,454.35,380.25,3,3,50,50,1,10,-1
97,2347.0,2347.0,401.96,375.4,2,2,50,50,10,10,-1
98,2399.5,2393.3,418.85,396.76,2,3,50,50,10,10,-1
99,2396.7,2497.1,378.38,360.87,2,2,50,50,10,10,-1
100,2446.6,2396.6,409.96,430.42,2,2,50,50,10,10,-1
101,2346.9,2493.8,406.58,440.67,2,2,50,50,10,10,-1
102,3529.9,3367.7,484.11,480.97,3,3,50,50,2,7,-1
103,3595.8,2488.2,469.85,453.88,3,2,50,50,1,10,-1
104,3238.8,3343.6,440.8,490.81,3,3,50,50,10,6,-1
105,3371.4,3346.9,499.78,477.97,3,3,50,50,9,5,-1
106,3634.5,3554.8,475.72,478.29,3,3,50,50,1,2,-1
107,3632.8,3467.6,539.81,483.22,3,3,50,50,8,3,-1
108,3476.4,3496.9,518.44,469.99,3,3,50,50,7,4,-1
109,3355.0,2593.5,474.13,467.05,3,2,50,50,5,10,-1
110,3364.2,2544.8,484.7,471.65,3,3,50,50,9,10,-1
111,2481.9,3260.9,450.83,479.17,3,3,50,50,10,10,-1
112,3548.3,2439.9,434.26,460.75,3,2,50,50,2,10,-1
113,3514.9,3393.8,450.91,411.52,3,3,50,50,1,4,-1
114,2497.5,3503.9,461.2,457.38,3,3,50,50,10,3,-1
115,3651.6,3383.0,483.69,469.52,3,3,50,50,1,6,-1
116,3661.5,3339.6,484.79,476.96,3,3,50,50,2,8,-1
117,2497.2,2577.0,454.92,456.24,3,3,50,50,10,10,-1
118,2576.4,3385.5,459.7,486.36,2,3,50,50,10,6,-1
119,2486.8,2585.2,460.88,461.3,2,2,50,50,10,10,-1
120,3481.4,2491.2,495.06,463.71,3,3,50,50,4,10,-1
121,3434.8,3384.7,498.52,472.46,3,3,50,50,6,4,-1
122,3337.5,2490.6,470.22,455.56,3,3,50,50,8,10,-1
123,2484.3,3265.3,462.81,459.19,3,3,50,50,10,10,-1
124,3712.2,3763.9,510.16,505.72,3,3,50,50,4,4,-1
125,3723.7,3810.5,523.85,519.45,3,3,50,50,5,5,-1
126,2483.7,3722.4,464.9,460.29,2,3,50,50,10,1,-1
127,3767.7,3392.2,518.83,473.33,3,3,50,50,4,5,-1
128,3667.6,3410.3,495.38,500.22,3,3,50,50,3,6,-1
129,3303.0,2486.1,483.0,456.67,3,3,50,50,10,10,-1
130,3333.0,3729.1,468.42,485.16,3,3,50,50,9,2,-1
131,3262.5,2477.5,498.27,448.36,3,3,50,50,10,10,-1
132,3362.7,2492.2,478.35,455.65,3,3,50,50,7,10,-1
133,3505.1,3318.3,488.99,474.85,3,3,50,50,3,6,-1
134,2438.0,3591.4,465.5,494.67,3,3,50,50,10,2,-1
135,3600.1,2376.8,517.15,440.79,3,3,50,50,3,10,-1
136,2487.1,3596.2,443.29,500.48,3,3,50,50,10,3,-1
137,2387.6,2497.4,391.38,386.68,2,2,50,50,10,10,-1
138,2493.5,3629.6,452.73,478.51,2,3,50,50,10,1,-1
139,2435.4,2435.4,369.7,380.16,2,2,50,50,10,10,-1
140,3436.2,3568.7,462.11,468.22,3,3,50,50,2,2,-1
141,3505.8,3522.5,527.66,488.82,3,3,50,50,6,2,-1
142,3849.2,3680.4,545.95,508.93,3,3,50,50,6,4,-1
143,2490.6,2389.5,465.44,427.1,2,2,50,50,10,10,-1
144,2484.6,3593.6,465.54,484.63,3,3,50,50,10,3,-1
145,3296.2,3624.6,474.61,490.42,3,3,50,50,10,2,-1
146,3566.6,3337.4,470.15,473.12,3,3,50,50,1,7,-1
147,2482.3,2500.0,445.94,463.21,2,2,50,50,10,10,-1
148,3239.5,2578.4,488.0,436.45,3,3,50,50,10,10,-1
149,3371.1,3372.7,476.59,492.4,3,3,50,50,9,9,-1
150,3651.4,3680.8,463.11,499.44,3,3,50,50,1,3,-1
151,2487.4,2582.7,444.44,456.16,2,2,50,50,10,10,-1
152,2576.0,2486.4,438.55,448.05,2,2,50,50,10,10,-1
153,2420.3,2570.3,411.99,415.28,3,2,50,50,10,10,-1
154,2574.5,3363.2,452.99,459.66,2,3,50,50,10,5,-1
155,2568.1,2477.1,447.65,388.33,2,2,50,50,10,10,-1
156,2464.2,3447.7,458.36,470.26,2,3,50,50,10,3,-1
157,3693.8,2496.3,480.75,457.85,3,3,50,50,2,10,-1
158,2429.0,2474.7,438.21,435.25,3,3,50,50,10,10,-1
159,3424.1,3557.2,490.86,486.77,3,3,50,50,4,3,-1
160,2485.3,3383.5,460.53,483.9,3,3,50,50,10,5,-1
161,3578.7,3425.0,475.9,526.99,3,3,50,50,3,7,-1
162,3331.0,3426.9,472.86,481.88,3,3,50,50,4,7,-1
163,3585.9,3484.1,472.33,472.94,3,3,50,50,1,5,-1
164,3641.1,2580.8,443.32,456.64,3,2,50,50,1,10,-1
165,2474.9,3496.4,450.38,503.68,2,3,50,50,10,4,-1
166,3334.3,2481.9,465.66,436.18,3,2,50,50,10,10,-1
167,2437.5,2484.6,452.32,442.5,2,3,50,50,10,10,-1
168,3289.1,3740.5,469.15,487.19,3,3,50,50,10,3,-1
169,3458.3,3256.1,457.3,459.38,3,3,50,50,2,10,-1
170,3398.4,3473.5,471.62,469.99,3,3,50,50,3,4,-1
171,2491.4,3281.2,447.31,455.77,3,3,50,50,10,7,-1
172,2460.6,2478.8,444.1,466.59,2,2,50,50,10,10,-1
173,3492.1,2591.9,491.62,460.91,3,3,50,50,3,10,-1
174,3606.9,3486.5,499.37,486.84,3,3,50,50,4,4,-1
175,2482.0,2495.8,434.97,461.66,3,3,50,50,10,10,-1
176,3484.8,2473.3,449.21,451.23,3,2,50,50,3,10,-1
177,2527.5,2474.6,464.07,451.22,2,2,50,50,10,10,-1
178,3380.7,3439.2,450.76,477.3,3,3,50,50,3,2,-1
179,3238.6,3326.8,479.78,473.07,3,3,50,50,10,7,-1
180,2481.0,3224.4,462.99,471.67,3,3,50,50,10,10,-1
181,3558.5,2459.9,508.39,416.99,3,2,50,50,5,10,-1
182,3262.6,3340.0,433.46,458.51,3,3,50,50,10,7,-1
183,3333.2,3292.2,469.46,459.09,3,3,50,50,8,10,-1
184,3462.0,2497.9,464.2,441.97,3,2,50,50,3,10,-1
185,3624.9,3853.8,497.12,523.63,3,3,50,50,3,6,-1
186,2485.1,2427.5,464.11,456.49,2,3,50,50,10,10,-1
187,3572.7,3328.6,471.61,480.26,3,3,50,50,3,10,-1
188,3358.7,2579.5,511.29,472.23,3,2,50,50,10,10,-1
189,2496.1,3718.7,424.01,464.23,3,3,50,50,10,1,-1
190,3383.8,3270.0,462.11,452.34,3,3,50,50,6,8,-1
191,2487.9,2488.7,453.01,440.64,2,2,50,50,10,10,-1
192,3890.9,3419.6,505.7,477.61,3,3,50,50,4,3,-1
193,3493.5,3523.7,495.86,462.88,3,3,50,50,4,2,-1
194,3387.5,2436.4,449.39,432.19,3,2,50,50,4,10,-1
195,2446.1,3493.6,434.69,450.24,3,3,50,50,10,2,-1
196,2493.8,2474.9,452.3,457.56,2,2,50,50,10,10,-1
197,3436.0,3818.7,464.69,460.52,3,3,50,50,4,2,-1
198,2470.6,2484.4,442.81,457.64,2,2,50,50,10,10,-1
199,2411.8,2587.3,448.27,442.58,2,2,50,50,10,10,-1
200,2483.6,2486.0,466.42,466.34,3,2,50,50,10,10,-1
201,3361.7,3358.4,453.77,477.62,3,3,50,50,7,9,-1
202,3516.2,3481.2,476.12,492.19,3,3,50,50,2,4,-1
203,2556.4,3365.7,452.71,462.99,2,3,50,50,10,5,-1
204,3372.6,3312.4,483.3,473.14,3,3,50,50,5,10,-1
205,3372.9,3377.3,487.98,467.54,3,3,50,50,8,6,-1
206,3520.6,3460.1,473.63,499.22,3,3,50,50,1,6,-1
207,3087.1,2481.9,457.66,451.77,3,3,50,50,10,10,-1
208,3343.4,3834.2,464.62,516.44,3,3,50,50,8,4,-1
209,3240.7,3433.9,473.68,450.2,3,3,50,50,10,3,-1
210,2581.3,3280.3,452.83,447.58,3,3,50,50,10,10,-1
211,3749.6,3326.8,469.59,476.33,3,3,50,50,2,10,-1
212,3250.0,3450.2,455.44,483.75,3,3,50,50,10,5,-1
213,3328.6,2596.1,455.3,453.83,3,3,50,50,10,10,-1
214,3329.1,3323.2,481.66,479.63,3,3,50,50,10,10,-1
215,3652.1,3425.0,465.91,474.09,3,3,50,50,1,2,-1
216,2483.7,2483.0,463.46,458.34,3,3,50,50,10,10,-1
217,3298.5,3557.6,480.17,502.41,3,3,50,50,10,4,-1
218,3540.4,3494.9,475.57,488.6,3,3,50,50,1,2,-1
219,3342.9,3543.8,477.19,509.89,3,3,50,50,6,5,-1
220,3586.6,3539.4,512.46,503.86,3,3,50,50,3,4,-1
221,3532.2,3326.9,474.17,449.19,3,3,50,50,1,5,-1
222,3427.0,3408.9,495.94,478.58,3,3,50,50,7,7,-1
223,2498.0,3565.2,462.64,486.39,2,3,50,50,10,2,-1
224,2480.4,3345.2,458.34,477.12,2,3,50,50,10,7,-1
225,3707.1,3918.7,457.28,491.79,3,3,50,50,1,2,-1
226,2475.3,2574.6,461.76,431.67,2,2,50,50,10,10,-1
227,3308.9,3574.7,476.73,500.3,3,3,50,50,10,5,-1
228,2465.1,3448.2,471.24,482.47,2,3,50,50,10,4,-1
229,3622.6,3418.3,472.8,487.43,3,3,50,50,1,4,-1
230,2394.5,2396.8,401.95,386.74,2,2,50,50,10,10,-1
231,2386.8,2338.3,358.49,314.22,2,2,50,50,10,6,-1
232,2491.1,2498.2,414.68,404.1,2,2,50,50,10,10,-1
233,2487.6,2383.3,390.0,379.49,2,2,50,50,10,10,-1
234,2394.8,2487.3,402.28,381.65,2,2,50,50,10,10,-1
235,2484.2,2434.2,381.16,377.84,2,2,50,50,10,10,-1
236,2387.2,2387.4,400.49,399.97,2,2,50,50,10,10,-1
237,2483.1,2484.3,469.28,452.57,2,2,50,50,10,10,-1
238,3265.9,3263.7,476.73,472.46,3,3,50,50,10,10,-1
239,2478.8,3585.7,457.12,489.5,2,3,50,50,10,3,-1
240,2590.3,2562.2,455.76,469.3,2,2,50,50,10,10,-1
241,3308.6,3263.4,461.27,457.14,3,3,50,50,10,10,-1
242,2569.6,2491.5,467.97,447.46,2,3,50,50,10,10,-1
243,3232.6,3347.7,470.84,478.07,3,3,50,50,10,5,-1
244,3487.3,3431.7,520.42,500.66,3,3,50,50,7,5,-1
245,3237.5,3740.5,465.72,495.58,3,3,50,50,10,3,-1
246,3327.6,3305.4,426.14,432.63,3,3,50,50,4,8,-1
247,3475.0,3744.5,467.98,521.59,3,3,50,50,2,5,-1
248,2487.1,3446.5,457.4,472.45,3,3,50,50,10,1,-1
249,2563.1,3321.2,451.99,475.49,2,3,50,50,10,10,-1
250,3358.0,3312.7,453.04,475.98,3,3,50,50,4,8,-1
251,3306.6,3774.3,475.58,458.98,3,3,50,50,10,1,-1
252,3898.3,3837.3,489.54,497.9,3,3,50,50,3,5,-1
253,2476.8,2495.8,388.36,422.54,2,2,50,50,10,10,-1
254,3355.5,3354.0,475.55,450.1,3,3,50,50,9,7,-1
255,3470.6,2453.3,449.1,421.17,3,2,50,50,2,10,-1
256,3344.3,3325.9,480.28,487.45,3,3,50,50,7,9,-1
257,3441.6,3339.6,505.53,474.56,3,3,50,50,6,8,-1
258,2490.1,3237.6,406.78,406.19,2,3,50,50,10,7,-1
259,3385.3,3346.6,478.18,481.18,3,3,50,50,3,7,-1
260,3627.3,3380.3,499.08,444.4,3,3,50,50,4,2,-1
261,3363.3,3406.0,468.23,494.08,3,3,50,50,4,6,-1
262,3559.2,2372.9,478.3,434.46,3,2,50,50,1,10,-1
263,3220.3,3162.9,466.48,455.38,3,3,50,50,10,10,-1
264,2481.4,2461.9,458.12,426.21,2,2,50,50,10,10,-1
265,2492.2,3326.3,464.72,452.96,2,3,50,50,10,4,-1
266,3465.5,2468.2,467.35,459.3,3,2,50,50,3,10,-1
267,2586.5,3421.9,458.01,479.39,3,3,50,50,10,3,-1
268,2514.3,2470.2,424.96,425.43,2,2,50,50,10,10,-1
269,2435.0,2485.7,428.7,434.05,2,2,50,50,10,10,-1
270,3566.2,3438.5,483.7,477.82,3,3,50,50,3,5,-1
271,2489.4,3410.6,445.71,502.31,3,3,50,50,10,5,-1
272,3533.0,3575.8,489.46,488.59,3,3,50,50,4,4,-1
273,2473.8,2566.6,459.7,439.5,3,3,50,50,10,10,-1
274,3284.7,3272.9,466.96,471.76,3,3,50,50,10,10,-1
275,2590.9,3470.3,447.45,483.72,3,3,50,50,10,4,-1
276,3514.1,3378.1,474.58,473.29,3,3,50,50,3,5,-1
277,2588.7,3353.9,420.35,425.39,3,3,50,50,10,3,-1
278,2460.2,3410.0,447.19,448.19,2,3,50,50,10,5,-1
279,2448.0,2398.5,344.18,398.09,2,2,50,50,10,10,-1
280,3259.6,3355.0,453.09,478.2,3,3,50,50,9,7,-1
281,2498.4,2422.7,437.45,440.45,2,2,50,50,10,10,-1
282,2484.8,2579.8,448.36,444.59,2,2,50,50,10,10,-1
283,3333.3,2489.4,459.01,464.66,3,3,50,50,8,10,-1
284,3248.4,3236.3,447.18,460.04,3,3,50,50,9,10,-1
285,2473.4,2462.6,444.01,416.68,3,2,50,50,10,10,-1
286,2577.1,2443.1,451.99,436.94,3,3,50,50,10,10,-1
287,2482.3,2418.8,435.41,452.69,2,2,50,50,10,10,-1
288,3456.3,3354.5,496.6,455.9,3,3,50,50,4,5,-1
289,3375.1,3244.1,480.58,461.47,3,3,50,50,6,10,-1
290,3250.0,3599.4,464.96,499.64,3,3,50,50,10,4,-1
291,3656.4,3708.7,510.66,482.16,3,3,50,50,5,2,-1
292,3555.2,3410.7,510.01,469.44,3,3,50,50,6,3,-1
293,2404.9,2482.1,446.44,441.21,3,3,50,50,10,10,-1
294,3294.5,3393.8,479.97,486.45,3,3,50,50,10,4,-1
295,3283.4,3484.1,478.57,496.07,3,3,50,50,10,4,-1
296,3486.8,2480.0,471.2,452.29,3,3,50,50,2,10,-1
297,3400.4,2649.4,481.78,444.53,3,3,50,50,8,10,-1
298,3670.8,3517.4,498.77,488.04,3,3,50,50,4,3,-1
299,3462.9,3422.9,528.53,465.45,3,3,50,50,8,3,-1
300,3314.7,3356.2,460.96,454.19,3,3,50,50,4,2,-1
301,3408.4,3560.9,494.55,460.0,3,3,50,50,10,1,-1
302,3310.3,3489.6,464.95,483.99,3,3,50,50,7,5,-1
303,3280.2,3647.2,471.64,495.82,3,3,50,50,10,3,-1
304,3645.0,3376.7,506.53,485.84,3,3,50,50,5,8,-1
305,4533.2,4100.0,536.31,540.88,4,4,50,50,3,7,-1
306,4166.6,4007.0,577.84,534.03,3,3,50,50,8,7,-1
307,3331.4,3271.7,480.1,468.37,3,3,50,50,8,10,-1
308,3730.2,2532.0,515.73,446.67,3,3,50,50,4,10,-1
309,2477.0,3434.5,451.75,471.24,2,3,50,50,10,4,-1
310,3352.1,3837.8,490.58,484.01,3,3,50,50,7,2,-1
311,2549.5,2483.6,453.96,473.85,3,3,50,50,10,10,-1
312,2587.2,2593.7,457.01,447.68,2,2,50,50,10,10,-1
313,3405.1,2483.6,488.48,439.06,3,3,50,50,6,10,-1
314,3449.6,3429.5,462.51,446.24,3,3,50,50,2,2,-1
315,2350.0,2487.3,396.86,443.13,2,2,50,50,10,10,-1
316,3250.0,3495.8,345.23,400.25,3,3,50,50,2,2,-1
317,2474.3,2424.3,355.37,324.46,2,2,50,50,10,7,-1
318,2322.0,2422.0,374.4,370.9,2,2,50,50,10,10,-1
319,2390.1,2390.1,332.02,361.52,2,2,41,35,8,10,-1
320,2336.5,2236.5,345.81,313.3,2,2,50,50,9,10,-1
321,2387.3,2487.3,320.07,384.97,2,2,35,50,7,10,-1
322,2396.5,2346.5,349.83,340.8,2,2,29,50,9,9,-1
323,2493.9,2443.9,367.28,371.28,2,2,24,49,10,10,-1
324,2398.3,2600.0,342.05,402.62,2,2,50,50,8,10,-1
325,2334.1,2494.3,375.54,424.71,2,2,50,50,10,10,-1
326,2486.5,2436.5,363.83,388.82,2,2,24,49,10,10,-1
327,2481.7,2490.0,454.14,446.3,2,2,50,50,10,10,-1
328,2485.0,2435.0,369.53,387.55,3,2,25,37,10,10,-1
329,3396.8,2497.8,478.86,463.66,3,3,50,50,4,10,-1
330,3420.0,3288.1,496.97,479.02,3,3,50,50,9,10,-1
331,3430.5,3536.4,524.77,483.35,3,3,50,50,9,2,-1
332,3620.6,3585.0,516.16,505.89,3,3,50,50,5,4,-1
333,3628.1,3741.1,500.94,519.09,3,3,50,50,4,5,-1
334,2584.9,3603.7,470.09,492.13,3,3,50,50,10,4,-1
335,2464.6,3481.2,464.52,490.13,3,3,50,50,10,4,-1
336,3511.8,3220.1,488.38,467.58,3,3,50,50,4,10,-1
337,2573.2,3569.4,462.76,472.53,3,3,50,50,10,1,-1
338,2377.6,2488.8,444.12,453.11,3,3,50,50,10,10,-1
339,3657.0,2479.1,504.95,467.49,3,3,50,50,3,10,-1
340,3333.2,3483.7,471.82,500.59,3,3,50,50,10,4,-1
341,2565.0,3578.3,467.43,472.23,2,3,50,50,10,1,-1
342,3747.2,3388.5,472.84,464.2,3,3,50,50,3,3,-1
343,3698.9,3445.7,497.99,487.65,3,3,50,50,3,4,-1
344,3665.6,3625.3,519.2,496.09,3,3,50,50,4,5,-1
345,3433.2,2580.2,519.35,466.37,3,3,50,50,9,10,-1
346,3474.9,3617.3,490.07,484.5,3,3,50,50,3,2,-1
347,3492.8,3719.0,494.28,529.73,3,3,50,50,3,5,-1
348,3434.1,3577.8,496.06,467.33,3,3,50,50,10,1,-1
349,2486.8,2485.4,465.09,457.91,2,2,50,50,10,10,-1
350,3398.5,3242.1,461.21,463.48,3,3,50,50,2,10,-1
351,3548.4,2570.7,474.69,473.86,3,3,50,50,2,10,-1
352,3598.3,3705.3,499.53,498.18,3,3,50,50,3,3,-1
353,3289.6,3652.3,477.03,476.0,3,3,50,50,10,1,-1
354,2484.0,2488.8,447.49,460.17,2,2,50,50,10,10,-1
355,2487.4,3351.1,479.52,477.95,3,3,50,50,10,9,-1
356,3359.8,2581.8,494.19,452.71,3,3,50,50,8,10,-1
357,3558.1,4171.8,487.89,503.58,4,4,50,50,3,3,-1
358,2478.0,2478.0,454.04,458.03,2,2,50,50,10,10,-1
359,3315.2,3430.2,466.21,473.19,3,3,50,50,8,5,-1
360,2487.4,2481.0,420.35,410.33,2,2,50,50,10,10,-1
361,3594.8,2466.3,482.18,446.24,3,3,50,50,1,10,-1
362,3371.4,3498.1,487.72,470.33,3,3,50,50,9,1,-1
363,2441.2,2487.0,425.15,451.05,2,3,50,50,10,10,-1
364,3245.0,3562.0,474.58,489.94,3,3,50,50,10,3,-1
365,2437.4,4233.9,451.5,524.75,3,4,50,50,10,4,-1
366,4043.8,3494.0,539.3,523.91,3,3,50,50,8,6,-1
367,2485.4,2488.6,460.96,466.88,3,2,50,50,10,10,-1
368,2587.6,3357.1,453.75,455.33,2,3,50,50,10,9,-1
369,3573.5,3708.4,513.14,487.74,3,3,50,50,5,3,-1
370,2473.6,3442.5,460.9,481.65,2,3,50,50,10,4,-1
371,3771.9,3307.2,529.81,477.48,3,3,50,50,6,10,-1
372,3649.1,3525.8,517.79,503.0,3,3,50,50,5,4,-1
373,3384.0,3521.5,467.64,484.03,3,3,50,50,2,2,-1
374,3480.1,3756.0,488.46,475.19,3,3,50,50,4,3,-1
375,3542.4,3545.6,536.65,490.52,3,3,50,50,6,3,-1
376,3425.0,3367.1,486.84,484.59,3,3,50,50,6,6,-1
377,3688.0,3827.2,499.37,501.31,3,3,50,50,3,3,-1
378,3489.8,3681.7,472.54,518.84,3,3,50,50,2,4,-1
379,3623.6,3329.0,477.54,473.24,3,3,50,50,3,9,-1
380,3630.0,3760.3,494.17,549.43,3,3,50,50,4,8,-1
381,3324.7,3645.5,439.28,459.59,3,3,50,50,6,1,-1
382,2366.5,2450.0,425.72,449.59,2,2,50,50,10,10,-1
383,3800.6,3632.1,467.83,502.47,3,3,50,50,4,6,-1
384,2478.0,2435.6,457.57,428.24,2,2,50,50,10,10,-1
385,3648.0,3755.0,476.76,462.92,3,3,50,50,2,1,-1
386,3380.8,3584.8,464.14,478.14,3,3,50,50,4,2,-1
387,3765.7,3760.1,502.5,494.54,3,3,50,50,4,4,-1
388,3438.4,3592.5,522.2,463.59,3,3,50,50,8,2,-1
389,3748.9,3528.8,484.76,489.42,3,3,50,50,2,4,-1
390,3378.6,2490.1,466.7,471.41,3,3,50,50,6,10,-1
391,2479.2,2489.4,458.88,446.34,2,2,50,50,10,10,-1
392,3755.1,3900.0,490.57,470.16,3,3,50,50,2,2,-1
393,2384.6,2481.1,446.63,436.92,2,2,33,23,10,10,-1
394,3386.9,3486.2,472.79,496.05,3,3,50,50,5,5,-1
395,2395.8,2530.4,402.14,421.59,2,2,24,25,10,10,-1
396,2580.0,3162.1,473.6,484.61,3,3,50,50,10,10,-1
397,3568.3,3581.5,495.7,496.53,3,3,50,50,4,3,-1
