gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,teammates_reach,winner
17,9192.7,5054.6,654.28,809.14,2,2,30,30,1,53,0,14,5394,5380,0,134,138,158,0,1387,-1
18,9192.7,5054.6,638.77,716.95,2,2,30,50,1,50,20,22,8744,7842,0,788,342,252,9,1279,-1
19,9192.7,5054.6,620.17,636.98,2,2,30,30,1,48,0,7,4671,4670,0,482,117,6,0,539,-1
20,9192.7,5054.6,430.16,440.33,2,1,30,30,1,46,0,1,6428,6398,0,404,62,0,0,411,-1
21,9192.7,5054.6,326.55,271.9,2,1,44,30,1,40,14,2,5700,5699,0,392,64,4,0,3494,-1
22,9192.7,5054.6,200.53,114.72,2,2,50,50,1,39,40,6,11905,11419,0,454,58,37,0,2670,-1
23,9192.7,5054.6,150.21,68.96,2,2,50,50,1,39,40,19,11185,9107,0,954,128,444,0,5987,-1
24,9192.7,5054.6,53.79,-58.65,2,2,50,50,1,35,40,7,10340,8929,0,1402,68,111,0,6337,-1
25,9192.7,5054.6,123.0,-44.89,1,1,50,50,1,33,40,0,5158,3034,0,499,30,0,0,1187,-1
26,9192.7,4839.1,212.76,34.28,1,2,30,30,1,35,0,1,1960,316,0,81,0,0,0,323,-1
27,9192.7,4839.1,271.31,35.6,2,1,30,32,1,32,2,2,2685,953,0,122,0,0,0,57,-1
28,9192.7,4839.1,356.76,58.87,1,1,30,30,1,29,0,0,3583,652,0,60,0,0,0,288,-1
29,9192.7,4839.1,431.75,123.13,1,2,30,50,1,25,20,1,3831,505,0,0,0,0,0,1572,-1
30,9192.7,4839.1,367.22,106.6,2,2,50,50,1,23,40,3,9928,1632,0,17,609,46,0,1116,-1
31,9192.7,4839.1,519.84,260.19,2,2,50,36,1,29,26,14,2003,250,0,2,188,815,6,576,-1
32,9192.7,4861.2,687.87,375.94,2,2,50,50,1,34,40,28,3960,551,0,172,626,1248,0,2315,-1
33,9192.7,4936.45,780.03,464.09,2,2,50,33,1,36,23,16,1677,593,0,256,190,392,0,674,-1
34,9192.7,4936.45,801.38,532.13,2,2,50,50,1,40,40,14,7081,1247,0,150,97,240,1,451,-1
35,9192.7,4861.2,831.42,565.55,2,2,50,50,1,38,40,8,1580,442,0,429,121,179,1,71,-1
36,9192.7,4861.2,935.1,645.64,2,2,50,50,1,39,40,18,8471,1160,0,419,115,104,2,104,-1
37,9192.7,5039.55,1041.4,787.62,2,2,50,50,1,44,40,25,5084,383,0,1196,308,42,5,120,-1
38,9192.7,5039.55,1039.0,798.5,2,2,50,50,1,43,40,19,8954,1188,0,536,964,12,0,73,-1
39,9192.7,5039.55,1188.08,959.42,2,2,50,50,1,54,40,33,8945,522,0,582,792,120,0,517,-1
40,9192.7,5039.55,1304.38,1045.64,2,2,50,50,1,60,40,41,8426,695,0,963,1258,122,2,556,-1
41,5099.225,5039.55,1491.74,1298.0,2,2,50,50,60,60,40,67,8642,995,0,3320,1290,1147,1,3949,-1
42,5099.225,5039.55,1691.09,1549.61,2,2,50,50,60,60,40,72,9977,816,0,3430,900,1806,1,5730,-1
43,5099.225,5039.55,1878.55,1685.14,2,2,50,50,60,60,40,64,8638,1847,0,3319,1168,1467,1,4869,-1
44,5099.225,5069.425,2051.8,1827.45,2,2,50,50,60,60,40,70,10118,1318,0,5632,1278,2378,0,7805,-1
45,5202.3,5069.425,2232.29,1979.45,2,2,50,50,60,60,40,68,7031,942,0,6376,1529,2172,1,6993,-1
46,5202.3,5095.625,2284.4,2083.77,2,2,50,50,60,60,40,66,6266,1134,0,6281,1372,2571,2,9350,-1
47,5237.95,5095.625,2390.07,2167.13,2,2,50,50,60,60,40,72,6162,1657,0,4498,1128,2382,0,7353,-1
48,5237.95,5095.625,2463.27,2294.12,2,2,50,50,60,60,40,66,8388,817,0,4492,1405,1742,0,6517,-1
49,5237.95,5149.05,2562.3,2400.59,2,2,50,50,60,60,40,71,6643,1086,0,3566,632,1705,0,5932,-1
50,5237.95,5149.05,2607.81,2467.24,2,2,50,50,60,60,40,49,4828,1175,0,1916,744,637,0,3123,-1
51,5237.95,5149.05,2696.92,2514.19,2,2,50,50,60,60,40,49,5303,2589,0,1848,771,526,2,2390,-1
52,5202.3,5149.05,2818.57,2586.75,2,2,50,50,60,60,40,66,5107,509,0,3447,360,1225,3,3237,-1
53,5202.3,5149.05,2892.7,2627.72,2,2,50,50,60,60,40,64,6168,960,0,4174,437,938,0,2457,-1
54,5202.3,5149.05,2980.64,2685.87,2,2,50,50,60,60,40,57,5053,1048,0,3134,637,638,0,2209,-1
55,9393.15,10279.4,3106.05,2771.03,3,3,50,50,1,1,40,74,3917,457,0,5202,734,2257,2,6822,-1
56,9393.15,10279.4,3193.03,2832.23,2,2,50,50,1,1,40,63,2614,906,0,1142,177,1237,0,6995,-1
57,9393.15,10279.4,3220.8,2936.27,2,2,50,50,1,1,40,54,2260,791,0,963,38,1091,1,7964,-1
58,9393.15,10279.4,3347.48,3087.69,3,3,50,50,1,1,40,63,2261,516,0,1356,136,1120,0,6834,-1
59,9393.15,10279.4,3406.58,3109.0,2,2,50,50,1,1,40,51,2047,187,0,1832,410,1426,1,7694,-1
60,9393.15,10279.4,3450.52,3217.24,2,2,50,50,1,1,40,69,1588,155,0,2614,306,1208,1,6374,-1
61,9393.15,5149.05,3493.47,3189.01,2,2,50,50,1,60,40,57,1936,670,0,2562,308,1124,1,6122,-1
62,9393.15,10169.75,3576.58,3300.87,2,3,50,50,1,2,40,67,1121,406,0,1660,175,1587,0,7925,-1
63,9393.15,10169.75,3608.92,3420.26,2,2,50,50,1,2,40,72,2213,613,0,1942,268,1380,0,6512,-1
64,9393.15,10169.75,3669.5,3484.81,2,2,50,50,1,1,40,70,1988,358,0,2899,354,807,0,4023,-1
65,9393.15,10169.75,3676.15,3574.39,2,2,50,50,1,1,40,67,6003,520,0,1986,329,209,0,1709,-1
66,9393.15,10169.75,3648.9,3588.51,2,2,50,50,1,1,40,55,7385,1154,0,1582,339,96,0,793,-1
67,9393.15,10169.75,3672.56,3587.52,2,2,50,50,1,1,40,73,4992,541,0,1771,864,306,0,1292,-1
68,9393.15,10169.75,3598.39,3470.73,2,2,50,50,1,1,40,34,8200,1006,0,680,851,36,2,383,-1
69,9393.15,10169.75,3619.69,3496.79,2,2,50,50,1,1,40,72,5479,665,0,1382,572,383,0,820,-1
70,9393.15,10169.75,3643.41,3540.0,2,2,50,50,1,1,40,81,6324,754,0,1173,343,620,0,1837,-1
71,9393.15,10169.75,3684.69,3614.4,2,2,50,50,1,1,40,91,4365,1573,0,1455,220,1026,0,2899,-1
72,9393.15,10169.75,3744.53,3692.04,2,2,50,50,1,1,40,84,3811,443,0,889,298,1148,0,3193,-1
73,9777.225,10169.75,3831.56,3716.56,3,2,37,50,4,1,27,76,2194,314,0,789,337,1234,0,4515,-1
74,9777.225,10169.75,3861.25,3770.32,3,3,50,40,5,2,30,73,2147,368,0,533,196,1119,0,5439,-1
