gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,useful_drops,unuseful_drops,winner
0,2236.5,1436.5,87.92,57.61,2,2,50,50,12,11,60,5,4153,0,197,-1
1,2236.5,2333.2,176.33,152.68,2,2,50,50,25,7,60,3,2568,0,655,-1
2,2274.5,2333.2,260.66,251.16,2,2,50,50,25,14,60,21,3339,0,1109,-1
3,2315.5,2333.2,343.46,356.71,2,2,50,50,20,19,60,28,3648,0,635,-1
4,2436.4,2535.6,434.15,442.54,2,2,50,50,25,22,60,16,4648,0,1072,-1
5,2436.4,2425.6,506.88,476.15,2,2,50,50,25,24,60,3,4843,0,714,-1
6,2436.5,2425.6,573.61,536.73,2,2,50,50,25,25,60,7,5639,0,1016,-1
7,2436.5,2425.6,659.99,618.32,2,2,50,50,25,25,60,30,5270,0,3059,-1
8,2436.5,2425.6,717.86,653.51,2,2,50,50,25,25,60,6,8019,0,836,-1
9,2436.5,2382.9,737.45,699.67,2,2,50,50,25,25,60,8,4076,0,566,-1
10,2436.5,2382.9,770.63,763.06,2,2,50,50,25,25,60,20,4777,0,952,-1
11,2436.5,2382.9,784.06,774.15,2,2,50,50,25,25,60,8,8395,0,748,-1
12,2436.5,2382.9,813.66,765.88,2,2,50,50,25,25,60,7,8122,0,393,-1
13,2447.5,2382.9,869.48,789.34,2,2,50,50,25,25,60,30,6199,0,879,-1
14,2572.0,2411.2,928.66,864.26,2,2,50,50,25,25,60,39,4532,0,2185,-1
15,2572.0,2411.2,945.58,895.79,2,2,50,50,25,25,60,17,4282,0,573,-1
16,2572.0,2428.6,981.54,944.36,2,2,50,50,25,25,60,26,1149,0,1221,-1
17,2572.0,2428.6,1033.88,1007.61,2,2,50,50,25,25,60,19,4687,0,1332,-1
18,2511.2,2411.2,1071.37,1036.57,2,2,50,50,25,25,60,5,6168,0,349,-1
19,2511.2,2477.9,1143.49,1104.53,2,2,50,50,25,25,60,28,3699,0,1179,-1
20,2511.2,2477.9,1192.45,1162.03,2,2,50,50,25,25,60,9,3351,0,811,-1
21,2511.2,2477.9,1250.98,1254.29,2,2,50,50,25,25,60,42,2437,0,1587,-1
22,2511.2,2477.9,1308.66,1326.93,2,2,50,50,25,25,60,46,6872,0,940,-1
23,2511.2,2477.9,1356.13,1406.42,2,2,50,50,25,25,60,62,3033,0,2194,-1
24,2511.2,3280.2,1391.07,1461.77,2,3,50,50,25,25,60,57,9692,31,1259,-1
25,3402.5,3280.2,1437.17,1508.95,3,2,50,50,11,25,60,63,5256,9,1489,-1
26,3402.5,3280.2,1484.44,1576.32,3,2,50,50,15,25,60,54,3972,2,3129,-1
27,3402.5,3280.2,1530.6,1626.67,2,2,50,50,15,25,60,57,4194,0,3510,-1
28,3363.4,3328.8,1570.88,1672.22,3,3,50,50,22,25,60,70,3239,45,2858,-1
29,3377.3,3328.8,1608.65,1681.11,3,3,50,50,21,25,60,76,8667,154,7742,-1
30,3377.3,3443.9,1670.29,1727.84,3,3,50,50,24,6,60,81,8271,111,5205,-1
31,3401.9,3443.9,1711.6,1736.25,3,3,50,50,24,8,60,67,10587,106,6320,-1
32,3401.9,3443.9,1743.76,1756.07,3,3,50,50,25,10,60,80,11236,7,2587,-1
33,3401.9,3443.9,1748.65,1791.29,3,3,50,50,25,10,60,73,3695,134,2969,-1
34,3401.9,3443.9,1773.54,1827.68,3,3,50,50,23,10,60,74,1614,117,5529,-1
35,3401.9,3443.9,1814.88,1857.57,3,3,50,50,23,10,60,76,1546,10,1394,-1
36,3401.9,3346.3,1817.02,1870.64,3,3,50,50,21,25,60,67,5252,64,2726,-1
37,3401.9,3346.3,1850.75,1901.93,2,3,50,50,20,25,60,60,3755,6,1175,-1
38,3253.9,3346.3,1855.63,1907.51,3,2,50,50,25,25,60,59,2438,0,578,-1
39,3253.9,3346.3,1890.91,1953.22,3,3,50,50,25,25,60,43,654,2,279,-1
40,3253.9,3346.3,1931.42,1951.81,2,2,50,50,25,25,60,36,1288,0,335,-1
41,3253.9,3346.3,1927.62,1943.74,2,2,50,50,25,25,60,48,5523,0,789,-1
42,3253.9,3346.3,1928.37,1930.96,2,2,50,50,25,25,60,20,330,0,271,-1
43,3253.9,3346.3,1918.64,1929.14,2,2,50,50,25,24,60,22,381,0,364,-1
44,3253.9,3346.3,1932.79,1926.76,2,2,50,50,25,25,60,43,684,0,387,-1
45,3253.9,3346.3,1912.82,1910.62,2,2,50,50,25,25,60,22,64,0,374,-1
46,3253.9,3346.3,1884.52,1891.8,2,2,50,50,25,23,60,30,622,0,906,-1
47,3410.0,3346.3,1895.26,1901.39,3,2,50,50,15,25,60,44,1502,24,1526,-1
48,3410.0,3346.3,1866.08,1877.76,2,2,50,50,13,25,60,30,1857,0,531,-1
49,3410.0,3346.3,1854.36,1872.7,2,2,50,50,13,25,60,37,3228,0,605,-1
50,3410.0,3346.3,1810.65,1867.21,2,2,50,50,10,25,60,44,2406,0,1562,-1
51,3410.0,3190.5,1810.49,1838.89,2,2,50,50,10,25,60,37,1531,0,1246,-1
52,3410.0,3190.5,1789.75,1823.08,2,2,50,50,10,25,60,25,845,0,996,-1
53,3249.3,3190.5,1796.84,1816.98,2,2,50,50,25,25,60,47,548,0,1167,-1
54,3249.3,3190.5,1803.78,1821.44,2,2,50,50,25,25,60,57,1909,0,1534,-1
55,3231.9,3190.5,1770.77,1781.05,2,2,50,50,25,25,60,43,3800,0,2632,-1
56,2470.5,3190.5,1773.75,1777.12,2,2,50,50,25,25,60,63,1349,0,1777,-1
57,2470.5,3190.5,1770.28,1745.03,2,2,50,50,25,25,60,23,796,0,81,-1
58,2471.8,3190.5,1754.92,1734.17,2,2,50,50,25,25,60,30,745,0,853,-1
59,2471.8,3190.5,1749.22,1730.48,2,2,50,50,25,25,60,33,1724,0,523,-1
60,2471.8,3190.5,1749.03,1720.56,2,2,50,50,25,25,60,26,1418,0,403,-1
61,2471.8,3190.5,1729.04,1710.42,2,2,50,50,25,25,60,26,1066,0,393,-1
62,2663.2,3190.5,1779.98,1725.7,2,2,50,50,25,25,60,47,1647,0,962,-1
63,2663.2,3190.5,1821.17,1735.53,2,2,50,50,25,25,60,45,2427,0,1508,-1
64,2663.2,2474.6,1819.09,1715.0,2,2,50,50,25,25,60,27,1766,0,473,-1
65,2663.2,2474.6,1831.76,1739.2,2,2,50,50,25,25,60,67,1213,0,3040,-1
66,2663.2,2474.6,1834.32,1753.03,2,2,50,50,25,25,60,36,3081,0,885,-1
67,2663.2,2474.6,1830.52,1755.36,2,2,50,50,25,25,60,35,1531,0,972,-1
68,2663.2,2474.6,1849.62,1797.78,2,2,50,50,25,25,60,72,1721,0,2987,-1
69,2663.2,2474.6,1863.34,1833.82,2,2,50,50,25,25,60,59,466,0,2543,-1
70,2488.7,2474.6,1868.05,1844.12,2,2,50,50,25,25,60,40,300,0,1095,-1
71,2488.7,2583.0,1875.7,1857.89,2,2,50,50,25,25,60,45,629,0,1381,-1
72,2488.7,2583.0,1890.14,1860.96,2,2,50,50,25,25,60,55,1390,0,1138,-1
73,2488.7,2583.0,1847.98,1860.01,2,2,50,50,25,25,60,36,4632,0,1362,-1
74,2488.7,2583.0,1807.21,1821.11,2,2,50,50,25,25,60,11,2465,0,224,-1
75,2488.7,2583.0,1797.53,1800.6,2,2,50,50,25,25,60,24,4021,0,309,-1
76,2488.7,2583.0,1768.6,1780.72,2,2,50,50,25,25,60,9,1399,0,303,-1
77,2481.8,2583.0,1751.91,1782.12,2,2,50,50,25,25,60,17,1273,0,614,-1
78,2481.8,2583.0,1711.99,1767.28,2,2,50,50,25,25,60,10,1904,0,158,-1
79,2481.8,2583.0,1715.9,1771.57,2,2,50,50,25,25,60,23,540,0,251,-1
80,2481.8,2583.0,1676.61,1759.3,2,2,50,50,25,25,60,16,2846,0,378,-1
81,2481.8,2583.0,1682.32,1731.29,2,2,50,50,25,25,60,38,2109,0,930,-1
82,2481.8,2583.0,1670.83,1719.3,2,2,50,50,25,25,60,27,4583,0,477,-1
83,2481.8,2583.0,1667.65,1709.05,2,2,50,50,25,25,60,14,1526,0,512,-1
84,2481.8,2583.0,1690.13,1706.98,2,2,50,50,25,25,60,26,2067,0,362,-1
85,2481.8,2583.0,1679.51,1699.34,2,2,50,50,25,25,60,35,4002,0,902,-1
86,2481.8,2583.0,1653.4,1657.61,2,2,50,50,25,25,60,23,3632,0,715,-1
87,2481.8,2583.0,1658.68,1662.31,2,2,50,50,25,25,60,19,2752,0,387,-1
88,2470.5,2583.0,1635.29,1666.93,2,2,50,50,25,25,60,27,4707,0,532,-1
89,2470.5,2583.0,1673.7,1698.58,2,2,50,50,25,25,60,74,3118,0,1834,-1
90,2470.5,2583.0,1696.08,1703.93,2,2,50,50,25,25,60,33,2950,0,914,-1
91,2470.5,2583.0,1710.78,1704.1,2,2,50,50,25,25,60,38,2833,0,876,-1
92,2470.5,2583.0,1744.94,1735.96,2,2,50,50,25,25,60,55,4492,0,1045,-1
93,3327.8,3360.2,1774.81,1787.53,3,3,50,50,25,23,60,76,8338,156,3081,-1
94,3327.8,3360.2,1795.7,1819.44,2,2,50,50,25,22,60,54,1744,0,1648,-1
95,3327.8,3360.2,1812.18,1847.56,3,3,50,50,25,22,60,82,6563,12,4638,-1
96,3495.5,3443.5,1847.78,1878.04,3,3,50,50,5,11,60,81,14296,149,4693,-1
97,3495.5,3443.5,1896.48,1921.5,3,3,50,50,5,14,60,78,13374,300,7256,-1
98,3374.3,3443.5,1843.11,1903.36,1,2,20,50,22,14,30,5,0,0,191,-1
99,3374.3,3443.5,1822.5,1860.24,2,1,50,20,20,13,30,1,0,0,132,-1
100,3327.8,3443.5,1797.25,1825.11,2,2,21,20,25,11,1,4,0,0,305,-1
101,3327.8,3443.5,1743.5,1789.43,1,2,50,50,25,11,60,7,0,0,238,-1
102,3327.8,3443.5,1752.8,1812.38,2,2,50,50,25,11,60,22,117,0,114,-1
103,3327.8,3443.5,1747.78,1806.15,2,2,50,50,25,12,60,17,2,0,332,-1
104,3327.8,3443.5,1760.58,1795.49,2,2,50,50,25,11,60,33,38,0,558,-1
105,3327.8,3369.7,1750.49,1773.41,2,2,50,50,25,21,60,8,0,0,222,-1
106,3327.8,3369.7,1718.59,1746.9,2,2,50,50,25,19,60,5,0,0,375,-1
107,3327.8,3369.7,1706.58,1726.88,2,2,50,50,25,16,60,10,0,0,169,-1
108,3327.8,3369.7,1742.39,1759.33,2,2,50,50,25,21,60,69,468,0,1360,-1
109,3327.8,3369.7,1724.53,1738.61,2,2,50,50,25,19,60,11,0,0,344,-1
110,3327.8,3369.7,1722.41,1763.47,2,2,50,50,25,21,60,52,195,0,465,-1
111,3327.8,3369.7,1737.03,1792.18,2,2,50,50,25,25,60,62,171,0,337,-1
112,3327.8,3369.7,1727.59,1788.25,2,2,50,50,25,25,60,24,4,0,45,-1
113,3327.8,3369.7,1718.47,1769.09,2,2,50,50,25,24,60,17,0,0,116,-1
114,3327.8,3369.7,1733.43,1760.06,2,2,50,50,25,24,60,27,0,0,150,-1
115,3327.8,3369.7,1709.14,1753.22,2,2,50,50,25,25,60,14,0,0,178,-1
116,3327.8,3369.7,1745.58,1777.81,3,3,50,50,25,25,60,61,16,12,251,-1
117,3327.8,3369.7,1765.45,1813.23,2,2,50,50,25,25,60,59,17,0,453,-1
118,3327.8,3369.7,1784.36,1788.68,3,3,50,50,25,25,60,41,0,1,185,-1
119,3437.2,3369.7,1811.67,1819.11,3,2,50,50,9,25,60,30,0,14,153,-1
120,3242.6,3369.7,1815.43,1859.73,2,2,50,50,25,25,60,58,11,0,468,-1
121,3242.6,3369.7,1822.22,1852.84,2,2,50,50,25,25,60,38,6,0,493,-1
122,3242.6,3369.7,1815.59,1859.05,2,3,50,50,25,25,60,43,0,0,517,-1
123,3242.6,3369.7,1821.2,1853.89,2,2,50,50,25,25,60,33,0,0,614,-1
124,3242.6,3369.7,1816.42,1847.5,2,2,50,50,25,25,60,24,0,0,610,-1
125,3242.6,3369.7,1815.37,1840.55,2,2,50,50,25,25,60,34,0,0,1407,-1
126,3242.6,3369.7,1846.14,1859.31,2,2,50,21,25,25,31,38,0,0,964,-1
127,3242.6,3369.7,1886.23,1876.84,3,3,50,50,25,25,60,50,3,0,476,-1
128,3242.6,3369.7,1884.52,1858.52,2,2,50,50,25,24,60,33,0,0,1085,-1
129,3207.2,3369.7,1870.31,1847.35,2,2,50,40,25,19,50,23,0,0,696,-1
130,2595.9,3369.7,1875.32,1855.25,3,2,50,50,25,21,60,57,0,9,762,-1
131,2546.0,3369.7,1891.42,1887.86,2,2,50,50,25,25,60,45,0,0,953,-1
132,2493.8,3369.7,1889.55,1895.81,2,2,50,50,25,25,60,32,0,0,1358,-1
133,2493.8,3369.7,1890.79,1887.5,3,2,50,50,25,25,60,41,0,0,831,-1
134,2495.8,3369.7,1905.89,1902.24,3,2,50,50,25,25,60,52,0,0,977,-1
135,2495.8,3369.7,1920.06,1905.93,2,2,50,50,25,25,60,34,2,0,1025,-1
136,3358.9,3369.7,1943.82,1933.98,3,3,50,50,25,25,60,54,1,2,780,-1
137,3358.9,3369.7,1956.62,1973.06,2,2,50,50,25,25,60,56,1,0,682,-1
138,3358.9,3369.7,1954.21,1983.28,2,2,50,50,25,25,60,65,1,0,698,-1
139,3358.9,3369.7,1974.65,2007.99,2,2,50,50,25,25,60,48,9,0,875,-1
140,3358.9,3369.7,1982.12,2014.28,2,2,50,50,25,25,60,46,268,0,1200,-1
141,3358.9,3369.7,1999.75,2023.41,2,2,50,50,25,25,60,45,0,0,1496,-1
142,3358.9,3369.7,2017.33,2038.46,2,2,50,50,25,25,60,61,3,0,835,-1
143,3358.9,3369.7,2031.59,2029.13,2,2,50,50,25,25,60,48,7,0,1260,-1
144,3358.9,3369.7,2040.69,2053.78,2,3,50,50,25,25,60,51,7,0,970,-1
145,3358.9,3369.7,2064.01,2058.64,3,3,50,50,25,25,60,67,5,2,1084,-1
146,3358.9,3369.7,2071.79,2078.64,2,2,50,50,25,25,60,46,10,0,520,-1
147,3358.9,3369.7,2081.59,2083.9,3,3,50,50,25,25,60,65,46,10,890,-1
148,3358.9,3369.7,2087.26,2087.84,2,2,50,50,25,25,60,32,9,0,179,-1
149,3358.9,3369.7,2086.31,2096.93,2,2,50,50,25,25,60,35,67,0,346,-1
150,3358.9,3436.0,2089.85,2102.94,3,3,50,50,25,21,60,73,17,0,902,-1
151,3389.5,3436.0,2091.67,2089.59,3,2,50,50,25,21,60,33,0,0,420,-1
152,3389.5,3436.0,2093.77,2098.98,2,2,50,50,25,24,60,65,69,0,1244,-1
153,3389.5,3436.0,2091.46,2114.48,3,2,50,50,25,24,60,42,21,0,675,-1
154,3389.5,3436.0,2098.77,2126.84,2,2,50,50,25,23,60,54,643,0,1020,-1
155,3389.5,3436.0,2115.12,2133.69,2,2,50,50,25,22,60,58,6,0,348,-1
156,3389.5,3436.0,2121.7,2134.31,2,2,50,50,25,22,60,56,30,0,548,-1
157,3389.5,3438.5,2121.27,2150.68,2,3,50,50,25,23,60,62,75,1,585,-1
158,3389.5,3438.5,2112.74,2144.17,2,2,50,50,25,23,60,40,11,0,336,-1
159,3389.5,3438.5,2099.89,2145.85,3,3,50,50,25,24,60,58,154,2,1116,-1
160,3389.5,3438.5,2117.58,2149.88,3,2,50,50,25,22,60,60,102,4,850,-1
161,3389.5,3438.5,2136.94,2168.01,2,2,50,50,25,21,60,68,140,0,1042,-1
162,3389.5,3438.5,2127.89,2145.62,2,2,50,50,25,23,60,37,8,0,587,-1
163,3389.5,3438.5,2131.23,2152.93,3,2,50,50,25,22,60,51,21,3,433,-1
164,3389.5,3438.5,2145.84,2160.53,3,2,50,50,25,25,60,55,23,9,640,-1
165,3389.5,3438.5,2166.89,2171.84,3,3,50,50,25,25,60,64,48,1,638,-1
166,3479.1,3438.5,2165.08,2165.74,3,2,50,50,22,25,60,50,29,1,659,-1
167,3479.1,3438.5,2175.25,2169.66,2,3,50,50,20,25,60,61,23,13,438,-1
168,3479.1,3438.5,2186.59,2186.38,2,3,50,50,21,25,60,73,237,1,920,-1
169,3479.1,3438.5,2207.13,2197.78,3,3,50,50,23,25,60,70,397,9,916,-1
170,3479.1,3438.5,2206.29,2202.08,3,3,50,50,25,24,60,48,23,0,558,-1
171,3479.1,3438.5,2204.34,2205.32,2,2,50,50,24,23,60,58,548,0,1237,-1
172,3479.1,3438.5,2208.0,2213.84,3,3,50,50,23,23,60,76,605,4,1121,-1
173,3479.1,3438.5,2193.53,2198.45,2,2,50,50,22,24,60,77,341,0,1032,-1
174,3479.1,3438.5,2198.91,2203.73,3,2,50,50,25,24,60,72,352,0,774,-1
175,3479.1,3438.5,2181.61,2196.27,2,2,50,50,23,23,60,47,561,0,932,-1
176,3479.1,3438.5,2169.6,2193.28,3,3,50,50,23,22,60,49,979,1,877,-1
177,3479.1,3438.5,2159.43,2185.7,3,2,50,50,23,22,60,65,1843,0,1164,-1
178,3479.1,3438.5,2155.11,2173.07,2,2,50,50,23,21,60,62,821,0,581,-1
179,3479.1,3438.5,2156.55,2134.3,3,3,50,50,22,23,60,47,1750,1,414,-1
180,3479.1,3393.6,2126.98,2083.96,3,3,50,50,22,25,60,53,1970,2,741,-1
181,3479.1,3393.6,2114.27,2071.85,3,3,50,50,21,25,60,62,1555,0,803,-1
182,3479.1,3393.6,2124.87,2074.18,2,2,50,50,19,25,60,60,445,0,538,-1
183,3479.1,3390.8,2059.04,2032.53,2,3,50,50,17,25,60,49,3208,1,557,-1
184,3479.1,3390.8,2052.99,2009.82,2,2,50,50,17,25,60,54,3543,0,833,-1
185,3479.1,3390.8,2030.17,1999.9,2,2,50,50,17,25,60,38,3600,0,455,-1
186,3387.0,3390.8,2009.39,1994.0,2,2,50,50,25,25,60,56,3409,0,669,-1
187,3387.0,3349.9,2019.86,1969.19,3,2,50,50,25,25,60,59,2726,0,485,-1
188,3387.0,3349.9,2044.47,1978.56,2,3,50,50,25,25,60,66,636,3,462,-1
189,3387.0,3349.9,2038.87,1979.01,2,2,50,50,25,25,60,64,632,0,607,-1
190,3387.0,3349.9,2065.77,2000.19,2,2,50,50,25,25,60,44,0,0,254,-1
191,3387.0,3349.9,2077.5,2021.5,2,2,50,50,25,25,60,66,35,0,833,-1
192,3438.2,3349.9,2068.84,2051.15,3,3,50,50,23,25,60,49,0,0,393,-1
193,3438.2,3349.9,2075.08,2075.1,3,3,50,50,23,25,60,68,41,0,879,-1
194,3438.2,3349.9,2075.38,2090.96,3,2,50,50,24,25,60,61,0,1,369,-1
195,3438.2,3349.9,2088.31,2105.16,2,2,50,50,25,25,60,58,0,0,403,-1
196,3438.2,3349.9,2084.7,2127.11,3,3,50,50,25,25,60,56,4,7,343,-1
197,3438.2,3349.9,2104.67,2138.33,2,3,50,50,25,25,60,58,5,0,258,-1
198,3438.2,3349.9,2130.19,2151.31,2,3,50,50,25,25,60,50,1,1,331,-1
199,3438.2,3349.9,2147.36,2161.47,3,3,50,50,25,25,60,52,1,4,304,-1
200,3438.2,3349.9,2136.72,2185.68,2,2,50,50,25,25,60,46,0,0,235,-1
201,3438.2,3349.9,2142.55,2183.64,2,2,50,50,25,25,60,53,4,0,255,-1
202,3438.2,3349.9,2159.5,2194.05,2,2,50,50,25,25,60,56,4,0,339,-1
203,3387.0,3349.9,2161.24,2199.21,2,2,50,50,25,25,60,53,6,0,417,-1
204,3387.0,3349.9,2151.71,2208.59,2,2,50,50,25,25,60,56,9,0,323,-1
205,3387.0,3349.9,2147.77,2232.6,2,2,50,50,25,25,60,60,9,0,275,-1
206,3399.9,3349.9,2174.93,2245.76,3,3,50,50,25,25,60,61,16,1,376,-1
207,3400.0,3405.0,2188.34,2264.19,3,3,50,50,25,25,60,47,14,3,288,-1
208,3400.0,3405.0,2197.36,2265.67,3,3,50,50,25,25,60,61,4,1,282,-1
209,3400.0,3405.0,2188.38,2262.2,2,2,50,50,25,25,60,48,9,0,405,-1
210,3400.0,3405.0,2195.46,2260.79,2,2,50,50,25,25,60,51,45,0,266,-1
211,3400.0,3405.0,2213.69,2260.33,2,2,50,50,25,25,60,63,9,0,253,-1
212,3400.0,3405.0,2219.75,2260.6,2,2,50,50,25,25,60,55,28,0,210,-1
213,3400.0,3405.0,2223.18,2259.04,2,2,50,50,25,25,60,46,9,0,171,-1
214,3400.0,3405.0,2220.37,2251.19,2,2,50,50,25,25,60,61,7,0,271,-1
215,3400.0,3405.0,2226.36,2263.46,2,2,50,50,25,25,60,58,71,0,648,-1
216,3400.0,3405.0,2226.98,2265.21,2,3,50,50,25,25,60,56,36,0,493,-1
217,2599.9,3405.0,2225.67,2278.66,2,2,50,50,25,25,60,64,67,0,460,-1
218,2599.9,3405.0,2233.45,2266.87,2,3,50,50,25,25,60,66,748,1,484,-1
219,2599.9,3405.0,2242.33,2279.39,3,2,50,50,25,25,60,66,186,1,917,-1
220,2599.9,3405.0,2233.1,2264.09,2,2,50,50,25,25,60,52,37,0,362,-1
221,3221.0,3405.0,2233.05,2268.33,3,2,50,50,25,25,60,53,194,1,525,-1
222,3306.1,3405.0,2241.43,2258.96,3,3,50,50,25,25,60,76,434,0,508,-1
223,3306.1,3405.0,2250.38,2262.05,2,2,50,50,25,25,60,77,129,0,676,-1
224,3306.1,3405.0,2253.71,2259.72,2,2,50,50,25,25,60,53,199,0,401,-1
225,3306.1,3405.0,2254.75,2260.74,2,2,50,50,25,25,60,60,475,0,458,-1
226,3306.1,3405.0,2260.34,2257.45,2,2,50,50,25,25,60,75,786,0,559,-1
227,3306.1,3405.0,2261.32,2245.7,3,2,50,50,25,25,60,65,482,0,543,-1
228,3329.4,3405.0,2257.88,2228.3,3,3,50,50,25,25,60,54,194,0,496,-1
229,3329.4,3405.0,2256.49,2229.62,3,3,50,50,25,25,60,57,122,0,492,-1
230,3329.4,3405.0,2246.42,2226.73,2,2,50,50,25,25,60,62,493,0,556,-1
231,3329.4,3405.0,2237.26,2209.34,2,2,50,50,25,25,60,49,340,0,566,-1
232,3329.4,3405.0,2225.88,2202.85,2,2,50,50,25,25,60,55,628,0,700,-1
233,3306.1,3405.0,2204.86,2190.55,2,2,50,50,25,25,60,44,355,0,518,-1
234,3306.1,3405.0,2185.7,2174.27,2,2,50,50,25,25,60,48,496,0,396,-1
235,2599.9,3405.0,2148.95,2167.1,2,3,50,50,25,25,60,44,256,0,327,-1
236,2599.9,3405.0,2111.01,2117.89,2,2,50,50,25,24,60,15,0,0,1,-1
237,2599.9,3405.0,2066.31,2092.02,2,2,50,50,25,24,60,16,0,0,121,-1
238,2599.9,3405.0,2030.52,2094.85,2,2,50,50,25,25,60,29,590,0,659,-1
239,2599.9,3405.0,1997.24,2066.98,2,2,50,50,25,25,60,15,0,0,348,-1
240,2599.9,3405.0,1985.63,2059.07,2,2,50,50,25,25,60,31,858,0,625,-1
241,2599.9,3349.9,1972.83,2052.7,2,2,50,50,25,25,60,32,2029,0,519,-1
242,2599.9,3349.9,1974.64,2027.67,2,2,50,50,25,25,60,39,1456,0,1166,-1
243,2599.9,3349.9,1972.51,2000.73,2,2,50,50,25,25,60,43,2455,0,559,-1
244,2599.9,3349.9,1955.74,1946.69,2,2,50,50,25,25,60,23,5539,0,959,-1
245,2599.9,3349.9,1923.5,1926.73,2,2,50,50,25,25,60,22,6689,0,439,-1
246,2599.9,3349.9,1917.83,1906.54,2,2,50,50,25,25,60,21,4894,0,1340,-1
247,2599.9,3349.9,1885.91,1878.09,2,2,50,50,25,25,60,20,4175,0,859,-1
248,2599.9,3349.9,1880.19,1830.41,2,2,50,50,25,25,60,19,4928,0,1021,-1
249,2599.9,3349.9,1847.56,1790.06,2,2,50,50,25,25,60,16,6460,0,563,-1
250,2599.9,3349.9,1826.21,1754.75,2,2,50,50,25,25,60,19,4306,0,1373,-1
251,2599.9,3349.9,1813.77,1723.45,2,2,50,50,25,23,60,14,4245,0,1644,-1
252,2599.9,3349.9,1758.74,1691.95,2,2,50,50,25,21,60,20,5187,0,1286,-1
253,2566.1,3349.9,1703.11,1690.44,2,2,50,50,25,25,60,19,3792,0,2235,-1
254,2566.1,3349.9,1700.37,1670.93,2,2,50,50,25,25,60,17,5142,0,1805,-1
255,2566.1,2600.0,1686.93,1656.57,2,2,50,50,25,25,60,15,6424,0,1199,-1
256,2566.1,2600.0,1678.0,1637.99,2,2,50,50,25,25,60,17,5495,0,1236,-1
257,2566.1,2540.0,1669.76,1637.26,2,2,50,50,25,25,60,15,5876,0,973,-1
258,2566.1,2540.0,1673.95,1621.54,2,2,50,50,25,25,60,17,4234,0,1298,-1
259,2566.1,2540.0,1658.56,1612.66,2,2,50,50,25,25,60,18,5881,0,1310,-1
260,2566.1,2540.0,1662.43,1578.9,2,2,50,50,25,25,60,14,4648,0,813,-1
261,2500.0,2540.0,1646.76,1575.05,2,2,50,50,25,25,60,15,5457,0,1158,-1
262,2500.0,2499.8,1619.46,1550.53,2,2,50,50,25,25,60,9,5659,0,1143,-1
263,2500.0,2499.8,1632.98,1522.79,2,2,50,50,25,25,60,16,6643,0,615,-1
264,2500.0,2499.8,1650.54,1522.23,2,2,50,50,25,25,60,13,5719,0,751,-1
265,2500.0,2499.8,1630.96,1526.25,2,2,50,50,25,25,60,11,7405,0,834,-1
266,2500.0,2499.8,1620.05,1511.37,2,2,50,50,25,25,60,16,5845,0,1211,-1
267,2500.0,2500.0,1592.3,1505.18,2,2,50,50,25,25,60,15,7154,0,974,-1
268,2500.0,2500.0,1583.32,1496.07,2,2,50,50,25,25,60,14,8156,0,906,-1
269,2500.0,2500.0,1564.52,1476.22,2,2,50,50,25,25,60,10,10072,0,433,-1
270,2500.0,2500.0,1513.4,1453.93,2,2,50,50,25,25,60,9,7606,0,847,-1
271,2500.0,2500.0,1509.79,1453.22,2,2,50,50,25,25,60,14,7813,0,342,-1
272,2500.0,2500.0,1515.82,1452.06,2,2,50,50,25,25,60,9,6186,0,942,-1
273,2500.0,2500.0,1488.67,1447.29,2,2,50,50,25,25,60,11,9602,0,417,-1
274,2500.0,2500.0,1468.01,1454.06,2,2,50,50,25,25,60,14,10395,0,507,-1
275,2500.0,2500.0,1429.87,1443.82,2,2,50,50,25,25,60,12,9841,0,931,-1
276,2500.0,2500.0,1469.79,1457.89,2,2,50,50,25,25,60,23,9491,0,800,-1
277,2500.0,2500.0,1464.59,1428.5,2,2,50,50,25,25,60,10,7977,0,608,-1
278,2500.0,2500.0,1448.95,1430.9,2,2,50,50,25,25,60,13,7600,0,1071,-1
279,2500.0,2500.0,1433.56,1414.78,2,2,50,50,25,25,60,13,7989,0,474,-1
280,2500.0,2500.0,1396.84,1384.86,2,2,50,50,25,25,60,6,9699,0,491,-1
281,2600.0,2500.0,1393.57,1368.5,2,2,50,50,25,25,60,11,10152,0,405,-1
282,2600.0,2500.0,1395.89,1351.14,2,2,50,50,25,25,60,10,10020,0,402,-1
283,2600.0,2500.0,1388.53,1348.32,2,2,50,50,25,25,60,13,9392,0,541,-1
284,2600.0,2500.0,1419.16,1339.06,2,2,50,50,25,25,60,14,8295,0,723,-1
285,2600.0,2500.0,1418.84,1359.84,2,2,50,50,25,25,60,9,6701,0,519,-1
286,2600.0,2500.0,1399.34,1340.69,2,2,50,50,25,25,60,6,6357,0,901,-1
287,2600.0,2500.0,1396.02,1343.11,2,2,50,50,25,25,60,9,6643,0,416,-1
288,2600.0,2500.0,1404.9,1331.08,2,2,50,50,25,25,60,14,5984,0,436,-1
289,2600.0,2500.0,1404.79,1356.06,2,2,50,50,25,25,60,9,3298,0,958,-1
290,2600.0,2500.0,1395.12,1354.55,2,2,50,50,25,25,60,9,6244,0,735,-1
