gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,useful_drops,unuseful_drops,winner
1105,3250.0,3255.0,2129.08,2089.22,2,3,50,50,25,25,60,73,10,4,1987,-1
1106,3250.0,3255.0,2103.88,2079.82,2,2,50,50,25,25,60,46,0,0,2024,-1
1107,3250.0,3255.0,2114.48,2092.22,2,3,50,50,25,25,60,65,43,29,2545,-1
1108,3250.0,3255.0,2116.68,2103.42,3,3,50,50,25,25,60,67,3,17,2240,-1
1109,3250.0,3255.0,2138.68,2120.58,3,2,50,50,25,25,60,51,2,23,1669,-1
1110,3250.0,3255.0,2149.68,2110.18,2,2,50,50,25,25,60,50,0,0,1853,-1
1111,3315.0,3255.0,2157.94,2094.58,3,3,50,50,25,25,60,67,15,27,1940,-1
1112,3315.0,3495.0,2165.14,2132.98,2,3,50,50,25,21,60,57,16,20,1924,-1
1113,3315.0,3495.0,2177.14,2149.78,3,3,50,50,25,22,60,77,30,8,2366,-1
1114,3485.0,3495.0,2183.88,2146.98,3,2,50,50,17,23,60,60,0,41,2283,-1
1115,3485.0,3495.0,2186.68,2173.24,2,3,50,50,17,25,60,73,143,15,1410,-1
1116,3485.0,3495.0,2194.88,2182.24,3,3,50,50,17,25,60,63,32,37,2053,-1
1117,3485.0,3495.0,2197.48,2192.84,2,3,50,50,20,25,60,65,14,1,1846,-1
1118,3250.0,3495.0,2201.08,2200.44,2,3,50,50,25,25,60,62,22,8,1461,-1
1119,3250.0,3495.0,2205.88,2192.44,3,2,50,50,25,25,60,62,0,49,1564,-1
1120,3250.0,3495.0,2218.28,2199.64,3,3,50,50,25,25,60,76,164,14,1083,-1
1121,3250.0,3495.0,2214.88,2202.28,2,2,50,50,25,25,60,49,0,0,1929,-1
1122,3250.0,3495.0,2201.88,2192.28,2,2,50,50,25,25,60,51,68,0,1837,-1
1123,3250.0,3495.0,2229.48,2215.0,3,3,50,50,25,25,60,69,11,8,1610,-1
1124,3250.0,3430.0,2234.88,2227.14,2,3,50,50,25,25,60,77,119,12,1259,-1
1125,3250.0,3430.0,2241.88,2235.72,3,3,50,50,25,25,60,72,134,0,1408,-1
1126,3370.0,3430.0,2249.64,2237.72,3,3,50,50,25,25,60,81,125,10,1224,-1
1127,3410.0,3430.0,2269.66,2236.46,3,3,50,50,25,25,60,75,161,12,1354,-1
1128,3410.0,3430.0,2271.36,2233.66,2,2,50,50,25,25,60,64,0,0,1674,-1
1129,3410.0,3430.0,2271.96,2236.66,3,2,50,50,25,25,60,64,0,1,1664,-1
1130,3410.0,3430.0,2276.16,2239.46,3,2,50,50,25,25,60,64,0,1,1751,-1
1131,3410.0,3430.0,2282.36,2246.86,2,2,50,50,25,25,60,73,0,0,1753,-1
1132,3370.0,3430.0,2282.72,2235.92,3,3,50,50,25,25,60,63,0,4,2032,-1
1133,3370.0,3430.0,2288.32,2235.72,3,3,50,50,25,25,60,69,1,16,1942,-1
1134,3435.0,3430.0,2293.26,2237.92,3,3,50,50,25,25,60,58,12,27,2527,-1
1135,3435.0,3430.0,2273.86,2217.72,3,2,50,50,25,25,60,59,0,12,2396,-1
1136,3435.0,3440.0,2270.52,2216.54,3,3,50,50,25,25,60,56,0,15,2108,-1
1137,3435.0,3440.0,2257.52,2205.54,2,2,50,50,25,25,60,56,0,0,2091,-1
1138,3435.0,3500.0,2257.92,2206.94,2,3,50,50,25,25,60,49,0,23,2536,-1
1139,3435.0,3500.0,2244.12,2198.42,3,2,50,50,25,25,60,63,9,10,2337,-1
1140,3435.0,3500.0,2235.32,2216.54,2,3,50,50,25,25,60,62,2,8,2281,-1
1141,3370.0,3500.0,2215.18,2207.78,2,2,50,50,25,24,60,55,0,0,1972,-1
1142,3370.0,3500.0,2212.58,2193.78,2,2,50,50,25,24,60,37,0,0,1788,-1
1143,3370.0,3500.0,2210.58,2192.82,2,2,50,50,25,22,60,50,0,0,2106,-1
1144,3370.0,3500.0,2207.14,2201.82,3,2,50,50,25,23,60,54,0,4,1660,-1
1145,3575.0,3500.0,2209.88,2180.44,3,3,50,50,8,21,60,52,0,30,1754,-1
1146,3575.0,3500.0,2213.48,2185.54,2,2,50,50,9,22,60,61,0,0,1646,-1
1147,3575.0,3365.0,2209.88,2182.74,2,2,50,50,9,25,60,61,0,0,1840,-1
1148,3575.0,3365.0,2200.68,2168.62,2,2,50,50,9,25,60,41,0,0,1790,-1
1149,3575.0,3365.0,2193.64,2167.62,2,2,50,50,7,25,60,58,0,0,1695,-1
1150,3575.0,3365.0,2199.84,2184.62,2,2,50,50,7,25,60,53,0,0,1998,-1
1151,3575.0,3365.0,2205.44,2184.22,2,2,50,50,8,25,60,57,0,0,1962,-1
1152,3575.0,3365.0,2203.18,2175.42,2,2,50,50,6,25,60,57,0,0,1551,-1
1153,3575.0,3350.0,2213.18,2190.76,3,3,50,50,6,25,60,64,0,27,1744,-1
1154,3575.0,3350.0,2199.78,2191.56,2,2,50,50,5,25,60,61,0,0,1612,-1
1155,3575.0,3350.0,2199.5,2182.56,2,2,50,50,4,25,60,57,0,0,2031,-1
1156,3575.0,3350.0,2203.5,2189.16,3,3,50,50,6,25,60,62,0,2,1988,-1
1157,3575.0,3350.0,2186.1,2197.36,2,2,50,50,6,25,60,60,0,0,1957,-1
1158,3575.0,3350.0,2206.32,2196.76,3,2,50,50,7,25,60,64,2,5,1900,-1
1159,3575.0,3350.0,2209.32,2197.56,2,2,50,50,7,25,60,60,2,0,1784,-1
1160,3575.0,3350.0,2205.72,2209.96,2,2,50,50,6,25,60,56,0,0,1985,-1
1161,3575.0,3350.0,2193.92,2216.76,3,3,50,50,6,25,60,58,0,18,1944,-1
1162,3575.0,3350.0,2189.32,2210.36,2,2,50,50,6,25,60,57,1,0,1849,-1
1163,3575.0,3350.0,2211.32,2221.24,2,2,50,50,5,25,60,55,13,0,1724,-1
1164,3575.0,3400.0,2204.24,2229.6,2,3,50,50,4,25,60,62,7,0,1853,-1
1165,3575.0,2700.0,2207.84,2241.0,3,2,50,50,7,25,60,63,0,4,1526,-1
1166,3575.0,3350.0,2212.16,2246.52,2,3,50,50,7,25,60,64,6,1,1492,-1
1167,3575.0,2700.0,2222.76,2235.72,2,3,50,50,8,25,60,55,0,11,1219,-1
1168,3255.0,3350.0,2198.46,2251.34,2,3,50,50,25,25,60,54,1,2,1169,-1
1169,3255.0,3255.0,2205.26,2254.9,2,2,50,50,25,25,60,53,9,0,1384,-1
1170,3250.0,3255.0,2203.84,2252.9,3,3,50,50,25,25,60,57,1,8,1313,-1
1171,3250.0,3255.0,2215.36,2264.34,2,2,50,50,25,25,60,64,4,0,1453,-1
1172,3455.0,3270.0,2228.82,2276.46,3,3,50,50,17,25,60,58,1,7,1266,-1
1173,3455.0,3255.0,2223.62,2282.38,2,2,50,50,16,25,60,62,7,0,1236,-1
1174,3160.0,3255.0,2220.8,2291.38,3,3,50,50,25,25,60,66,2,5,1434,-1
1175,3160.0,3255.0,2225.6,2293.38,2,2,50,50,25,25,60,51,1,0,1238,-1
1176,3160.0,3400.0,2222.24,2298.58,3,3,50,50,25,25,60,65,10,0,1282,-1
1177,3450.0,3400.0,2221.04,2290.58,3,3,50,50,25,25,60,66,5,0,1177,-1
1178,3450.0,3400.0,2217.64,2300.24,2,3,50,50,25,25,60,55,1,3,1168,-1
1179,3450.0,3400.0,2223.84,2318.24,3,3,50,50,25,25,60,51,4,1,1344,-1
1180,3450.0,3400.0,2214.44,2309.66,2,3,50,50,25,25,60,57,0,14,1138,-1
1181,3450.0,3400.0,2196.64,2302.14,2,2,50,50,25,25,60,49,0,0,1522,-1
1182,3160.0,3400.0,2191.64,2294.76,2,2,50,50,25,25,60,64,3,0,1625,-1
1183,3160.0,3400.0,2210.24,2292.8,2,2,50,50,25,25,60,66,17,0,1284,-1
1184,3160.0,3400.0,2210.04,2277.48,2,2,50,50,25,25,60,69,2,0,1545,-1
1185,3450.0,3500.0,2219.44,2272.68,3,3,50,50,25,25,60,73,2,1,1455,-1
1186,3450.0,3500.0,2234.64,2275.44,3,2,50,50,25,25,60,61,18,5,1568,-1
1187,3550.0,3400.0,2245.24,2258.8,3,2,50,50,9,25,60,67,14,0,1873,-1
1188,3550.0,3400.0,2256.12,2268.4,3,2,50,50,9,25,60,66,0,0,1651,-1
1189,3550.0,3400.0,2267.0,2269.14,3,3,50,50,10,25,60,60,0,13,1628,-1
1190,3550.0,3400.0,2276.54,2272.54,3,3,50,50,11,25,60,67,1,17,1541,-1
1191,3550.0,3400.0,2277.74,2274.9,3,3,50,50,11,25,60,67,11,7,1661,-1
1192,3550.0,3400.0,2275.74,2278.86,2,2,50,50,11,25,60,57,9,0,1646,-1
1193,3550.0,3350.0,2285.1,2274.52,3,3,50,50,12,25,60,67,2,1,1581,-1
1194,3550.0,3350.0,2290.9,2271.72,2,3,50,50,10,25,60,58,0,5,1529,-1
1195,3550.0,3350.0,2294.5,2286.56,2,3,50,50,10,25,60,72,9,10,1632,-1
1196,3550.0,3350.0,2300.3,2277.18,2,3,50,50,10,25,60,64,3,2,1658,-1
1197,3550.0,3350.0,2296.92,2281.02,3,3,50,50,10,25,60,74,0,3,1654,-1
1198,3550.0,3350.0,2293.82,2284.62,3,3,50,50,9,25,60,64,3,0,1899,-1
1199,3550.0,3350.0,2292.12,2282.52,3,2,50,50,11,25,60,74,15,5,1703,-1
1200,3550.0,3400.0,2289.4,2280.32,3,3,50,50,11,25,60,68,1,0,1377,-1
1201,3550.0,3400.0,2288.52,2275.52,2,2,50,50,11,25,60,65,2,0,1958,-1
1202,3550.0,3400.0,2292.14,2272.12,3,3,50,50,10,25,60,67,0,0,1908,-1
1203,3400.0,3400.0,2285.94,2274.92,3,2,50,50,25,25,60,64,0,0,1982,-1
1204,3400.0,3400.0,2288.86,2279.92,3,3,50,50,25,25,60,73,2,3,1661,-1
1205,3400.0,3400.0,2293.02,2280.82,2,3,50,50,25,25,60,81,10,5,1651,-1
1206,3400.0,3400.0,2294.02,2287.54,3,3,50,50,25,25,60,73,4,1,1377,-1
1207,3355.0,3400.0,2283.82,2294.12,3,3,50,50,25,25,60,68,2,1,1512,-1
1208,3355.0,3400.0,2288.46,2281.74,3,3,50,50,25,25,60,64,2,0,1663,-1
1209,3355.0,3400.0,2306.94,2299.4,3,3,50,50,25,25,60,74,0,12,1611,-1
1210,3250.0,3350.0,2309.52,2291.48,2,3,50,50,25,25,60,70,4,1,1665,-1
1211,3265.0,3350.0,2316.66,2295.7,3,3,50,50,25,25,60,66,0,4,1593,-1
1212,3400.0,3350.0,2323.42,2290.0,3,2,50,50,25,25,60,75,14,0,1809,-1
1213,3400.0,3350.0,2320.72,2282.98,3,3,50,50,25,25,60,62,0,18,1717,-1
1214,3455.0,3350.0,2326.9,2277.14,3,3,50,50,25,25,60,66,2,1,1874,-1
1215,3455.0,3350.0,2341.28,2289.98,3,3,50,50,25,25,60,67,4,2,2063,-1
1216,3455.0,3350.0,2333.94,2290.42,3,2,50,50,25,25,60,68,20,3,1770,-1
1217,3455.0,3350.0,2333.34,2291.02,2,3,50,50,25,25,60,65,0,3,1851,-1
1218,3455.0,3300.0,2334.16,2291.62,3,3,50,50,25,25,60,71,0,5,1470,-1
1219,3455.0,3415.0,2323.2,2300.08,2,3,50,50,25,25,60,68,0,3,1607,-1
1220,3455.0,3415.0,2331.36,2304.68,3,3,50,50,25,25,60,73,5,2,1647,-1
1221,3455.0,3415.0,2332.8,2315.96,3,3,50,50,25,25,60,79,14,11,2125,-1
1222,3455.0,3415.0,2320.6,2317.52,3,3,50,50,25,25,60,72,2,0,1958,-1
1223,3455.0,3415.0,2327.0,2324.48,3,3,50,50,25,25,60,80,16,6,2028,-1
1224,3455.0,3415.0,2317.72,2313.28,3,3,50,50,25,25,60,69,4,2,2506,-1
1225,3455.0,3400.0,2328.32,2305.02,3,3,50,50,25,25,60,71,1,0,2201,-1
1226,3455.0,3400.0,2311.12,2307.62,2,3,50,50,25,25,60,77,5,3,2235,-1
1227,3455.0,3400.0,2304.66,2309.46,2,2,50,50,25,25,60,69,21,0,2544,-1
1228,3455.0,3400.0,2299.06,2302.62,2,2,50,50,25,25,60,71,2,0,2446,-1
1229,3455.0,3400.0,2298.98,2301.82,2,2,50,50,25,25,60,63,14,0,1997,-1
1230,3455.0,3400.0,2304.54,2292.62,3,3,50,50,25,25,60,64,2,2,2264,-1
1231,3455.0,3400.0,2302.14,2292.16,3,2,50,50,25,25,60,72,3,1,2376,-1
1232,3455.0,3400.0,2300.78,2292.84,2,2,50,50,25,25,60,74,13,0,2765,-1
1233,3455.0,3400.0,2303.02,2292.24,3,3,50,50,25,25,60,77,46,3,1996,-1
1234,3455.0,3400.0,2298.86,2284.96,3,2,50,50,25,25,60,68,31,16,2258,-1
1235,3455.0,3400.0,2300.9,2299.62,3,3,50,50,25,25,60,80,10,12,2026,-1
1236,3455.0,3445.0,2304.26,2307.56,3,3,50,50,25,25,60,76,61,20,1974,-1
1237,3455.0,3450.0,2298.1,2315.14,3,3,50,50,25,25,60,80,11,3,1742,-1
1238,3455.0,3445.0,2303.54,2302.7,3,2,50,50,25,25,60,71,5,2,1920,-1
1239,3455.0,3445.0,2303.54,2298.78,2,3,50,50,25,25,60,69,0,11,1624,-1
1240,3455.0,3445.0,2308.14,2297.94,3,3,50,50,25,25,60,68,5,2,1759,-1
1241,3455.0,3445.0,2305.14,2292.18,3,2,50,50,25,25,60,78,38,2,2007,-1
1242,3455.0,3445.0,2307.92,2303.8,3,3,50,50,25,25,60,72,10,6,1980,-1
1243,3455.0,3445.0,2312.36,2309.76,3,2,50,50,25,25,60,76,27,7,2190,-1
1244,3455.0,3445.0,2300.46,2295.8,3,2,50,50,25,25,60,58,3,3,1576,-1
1245,3455.0,3445.0,2298.38,2299.94,3,3,50,50,25,25,60,77,18,3,1811,-1
1246,3455.0,3445.0,2295.74,2299.74,2,2,50,50,25,25,60,73,18,0,2043,-1
1247,3455.0,3445.0,2291.68,2304.46,3,3,50,50,25,25,60,69,57,71,2175,-1
1248,3455.0,3490.0,2285.36,2289.62,3,3,50,50,25,23,60,59,0,8,1624,-1
1249,3455.0,3490.0,2294.76,2288.22,2,2,50,50,25,25,60,77,2,0,1678,-1
1250,3455.0,3445.0,2265.8,2282.18,2,2,50,50,25,25,60,65,6,0,1481,-1
1251,3455.0,3445.0,2260.6,2270.3,2,3,50,50,25,25,60,64,0,2,1453,-1
1252,3455.0,3445.0,2248.0,2258.42,2,2,50,50,25,25,60,65,2,0,1413,-1
1253,3455.0,3445.0,2258.0,2257.62,3,2,50,50,25,25,60,64,2,0,1229,-1
1254,3455.0,3445.0,2253.56,2264.02,3,2,50,50,25,25,60,74,6,1,1389,-1
1255,3455.0,3445.0,2250.56,2261.86,2,2,50,50,25,25,60,66,0,0,1411,-1
1256,3455.0,3445.0,2251.96,2251.04,2,2,50,50,25,25,60,65,0,0,1365,-1
1257,3455.0,3445.0,2257.92,2255.82,2,2,50,50,25,25,60,68,3,0,1325,-1
1258,3455.0,3350.0,2242.92,2249.08,3,3,50,50,25,25,60,63,2,0,1046,-1
1259,3455.0,3315.0,2245.92,2251.28,2,2,50,50,25,25,60,58,1,0,938,-1
1260,3455.0,3315.0,2223.6,2250.08,2,3,50,50,25,25,60,61,0,21,956,-1
1261,3455.0,3315.0,2201.72,2255.32,2,2,50,50,25,25,60,56,0,0,1119,-1
1262,3455.0,3315.0,2180.72,2242.52,2,2,50,50,25,25,60,62,2,0,1048,-1
1263,3455.0,3315.0,2186.16,2217.72,2,2,50,50,25,25,60,57,0,0,764,-1
1264,3455.0,3350.0,2179.76,2217.7,2,3,50,50,25,25,60,63,9,1,847,-1
1265,3455.0,3350.0,2175.4,2203.72,2,2,50,50,25,25,60,49,1,0,1214,-1
1266,3455.0,3350.0,2154.4,2194.0,2,2,50,50,25,25,60,53,2,0,910,-1
1267,3455.0,3300.0,2150.22,2176.9,2,2,50,50,25,25,60,60,7,0,941,-1
1268,3455.0,3285.0,2153.82,2177.34,2,2,50,50,25,25,60,64,7,0,1110,-1
1269,3455.0,3285.0,2158.62,2166.94,2,2,50,50,25,25,60,53,0,0,1168,-1
1270,3455.0,3285.0,2153.42,2169.3,2,2,50,50,25,25,60,59,6,0,1009,-1
1271,3400.0,3285.0,2146.08,2145.3,2,3,50,50,25,25,60,50,1,2,875,-1
1272,3400.0,3285.0,2162.08,2151.1,2,2,50,50,25,25,60,69,7,0,1328,-1
1273,3400.0,3285.0,2169.48,2153.9,2,2,50,50,25,25,60,60,0,0,904,-1
1274,3400.0,3285.0,2164.32,2147.7,3,3,50,50,25,25,60,59,1,1,1211,-1
1275,3400.0,3285.0,2167.56,2158.5,2,2,50,50,25,25,60,57,0,0,823,-1
1276,3400.0,3285.0,2157.16,2145.3,2,2,50,50,25,25,60,57,0,0,794,-1
1277,3400.0,3285.0,2151.56,2135.1,2,2,50,50,25,25,60,52,0,0,1014,-1
1278,3400.0,3285.0,2152.56,2145.9,2,2,50,50,25,25,60,61,0,0,954,-1
1279,3400.0,3285.0,2137.16,2136.5,2,2,50,50,25,25,60,55,2,0,780,-1
1280,3400.0,3285.0,2139.72,2153.3,2,2,50,50,25,25,60,57,3,0,857,-1
1281,3400.0,3285.0,2112.52,2145.5,2,2,50,50,25,25,60,50,0,0,709,-1
1282,3400.0,3285.0,2103.28,2151.14,2,2,50,50,25,25,60,62,4,0,941,-1
1283,3400.0,3285.0,2086.28,2133.34,3,3,50,50,25,25,60,51,2,6,736,-1
1284,3400.0,3285.0,2074.88,2114.54,2,2,50,50,25,25,60,43,0,0,681,-1
1285,3400.0,3285.0,2077.28,2105.14,3,2,50,50,25,25,60,52,0,1,741,-1
1286,3400.0,2600.0,2053.48,2097.64,2,2,50,50,25,25,60,44,0,0,572,-1
1287,3400.0,2600.0,2040.28,2080.64,2,2,50,50,25,25,60,37,0,0,523,-1
1288,3390.0,3415.0,2026.28,2072.3,2,3,50,50,25,23,60,43,0,3,517,-1
1289,3390.0,3415.0,2051.84,2064.32,2,3,50,50,25,22,60,43,2,4,539,-1
1290,3390.0,3415.0,2028.24,2056.12,2,2,50,50,25,21,60,36,0,0,644,-1
1291,3500.0,3415.0,2032.04,2034.12,3,3,50,50,17,20,60,48,0,1,1083,-1
1292,3500.0,3415.0,2038.48,2051.88,2,2,50,50,21,22,60,49,3,0,1103,-1
1293,3500.0,3415.0,2043.48,2042.68,2,2,50,50,19,22,60,42,0,0,1145,-1
1294,3500.0,3415.0,2038.68,2031.68,2,2,50,50,19,20,60,43,0,0,1149,-1
1295,3500.0,3415.0,2030.28,2024.06,2,3,50,50,21,20,60,44,0,0,979,-1
1296,3500.0,3415.0,2038.68,2026.46,2,2,50,50,25,20,60,55,0,0,1192,-1
1297,3500.0,3415.0,2035.64,2049.66,2,2,50,50,24,24,60,51,2,0,1353,-1
1298,3500.0,3415.0,2038.24,2066.46,2,2,50,50,24,25,60,52,0,0,1555,-1
1299,3500.0,3415.0,2031.08,2061.26,2,2,50,50,25,25,60,49,2,0,1229,-1
1300,3500.0,3415.0,2017.68,2077.18,2,2,50,50,25,25,60,50,6,0,1467,-1
1301,3500.0,3415.0,2015.4,2068.18,2,2,50,50,25,25,60,44,7,0,1544,-1
1302,3500.0,3415.0,1985.4,2067.82,2,2,50,50,23,25,60,39,16,0,1545,-1
1303,3500.0,3415.0,1973.28,2029.1,2,2,50,50,24,25,60,17,109,0,1120,-1
1304,3500.0,3415.0,1965.8,2033.5,2,2,50,50,23,25,60,33,14,0,1452,-1
1305,3500.0,3415.0,1979.2,2025.94,2,2,50,50,25,25,60,42,16,0,1324,-1
1306,3500.0,3415.0,1949.4,2018.14,2,2,50,50,24,24,60,26,0,0,1356,-1
1307,3500.0,3400.0,1932.68,2000.52,2,2,50,50,24,25,60,18,124,0,816,-1
1308,3500.0,3400.0,1933.88,1986.12,2,2,50,50,25,25,60,33,3,0,1988,-1
1309,3500.0,2600.0,1934.44,1956.68,2,2,50,50,22,25,60,45,17,0,1596,-1
1310,3390.0,2600.0,1921.28,1935.88,2,2,50,50,25,25,60,24,0,0,1298,-1
1311,3390.0,2600.0,1924.08,1905.52,2,2,50,50,25,25,60,27,0,0,1011,-1
1312,3390.0,2600.0,1928.28,1919.92,2,2,50,50,25,25,60,37,0,0,1263,-1
1313,3390.0,2600.0,1934.8,1938.88,2,2,50,50,25,25,60,41,9,0,1446,-1
1314,3390.0,2600.0,1916.6,1948.8,2,2,50,50,25,25,60,31,3,0,1388,-1
1315,3390.0,2600.0,1896.2,1929.0,2,2,50,50,25,25,60,33,0,0,1764,-1
1316,3350.0,2600.0,1892.04,1910.8,2,2,50,50,25,25,60,32,0,0,1156,-1
1317,3350.0,2500.0,1888.52,1900.8,2,2,50,50,25,25,60,32,0,0,1012,-1
1318,3350.0,2500.0,1853.72,1890.8,2,2,50,50,25,25,60,23,0,0,1373,-1
1319,3350.0,2500.0,1853.32,1878.88,2,2,50,50,25,25,60,24,0,0,1337,-1
1320,3350.0,2500.0,1834.72,1864.28,2,2,50,50,25,25,60,32,2,0,998,-1
1321,3350.0,2500.0,1857.12,1843.28,2,2,50,50,25,25,60,29,0,0,855,-1
1322,3350.0,2500.0,1862.32,1861.28,2,2,50,50,25,25,60,38,0,0,1118,-1
1323,3350.0,2500.0,1859.92,1869.28,2,2,50,50,25,25,60,43,0,0,1261,-1
1324,3350.0,2500.0,1853.32,1844.88,2,2,50,50,25,25,60,23,0,0,866,-1
1325,3350.0,2500.0,1861.72,1843.28,2,2,50,50,25,25,60,38,0,0,1874,-1
1326,3350.0,2500.0,1856.32,1840.52,2,2,50,50,25,25,60,32,0,0,1134,-1
1327,3350.0,2500.0,1879.64,1856.0,2,2,50,50,25,25,60,53,49,0,1281,-1
1328,3350.0,2500.0,1890.04,1850.8,2,2,50,50,25,25,60,39,0,0,1054,-1
1329,3350.0,2500.0,1863.24,1872.0,2,3,50,50,25,25,60,34,0,0,883,-1
1330,2600.0,2500.0,1867.92,1888.08,2,2,50,50,25,25,60,47,43,0,1184,-1
1331,2600.0,3270.0,1888.32,1881.64,2,3,50,50,25,25,60,48,12,4,1456,-1
1332,2600.0,3270.0,1905.68,1892.84,2,2,50,50,25,25,60,53,2,0,1554,-1
1333,2600.0,3270.0,1909.48,1891.04,2,2,50,50,25,25,60,45,0,0,1497,-1
1334,2600.0,3270.0,1933.24,1908.0,3,2,50,50,25,25,60,63,4,2,1173,-1
1335,2600.0,3270.0,1937.68,1917.8,2,2,50,50,25,25,60,60,3,0,1674,-1
1336,2600.0,3365.0,1969.44,1938.62,3,3,50,50,25,25,60,51,40,11,1870,-1
1337,2600.0,3365.0,1976.36,1943.14,2,2,50,50,25,25,60,52,26,0,1875,-1
1338,2600.0,3365.0,1992.44,1949.26,3,3,50,50,25,25,60,56,62,10,1535,-1
1339,2600.0,3365.0,2007.52,1974.46,3,3,50,50,25,25,60,78,77,12,2050,-1
1340,2600.0,3365.0,2040.64,1991.06,2,2,50,50,25,25,60,63,19,0,1260,-1
1341,2600.0,3365.0,2049.0,2012.94,2,2,50,50,25,25,60,71,59,0,1693,-1
1342,2600.0,3365.0,2042.68,2022.46,2,2,50,50,25,25,60,64,11,0,1745,-1
1343,2600.0,3365.0,2060.32,2035.18,2,2,50,50,25,25,60,67,25,0,1744,-1
1344,2600.0,3365.0,2093.08,2047.26,2,2,50,50,25,25,60,76,54,0,1812,-1
1345,2600.0,3365.0,2094.84,2083.62,2,2,50,50,25,25,60,55,7,0,1866,-1
1346,2600.0,3365.0,2089.56,2061.74,2,2,50,50,25,25,60,53,0,0,1364,-1
1347,3455.0,3365.0,2115.76,2059.5,3,3,50,50,17,25,60,53,83,26,1828,-1
1348,3455.0,3260.0,2127.38,2055.04,3,2,50,50,16,25,60,75,41,1,2074,-1
1349,3455.0,3260.0,2153.02,2069.8,2,2,50,50,18,25,60,75,70,0,1905,-1
1350,3455.0,3260.0,2155.52,2100.28,3,3,50,50,18,25,60,79,98,1,2213,-1
1351,3455.0,3260.0,2152.68,2095.88,2,3,50,50,17,25,60,66,34,4,1586,-1
1352,3455.0,3260.0,2172.12,2100.48,3,3,50,50,18,25,60,71,81,20,2219,-1
1353,3455.0,3260.0,2180.42,2134.32,3,3,50,50,22,25,60,75,92,1,2207,-1
1354,3455.0,3260.0,2159.78,2131.6,2,3,50,50,19,25,60,62,31,13,1573,-1
1355,3455.0,3260.0,2161.22,2143.28,2,2,50,50,19,25,60,61,32,0,1661,-1
1356,3455.0,3260.0,2164.8,2146.96,2,2,50,50,19,25,60,71,177,0,1931,-1
1357,3280.0,3260.0,2173.5,2146.8,3,3,50,50,25,25,60,70,16,1,1653,-1
1358,3280.0,3260.0,2197.66,2159.48,2,2,50,50,25,25,60,68,22,0,1436,-1
1359,3280.0,3260.0,2193.78,2159.64,2,2,50,50,25,25,60,61,10,0,1335,-1
1360,3280.0,3260.0,2200.4,2165.28,2,2,50,50,25,25,60,73,49,0,1407,-1
1361,3280.0,3250.0,2195.84,2162.24,2,2,50,50,25,25,60,61,7,0,1526,-1
1362,3280.0,3250.0,2207.84,2157.4,2,2,50,50,25,25,60,62,11,0,1499,-1
1363,3280.0,3250.0,2179.96,2136.4,2,2,50,50,25,25,60,42,16,0,1478,-1
1364,3280.0,3250.0,2164.08,2142.76,2,2,50,50,25,25,60,52,0,0,1290,-1
1365,3380.0,3250.0,2175.96,2136.72,3,2,50,50,25,25,60,64,44,25,1554,-1
1366,3380.0,3250.0,2185.72,2136.12,3,2,50,50,25,25,60,55,0,15,1734,-1
1367,3380.0,3250.0,2176.44,2120.44,2,2,50,50,25,25,60,50,0,0,987,-1
1368,3380.0,3250.0,2158.28,2110.2,2,2,50,50,25,25,60,52,3,0,1047,-1
1369,3380.0,3350.0,2147.76,2094.24,2,3,50,50,25,25,60,49,4,0,1623,-1
1370,3380.0,3350.0,2146.8,2082.28,2,3,50,50,25,25,60,60,4,4,1815,-1
1371,3380.0,3350.0,2150.68,2101.76,2,2,50,50,25,25,60,59,27,0,1240,-1
1372,3380.0,3350.0,2157.48,2104.52,2,2,50,50,25,25,60,62,26,0,1571,-1
1373,3380.0,3350.0,2155.6,2111.08,2,2,50,50,25,25,60,56,35,0,1613,-1
1374,2600.0,3350.0,2133.48,2123.68,2,3,50,50,25,25,60,52,23,0,1453,-1
1375,2600.0,3350.0,2123.48,2122.88,2,2,50,50,25,25,60,48,6,0,1216,-1
1376,2600.0,3350.0,2115.88,2120.04,2,2,50,50,25,25,60,53,18,0,1422,-1
1377,2600.0,3350.0,2101.76,2110.64,2,2,50,50,25,25,60,33,0,0,1042,-1
1378,2600.0,3350.0,2098.0,2081.04,2,2,50,50,25,25,60,47,4,0,1623,-1
1379,2600.0,3350.0,2089.24,2059.52,2,2,50,50,25,25,60,41,0,0,1762,-1
1380,2600.0,3350.0,2085.88,2067.32,2,2,50,50,25,25,60,43,0,0,1486,-1
1381,2600.0,3350.0,2086.76,2066.32,3,3,50,50,25,25,60,47,26,0,1685,-1
1382,2600.0,3350.0,2092.56,2057.08,2,2,50,50,25,25,60,51,4,0,1739,-1
1383,3215.0,3350.0,2092.78,2051.48,3,2,50,50,25,25,60,50,9,26,1717,-1
1384,3215.0,3350.0,2102.7,2035.76,2,2,50,50,25,25,60,49,6,0,1867,-1
1385,3425.0,3350.0,2111.68,2035.48,3,2,50,50,22,25,60,62,50,15,2624,-1
1386,3425.0,3350.0,2111.68,2055.24,2,2,50,50,20,25,60,62,114,0,1935,-1
1387,3425.0,3350.0,2119.96,2052.8,2,2,50,50,21,25,60,55,10,0,2120,-1
1388,3425.0,3350.0,2120.78,2054.16,2,2,50,50,23,25,60,57,74,0,2635,-1
