gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,winner
144,2545.8,3233.6,1768.44,1729.34,2,2,10,10,25,25,-1
145,2545.8,3233.6,1769.82,1741.47,2,2,10,10,25,25,-1
146,2545.8,3233.6,1765.84,1739.4,2,2,10,10,25,25,-1
147,2545.8,3233.6,1752.06,1737.31,2,2,10,10,25,25,-1
148,2545.8,3233.6,1748.25,1745.96,2,2,10,10,25,25,-1
149,2545.8,3233.6,1740.0,1734.32,2,2,25,10,25,25,-1
150,2545.8,3233.6,1724.38,1719.38,2,2,10,10,25,25,-1
151,2545.8,3233.6,1712.79,1728.93,2,2,10,10,25,25,-1
152,2545.8,3233.6,1703.86,1716.17,1,2,10,25,25,25,-1
153,2545.8,3233.6,1706.96,1707.71,2,2,25,10,25,25,-1
154,2545.8,3233.6,1700.32,1691.7,1,1,10,10,25,25,-1
155,2545.8,3233.6,1691.06,1687.03,1,2,10,10,25,25,-1
156,2545.8,3233.6,1688.2,1670.06,2,2,10,10,25,25,-1
157,2545.8,3233.6,1682.38,1662.02,2,1,10,10,25,25,-1
158,2545.8,3233.6,1661.22,1649.69,2,2,10,10,25,25,-1
159,2545.8,3233.6,1650.77,1649.82,2,2,10,10,25,25,-1
160,2545.8,3233.6,1650.9,1654.55,2,2,10,10,25,25,-1
161,2545.8,3233.6,1658.15,1664.25,2,2,10,10,25,25,-1
162,2545.8,3233.6,1652.34,1677.74,2,2,10,10,25,25,-1
163,2545.8,3233.6,1655.0,1679.13,2,2,10,10,25,25,-1
164,2545.8,3233.6,1678.71,1680.72,2,2,10,10,25,25,-1
165,2545.8,3233.6,1674.11,1663.23,2,2,10,10,25,25,-1
166,2545.8,3233.6,1680.42,1674.62,2,2,10,10,25,25,-1
167,2545.8,3233.6,1690.53,1674.09,2,2,25,10,25,25,-1
168,2545.8,3233.6,1700.13,1667.82,2,2,10,10,25,25,-1
169,2545.8,3233.6,1702.79,1667.44,2,2,10,10,25,25,-1
170,2591.9,3233.6,1717.99,1681.25,2,2,10,10,25,25,-1
171,2591.9,3233.6,1725.17,1682.05,2,2,10,10,25,25,-1
172,2591.9,3233.6,1742.99,1675.68,2,2,25,10,25,25,-1
173,2591.9,3233.6,1776.5,1689.49,2,2,10,25,25,25,-1
174,2598.4,3233.6,1795.66,1702.97,2,2,25,25,25,25,-1
175,2598.4,3328.0,1811.6,1739.27,2,3,25,14,25,25,-1
176,2598.4,3328.0,1818.77,1752.76,2,2,25,10,25,25,-1
177,2598.4,3328.0,1830.76,1771.83,2,2,10,23,25,25,-1
178,2598.4,3328.0,1842.98,1781.22,2,2,25,10,25,25,-1
179,2598.4,3328.0,1824.46,1771.21,2,2,10,10,25,25,-1
180,2598.4,3328.0,1835.91,1778.49,2,2,25,25,25,25,-1
181,2598.4,3328.0,1844.68,1790.67,2,2,18,10,25,25,-1
182,2598.4,3328.0,1835.14,1789.25,2,2,10,10,25,25,-1
183,2598.4,3328.0,1843.92,1795.41,2,2,10,10,25,25,-1
184,2598.4,3233.8,1848.65,1785.19,2,2,25,10,25,25,-1
185,2598.4,3233.8,1840.91,1777.13,2,2,10,25,25,25,-1
186,2598.4,3233.8,1850.08,1781.42,2,2,25,11,25,25,-1
187,2598.4,3233.8,1833.82,1785.23,2,2,20,10,25,25,-1
188,2598.4,3233.8,1816.89,1776.53,2,2,10,25,25,25,-1
189,2598.4,2496.3,1829.52,1778.72,2,2,25,25,25,25,-1
190,2598.4,2496.3,1823.82,1770.82,2,1,10,10,25,25,-1
191,2598.4,2496.3,1805.83,1755.53,2,2,22,10,25,25,-1
192,2598.4,2496.3,1791.93,1733.76,1,2,10,25,25,25,-1
193,2598.4,2550.0,1789.07,1744.87,2,2,10,10,25,25,-1
194,2598.4,2550.0,1796.8,1743.03,2,2,10,10,25,25,-1
195,2598.4,2550.0,1790.64,1748.62,2,2,10,10,25,25,-1
196,2598.4,2550.0,1793.43,1747.49,2,2,10,10,25,25,-1
197,2591.9,2550.0,1800.56,1767.31,2,2,12,10,25,25,-1
198,2591.9,2550.0,1805.13,1777.65,2,2,18,10,25,25,-1
199,2591.9,2496.3,1808.68,1785.49,2,2,10,12,25,25,-1
200,2591.9,2496.3,1803.14,1788.34,2,2,10,10,25,25,-1
201,2591.9,2496.3,1812.9,1783.6,2,2,10,12,25,25,-1
202,2591.9,3343.4,1828.06,1811.21,2,3,10,25,25,25,-1
203,2591.9,3343.4,1835.28,1809.27,2,2,12,25,25,25,-1
204,2591.9,3343.4,1849.14,1823.63,2,2,25,25,25,25,-1
205,2591.9,3343.4,1855.03,1821.18,2,2,10,10,25,25,-1
206,2591.9,3343.4,1840.18,1833.42,2,2,10,10,25,25,-1
207,2591.9,3343.4,1866.47,1860.39,2,2,25,25,25,25,-1
208,2591.9,3343.4,1880.86,1854.43,2,2,10,10,25,25,-1
209,2591.9,3343.4,1892.14,1858.05,2,2,25,25,25,25,-1
210,2591.9,3343.4,1902.64,1856.73,2,2,25,23,25,25,-1
211,2591.9,3343.4,1912.04,1890.59,2,2,25,25,25,25,-1
212,2591.9,3343.4,1927.65,1898.84,2,2,25,25,25,25,-1
213,2591.9,3343.4,1952.14,1908.65,2,3,14,25,25,25,-1
214,3443.3,3438.3,1972.35,1935.62,3,3,25,25,13,18,-1
215,2591.9,3438.3,1972.16,1942.04,2,2,25,25,25,16,-1
216,2587.6,3438.3,1969.96,1937.83,2,2,25,25,25,16,-1
217,2587.6,3438.3,1970.47,1954.39,2,2,21,25,25,19,-1
218,2587.6,3438.3,1968.39,1942.81,2,2,12,10,25,19,-1
219,2587.6,3343.4,1972.46,1936.91,2,2,25,13,25,25,-1
220,2587.6,3343.4,1959.21,1933.49,2,2,10,10,25,25,-1
221,2587.6,3343.4,1954.73,1937.73,2,2,13,12,25,25,-1
222,2587.6,3343.4,1959.98,1936.2,2,2,12,25,25,25,-1
223,2587.6,3343.4,1956.24,1943.4,2,2,25,25,25,25,-1
224,2587.6,3343.4,1967.69,1950.29,2,2,25,25,25,25,-1
225,2587.6,3343.4,1975.27,1947.72,2,2,25,25,25,25,-1
226,2587.6,3343.4,1963.67,1938.46,2,2,25,25,25,25,-1
227,2587.6,3343.4,1967.52,1940.94,2,2,25,25,25,25,-1
228,2587.6,3343.4,1971.61,1944.24,2,2,25,25,25,25,-1
229,2587.6,3343.4,1967.16,1943.28,2,2,25,25,25,25,-1
230,2587.6,3343.4,1973.03,1923.93,2,2,25,25,25,25,-1
231,2587.6,3343.4,1981.21,1929.71,2,2,25,25,25,25,-1
232,2587.6,3343.4,1985.93,1951.45,2,2,25,25,25,25,-1
233,2587.6,3345.9,1998.98,1962.48,2,3,25,25,25,25,-1
234,2587.6,3345.9,1989.24,1952.92,2,2,25,25,25,25,-1
235,2587.6,3345.9,1966.65,1955.9,2,2,25,25,25,25,-1
236,2587.6,3345.9,1966.38,1965.16,2,2,25,25,25,25,-1
237,2587.6,3345.9,1961.25,1973.19,3,2,25,25,25,25,-1
238,2587.6,3345.9,1942.23,1956.0,2,3,25,25,25,25,-1
239,2587.6,3345.9,1938.78,1940.86,2,2,25,25,25,25,-1
240,2587.6,3345.9,1943.78,1923.17,2,2,25,11,25,25,-1
241,2587.6,3345.9,1939.5,1912.14,2,2,25,10,25,25,-1
242,2587.6,3345.9,1919.1,1908.61,2,2,10,10,25,25,-1
243,2587.6,3345.9,1898.07,1887.46,2,1,10,10,25,25,-1
244,2587.6,3345.9,1875.3,1883.51,2,2,10,10,25,25,-1
245,2587.6,3345.9,1850.11,1864.23,2,2,10,10,25,25,-1
246,2587.6,3345.9,1830.52,1851.33,2,2,12,10,25,25,-1
247,2587.6,3345.9,1827.21,1842.2,2,2,10,10,25,25,-1
248,2587.6,3345.9,1815.0,1821.73,2,2,25,10,25,25,-1
249,2587.6,3345.9,1801.41,1811.99,2,2,15,12,25,25,-1
250,2587.6,3343.4,1795.28,1792.7,2,2,25,11,25,25,-1
251,2587.6,3343.4,1793.35,1786.94,2,2,10,10,25,25,-1
252,2587.6,2588.1,1784.98,1760.12,2,1,10,10,25,25,-1
253,2587.6,2588.1,1787.62,1749.35,2,2,10,14,25,25,-1
254,2587.6,2588.1,1767.16,1736.9,2,2,10,10,25,25,-1
255,2587.6,2588.1,1753.27,1737.63,1,2,10,11,25,25,-1
256,2587.6,2588.1,1746.94,1730.56,2,2,10,10,25,25,-1
257,2587.6,2588.1,1728.06,1722.79,2,2,10,10,25,25,-1
258,2487.0,2588.1,1735.93,1720.98,2,2,10,10,25,25,-1
259,2487.0,2588.1,1732.18,1715.87,2,2,12,10,25,25,-1
260,2487.0,2588.1,1736.61,1705.57,2,2,10,10,25,25,-1
261,2487.0,2588.1,1728.23,1700.82,2,2,10,10,25,25,-1
262,2487.0,2588.1,1723.74,1691.79,2,2,10,10,25,25,-1
263,2487.0,2588.1,1724.71,1672.66,2,2,10,10,25,25,-1
264,2487.0,2588.1,1726.18,1680.61,2,2,14,10,25,25,-1
265,2487.0,2588.1,1734.23,1705.57,2,2,10,14,25,25,-1
266,2487.0,2588.1,1722.51,1715.09,2,2,10,10,25,25,-1
267,2487.0,2588.1,1716.7,1715.23,2,2,10,10,25,25,-1
268,2500.0,2588.1,1721.21,1716.25,2,2,10,10,25,25,-1
269,2500.0,2588.1,1733.97,1718.05,2,2,10,10,25,25,-1
270,2500.0,2588.1,1756.9,1721.09,2,2,25,10,25,25,-1
271,2500.0,2588.1,1766.88,1739.99,2,2,10,10,25,25,-1
272,2500.0,2588.1,1775.04,1739.66,2,2,10,10,25,25,-1
273,2500.0,2588.1,1774.51,1741.86,2,2,10,10,25,25,-1
274,2500.0,2588.1,1787.75,1758.47,2,2,10,10,25,25,-1
275,2500.0,2588.1,1794.53,1770.35,2,2,15,13,25,25,-1
276,2500.0,2588.1,1791.16,1775.78,2,2,10,19,25,25,-1
277,2500.0,2588.1,1810.04,1779.94,2,2,25,10,25,25,-1
278,2500.0,2588.1,1794.47,1773.48,2,2,10,13,25,25,-1
279,2500.0,2588.1,1789.26,1771.69,2,2,10,10,25,25,-1
280,2500.0,2588.1,1782.82,1758.75,3,2,25,10,25,25,-1
281,2500.0,2588.1,1784.52,1748.89,2,2,10,10,25,25,-1
282,2500.0,2588.1,1801.0,1760.78,2,2,11,25,25,25,-1
283,2500.0,2588.1,1790.61,1748.65,2,2,25,10,25,25,-1
284,2500.0,2588.1,1781.44,1740.33,2,2,25,10,25,25,-1
285,3339.8,2588.1,1796.61,1752.67,3,3,25,16,25,25,-1
286,3339.8,2588.1,1820.21,1781.87,2,2,25,25,25,25,-1
287,3339.8,2588.1,1825.14,1799.18,2,2,11,25,25,25,-1
288,3357.3,3322.3,1851.05,1821.49,3,3,25,25,25,25,-1
289,3339.8,3322.3,1866.05,1843.93,2,2,25,25,25,25,-1
290,3339.8,3322.3,1887.15,1861.6,2,2,25,25,25,25,-1
291,3339.8,3322.3,1896.9,1882.64,2,2,25,25,25,25,-1
292,3339.8,3322.3,1908.08,1901.38,2,2,25,18,25,25,-1
293,3339.8,3322.3,1921.32,1903.68,2,2,20,23,25,25,-1
294,3339.8,3322.3,1943.99,1918.6,2,2,25,25,25,25,-1
295,3339.8,3322.3,1957.36,1935.97,2,2,25,25,25,25,-1
296,3339.8,3322.3,1974.92,1946.62,3,3,25,25,25,25,-1
297,3339.8,2588.1,1981.35,1950.79,2,2,25,20,25,25,-1
298,3339.8,2588.1,2005.54,1967.67,3,2,25,12,25,25,-1
299,3339.8,2588.1,2017.24,1980.99,2,3,19,25,25,25,-1
300,3339.8,2588.1,2034.38,1993.19,2,2,25,24,25,25,-1
301,3339.8,2565.4,2037.81,1994.54,2,2,25,25,25,25,-1
302,3339.8,2565.4,2029.33,1992.83,2,2,10,25,25,25,-1
303,3339.8,2565.4,2030.86,2000.68,2,2,25,25,25,25,-1
304,3339.8,2565.4,2037.51,2016.82,2,3,25,25,25,25,-1
305,3339.8,2565.4,2049.38,2033.32,2,2,25,25,25,25,-1
306,3339.8,2575.4,2055.98,2048.41,2,2,11,25,25,25,-1
307,3339.8,2575.4,2070.71,2058.3,2,2,25,12,25,25,-1
308,3339.8,2575.4,2084.04,2067.04,2,2,25,16,25,25,-1
309,3340.3,2575.4,2083.01,2058.35,3,3,25,25,25,25,-1
310,3340.3,2575.4,2086.93,2062.72,2,2,25,25,25,25,-1
311,3340.3,2575.4,2093.67,2064.23,2,2,25,19,25,25,-1
312,3340.3,2575.4,2100.67,2072.26,2,2,25,25,25,25,-1
313,3340.3,2575.4,2110.43,2078.29,2,2,25,25,25,25,-1
314,3340.3,2583.2,2126.95,2092.68,3,2,25,25,25,25,-1
315,3340.3,2583.2,2126.41,2083.97,2,2,25,25,25,25,-1
316,3340.3,2583.2,2128.78,2091.52,2,2,25,25,25,25,-1
317,3340.3,2583.2,2120.42,2099.4,2,2,10,23,25,25,-1
318,3340.3,2583.2,2113.87,2111.28,2,2,25,25,25,25,-1
319,3340.3,2583.2,2121.15,2118.02,2,2,25,25,25,25,-1
320,3340.3,2583.2,2127.66,2118.22,2,2,25,25,25,25,-1
321,3340.3,3362.5,2133.26,2130.26,3,3,25,25,25,25,-1
322,3340.3,3621.9,2129.36,2135.79,3,3,25,25,25,3,-1
323,3376.9,3621.9,2138.56,2148.57,3,3,25,25,25,4,-1
324,3376.9,3621.9,2142.92,2151.78,2,2,25,25,25,4,-1
325,3376.9,3621.9,2144.92,2160.08,2,2,25,25,25,4,-1
326,3444.5,3621.9,2155.92,2169.49,3,3,25,25,18,5,-1
327,3444.5,3621.9,2165.87,2175.28,2,2,17,12,17,5,-1
328,3444.5,3621.9,2162.78,2170.79,2,2,25,25,18,4,-1
329,3444.5,3621.9,2149.37,2174.37,2,3,13,25,18,5,-1
330,3444.5,3621.9,2140.62,2165.79,2,2,12,13,17,4,-1
331,3444.5,3621.9,2138.2,2176.12,2,2,20,10,19,4,-1
332,3444.5,3621.9,2130.46,2167.87,2,2,25,10,18,4,-1
333,3444.5,3621.9,2129.82,2175.84,2,2,25,25,18,4,-1
334,3444.5,3621.9,2137.6,2179.59,2,2,25,25,19,4,-1
335,3444.5,3621.9,2145.43,2173.0,2,2,13,25,18,4,-1
336,3444.5,3621.9,2144.65,2168.35,2,2,10,14,20,4,-1
337,3444.5,3621.9,2158.12,2173.0,2,2,25,25,20,4,-1
338,3444.5,3621.9,2161.13,2181.67,3,3,25,25,21,5,-1
339,3444.5,3621.9,2169.45,2187.17,2,2,25,25,21,5,-1
340,3444.5,3621.9,2174.86,2197.22,3,3,25,25,21,5,-1
341,3444.5,3621.9,2175.27,2198.89,3,3,25,25,20,6,-1
342,3444.5,3415.6,2178.05,2193.04,3,2,25,25,20,25,-1
343,3444.5,3415.6,2193.5,2197.1,2,2,15,25,19,25,-1
344,3444.5,3415.6,2201.4,2188.32,2,2,25,25,20,25,-1
345,3444.5,3415.6,2205.76,2182.49,3,2,25,25,21,25,-1
346,3444.5,3415.6,2195.13,2185.21,2,3,25,25,19,25,-1
347,3444.5,3415.6,2191.85,2183.35,2,2,25,25,18,25,-1
348,3444.5,3415.6,2175.21,2171.91,3,3,25,10,18,25,-1
349,3444.5,3415.6,2161.97,2159.54,3,2,25,22,18,25,-1
350,3444.5,3415.6,2151.97,2158.83,2,2,11,25,18,25,-1
351,3444.5,3415.6,2151.72,2162.13,2,2,25,14,18,25,-1
352,3444.5,3415.6,2141.52,2145.18,2,2,25,10,17,25,-1
353,3444.5,3415.6,2131.68,2124.9,2,2,25,13,18,25,-1
354,3444.5,3415.6,2132.82,2120.47,2,2,25,25,17,25,-1
355,3444.5,3415.6,2117.73,2113.43,2,2,10,25,17,25,-1
356,3444.5,3415.6,2108.36,2113.06,2,2,10,10,17,24,-1
357,3444.5,3415.6,2115.94,2116.71,2,3,10,25,17,25,-1
358,3444.5,3415.6,2122.19,2116.0,2,2,13,25,18,25,-1
359,3444.5,3415.6,2142.05,2107.78,2,2,25,11,18,25,-1
360,3444.5,3415.6,2141.14,2108.79,2,2,25,11,18,25,-1
361,3444.5,3415.6,2133.77,2102.14,2,2,10,10,19,25,-1
362,3444.5,3415.6,2129.54,2119.47,2,2,10,10,19,25,-1
363,3444.5,3415.6,2103.28,2107.96,2,2,10,10,19,25,-1
364,3444.5,3415.6,2104.98,2109.17,2,2,10,18,16,24,-1
365,3444.5,3415.6,2105.78,2112.42,2,2,10,10,16,23,-1
366,3444.5,3415.6,2108.44,2107.81,2,2,10,10,15,22,-1
367,3444.5,3415.6,2104.03,2096.1,2,2,10,10,15,20,-1
368,3444.5,3415.6,2112.95,2084.76,2,2,10,10,16,19,-1
369,3444.5,3415.6,2116.18,2070.24,2,2,10,10,16,19,-1
370,3444.5,3415.6,2126.86,2069.41,2,2,11,10,16,19,-1
371,3444.5,3415.6,2124.74,2079.98,3,3,21,13,16,21,-1
372,3444.5,3415.6,2104.69,2087.11,2,2,10,10,16,23,-1
373,3444.5,3415.6,2081.79,2083.21,2,2,10,10,16,24,-1
374,3444.5,3415.6,2075.95,2070.58,2,2,11,10,15,25,-1
375,3444.5,3415.6,2052.95,2062.32,2,2,10,11,15,24,-1
