gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,winner
1262,3338.9,2524.6,1928.09,1894.15,2,2,25,25,25,25,-1
1263,3338.9,2524.6,1912.93,1894.26,2,2,25,25,25,25,-1
1264,3338.9,2524.6,1916.56,1894.68,2,2,25,25,25,25,-1
1265,3338.9,2524.6,1928.6,1902.77,2,2,25,25,25,25,-1
1266,3338.9,2524.6,1937.92,1904.02,2,2,25,25,25,25,-1
1267,3338.9,2524.6,1938.29,1885.75,2,2,25,12,25,25,-1
1268,3338.9,2524.6,1927.57,1878.37,2,2,25,25,25,25,-1
1269,2499.7,2524.6,1904.85,1883.28,2,2,25,25,25,25,-1
1270,2499.7,2524.6,1886.01,1865.78,2,2,25,25,25,25,-1
1271,2499.7,2524.6,1895.48,1852.62,2,2,25,25,25,25,-1
1272,2499.7,2524.6,1880.86,1852.62,2,2,25,15,25,25,-1
1273,2499.7,2524.6,1877.59,1853.0,2,2,25,25,25,25,-1
1274,2499.7,2499.8,1870.73,1844.51,2,2,25,25,25,25,-1
1275,2499.7,2499.8,1865.13,1853.27,2,2,19,25,25,25,-1
1276,2487.4,2499.8,1845.96,1853.57,2,2,25,25,25,25,-1
1277,2487.4,2499.8,1840.23,1860.6,2,2,25,25,25,25,-1
1278,2487.4,2499.8,1846.73,1868.92,2,2,25,25,25,25,-1
1279,2487.4,2499.8,1848.08,1868.49,2,2,25,25,25,25,-1
1280,2487.4,2499.8,1845.21,1877.33,2,2,25,25,25,25,-1
1281,2487.4,2499.8,1841.57,1873.78,2,2,25,25,25,25,-1
1282,2487.4,2499.8,1822.94,1874.2,2,2,25,25,25,25,-1
1283,2487.4,2499.8,1838.43,1855.31,2,2,25,22,25,25,-1
1284,2487.4,2499.8,1854.62,1864.53,2,2,25,25,25,25,-1
1285,2487.4,2499.8,1852.84,1873.54,2,2,25,25,25,25,-1
1286,2487.4,2496.8,1859.03,1879.2,2,2,25,25,25,25,-1
1287,2487.4,2496.8,1854.34,1868.17,2,2,25,12,25,25,-1
1288,2487.4,2496.8,1860.63,1888.12,2,2,25,25,25,25,-1
1289,2487.4,2496.8,1870.17,1886.98,2,2,18,18,25,25,-1
1290,2487.4,2496.8,1877.44,1904.71,2,2,25,25,25,25,-1
1291,2487.4,2496.8,1869.49,1913.71,2,2,25,25,25,25,-1
1292,2487.4,2496.8,1853.39,1897.89,2,2,20,17,25,25,-1
1293,2494.5,2496.8,1868.05,1889.25,2,2,25,25,25,25,-1
1294,2494.5,2496.8,1861.51,1894.69,2,2,25,25,25,25,-1
1295,2537.1,2496.8,1868.31,1890.79,2,2,24,25,25,25,-1
1296,2537.1,2496.8,1867.83,1888.32,2,2,15,11,25,25,-1
1297,2537.1,2496.8,1859.92,1882.05,2,2,25,25,25,25,-1
1298,2543.9,2494.5,1877.74,1890.49,2,2,25,25,25,25,-1
1299,3224.5,3476.2,1900.08,1901.02,3,3,25,25,25,6,-1
1300,3224.5,3476.2,1905.71,1900.66,2,2,10,22,25,6,-1
1301,3224.5,3476.2,1916.5,1892.29,2,2,25,15,25,6,-1
1302,3224.5,3476.2,1907.52,1906.29,2,2,25,25,25,6,-1
1303,3224.5,3476.2,1906.76,1916.64,2,2,25,25,25,6,-1
1304,3224.5,3476.2,1899.62,1912.06,2,2,22,11,25,6,-1
1305,3224.5,3476.2,1900.58,1903.96,2,2,10,25,25,7,-1
1306,3224.5,3476.2,1921.26,1895.74,2,2,25,25,25,7,-1
1307,3224.5,3476.2,1930.11,1895.21,2,2,25,25,25,9,-1
1308,3224.5,3476.2,1926.45,1895.43,2,2,25,25,25,8,-1
1309,2597.5,3476.2,1916.09,1885.87,2,2,25,25,25,8,-1
1310,3286.6,3476.2,1929.58,1894.23,3,3,25,21,25,9,-1
1311,3286.6,3476.2,1947.4,1899.95,2,2,25,25,25,9,-1
1312,3286.6,3476.2,1939.46,1906.43,2,2,25,25,25,9,-1
1313,3286.6,3476.2,1952.72,1898.05,2,2,25,22,25,9,-1
1314,3286.6,3476.2,1959.17,1908.25,2,2,25,25,25,11,-1
1315,3286.6,3476.2,1952.8,1913.33,2,2,25,25,25,10,-1
1316,3286.6,3476.2,1952.72,1917.34,2,2,11,11,25,8,-1
1317,3286.6,3476.2,1940.56,1920.79,2,2,25,25,25,8,-1
1318,3286.6,3476.2,1940.43,1913.11,2,2,13,25,25,8,-1
1319,3286.6,3476.2,1933.47,1907.73,2,2,25,25,25,8,-1
1320,3286.6,3476.2,1935.62,1911.72,2,2,25,25,25,8,-1
1321,3286.6,3476.2,1937.92,1896.08,2,2,25,25,25,6,-1
1322,3286.6,3476.2,1927.65,1890.93,2,2,25,25,25,6,-1
1323,3286.6,3476.2,1915.84,1899.77,2,2,25,25,25,8,-1
1324,3286.6,3476.2,1911.3,1890.74,2,2,25,25,25,8,-1
1325,3286.6,3476.2,1899.76,1873.04,2,2,25,17,25,7,-1
1326,3286.6,3476.2,1905.56,1874.84,2,2,10,25,25,6,-1
1327,3286.6,3476.2,1894.04,1874.5,2,2,13,10,25,6,-1
1328,3286.6,3476.2,1886.54,1867.16,2,2,25,25,25,6,-1
1329,3286.6,3476.2,1880.73,1871.24,2,2,25,25,25,7,-1
1330,3286.6,3476.2,1876.63,1868.93,2,2,25,25,25,9,-1
1331,3286.6,3476.2,1871.71,1868.98,2,2,25,25,25,9,-1
1332,3286.6,3476.2,1865.19,1851.87,2,2,18,15,25,9,-1
1333,3286.6,3476.2,1861.89,1835.61,2,2,25,19,25,8,-1
1334,3286.6,3476.2,1859.31,1840.11,2,2,25,25,25,8,-1
1335,3286.6,3476.2,1869.0,1836.33,2,2,25,25,25,8,-1
1336,3286.6,3476.2,1848.83,1821.26,2,2,25,25,25,7,-1
1337,3286.6,3476.2,1830.53,1819.33,2,2,22,25,25,7,-1
1338,3286.6,3476.2,1834.74,1818.28,2,2,25,25,25,6,-1
1339,3286.6,3476.2,1839.5,1823.98,2,2,25,25,25,6,-1
1340,3286.6,3476.2,1829.61,1817.66,2,2,25,25,25,6,-1
1341,3286.6,3476.2,1821.12,1818.98,2,2,25,25,25,6,-1
1342,2487.4,3476.2,1813.91,1807.8,2,2,19,25,25,6,-1
1343,2487.4,3476.2,1809.77,1801.4,2,2,10,25,25,6,-1
1344,2487.4,3476.2,1800.6,1790.25,2,2,25,25,25,6,-1
1345,2487.4,3476.2,1793.36,1791.04,2,2,25,25,25,6,-1
1346,2487.4,3476.2,1797.63,1788.13,2,2,25,25,25,5,-1
1347,2487.4,3476.2,1796.49,1785.5,2,2,25,18,25,5,-1
1348,2487.4,3476.2,1783.56,1783.1,2,2,25,13,25,5,-1
1349,2487.4,3476.2,1780.81,1786.7,2,2,25,25,25,5,-1
1350,2487.4,3476.2,1776.72,1781.23,2,2,10,25,25,5,-1
1351,2487.4,3476.2,1768.58,1783.35,2,2,23,25,25,5,-1
1352,2487.4,3476.2,1759.78,1776.79,2,2,16,25,25,5,-1
1353,2498.6,3476.2,1744.53,1768.69,2,2,14,10,25,5,-1
1354,2498.6,3476.2,1746.92,1784.17,2,2,10,11,25,5,-1
1355,2498.6,3476.2,1741.83,1786.27,2,2,25,14,25,7,-1
1356,2498.6,3476.2,1721.11,1772.77,2,2,25,10,25,7,-1
1357,2498.6,3476.2,1728.57,1766.17,2,2,11,12,25,7,-1
1358,2498.6,3476.2,1715.81,1752.85,2,2,11,14,25,7,-1
1359,2498.6,3476.2,1717.46,1746.76,2,2,25,10,25,7,-1
1360,2498.6,2500.0,1723.4,1731.65,2,2,25,10,25,25,-1
1361,2498.6,2500.0,1732.05,1728.44,2,2,25,20,25,25,-1
1362,2498.6,2500.0,1720.33,1737.07,2,2,17,13,25,25,-1
1363,2498.6,2500.0,1719.16,1753.03,2,2,10,11,25,25,-1
1364,2498.6,2500.0,1709.15,1750.93,2,2,25,25,25,25,-1
1365,2498.6,2500.0,1716.88,1746.7,2,2,10,15,25,25,-1
1366,2498.6,2500.0,1711.12,1739.44,2,2,12,11,25,25,-1
1367,2498.6,2500.0,1705.98,1724.6,2,2,25,25,25,25,-1
1368,2498.6,2500.0,1704.12,1718.69,2,2,10,25,25,25,-1
1369,2498.6,2500.0,1695.79,1726.95,2,2,25,10,25,25,-1
1370,2498.6,2500.0,1700.71,1722.15,2,2,11,10,25,25,-1
1371,2498.6,2500.0,1708.79,1732.59,2,2,22,25,25,25,-1
1372,2498.6,2500.0,1712.46,1754.35,2,2,25,25,25,25,-1
1373,2498.6,2500.0,1701.97,1749.68,2,2,11,11,25,25,-1
1374,2498.6,2500.0,1695.16,1746.72,2,2,10,12,25,25,-1
1375,2498.6,2500.0,1704.65,1725.62,2,2,12,25,25,25,-1
1376,2498.6,2549.2,1692.7,1744.25,1,2,12,10,25,25,-1
1377,2498.6,2500.0,1689.02,1739.07,2,2,25,22,25,25,-1
1378,2498.6,2500.0,1685.47,1747.4,2,2,11,10,25,25,-1
1379,2498.6,2500.0,1689.74,1743.14,2,2,10,10,25,25,-1
1380,2498.6,2500.0,1674.39,1732.31,1,2,13,11,25,25,-1
1381,2498.6,2500.0,1676.06,1728.36,2,2,10,11,25,25,-1
1382,2498.6,2500.0,1661.33,1734.01,2,2,10,11,25,25,-1
1383,2498.6,2500.0,1659.68,1726.87,2,2,12,10,25,25,-1
1384,2498.6,2500.0,1653.07,1715.23,2,2,10,10,25,25,-1
1385,2498.6,2500.0,1642.31,1711.54,2,2,25,25,25,25,-1
1386,2498.6,2500.0,1626.95,1706.47,2,2,10,10,25,25,-1
1387,2498.6,2500.0,1618.58,1697.21,2,2,25,12,25,25,-1
1388,2498.6,2500.0,1616.44,1689.6,2,2,11,10,25,25,-1
1389,2498.6,2500.0,1619.11,1699.58,2,2,16,14,25,25,-1
1390,2498.6,2500.0,1629.82,1681.65,2,2,25,19,25,25,-1
1391,2498.6,2500.0,1626.73,1697.05,2,2,10,11,25,25,-1
1392,2498.6,2500.0,1643.51,1688.89,2,2,11,12,25,25,-1
1393,2498.6,2500.0,1647.41,1691.59,2,2,10,10,25,25,-1
1394,2498.6,2500.0,1660.25,1676.73,2,2,25,11,25,25,-1
1395,2498.6,2582.1,1662.24,1687.14,3,3,17,24,25,25,-1
1396,2498.6,2582.1,1657.75,1680.69,2,2,25,25,25,25,-1
1397,2498.6,2582.1,1648.17,1681.12,2,2,10,25,25,25,-1
1398,2498.6,2582.1,1651.56,1660.59,2,1,10,10,25,25,-1
1399,2498.6,2582.1,1643.83,1659.14,2,2,10,10,25,25,-1
1400,2498.6,2582.1,1626.1,1649.21,2,2,10,25,25,25,-1
1401,2498.6,2500.0,1622.67,1653.94,2,2,14,21,25,25,-1
1402,2498.6,2500.0,1620.13,1655.09,2,2,10,10,25,25,-1
1403,2500.0,2500.0,1629.07,1640.5,2,1,10,10,25,25,-1
1404,2500.0,2500.0,1620.01,1648.96,2,2,10,10,25,25,-1
1405,2500.0,2500.0,1609.39,1651.01,2,2,10,10,25,25,-1
1406,2500.0,2500.0,1602.74,1652.51,2,2,10,10,25,25,-1
1407,2500.0,2500.0,1607.33,1651.19,2,2,10,10,25,25,-1
1408,2500.0,2500.0,1600.73,1633.31,2,1,10,10,25,25,-1
1409,2500.0,2500.0,1590.42,1625.77,2,1,10,10,25,25,-1
1410,2500.0,2500.0,1583.34,1620.95,2,2,10,10,25,25,-1
1411,2500.0,2500.0,1576.32,1613.4,1,2,10,10,25,25,-1
1412,2498.3,2500.0,1574.43,1623.02,2,2,10,10,25,25,-1
1413,2498.3,2500.0,1571.79,1610.39,2,2,10,10,25,25,-1
1414,2496.9,2500.0,1558.47,1596.99,2,1,10,10,25,25,-1
1415,2496.9,2500.0,1554.32,1592.19,1,1,10,10,25,25,-1
1416,2496.9,2500.0,1557.84,1582.45,2,2,10,10,25,25,-1
1417,2496.9,2500.0,1559.14,1567.52,2,1,10,10,25,25,-1
1418,2496.9,2500.0,1563.89,1555.69,2,1,10,10,25,25,-1
1419,2496.9,2500.0,1547.15,1560.48,1,2,10,10,25,25,-1
1420,2496.9,2500.0,1542.55,1559.5,1,1,10,10,25,25,-1
1421,2496.9,2500.0,1539.13,1558.78,2,1,10,10,25,25,-1
1422,2496.9,2500.0,1535.08,1548.31,2,1,10,10,25,25,-1
1423,2496.9,2500.0,1524.92,1533.02,1,2,10,10,25,25,-1
1424,2496.9,2500.0,1518.13,1528.79,1,2,10,10,25,25,-1
1425,2496.9,2500.0,1518.27,1527.06,2,2,10,10,25,25,-1
1426,2496.9,2500.0,1519.83,1527.08,2,2,10,10,25,25,-1
1427,2496.9,2500.0,1513.21,1514.49,2,1,10,10,25,25,-1
1428,2496.9,2500.0,1508.14,1516.17,1,2,10,10,25,25,-1
1429,2496.9,2500.0,1500.55,1511.18,1,1,10,10,25,25,-1
1430,2496.9,2500.0,1498.32,1506.57,1,1,10,10,25,25,-1
1431,2496.9,2500.0,1495.94,1509.34,1,2,10,10,25,25,-1
1432,2496.9,2500.0,1498.04,1493.34,2,1,10,10,25,25,-1
1433,2496.9,2500.0,1497.22,1494.76,2,2,10,10,25,25,-1
1434,2496.9,2500.0,1503.69,1481.81,2,2,10,10,25,25,-1
1435,2496.9,2500.0,1499.56,1481.8,2,2,10,10,25,25,-1
1436,2496.9,2500.0,1500.37,1464.33,2,1,10,10,25,25,-1
1437,2496.9,2500.0,1500.37,1462.39,1,2,10,10,25,25,-1
1438,2496.9,2500.0,1499.79,1458.9,2,1,10,10,25,25,-1
1439,2496.9,2500.0,1497.58,1455.35,1,2,10,10,25,25,-1
1440,2496.9,2500.0,1491.79,1462.15,2,2,10,10,25,25,-1
1441,2496.9,2500.0,1487.59,1460.76,1,2,10,10,25,25,-1
1442,2496.9,2500.0,1480.36,1457.16,1,1,10,10,25,25,-1
1443,2496.9,2500.0,1477.98,1454.18,1,1,10,10,25,25,-1
1444,2496.9,2500.0,1467.38,1450.87,1,2,10,10,25,25,-1
1445,2496.9,2500.0,1463.98,1455.34,2,2,10,10,25,25,-1
1446,2496.9,2500.0,1468.79,1445.3,2,1,10,10,25,25,-1
1447,2496.9,2500.0,1468.87,1441.37,2,2,10,10,25,25,-1
1448,2496.9,2500.0,1462.08,1441.08,1,2,10,10,25,25,-1
1449,2496.9,2500.0,1471.68,1444.19,2,2,10,10,25,25,-1
1450,2496.9,2500.0,1468.21,1452.34,1,2,10,10,25,25,-1
1451,2496.9,2500.0,1465.41,1447.74,2,1,10,10,25,25,-1
1452,2496.9,2500.0,1469.23,1446.54,2,1,10,10,25,25,-1
1453,2496.9,2500.0,1465.43,1446.6,1,2,10,10,25,25,-1
1454,2496.9,2500.0,1468.22,1436.4,2,1,10,10,25,25,-1
1455,2496.9,2500.0,1461.36,1436.22,1,2,10,10,25,25,-1
1456,2496.9,2500.0,1465.57,1437.9,2,2,10,10,25,25,-1
1457,2496.9,2500.0,1461.77,1439.31,2,2,10,10,25,25,-1
1458,2496.9,2485.9,1460.57,1437.16,1,1,10,10,25,25,-1
1459,2496.9,2485.9,1464.37,1436.97,2,1,10,10,25,25,-1
1460,2496.9,2485.9,1468.97,1432.01,2,1,10,10,25,25,-1
1461,2496.9,2485.9,1471.57,1438.62,2,2,10,10,25,25,-1
1462,2496.9,2485.9,1473.97,1441.22,1,2,10,10,25,25,-1
1463,2496.9,2485.9,1472.57,1438.47,2,2,10,10,25,25,-1
1464,2496.9,2485.9,1475.18,1438.84,2,2,10,10,25,25,-1
1465,2496.9,2485.9,1473.43,1438.88,2,2,10,10,25,25,-1
1466,2496.9,2485.9,1472.84,1432.28,2,1,10,10,25,25,-1
1467,2496.9,2485.9,1471.64,1430.08,2,2,10,10,25,25,-1
1468,2496.9,2485.9,1474.24,1428.88,2,2,10,10,25,25,-1
1469,2496.9,2485.9,1479.09,1433.11,1,2,10,10,25,25,-1
1470,2496.9,2485.9,1474.1,1428.51,1,2,10,10,25,25,-1
1471,2496.9,2485.9,1479.57,1432.31,2,2,10,10,25,25,-1
1472,2496.9,2485.9,1475.21,1434.32,1,2,10,10,25,25,-1
1473,2496.9,2485.9,1486.17,1434.12,2,2,10,10,25,25,-1
1474,2496.9,2485.9,1498.37,1438.92,2,2,10,10,25,25,-1
1475,2496.9,2450.0,1493.37,1433.98,1,2,10,10,25,25,-1
1476,2496.9,2450.0,1498.97,1438.98,2,2,10,10,25,25,-1
1477,2496.9,2450.0,1495.17,1447.38,1,2,10,10,25,25,-1
1478,2496.9,2450.0,1491.03,1449.98,1,2,10,10,25,25,-1
1479,2496.9,2450.0,1479.44,1447.38,1,1,10,10,25,25,-1
1480,2496.9,2450.0,1463.45,1450.06,2,2,10,10,25,25,-1
1481,2496.9,2450.0,1464.85,1462.26,2,2,10,10,25,25,-1
1482,2496.9,2450.0,1452.3,1453.86,1,2,10,10,25,25,-1
1483,2496.9,2450.0,1453.7,1458.06,2,2,10,10,25,25,-1
1484,2496.9,2450.0,1463.32,1456.52,2,2,10,10,25,25,-1
1485,2496.9,2450.0,1456.72,1452.12,1,2,10,10,25,25,-1
1486,2496.9,2450.0,1456.72,1450.92,2,2,10,10,25,25,-1
1487,2496.9,2450.0,1464.32,1454.32,2,2,10,10,25,25,-1
1488,2496.9,2450.0,1453.92,1456.92,2,2,10,10,25,25,-1
1489,2496.9,2450.0,1456.92,1457.98,2,2,10,10,25,25,-1
1490,2496.9,2350.0,1466.12,1445.38,2,2,10,10,25,25,-1
1491,2496.9,2350.0,1466.12,1452.78,2,2,10,10,25,25,-1
1492,2496.9,2450.0,1464.53,1464.98,2,2,10,10,25,25,-1
1493,2496.9,2450.0,1463.73,1458.58,2,2,10,10,25,25,-1
1494,2496.9,2450.0,1477.73,1465.38,2,2,10,10,25,25,-1
1495,2496.9,2450.0,1474.33,1472.98,2,2,10,10,25,25,-1
1496,2450.0,2450.0,1476.54,1473.78,2,2,10,10,25,25,-1
1497,2450.0,2450.0,1479.94,1477.58,2,2,10,10,25,25,-1
1498,2450.0,2450.0,1482.54,1472.18,2,2,10,10,25,25,-1
1499,2450.0,2450.0,1488.94,1468.18,2,2,10,10,25,25,-1
1500,2450.0,2450.0,1492.74,1464.38,2,2,10,10,25,25,-1
1501,2450.0,2450.0,1494.09,1469.37,2,2,10,11,25,25,-1
1502,2450.0,2450.0,1495.49,1475.77,2,2,10,10,25,25,-1
1503,2450.0,2450.0,1491.19,1473.46,1,2,16,14,25,25,-1
1504,2450.0,2450.0,1478.75,1469.63,2,1,25,16,25,25,-1
1505,2450.0,2450.0,1477.56,1461.63,2,1,10,10,25,25,-1
1506,2450.0,2450.0,1476.41,1464.24,2,2,10,10,25,25,-1
1507,2450.0,2450.0,1471.06,1470.64,2,2,10,10,25,25,-1
1508,2450.0,2450.0,1474.69,1469.03,2,2,25,22,25,25,-1
1509,2450.0,2450.0,1474.69,1483.63,2,2,10,10,25,25,-1
1510,2450.0,2450.0,1466.75,1474.99,1,1,25,24,25,25,-1
1511,2450.0,2450.0,1460.61,1476.39,1,2,10,10,25,25,-1
1512,2450.0,2450.0,1451.81,1473.79,2,1,10,10,25,25,-1
1513,2450.0,2450.0,1445.81,1478.39,2,2,10,10,25,25,-1
1514,2450.0,2450.0,1452.98,1477.56,2,2,10,10,25,25,-1
1515,2450.0,2450.0,1452.82,1469.02,2,2,10,10,25,25,-1
1516,2450.0,2450.0,1447.02,1462.98,1,1,10,10,25,25,-1
1517,2450.0,2450.0,1451.73,1469.39,2,2,10,10,25,25,-1
1518,2450.0,2450.0,1449.34,1476.19,2,2,10,10,25,25,-1
1519,2450.0,2450.0,1442.14,1482.24,1,2,10,10,25,25,-1
1520,2450.0,2450.0,1434.6,1485.04,1,2,10,10,25,25,-1
1521,2450.0,2450.0,1429.6,1480.05,1,2,10,10,25,25,-1
1522,2450.0,2450.0,1433.4,1477.45,2,2,10,10,25,25,-1
1523,2450.0,2450.0,1432.4,1480.05,1,2,10,10,25,25,-1
1524,2450.0,2450.0,1432.23,1489.25,2,2,10,10,25,25,-1
1525,2450.0,2450.0,1432.35,1477.85,2,1,10,10,25,25,-1
1526,2450.0,2450.0,1432.35,1469.65,1,2,10,10,25,25,-1
1527,2450.0,2450.0,1432.41,1473.45,1,2,10,10,25,25,-1
1528,2450.0,2450.0,1436.72,1474.05,2,2,10,10,25,25,-1
1529,2450.0,2450.0,1434.33,1482.97,2,2,10,10,25,25,-1
1530,2450.0,2450.0,1438.8,1476.15,2,1,20,25,25,25,-1
1531,2450.0,2450.0,1451.8,1484.56,2,2,10,10,25,25,-1
1532,2450.0,2450.0,1447.06,1472.67,1,2,25,24,25,25,-1
1533,2450.0,2450.0,1458.65,1479.47,2,2,10,10,25,25,-1
1534,2450.0,2450.0,1460.72,1480.87,2,2,10,10,25,25,-1
1535,2450.0,2450.0,1460.73,1482.18,2,2,10,10,25,25,-1
1536,2450.0,2450.0,1459.38,1478.69,1,2,10,10,25,25,-1
1537,2450.0,2450.0,1466.79,1489.19,2,2,10,10,25,25,-1
1538,2450.0,2450.0,1466.84,1493.56,2,2,10,10,25,25,-1
1539,2450.0,2450.0,1466.84,1506.72,2,2,10,10,25,25,-1
1540,2450.0,2450.0,1471.66,1513.52,2,2,10,10,25,25,-1
1541,2450.0,2450.0,1481.22,1505.58,2,2,10,10,25,25,-1
1542,2450.0,2450.0,1482.22,1498.14,2,2,11,10,25,25,-1
1543,2450.0,2450.0,1482.43,1496.04,1,2,10,10,25,25,-1
1544,2450.0,2450.0,1470.28,1496.21,1,2,10,10,25,25,-1
1545,2450.0,2450.0,1469.49,1485.97,2,1,10,10,25,25,-1
1546,2450.0,2450.0,1479.09,1488.37,2,2,10,10,25,25,-1
1547,2450.0,2450.0,1479.49,1484.57,2,1,10,10,25,25,-1
1548,2450.0,2450.0,1476.89,1485.77,1,2,10,10,25,25,-1
1549,2450.0,2400.0,1479.49,1481.18,2,2,10,10,25,25,-1
1550,2450.0,2400.0,1483.69,1495.18,2,2,10,10,25,25,-1
1551,2450.0,2400.0,1483.69,1485.98,2,1,10,10,25,25,-1
1552,2450.0,2400.0,1476.08,1481.47,2,2,10,11,25,25,-1
1553,2450.0,2400.0,1480.28,1483.47,2,2,10,10,25,25,-1
1554,2450.0,2400.0,1481.48,1491.52,2,2,10,10,25,25,-1
1555,2450.0,2400.0,1481.48,1487.72,2,2,10,10,25,25,-1
1556,2450.0,2400.0,1481.64,1497.98,2,2,10,10,25,25,-1
1557,2450.0,2400.0,1481.54,1506.88,2,2,10,10,25,25,-1
1558,2450.0,2400.0,1479.35,1494.69,2,2,10,10,25,25,-1
1559,2450.0,2400.0,1458.35,1498.69,1,2,10,10,25,25,-1
1560,2450.0,2400.0,1454.35,1498.2,2,2,10,10,25,25,-1
1561,2450.0,2400.0,1451.15,1482.25,1,1,10,10,25,25,-1
1562,2450.0,2400.0,1444.95,1475.85,1,1,10,10,25,25,-1
1563,2450.0,2400.0,1442.45,1477.25,2,2,10,10,25,25,-1
1564,2450.0,2400.0,1443.65,1481.06,1,2,10,10,25,25,-1
1565,2450.0,2400.0,1446.26,1486.46,2,2,10,10,25,25,-1
1566,2450.0,2400.0,1446.26,1491.46,2,2,10,10,25,25,-1
1567,2450.0,2400.0,1447.96,1491.46,2,1,10,10,25,25,-1
1568,2450.0,2400.0,1451.01,1494.06,2,2,10,10,25,25,-1
1569,2450.0,2400.0,1454.92,1487.66,2,1,10,10,25,25,-1
1570,2450.0,2400.0,1451.17,1486.17,1,2,10,10,25,25,-1
1571,2450.0,2400.0,1453.77,1478.17,2,2,10,10,25,25,-1
1572,2450.0,2400.0,1456.37,1476.97,1,2,10,10,25,25,-1
1573,2450.0,2400.0,1449.57,1477.88,1,2,10,10,25,25,-1
1574,2450.0,2400.0,1443.17,1471.48,2,2,10,10,25,25,-1
1575,2450.0,2400.0,1443.97,1466.68,2,2,10,10,25,25,-1
1576,2350.0,2400.0,1438.57,1464.29,2,1,10,10,25,25,-1
1577,2350.0,2400.0,1445.78,1457.39,2,1,10,10,25,25,-1
1578,2350.0,2400.0,1453.48,1456.59,2,2,10,10,25,25,-1
1579,2350.0,2400.0,1456.09,1457.91,2,2,10,10,25,25,-1
1580,2350.0,2400.0,1448.49,1455.71,2,1,10,10,25,25,-1
1581,2350.0,2400.0,1444.49,1455.41,1,2,10,10,25,25,-1
1582,2350.0,2400.0,1447.14,1449.41,2,2,10,10,25,25,-1
1583,2350.0,2400.0,1447.14,1445.81,2,2,10,10,25,25,-1
1584,2350.0,2400.0,1451.34,1449.66,2,2,10,10,25,25,-1
1585,2350.0,2400.0,1439.54,1449.26,2,2,10,10,25,25,-1
1586,2350.0,2400.0,1440.74,1446.66,1,1,10,10,25,25,-1
1587,2350.0,2450.0,1438.34,1457.66,2,2,10,10,25,25,-1
1588,2350.0,2450.0,1438.74,1462.86,2,2,10,10,25,25,-1
1589,2350.0,2450.0,1446.14,1456.18,2,1,10,10,25,25,-1
1590,2350.0,2450.0,1439.34,1462.38,1,2,10,10,25,25,-1
1591,2350.0,2450.0,1440.6,1467.38,1,2,10,10,25,25,-1
1592,2400.0,2450.0,1447.6,1469.78,2,2,10,10,25,25,-1
1593,2400.0,2450.0,1440.0,1476.18,2,2,10,10,25,25,-1
1594,2400.0,2450.0,1440.0,1491.38,1,2,10,10,25,25,-1
1595,2400.0,2450.0,1436.2,1490.58,2,2,10,10,25,25,-1
1596,2400.0,2450.0,1445.2,1491.78,2,2,10,10,25,25,-1
1597,2400.0,2450.0,1445.0,1491.78,2,2,10,10,25,25,-1
1598,2400.0,2450.0,1439.97,1498.56,1,2,10,10,25,25,-1
1599,2400.0,2450.0,1444.88,1486.5,2,1,10,10,25,25,-1
1600,2400.0,2450.0,1448.7,1480.09,2,2,10,11,25,25,-1
1601,2400.0,2450.0,1462.5,1478.86,2,2,10,10,25,25,-1
1602,2400.0,2450.0,1462.27,1477.82,1,2,10,11,25,25,-1
1603,2400.0,2450.0,1459.9,1473.65,1,2,10,10,25,25,-1
1604,2400.0,2400.0,1458.22,1464.77,2,1,10,11,25,25,-1
1605,2400.0,2400.0,1454.07,1468.7,2,2,10,10,25,25,-1
1606,2400.0,2400.0,1455.47,1476.73,2,2,10,10,25,25,-1
1607,2400.0,2400.0,1456.87,1480.95,2,2,10,10,25,25,-1
1608,2400.0,2400.0,1467.1,1497.35,2,2,10,10,25,25,-1
1609,2400.0,2400.0,1467.18,1496.22,2,2,10,10,25,25,-1
1610,2400.0,2400.0,1466.86,1491.22,2,2,10,10,25,25,-1
1611,2400.0,2400.0,1468.1,1497.92,2,2,10,10,25,25,-1
1612,2400.0,2400.0,1460.5,1491.33,1,1,10,10,25,25,-1
1613,2400.0,2400.0,1464.7,1491.33,2,2,10,10,25,25,-1
1614,2400.0,2400.0,1468.52,1489.93,2,2,10,10,25,25,-1
1615,2400.0,2400.0,1467.78,1476.93,2,1,10,11,25,25,-1
1616,2400.0,2400.0,1462.91,1467.82,2,1,10,10,25,25,-1
1617,2400.0,2400.0,1459.11,1466.68,1,1,10,10,25,25,-1
1618,2400.0,2400.0,1465.56,1454.28,2,2,10,10,25,25,-1
1619,2400.0,2400.0,1460.64,1461.89,1,2,10,10,25,25,-1
1620,2400.0,2400.0,1470.84,1458.16,2,1,10,10,25,25,-1
1621,2400.0,2400.0,1487.22,1456.99,2,2,10,10,25,25,-1
1622,2600.0,2350.0,1500.62,1448.79,2,2,10,10,25,25,-1
1623,2600.0,2350.0,1503.27,1445.02,2,2,10,10,25,25,-1
1624,2600.0,2350.0,1503.27,1444.26,2,2,10,10,25,25,-1
1625,2600.0,2350.0,1506.08,1433.51,2,2,10,10,25,25,-1
1626,2600.0,2350.0,1496.68,1441.14,2,2,10,10,25,25,-1
1627,2600.0,2350.0,1497.48,1439.54,2,2,10,10,25,25,-1
