gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,teammates_reach,winner
39,4849.9,4949.6,180.56,166.81,2,2,50,50,19,16,60,14,7649,5816,988,323,299,0,0,360,-1
40,5681.6,4949.6,185.06,210.15,3,2,50,50,3,17,60,13,8937,7458,370,265,4,182,0,1730,-1
41,5681.6,4949.6,180.52,174.36,2,2,50,50,2,16,60,5,9427,6756,1320,683,2,2,0,1053,-1
42,5681.6,4949.6,29.16,2.94,2,2,34,50,2,14,44,3,10134,10134,0,149,0,0,0,0,-1
43,5681.6,4949.6,-110.96,-142.4,1,2,50,50,2,14,60,1,12025,12025,0,124,78,0,0,0,-1
44,5681.6,4949.6,-199.18,-310.99,2,2,50,50,2,13,60,3,12146,11900,123,135,0,0,0,5,-1
45,5681.6,4949.6,-334.86,-500.99,2,2,50,50,2,13,60,2,12304,12304,0,62,0,0,0,0,-1
46,5681.6,4856.925,-428.45,-652.74,1,2,50,50,2,9,60,2,11862,11862,0,272,0,0,0,13,-1
47,5681.6,4856.925,-545.03,-725.1,1,2,50,50,2,9,60,1,12435,12435,0,0,0,0,0,0,-1
48,5681.6,4849.8,-649.63,-928.26,2,2,50,50,2,7,60,5,11963,11963,0,223,0,0,0,10,-1
49,5681.6,4849.8,-740.87,-973.77,2,2,50,50,2,7,60,5,12275,12275,0,64,0,0,0,8,-1
50,5681.6,4849.8,-763.99,-1016.81,2,2,50,50,2,7,60,7,12116,12116,0,147,0,0,0,7,-1
51,5681.6,4849.8,-837.76,-1070.7,2,2,50,50,2,7,60,9,10949,10949,0,551,44,0,0,25,-1
52,5681.6,4849.8,-939.4,-1086.48,2,2,50,50,2,7,60,6,11706,11706,0,351,0,0,0,4,-1
53,5681.6,4849.8,-974.81,-1108.85,2,2,50,50,2,7,60,8,11575,11575,0,413,0,0,0,10,-1
54,5681.6,4849.8,-968.89,-1172.69,2,2,50,50,1,6,60,9,10911,10788,0,641,0,0,0,18,-1
55,5681.6,4954.0,-1036.36,-1164.1,2,2,50,50,1,7,60,12,11354,11354,0,510,0,0,0,31,-1
56,5681.6,5051.0,-1077.53,-1060.73,2,2,50,50,1,8,60,17,10723,10723,0,684,124,0,0,48,-1
57,4680.0,5051.0,-1031.07,-1039.61,2,2,50,50,14,9,60,22,8827,8827,0,951,63,0,0,1008,-1
58,4680.0,4954.0,-951.05,-1025.2,2,2,50,50,15,10,60,15,9097,9072,10,658,0,0,0,1577,-1
59,4823.0,5032.0,-879.83,-899.27,2,2,50,50,15,13,60,28,6570,6568,0,1055,0,13,6,2448,-1
60,4823.0,5032.0,-797.59,-895.1,2,2,50,50,16,14,60,18,9151,8691,192,1071,1,0,0,801,-1
61,4823.0,5032.0,-762.88,-879.64,2,2,50,50,19,14,60,15,9154,8794,120,687,0,0,0,1064,-1
62,4823.0,5032.0,-725.91,-825.61,2,2,50,50,21,15,60,12,9916,9910,3,861,0,0,0,625,-1
63,5052.0,5032.0,-642.64,-809.07,2,2,50,50,19,14,60,15,8678,8654,2,1049,0,0,0,834,-1
64,5052.0,5032.0,-674.32,-778.53,2,2,50,50,18,14,60,10,8875,8574,6,482,290,34,3,1342,-1
65,5052.0,5032.0,-590.38,-743.0,2,2,50,50,19,17,60,10,10593,6779,1642,789,38,5,1,110,-1
66,5124.0,5032.0,-564.54,-634.73,2,2,50,50,17,20,60,18,7868,6169,493,1476,133,103,0,645,-1
67,5180.0,4952.5,-365.75,-441.31,2,2,50,50,24,25,60,33,3892,2291,364,2142,28,719,2,2851,-1
68,5180.0,6204.0,-92.72,-201.06,2,2,50,50,25,1,60,27,5190,2902,692,2143,50,310,2,1920,-1
69,5180.0,6204.0,101.05,-41.38,2,2,50,50,25,1,60,23,4923,3258,247,1653,144,230,4,2823,-1
70,5180.0,6204.0,239.3,113.57,2,2,50,50,25,1,60,16,5806,3689,831,1747,16,166,2,2319,-1
71,5124.0,6204.0,359.53,259.86,2,3,50,50,25,1,60,23,3676,1671,624,1832,123,170,3,3436,-1
72,5084.975,6204.0,556.41,419.14,2,2,50,50,25,1,60,27,4662,2426,329,1720,69,184,6,3037,-1
73,5084.975,6204.0,770.61,621.06,2,2,50,50,25,1,60,26,5602,2283,523,2326,87,197,3,1539,-1
74,5768.025,6204.0,894.12,670.03,2,2,50,50,25,2,60,33,4861,3035,842,1823,152,483,5,2774,-1
75,5768.025,6204.0,1003.16,796.1,3,3,50,50,25,2,60,39,3659,2115,466,1940,85,481,3,4104,-1
76,5768.025,6204.0,1203.42,967.36,2,2,50,50,25,2,60,28,3739,2577,440,1332,173,175,2,4232,-1
77,5768.025,6204.0,1267.61,1209.04,2,2,50,50,25,2,60,34,3116,1464,375,1937,51,732,3,3547,-1
78,5768.025,6204.0,1490.35,1317.15,2,2,50,50,25,2,60,33,5208,2829,429,1598,81,571,6,3002,-1
79,5768.025,6204.0,1618.28,1518.54,2,2,50,50,25,2,60,35,4265,1763,280,1930,45,736,2,3793,-1
80,5768.025,6204.0,1763.36,1496.27,2,2,50,50,25,2,60,21,5013,2438,344,1390,55,259,3,3430,-1
81,5768.025,5703.95,1856.21,1560.87,2,2,50,50,25,25,60,23,6862,2559,1296,1258,0,247,2,1829,-1
82,5768.025,5703.95,1871.35,1558.7,2,2,50,50,25,25,60,20,4215,1084,158,780,2,850,2,3656,-1
83,5768.025,5108.0,1962.09,1587.96,2,2,50,50,25,25,60,25,5802,2837,483,1017,34,248,16,1793,-1
84,5768.025,5108.0,2001.08,1746.59,2,2,50,50,25,25,60,25,5947,3152,143,1462,51,352,5,1764,-1
85,5768.025,5108.0,1961.56,1783.99,2,2,50,50,25,25,60,26,4165,2135,325,1707,196,291,0,1678,-1
86,5768.025,5108.0,1986.38,1810.07,2,2,50,50,25,25,60,31,3420,1075,310,2139,64,858,6,2440,-1
87,5180.9,5108.0,2069.68,1875.45,2,2,50,50,25,25,60,26,3823,2392,305,2155,258,84,2,916,-1
88,5180.9,5108.0,2027.54,1901.4,2,2,50,50,25,25,60,14,5904,2025,144,1276,76,522,0,584,-1
89,5180.9,5108.0,2072.06,1977.8,2,2,50,50,25,25,60,25,5623,2429,203,1524,63,504,1,1708,-1
90,5180.9,5089.0,2149.0,2023.3,2,2,50,50,25,25,60,26,2921,779,174,1353,11,588,9,5796,-1
91,5185.3,5134.75,2214.3,2099.62,2,2,50,50,25,25,60,27,3665,1501,533,1715,34,293,4,3822,-1
92,5185.3,5151.575,2399.22,2116.49,2,2,50,50,25,25,60,37,4244,1612,369,1844,16,480,13,2996,-1
93,5185.3,5314.65,2597.51,2181.18,2,2,50,50,25,25,60,36,4878,2107,712,2085,2,486,6,2880,-1
94,5198.85,5314.65,2731.69,2337.06,2,2,50,50,25,25,60,40,3269,1363,184,2063,3,651,2,3063,-1
95,5198.85,6505.85,2897.42,2548.49,2,3,50,50,25,1,60,56,3223,532,200,3156,4,667,8,3538,-1
96,5198.85,6505.85,2903.85,2698.61,2,2,50,50,25,1,60,43,2636,1196,68,2530,4,708,3,3380,-1
97,5198.85,6505.85,2912.87,2738.7,3,3,50,50,25,1,60,45,1299,438,77,2203,6,826,6,4833,-1
98,5198.85,6505.85,3033.45,2779.73,2,2,50,50,25,1,60,49,817,371,167,2056,5,411,6,5227,-1
99,5185.3,6505.85,2990.31,2810.64,2,2,50,50,25,1,60,41,1223,749,120,1279,4,623,6,7696,-1
100,5185.3,6505.85,3063.91,2847.28,3,2,50,50,25,1,60,40,1184,399,54,1647,13,820,8,6233,-1
101,5185.3,6505.85,3060.71,2862.29,2,2,50,50,25,1,60,40,2571,990,92,1579,23,882,7,3933,-1
102,5185.3,6505.85,3000.47,2928.38,2,2,50,50,25,1,60,39,4336,2000,358,1421,0,251,3,904,-1
103,5185.3,6505.85,3054.61,2921.76,2,2,50,50,25,1,60,38,5842,2444,214,1248,14,438,3,1120,-1
104,5185.3,6505.85,3099.12,2892.14,2,2,50,50,25,1,60,42,3444,1408,307,1576,10,902,9,1911,-1
105,5185.3,9862.1,3159.16,2919.22,3,3,50,50,25,1,60,47,2952,925,285,2217,2,1472,14,2700,-1
106,10067.65,9862.1,3360.65,2976.46,3,3,50,50,1,1,60,60,2066,863,197,2743,3,976,1,3200,-1
107,10067.65,9862.1,3246.87,2807.11,2,2,50,50,1,1,60,23,5290,5290,0,933,0,0,0,646,-1
108,10067.65,9862.1,3039.56,2599.08,2,2,50,50,1,1,60,21,7901,7901,0,299,0,0,0,325,-1
109,10067.65,9862.1,2841.29,2351.05,2,2,50,50,1,1,60,28,9786,9786,0,120,0,0,0,74,-1
110,10067.65,9862.1,2557.38,2151.4,2,2,50,50,1,1,60,22,10315,10315,0,328,0,0,0,149,-1
111,10067.65,9862.1,2287.53,2049.43,2,2,50,50,1,1,60,23,9979,9979,0,256,0,0,0,174,-1
112,5210.675,9862.1,2017.54,1861.49,2,2,50,50,25,1,60,24,10827,10827,0,267,0,0,0,434,-1
113,5210.675,9862.1,1910.24,1598.06,2,2,50,50,25,1,60,30,9776,9776,0,481,0,0,0,932,-1
114,5210.675,9862.1,1838.0,1523.44,2,2,50,50,25,1,60,27,9671,9667,2,587,0,0,0,750,-1
115,5210.675,9862.1,1560.96,1463.51,2,2,50,50,25,1,60,30,10672,10672,0,376,0,0,0,447,-1
116,5210.675,9862.1,1599.99,1426.25,2,2,50,50,25,1,60,39,6722,6722,0,862,0,0,0,2687,-1
117,5210.675,9862.1,1575.76,1443.65,2,3,50,50,25,1,60,24,10651,10651,0,361,0,0,0,234,-1
118,5210.675,9862.1,1599.34,1421.62,2,2,50,50,25,1,60,31,9140,8494,247,644,1,0,0,661,-1
119,5210.675,9862.1,1640.54,1538.25,2,2,50,50,25,1,60,48,4754,4752,0,1108,23,121,16,2617,-1
120,5210.675,9862.1,1656.94,1369.48,2,2,50,50,25,1,60,27,9272,9263,1,537,137,0,0,511,-1
121,5210.675,9862.1,1380.39,1212.29,2,2,50,50,25,1,60,14,10283,10283,0,500,2,0,0,300,-1
122,5185.3,9862.1,1222.83,1186.93,2,2,50,50,25,1,60,19,10600,10600,0,201,0,0,0,26,-1
123,5172.725,9862.1,1075.02,963.59,2,2,50,50,25,1,60,16,10310,10263,23,305,0,0,0,66,-1
124,5139.85,9862.1,857.09,1026.71,2,2,50,50,25,1,60,20,8271,7764,247,842,0,0,0,748,-1
125,5139.85,9862.1,854.6,938.58,2,2,50,50,25,1,60,23,8351,8350,1,1063,0,0,0,413,-1
126,5139.85,9862.1,787.32,830.67,2,2,50,50,25,1,60,15,8430,8184,123,879,0,0,0,809,-1
127,5139.85,9862.1,735.44,889.65,2,2,50,50,25,1,60,27,6210,6067,10,1355,0,0,0,1220,-1
128,5105.7,9862.1,749.21,781.69,2,2,50,50,25,1,60,21,4817,4419,147,1482,0,0,0,1793,-1
129,5105.7,9862.1,693.61,875.28,2,2,50,50,25,1,60,21,8112,7904,134,901,0,0,0,620,-1
130,5105.7,5112.4,749.52,831.45,2,2,50,50,25,25,60,20,6881,6240,377,1255,61,0,0,369,-1
131,5105.7,5112.4,825.61,827.01,2,2,50,50,25,25,60,26,6656,4946,801,1374,35,63,13,1212,-1
132,5105.7,5112.4,729.3,794.25,2,2,50,50,25,25,60,11,7984,7170,340,667,0,0,0,56,-1
133,5105.7,5112.4,832.44,747.28,2,2,50,50,25,25,60,9,7718,4623,1608,690,0,0,0,235,-1
134,5105.7,5344.7,888.93,830.07,2,2,50,50,25,25,60,16,8536,6573,869,1310,32,72,8,597,-1
135,5105.7,5344.7,971.17,877.5,2,2,50,50,25,25,60,35,6850,5900,336,912,0,64,13,1147,-1
136,5105.7,5344.7,1001.51,870.55,2,2,50,50,25,25,60,17,7751,6772,497,821,0,0,0,418,-1
137,5105.7,5344.7,1135.96,1006.04,2,2,50,50,25,25,60,30,6642,6432,46,1409,1,222,1,959,-1
138,5105.7,5344.7,1221.68,1102.06,2,2,50,50,25,25,60,37,5492,5052,52,1230,21,591,2,1448,-1
139,5105.7,11297.3,1187.9,1139.61,2,3,50,50,25,1,60,27,6470,5843,256,427,16,0,0,1212,-1
140,5105.7,11297.3,1343.34,1143.4,2,2,50,50,25,1,60,37,3437,2076,464,975,2,330,4,2571,-1
141,5105.7,11297.3,1453.57,1387.82,2,2,50,50,25,1,60,49,3432,2914,161,1072,19,645,11,3817,-1
142,5105.7,11297.3,1538.99,1483.05,2,2,50,50,25,1,60,43,2728,2717,5,857,19,0,0,5090,-1
143,5105.7,11297.3,1645.97,1591.68,2,3,50,50,25,1,60,51,1712,1458,65,1119,15,443,1,5028,-1
144,5105.7,11297.3,1772.19,1751.19,2,2,50,50,25,1,60,53,2229,2229,0,1131,18,0,0,5220,-1
145,5105.7,11297.3,1921.88,1724.48,2,2,50,50,25,1,60,54,2440,2400,18,1293,46,230,12,5651,-1
146,5105.7,11297.3,1932.61,1749.08,2,2,50,50,25,1,60,47,1920,1920,0,794,34,0,0,5960,-1
147,5105.7,11297.3,2036.21,1710.54,3,3,50,50,25,1,60,59,2791,2790,0,1468,16,118,1,4711,-1
148,5105.7,11297.3,2133.96,1720.22,2,2,50,50,25,1,60,34,2796,2796,0,802,51,0,0,3117,-1
149,5105.7,11297.3,2145.15,1767.28,2,2,50,50,25,1,60,48,1551,1549,0,1740,22,105,3,4567,-1
150,5105.7,5237.675,2245.89,1860.05,3,3,50,50,25,25,60,56,849,846,0,1305,34,120,7,7036,-1
151,5105.7,5237.675,2237.27,1993.5,2,2,50,50,25,25,60,50,833,833,0,1208,21,0,0,5734,-1
152,5105.7,5088.9,2324.91,2105.02,2,2,50,50,25,25,60,49,782,765,0,1324,18,0,0,6553,-1
153,5105.7,9738.2,2415.56,2287.8,2,3,50,50,25,1,60,48,312,312,0,1344,2,0,0,7547,-1
154,5105.7,5146.5,2531.9,2393.92,2,2,50,50,25,25,60,45,421,421,0,1282,15,0,0,7053,-1
155,5142.075,5146.5,2631.15,2520.76,2,2,50,50,25,25,60,53,992,956,15,1905,106,63,2,6584,-1
156,5105.7,5146.5,2631.95,2608.85,2,2,50,50,25,25,60,44,184,178,3,1627,43,0,0,9259,-1
157,9472.8,5146.5,2754.45,2762.09,3,2,50,50,1,25,60,61,1886,1493,151,3162,73,878,3,7568,-1
158,9472.8,5146.5,2830.55,2840.85,2,2,50,50,1,25,60,62,1856,1856,0,577,136,0,0,5355,-1
159,9472.8,5146.5,2917.8,2883.46,2,3,50,50,1,25,60,68,3147,3147,0,702,138,0,0,5904,-1
160,9753.1,9320.7,2991.82,3040.54,3,3,50,50,3,1,60,66,686,686,0,910,68,0,0,4153,-1
161,9753.1,9320.7,3068.49,3158.22,2,2,50,50,3,1,60,63,825,825,0,1272,41,0,0,5084,-1
162,9503.1,9320.7,3148.29,3216.05,2,2,50,50,2,1,60,68,1674,1674,0,625,23,0,0,5823,-1
163,9503.1,9320.7,3079.76,3157.24,2,2,50,43,1,1,53,21,1718,1718,0,179,0,0,0,735,-1
164,9503.1,9320.7,2999.17,3100.94,2,2,50,50,1,1,60,27,1911,1911,0,278,0,0,0,668,-1
165,9503.1,9320.7,2857.73,3014.04,2,2,20,23,1,1,3,11,1210,1210,0,235,0,0,0,323,-1
166,9503.1,9320.7,2834.14,3038.87,2,2,24,20,1,1,4,24,951,951,0,456,0,0,0,324,-1
167,9503.1,9320.7,2824.56,2901.24,2,2,29,32,1,1,21,27,2596,2596,0,448,0,0,0,1019,-1
168,9503.1,9320.7,2896.19,2849.28,2,2,31,50,1,1,41,31,1305,1305,0,216,2,0,0,964,-1
169,9503.1,9320.7,2806.11,2786.59,2,2,20,24,1,1,4,9,1169,1169,0,113,25,0,0,410,-1
170,9503.1,9320.7,2761.08,2666.55,2,2,20,20,1,1,0,14,1122,1122,0,5,0,0,0,425,-1
171,9503.1,9320.7,2701.49,2486.6,2,2,21,20,1,1,1,13,1127,1127,0,1,0,0,0,206,-1
172,5105.7,9320.7,2549.72,2426.51,1,2,20,20,25,1,0,4,980,980,0,0,0,0,0,32,-1
173,5105.7,9320.7,2426.36,2309.95,2,2,20,50,25,1,30,6,767,767,0,0,0,0,0,72,-1
174,5105.7,9320.7,2342.51,2172.21,2,2,21,20,25,1,1,10,1436,1436,0,0,0,0,0,57,-1
175,5105.7,9320.7,2356.72,2134.38,2,2,20,20,25,1,0,11,1291,1291,0,0,0,0,0,157,-1
176,5105.7,5262.0,2165.82,2072.97,1,2,20,20,25,25,0,3,994,994,0,0,0,0,0,131,-1
177,5105.7,5262.0,2181.03,2055.25,2,2,48,20,25,25,28,11,875,875,0,166,0,0,0,56,-1
178,5105.7,5262.0,2156.56,2068.18,2,2,20,20,25,25,0,14,946,946,0,0,0,0,0,60,-1
179,5105.7,5262.0,2148.63,2076.79,2,2,20,20,25,25,0,14,724,724,0,0,0,0,0,142,-1
180,5105.7,5262.0,2039.38,2118.45,2,2,50,27,25,25,37,11,1001,1001,0,116,0,0,0,86,-1
181,5105.7,5262.0,1838.6,2127.28,2,2,20,20,25,25,0,5,1116,1116,0,119,0,0,0,320,-1
182,5105.7,4989.5,1811.26,2077.5,2,2,31,23,25,25,14,10,1025,1025,0,1,0,0,0,433,-1
183,5105.7,4989.5,1821.46,2144.83,2,2,50,50,25,25,60,17,537,537,0,83,0,0,0,715,-1
184,5105.7,4989.5,1844.85,2175.25,2,2,50,23,25,25,33,18,2404,2404,0,52,0,0,0,394,-1
185,5105.7,4989.5,1867.67,2110.01,2,2,50,50,25,25,60,18,927,927,0,110,0,0,0,1456,-1
186,5105.7,4989.5,1877.87,2091.57,2,2,50,50,25,25,60,20,1478,1478,0,157,0,0,0,2646,-1
187,5105.7,4977.7,1974.29,2086.51,2,2,50,50,25,25,60,47,2466,2466,0,787,0,0,0,6786,-1
188,5105.7,4977.7,2004.09,2040.06,2,2,50,50,25,25,60,37,3281,3281,0,306,0,0,0,3421,-1
189,5105.7,5058.9,1935.61,2075.62,2,3,50,50,25,25,60,25,2303,2301,1,280,24,0,0,2512,-1
190,5105.7,5058.9,1917.26,2051.59,2,2,50,50,25,25,60,35,2086,2009,38,342,0,98,0,3505,-1
191,4954.1,5058.9,1873.27,1922.92,2,2,50,50,25,25,60,23,2515,2515,0,277,3,0,0,2451,-1
192,4954.1,5058.9,1850.79,1944.65,2,2,50,50,25,25,60,25,2521,2521,0,77,22,0,0,2411,-1
193,4954.1,5058.9,1862.34,1864.04,2,2,50,50,25,25,60,29,2078,2044,5,599,6,289,2,2174,-1
194,4993.85,4966.475,1965.54,1972.5,2,2,50,50,25,25,60,46,2198,2124,27,925,7,382,2,3613,-1
195,4993.85,4966.475,2070.78,1999.4,2,2,50,50,25,25,60,51,1967,1598,32,291,29,1283,11,5851,-1
196,4993.85,4974.7,2092.86,2033.77,2,2,50,50,25,25,60,18,1351,1194,27,344,13,226,7,1353,-1
197,4993.85,4974.7,2248.23,2047.69,2,2,50,50,25,25,60,33,1140,914,23,376,5,937,1,5302,-1
198,4993.85,9645.5,2093.99,2067.0,2,3,30,50,25,1,40,29,1705,1699,1,242,7,16,2,3899,-1
199,4993.85,9645.5,2174.97,2209.94,2,2,50,50,25,1,60,30,564,301,75,277,19,1048,0,4050,-1
200,5144.125,9645.5,2351.75,2306.21,2,3,50,50,25,2,60,64,1127,713,102,250,88,1406,1,7872,-1
201,5144.125,9522.0,2461.65,2375.01,2,2,50,50,25,1,60,55,1387,875,38,248,62,1494,1,6769,-1
202,9351.3,9522.0,2597.55,2515.48,3,2,50,50,2,1,60,60,1123,707,17,344,111,1761,3,6597,-1
203,9351.3,9522.0,2756.2,2636.4,3,2,50,50,4,1,60,56,2151,1173,200,816,2,1832,1,7071,-1
204,9351.3,9522.0,2759.5,2726.98,2,2,50,50,3,1,60,57,3400,2091,152,525,5,2325,2,8219,-1
205,9632.15,9522.0,2947.2,2759.04,3,3,50,50,3,1,60,53,3981,2794,254,890,6,1672,8,6834,-1
206,9632.15,9522.0,2924.09,2871.94,3,3,50,50,2,2,60,65,3786,3779,1,515,5,94,0,8664,-1
207,9632.15,9522.0,2951.58,2857.77,2,2,50,50,2,2,60,60,3283,3255,8,518,29,281,0,9701,-1
208,9632.15,9952.8,3004.73,3017.69,3,3,50,50,3,4,60,67,1744,1744,0,709,29,0,0,9276,-1
209,9632.15,9952.8,3064.92,3115.03,2,2,50,50,3,3,60,62,2190,2189,0,537,20,0,0,9481,-1
210,9632.15,9952.8,3146.19,3262.98,2,3,50,50,3,4,60,55,2959,2959,0,491,62,0,0,8357,-1
211,9806.9,9952.8,3343.52,3333.22,3,2,50,50,6,4,60,76,598,598,0,246,30,0,0,10109,-1
212,9806.9,9952.8,3436.1,3431.81,3,3,50,50,8,4,60,60,575,571,2,276,20,0,0,11024,-1
213,9806.9,9952.8,3432.33,3501.09,3,3,50,50,7,4,60,69,1061,1043,9,216,31,0,0,10452,-1
214,9806.9,9952.8,3417.77,3565.75,2,3,50,50,7,6,60,74,2552,2539,4,570,10,66,0,8443,-1
215,9806.9,9952.8,3418.7,3603.13,2,3,50,50,7,9,60,61,4157,4151,0,549,2,85,4,7963,-1
216,9806.9,9952.8,3438.58,3610.27,2,2,50,50,7,8,60,56,4038,3970,10,724,36,462,0,9474,-1
217,9806.9,9952.8,3552.13,3627.78,3,2,50,50,8,8,60,65,2077,2059,7,673,81,97,0,10177,-1
218,9806.9,9952.8,3597.85,3604.58,3,2,50,50,7,8,60,59,1740,1694,14,489,62,272,0,10199,-1
219,9778.75,9952.8,3593.48,3652.3,3,3,50,50,6,8,60,66,2342,2295,22,806,79,139,1,9033,-1
220,9778.75,9952.8,3551.87,3657.38,2,2,50,50,6,7,60,63,1783,1447,60,600,228,536,2,11333,-1
221,9632.15,9952.8,3522.87,3632.61,2,2,50,50,5,4,60,60,3687,3597,30,524,397,272,6,9358,-1
222,9632.15,9952.8,3487.63,3540.37,2,2,50,50,5,4,60,66,4193,4145,20,903,264,108,1,8002,-1
223,9632.15,9952.8,3415.15,3452.69,2,2,50,50,4,4,60,57,6641,6174,152,726,240,520,3,6986,-1
224,9632.15,9744.9,3441.61,3520.99,3,3,50,50,3,5,60,69,3547,2801,202,402,452,1020,2,8482,-1
225,9547.55,9752.55,3465.89,3512.9,3,3,50,50,4,6,60,48,2348,2296,5,194,111,158,0,8966,-1
226,9547.55,9752.55,3474.41,3489.84,2,2,50,50,4,5,60,50,1502,1378,43,38,90,345,0,10125,-1
227,9547.55,9570.7,3516.05,3439.8,3,2,50,50,4,4,60,54,1782,1465,95,104,47,889,0,11125,-1
228,9547.55,9570.7,3470.37,3389.47,2,2,50,50,4,4,60,52,3474,3439,12,101,73,102,2,8881,-1
229,9541.6,9570.7,3482.22,3328.71,2,3,50,50,3,2,60,61,3039,2873,50,115,73,633,1,10120,-1
