gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,teammates_reach,winner
1040,10716.8,10182.3,3217.36,3211.6,2,2,50,50,4,4,60,46,8073,5761,108,494,215,1984,0,6375,-1
1041,10716.8,10182.3,3243.61,3230.69,3,3,50,50,4,4,60,51,6831,4489,188,672,316,2124,3,8475,-1
1042,10716.8,9861.15,3270.65,3317.54,3,3,50,50,5,4,60,65,5279,3171,24,470,174,2440,0,9441,-1
1043,10716.8,9861.15,3169.83,3162.26,2,2,50,50,5,4,60,42,8641,5162,118,395,194,2397,19,7643,-1
1044,9928.925,9861.15,3092.53,3141.68,2,2,50,50,4,4,60,32,7829,5196,122,136,59,1156,4,4621,-1
1045,9928.925,9861.15,2993.75,3072.84,2,2,50,50,4,3,60,32,7411,5738,46,438,112,1798,1,7720,-1
1046,9928.925,9861.15,2935.79,3062.04,2,3,50,50,4,4,60,36,6478,2608,0,216,10,1179,1,5229,-1
1047,9928.925,9861.15,2902.2,3061.48,2,2,50,50,4,4,60,38,6855,3801,283,222,35,1665,4,7552,-1
1048,9928.925,9861.15,2890.93,2945.23,2,2,50,50,4,4,60,30,9162,5867,91,174,51,726,3,2816,-1
1049,9928.925,9861.15,2953.31,2928.2,3,3,50,50,4,4,60,47,7176,4440,63,438,28,2607,1,9394,-1
1050,9928.925,11581.825,2938.19,2951.6,3,3,50,50,5,1,60,40,6225,4739,5,246,17,1810,17,5277,-1
1051,9928.925,11581.825,2994.41,2898.17,2,2,50,50,3,1,60,30,8296,4585,88,412,89,1122,1,5378,-1
1052,9928.925,9861.15,2946.69,2762.64,3,3,50,50,3,3,60,31,7620,5260,122,403,30,2624,1,8286,-1
1053,9928.925,9861.15,2800.48,2692.46,2,2,50,50,3,2,60,36,7919,5119,15,333,28,1769,4,9007,-1
1054,9928.925,9861.15,2814.88,2722.44,2,2,50,50,3,2,60,43,6166,4744,6,599,142,3751,11,15866,-1
1055,9928.925,9861.15,2827.41,2833.89,3,3,50,50,2,5,60,29,7428,3468,34,407,155,2443,4,7839,-1
1056,9928.925,9861.15,2923.36,2757.56,2,2,50,50,2,4,60,33,6676,4862,126,220,88,1445,2,8964,-1
1057,9928.925,9861.15,2866.88,2765.13,2,2,50,50,2,4,60,35,7946,3076,2,274,40,1121,7,7968,-1
1058,9928.925,9861.15,2883.59,2777.52,2,2,50,50,2,4,60,40,5488,3268,3,319,189,2396,2,8779,-1
1059,9928.925,9861.15,2995.01,2742.74,2,2,50,50,2,3,60,37,8432,5417,3,359,75,1883,4,7135,-1
1060,9793.45,9861.15,2975.98,2717.15,2,2,50,50,1,3,60,30,10473,6144,0,444,106,1672,4,6719,-1
1061,9793.45,9861.15,2945.3,2659.29,2,2,50,50,1,3,60,20,8108,5008,1,297,61,894,3,4833,-1
1062,9793.45,10393.75,2771.01,2653.59,3,3,50,50,2,3,60,24,9671,6533,0,440,106,1191,9,4228,-1
1063,9793.45,10393.75,2662.19,2542.53,2,2,50,50,2,2,60,31,10496,6626,33,277,222,1833,3,5711,-1
1064,9793.45,10393.75,2629.51,2456.16,2,2,50,50,2,2,60,27,10594,6550,39,451,38,1187,3,4197,-1
1065,9793.45,10393.75,2528.53,2308.44,3,2,50,50,2,2,60,28,10330,6497,0,276,130,691,0,3414,-1
1066,9793.45,10393.75,2427.43,2194.43,2,2,50,50,2,1,60,27,9990,5913,0,580,138,1707,7,6126,-1
1067,9793.45,10393.75,2356.39,2228.89,2,2,50,50,2,1,60,27,8390,4436,0,590,125,2111,2,8160,-1
1068,9056.325,10393.75,2247.85,2241.99,2,2,50,50,1,1,60,21,7832,4872,16,378,41,587,17,3802,-1
1069,10171.55,10393.75,2229.79,2073.7,3,3,50,50,1,1,60,23,9953,7132,5,296,12,1465,4,7278,-1
1070,10171.55,10393.75,2306.35,2029.99,2,2,50,50,1,1,60,21,9222,6919,0,498,27,840,1,2959,-1
1071,10171.55,10393.75,2333.07,1977.57,2,2,50,50,1,1,60,33,9047,5916,0,286,75,1365,2,5858,-1
1072,10171.55,10393.75,2193.72,1866.19,2,2,50,50,1,1,60,22,9525,6991,340,430,69,670,13,2705,-1
1073,10171.55,10393.75,2331.75,1850.85,2,2,50,50,1,1,60,26,6814,4199,0,974,34,1721,14,5997,-1
1074,10171.55,10393.75,2169.3,1867.41,2,2,50,50,1,1,60,12,3927,2898,0,745,9,102,1,1490,-1
1075,5129.375,10393.75,2101.85,1896.92,2,2,50,50,25,1,60,26,7491,5473,0,1059,39,2265,1,7032,-1
1076,5129.375,10393.75,2001.27,1799.88,2,2,50,50,25,1,60,14,7148,5016,0,556,10,259,5,876,-1
1077,9205.2,10393.75,1957.26,1790.41,3,3,50,50,1,1,60,24,9320,6828,71,395,67,631,2,1946,-1
1078,9205.2,10393.75,1894.91,1838.41,2,2,50,50,1,1,60,18,8086,5285,102,199,86,447,1,2514,-1
1079,9205.2,10393.75,1864.8,1903.47,2,2,50,50,1,1,60,16,8616,6211,370,500,1,762,2,3512,-1
1080,9205.2,10393.75,1957.85,1837.38,2,2,50,50,1,1,60,22,9854,6064,692,379,8,597,20,2932,-1
1081,9205.2,10393.75,1834.3,1706.17,2,2,50,50,1,1,60,15,6498,4574,81,286,1,409,8,2990,-1
1082,9205.2,10393.75,1900.64,1742.05,2,2,50,50,1,1,60,22,8145,5907,88,470,25,841,4,3985,-1
1083,9205.2,10393.75,1944.34,1867.5,2,2,50,50,1,1,60,25,7420,4813,129,640,28,2052,32,9886,-1
1084,9205.2,10393.75,1822.06,1909.12,2,2,50,50,1,1,60,13,4792,3686,94,236,0,297,2,3754,-1
1085,9205.2,5350.625,1827.92,1906.58,2,2,50,50,1,25,60,16,8199,6593,297,391,36,495,3,4576,-1
1086,9205.2,5350.625,1908.13,1954.06,2,2,50,50,1,25,60,17,6379,4202,53,538,10,1289,6,8080,-1
1087,9930.25,9895.525,1981.13,2039.06,3,3,50,50,2,1,60,16,9040,6493,144,407,4,475,1,3169,-1
1088,9930.25,9895.525,1883.3,2179.96,2,2,50,50,2,1,60,18,8130,5895,78,565,16,569,1,4880,-1
1089,9930.25,9895.525,1964.79,2198.47,3,3,50,50,2,2,60,21,7014,4558,297,372,8,1192,13,9001,-1
1090,9930.25,9895.525,1908.0,2316.52,2,3,50,50,2,7,60,20,8455,7267,10,491,1,881,2,6032,-1
1091,9930.25,9770.0,1993.77,2162.22,2,2,50,50,2,4,60,20,8126,5035,81,625,72,1257,13,6527,-1
1092,9205.2,9770.0,2137.2,2306.71,2,2,50,50,1,4,60,23,5049,3325,167,535,68,1760,4,9030,-1
1093,5212.125,9821.45,2171.37,2297.38,3,3,50,50,25,5,60,27,4534,3121,55,422,64,1572,14,10971,-1
1094,5212.125,9821.45,2152.96,2124.08,2,2,50,50,25,5,60,15,5721,4323,32,621,8,921,0,7008,-1
1095,5212.125,9821.45,2217.7,2084.9,2,2,50,50,25,5,60,20,4514,3959,2,803,33,1241,0,6480,-1
1096,5212.125,9821.45,2226.04,2146.71,2,2,50,50,25,5,60,24,2618,1565,3,393,15,1832,0,9674,-1
1097,5212.125,9821.45,2204.28,2119.23,2,2,50,50,25,4,60,15,4836,5417,10,432,14,834,0,8820,-1
1098,5212.125,9821.45,2167.5,2130.13,2,2,50,50,25,4,60,17,4493,3639,103,321,21,446,4,5249,-1
1099,5212.125,9821.45,2209.03,2245.23,2,2,50,50,25,4,60,15,6669,5284,0,232,2,409,1,5493,-1
1100,5212.125,9821.45,2147.27,2193.93,2,2,50,50,25,4,60,14,5416,5405,2,419,24,280,4,5149,-1
1101,5212.125,9821.45,2130.08,2137.46,2,2,50,50,25,4,60,13,6060,5270,5,283,13,450,0,4016,-1
1102,5212.125,9821.45,2194.32,2116.34,2,2,50,50,25,4,60,16,5877,5205,58,378,38,500,0,6660,-1
1103,10043.475,9821.45,2346.4,2256.87,3,3,50,50,1,5,60,21,3291,2451,51,706,7,1752,0,16823,-1
1104,10043.475,9821.45,2352.79,2194.09,2,2,50,50,1,4,60,17,7518,4892,77,440,100,877,0,3943,-1
1105,10043.475,9821.45,2213.42,2057.13,2,2,50,50,1,4,60,8,8945,6042,1215,448,1,250,5,2413,-1
1106,10043.475,9821.45,2274.24,2094.4,2,2,50,50,1,4,60,18,6796,4515,3,423,22,722,2,3881,-1
1107,8908.375,9821.45,2204.35,2111.84,2,2,50,50,1,4,60,18,6898,5195,0,293,45,521,4,4584,-1
1108,5248.4,9821.45,2237.98,2102.53,2,2,50,50,25,4,60,28,7162,4930,290,1108,164,3171,1,12915,-1
1109,5248.4,9770.0,2133.03,2052.14,2,2,42,50,25,3,52,13,8462,6944,0,582,42,576,0,4260,-1
1110,5248.4,9770.0,2011.49,1984.63,2,2,50,50,25,3,60,9,9526,6663,1065,308,44,336,2,2483,-1
1111,5248.4,9770.0,1989.52,1947.92,2,2,50,50,25,3,60,19,8706,5669,356,526,124,719,1,4033,-1
1112,5200.2,9770.0,2019.31,2043.67,2,2,50,50,25,2,60,24,7661,4990,63,514,79,723,2,3528,-1
1113,5200.2,9770.0,1819.41,1887.68,2,2,50,50,25,2,60,14,8866,6859,138,377,76,953,5,3241,-1
1114,5200.2,9770.0,1850.92,2042.0,2,2,50,50,25,2,60,31,8694,5726,256,1112,231,3675,0,11325,-1
1115,5200.2,9561.1,1698.61,1935.56,2,2,27,25,25,1,12,7,3735,3176,14,289,34,52,3,1925,-1
1116,5200.2,9561.1,1751.4,2015.09,2,2,30,50,25,1,40,14,5916,4600,1,305,0,443,6,5406,-1
1117,5200.2,9561.1,2010.19,2185.5,3,2,50,50,25,1,60,33,6772,4606,87,893,166,3017,0,13940,-1
1118,5200.2,9561.1,2094.75,2244.48,2,2,50,33,25,1,43,13,5512,3821,355,632,46,437,16,4986,-1
1119,5200.2,9561.1,2144.39,2276.5,2,2,50,50,25,1,60,26,7474,6329,205,1017,139,2623,1,10837,-1
1120,5200.2,9561.1,2118.75,2187.76,2,2,27,50,25,1,37,10,7079,4537,350,370,53,355,3,3425,-1
1121,5200.2,9561.1,2142.18,2189.39,2,2,27,32,25,1,19,13,3158,1642,11,930,71,588,0,4354,-1
1122,5200.2,9561.1,2104.44,2152.54,2,2,50,50,25,1,60,20,9771,8315,30,836,58,1183,3,6219,-1
1123,5200.2,5405.45,2034.48,2162.56,2,2,22,25,25,25,7,9,2392,1537,102,395,51,74,1,4623,-1
1124,5200.2,5405.45,2067.25,2161.02,2,2,21,35,25,25,16,17,2920,1829,103,557,66,919,7,5316,-1
1125,5059.075,5158.675,1956.41,2196.77,2,2,32,50,25,25,42,14,5501,4052,1,546,37,658,11,3156,-1
1126,5059.075,5158.675,1905.21,2077.08,2,2,33,31,25,25,24,15,4069,2567,111,422,5,574,10,3852,-1
1127,5059.075,5158.675,1950.28,2148.95,2,2,20,20,25,25,0,9,169,91,20,245,6,0,0,5177,-1
1128,5054.85,5158.675,1927.48,2152.45,2,2,22,20,25,25,2,8,818,327,47,467,78,218,0,5184,-1
1129,5054.85,5158.675,1934.31,2283.39,2,2,21,29,25,25,10,13,2188,1250,34,533,4,324,2,3620,-1
1130,5054.85,5158.675,1828.69,2295.87,2,2,26,21,25,25,7,8,2011,1370,112,384,0,205,0,4206,-1
1131,5054.85,5158.675,1875.11,2328.27,2,2,21,21,25,25,2,11,635,272,16,401,2,161,0,4765,-1
1132,5039.675,5165.5,1875.27,2470.41,2,2,50,50,25,25,60,12,4476,3160,61,592,83,397,1,4901,-1
1133,5039.675,5165.5,1832.61,2488.94,2,2,45,50,25,25,55,11,7057,5410,301,517,60,353,34,4521,-1
1134,5039.675,5165.5,1881.58,2481.52,2,2,48,50,25,25,58,14,6781,5117,294,515,21,406,12,4408,-1
1135,5039.675,5182.5,1920.39,2486.23,2,2,23,30,25,25,13,11,3039,1883,152,350,26,416,6,3379,-1
1136,5219.95,5217.55,1928.4,2517.61,2,2,39,50,25,25,49,14,3296,1719,317,781,23,713,11,4759,-1
1137,5219.95,5217.55,2045.88,2487.02,2,2,23,20,25,25,3,14,823,511,120,459,2,80,0,5008,-1
1138,5219.95,5217.55,2122.95,2450.46,2,2,23,20,25,25,3,12,635,431,11,344,21,199,1,5394,-1
1139,5223.3,5217.55,2212.26,2539.38,2,2,50,33,25,25,43,23,3921,2326,183,447,30,778,6,4737,-1
1140,5223.3,5217.55,2289.93,2590.31,2,2,44,50,25,25,54,21,5380,3439,479,820,101,1277,3,7043,-1
1141,5223.3,5217.55,2225.94,2519.4,2,2,27,29,25,25,16,4,1103,410,145,544,2,47,0,2558,-1
1142,5223.3,5217.55,2173.5,2488.51,2,2,26,30,25,25,16,12,3707,2320,482,154,8,304,4,4410,-1
1143,5223.3,5217.55,2293.98,2597.96,2,2,30,29,25,25,19,17,974,471,40,396,6,533,9,8075,-1
1144,5223.3,5217.55,2294.4,2578.29,2,2,21,50,25,25,31,12,1203,754,91,406,0,202,4,3502,-1
1145,5223.3,5217.55,2332.99,2540.23,2,2,24,29,25,25,13,14,1964,1422,14,322,17,264,10,4849,-1
1146,5039.675,5217.55,2350.84,2472.81,2,2,29,25,25,25,14,16,1943,1206,1,549,4,792,2,5725,-1
1147,5109.075,9835.7,2483.06,2552.43,2,3,50,50,25,1,60,30,6537,4839,265,943,45,2201,8,8610,-1
1148,5356.325,9835.7,2352.3,2505.22,2,2,23,28,25,1,11,13,2072,903,246,1082,68,400,7,3994,-1
1149,5356.325,9835.7,2318.94,2500.25,2,2,48,50,25,1,58,17,2205,1266,142,839,10,591,5,6122,-1
1150,5356.325,9835.7,2322.11,2477.85,2,2,50,50,25,1,60,18,6535,5164,60,640,8,655,10,5038,-1
1151,5356.325,9835.7,2321.36,2503.57,2,2,50,50,25,1,60,13,5524,4414,256,303,26,1193,2,6081,-1
1152,5356.325,9835.7,2331.3,2555.39,2,2,39,31,25,1,30,22,4431,3036,62,246,8,953,1,4375,-1
1153,5356.325,9970.75,2344.58,2645.62,2,3,50,50,25,3,60,17,5904,5090,48,640,11,791,0,5188,-1
1154,9829.9,9970.75,2536.74,2773.11,3,3,50,50,5,2,60,45,3943,2151,26,1788,79,3781,1,15057,-1
1155,9829.9,9970.75,2538.95,2778.42,2,2,50,50,5,2,60,20,7625,7042,0,561,0,717,0,4059,-1
1156,10236.85,9970.75,2552.23,2742.37,3,3,50,50,4,3,60,20,8652,9462,11,448,9,545,0,3968,-1
1157,9829.9,9970.75,2451.72,2803.54,2,2,50,50,4,3,60,25,8458,7852,110,549,21,906,2,3543,-1
1158,9829.9,9970.75,2429.57,2799.02,2,2,50,50,4,3,60,20,3325,2858,1,505,2,397,1,2530,-1
1159,9829.9,9970.75,2453.13,2794.94,2,3,50,50,4,3,60,27,4368,3706,27,534,11,2012,2,5474,-1
1160,9829.9,9970.75,2496.46,2838.92,2,2,50,50,4,3,60,31,4557,3518,81,528,16,1852,0,6962,-1
1161,9829.9,9970.75,2573.05,2930.29,2,2,50,50,4,3,60,28,6555,5968,0,465,48,1118,1,5763,-1
1162,9829.9,9970.75,2603.93,3014.55,2,2,50,50,3,3,60,25,6347,5434,4,343,2,589,0,5069,-1
1163,9829.9,9970.75,2633.02,2976.04,2,2,20,23,3,3,3,16,787,428,0,95,8,627,3,4708,-1
1164,9829.9,9970.75,2702.58,2883.51,2,2,31,20,3,3,11,20,1958,1523,0,271,22,350,0,4435,-1
1165,9829.9,9970.75,2623.31,2914.33,2,2,22,24,3,3,6,16,1435,1207,0,335,63,0,0,3530,-1
1166,9829.9,9970.75,2677.0,2960.46,2,2,50,50,3,2,60,28,5395,4792,79,313,20,734,0,6023,-1
1167,9829.9,9970.75,2718.04,2983.92,2,2,50,50,3,1,60,34,4627,3672,29,549,99,2647,1,9942,-1
1168,9829.9,9970.75,2815.06,2967.12,2,2,21,24,3,1,5,23,1386,664,1,73,6,1098,0,4662,-1
1169,9829.9,9970.75,2770.66,3029.9,2,2,50,50,2,1,60,21,7057,5287,321,489,59,725,7,4350,-1
1170,9829.9,9970.75,2796.67,3036.31,2,2,30,33,2,1,23,17,2552,1275,292,265,34,722,0,3875,-1
1171,9829.9,9970.75,2838.3,3197.13,2,2,50,50,2,1,60,31,5286,5589,159,555,19,1530,0,7312,-1
1172,9829.9,9970.75,2916.98,3132.37,2,2,50,50,2,1,60,15,3141,2208,402,350,2,176,0,3648,-1
1173,9705.425,9970.75,2899.8,3086.09,3,2,50,50,4,1,60,27,6979,5616,263,627,18,973,3,5533,-1
1174,9705.425,5182.5,2814.4,3031.96,2,2,50,50,4,25,60,23,5717,4767,83,486,32,1203,6,5728,-1
1175,9705.425,5182.5,2885.2,2987.46,2,2,50,50,4,25,60,22,6851,5404,377,686,15,637,0,3492,-1
1176,9705.425,5182.5,2904.44,2976.62,2,2,50,50,4,25,60,21,7751,6060,242,313,15,756,0,4778,-1
1177,9705.425,5182.5,2937.69,2916.75,2,2,50,50,4,25,60,19,7801,6401,80,392,49,802,15,4388,-1
1178,9694.525,5182.5,2846.89,2790.59,2,2,50,50,3,25,60,23,8031,5956,120,346,17,800,10,3891,-1
1179,9694.525,5182.5,2879.11,2754.36,2,2,50,50,3,25,60,22,9231,7249,483,533,28,547,2,2965,-1
1180,10093.55,9634.8,2898.02,2746.13,3,3,50,50,4,2,60,23,6819,5899,209,242,25,593,0,5214,-1
1181,10093.55,9634.8,2877.71,2687.87,2,2,50,50,3,2,60,17,7470,6800,0,210,49,389,6,3196,-1
1182,10093.55,9333.0,2903.84,2747.18,2,3,50,50,3,1,60,33,6432,5114,23,429,58,2479,0,9191,-1
1183,10093.55,11195.25,2881.4,2833.81,2,3,50,50,3,1,60,36,5616,4456,5,452,14,2532,12,9082,-1
1184,10093.55,11195.25,2704.22,2857.98,2,2,50,50,3,1,60,18,9436,7995,215,480,20,1501,2,3597,-1
1185,10838.9,11499.15,2625.17,2870.69,3,3,50,50,2,2,60,20,10234,7736,45,631,18,945,2,3722,-1
1186,10838.9,11499.15,2683.16,2843.12,2,2,50,50,2,2,60,20,9171,7387,278,257,42,586,5,3975,-1
1187,10838.9,11499.15,2624.28,2741.03,2,2,50,50,2,2,60,18,7505,5851,212,431,33,668,1,2941,-1
1188,10838.9,11499.15,2510.6,2640.25,3,3,50,50,3,2,60,18,6854,5600,126,309,88,682,0,3588,-1
1189,10838.9,11499.15,2386.14,2627.82,2,2,50,50,2,2,60,15,9808,7355,380,276,112,530,1,3199,-1
1190,10403.625,11499.15,2414.82,2627.58,2,2,50,50,2,2,60,30,8279,5174,390,458,213,2224,2,6482,-1
1191,10403.625,11499.15,2276.25,2719.24,2,2,50,50,2,2,60,30,6061,4443,248,517,169,2626,0,9332,-1
1192,9635.775,11499.15,2258.42,2519.64,2,2,50,50,1,2,60,10,7940,6038,511,170,50,179,2,2124,-1
1193,9635.775,11499.15,2196.28,2524.34,2,2,50,50,1,2,60,21,8346,6473,496,87,44,907,0,4399,-1
1194,9969.25,11499.15,2363.41,2501.63,3,3,50,50,3,2,60,30,8316,6093,318,323,7,2603,0,9031,-1
1195,9969.25,11499.15,2471.4,2506.93,2,2,50,50,3,2,60,33,5554,3600,124,473,11,2976,0,10853,-1
1196,9969.25,10647.3,2476.11,2492.37,2,2,50,50,3,2,60,23,7725,6350,164,449,47,1378,4,6272,-1
1197,9969.25,10647.3,2457.73,2438.82,2,2,50,50,2,2,60,22,8400,5914,308,745,125,2860,2,8846,-1
1198,9969.25,10647.3,2321.75,2388.47,2,2,50,50,2,2,60,14,10150,8021,428,334,30,209,1,2161,-1
1199,9969.25,10647.3,2363.76,2165.74,2,2,50,50,2,2,60,21,8410,6722,179,297,151,1038,7,4368,-1
1200,9969.25,10647.3,2343.76,2064.27,2,2,50,50,2,2,60,12,8998,5002,99,595,20,407,1,2845,-1
1201,9969.25,10647.3,2373.58,2128.49,3,2,50,50,2,2,60,29,9658,6666,373,859,125,2514,12,7979,-1
1202,9969.25,9685.625,2352.74,2026.01,2,2,50,50,2,1,60,18,9934,7116,335,375,87,1421,6,5351,-1
1203,9969.25,9685.625,2215.05,1906.45,2,2,50,50,1,1,60,17,11961,8687,145,513,58,576,9,2201,-1
1204,9969.25,9685.625,2159.87,1807.37,2,2,50,50,1,1,60,14,10042,7003,530,247,107,519,3,2608,-1
1205,9969.25,9685.625,2017.82,1613.96,2,2,50,50,1,1,60,7,10366,7597,359,172,174,79,2,1268,-1
1206,9969.25,9685.625,1895.06,1442.8,2,2,50,50,1,1,60,12,10378,8414,131,275,17,122,2,1387,-1
1207,9969.25,9685.625,1771.06,1357.13,2,2,50,50,1,1,60,7,10672,10130,93,290,138,117,0,1300,-1
1208,9969.25,5790.725,1757.19,1232.89,2,2,50,50,1,22,60,13,9305,7755,5,245,36,436,1,3123,-1
1209,9969.25,5790.725,1653.55,1347.76,2,2,50,50,1,23,60,12,10068,8764,243,394,68,439,0,3286,-1
1210,9969.25,5790.725,1522.13,1228.05,2,2,50,50,1,23,60,9,11198,9168,310,194,72,131,0,1203,-1
1211,9969.25,5790.725,1420.95,1175.24,2,2,50,50,1,21,60,12,10017,7905,2,483,5,284,2,2102,-1
1212,9969.25,5790.725,1480.22,1305.57,2,2,50,50,1,20,60,23,10470,6244,212,898,132,1918,12,5767,-1
1213,9969.25,5790.725,1533.44,1366.35,2,2,50,50,1,18,60,17,5726,4460,19,385,28,929,1,4920,-1
1214,9969.25,5790.725,1518.05,1379.58,2,2,50,50,1,17,60,22,6708,4770,85,619,32,1474,3,6493,-1
1215,9969.25,5790.725,1557.63,1355.94,2,2,50,50,1,16,60,25,7788,4620,1,460,11,878,3,3846,-1
1216,9969.25,5790.725,1384.58,1330.35,2,2,50,50,1,16,60,9,8754,7131,4,128,0,220,1,2637,-1
1217,9969.25,5496.8,1433.24,1219.1,2,2,50,50,1,25,60,11,9263,7595,12,235,0,214,4,1723,-1
1218,9969.25,5496.8,1394.9,1127.62,2,2,50,50,1,25,60,12,10206,8633,10,324,0,229,9,2026,-1
1219,9969.25,5496.8,1223.7,998.37,2,2,50,50,1,25,60,7,9955,9151,169,90,31,260,0,2309,-1
1220,9969.25,5496.8,1348.75,952.01,2,2,50,50,1,25,60,13,4178,2793,101,140,2,600,3,3281,-1
1221,9969.25,5496.8,1298.31,931.27,2,2,50,50,1,25,60,13,10456,8915,0,46,44,460,9,2553,-1
1222,5206.2,5496.8,1199.84,982.88,2,2,50,50,25,25,60,10,7575,6195,21,63,99,434,0,3188,-1
1223,9514.775,5496.8,1398.54,1082.33,3,3,50,50,3,25,60,30,9358,7021,1,587,33,2053,5,7034,-1
1224,9514.775,5496.8,1368.39,1051.17,2,2,50,50,3,25,60,10,9709,8896,4,392,17,188,1,2410,-1
1225,9514.775,5496.8,1451.11,1049.67,3,3,50,50,2,25,60,22,8235,5910,67,493,30,2193,1,6944,-1
1226,9514.775,5496.8,1305.58,1044.29,2,2,50,50,2,25,60,11,10870,8861,75,252,9,340,1,2153,-1
1227,9514.775,5496.8,1206.23,946.99,2,2,50,50,2,24,60,7,9442,7661,93,106,6,213,8,2368,-1
1228,9514.775,5496.8,1249.14,766.12,2,2,50,50,2,23,60,10,10061,9566,0,30,62,318,0,2908,-1
1229,9514.775,8462.9,1227.08,957.36,3,3,50,50,2,1,60,27,9784,7117,81,1025,69,2790,3,8636,-1
1230,9514.775,8462.9,1204.63,912.0,2,2,50,50,2,1,60,6,6576,5210,119,368,11,22,1,2547,-1
1231,10421.3,9155.625,1387.28,995.05,3,3,50,50,2,4,60,30,6429,4739,105,529,35,2081,2,9164,-1
1232,10421.3,9155.625,1455.89,1143.14,2,3,50,50,2,4,60,29,8050,6072,32,931,50,1773,4,6852,-1
1233,10421.3,9155.625,1432.33,1031.68,2,2,50,50,2,4,60,13,10051,7921,154,348,118,638,3,2861,-1
1234,10421.3,8963.9,1557.12,1058.7,2,2,50,50,2,3,60,19,8271,5742,172,628,115,1711,5,5489,-1
1235,10421.3,8963.9,1526.13,1054.68,2,2,50,50,2,3,60,12,9896,8561,24,459,8,322,1,2140,-1
1236,10421.3,8963.9,1492.78,1114.95,2,2,50,50,2,3,60,23,7696,6035,23,1109,95,2718,4,8738,-1
1237,10421.3,8462.9,1612.73,994.49,3,2,50,50,3,2,60,25,9618,7562,95,574,8,1531,1,5964,-1
1238,10421.3,8462.9,1409.66,1036.62,2,2,50,50,3,2,60,9,9968,7085,268,382,5,221,0,2557,-1
1239,10421.3,8462.9,1374.58,1119.17,2,2,50,50,2,2,60,15,9321,7271,242,422,99,555,8,3742,-1
1240,10421.3,8462.9,1287.43,1224.05,2,2,50,50,2,2,60,29,8752,6824,77,963,36,2146,3,6525,-1
1241,10421.3,8462.9,1244.47,1399.32,3,2,50,50,3,2,60,22,9890,6829,2,389,70,1310,4,4672,-1
1242,10421.3,8315.375,1414.15,1483.98,3,3,50,50,2,1,60,35,5367,4013,56,842,90,3221,8,10729,-1
1243,10421.3,8315.375,1334.8,1603.23,2,2,50,50,2,1,60,22,9803,8025,99,589,57,1912,2,6238,-1
1244,10421.3,8315.375,1253.65,1525.67,2,2,50,50,2,1,60,11,10028,8597,80,349,2,244,5,2623,-1
1245,10421.3,8315.375,1205.68,1293.19,2,2,50,50,2,1,60,10,10100,9241,40,566,0,209,8,2093,-1
1246,10421.3,9601.9,1297.41,1444.31,3,3,50,50,2,1,60,40,6579,4219,45,1317,48,3102,4,11390,-1
1247,10421.3,9601.9,1206.94,1524.82,2,2,50,50,1,1,60,31,9466,6917,8,1059,7,2580,0,8108,-1
1248,10421.3,9601.9,1223.15,1331.54,2,2,50,50,1,1,60,17,9048,7352,17,532,3,1697,2,5321,-1
1249,10421.3,9601.9,962.85,1190.79,2,2,50,34,1,1,44,4,9438,8872,0,52,0,90,1,1221,-1
1250,10421.3,8315.375,882.67,1009.53,2,2,20,20,1,1,0,6,3544,2555,105,43,0,0,0,1375,-1
1251,10421.3,8315.375,776.67,1086.02,2,2,50,25,1,1,35,8,7944,6292,0,58,0,0,0,1317,-1
1252,10421.3,8315.375,926.94,1032.61,2,2,50,50,1,1,60,17,10613,9355,16,422,22,378,6,2107,-1
1253,10421.3,8315.375,824.93,969.72,2,2,50,50,1,1,60,21,10469,8355,0,651,46,731,6,3744,-1
1254,10421.3,8315.375,811.44,1095.78,2,2,50,50,1,1,60,26,8230,6242,3,542,11,2592,1,8542,-1
1255,10421.3,8315.375,751.99,1037.29,2,2,20,20,1,1,0,7,3258,2590,0,126,0,201,0,1615,-1
1256,5118.3,8315.375,685.26,904.66,2,2,20,20,25,1,0,7,3270,2562,0,221,0,73,0,1760,-1
1257,5118.3,8315.375,720.07,922.76,2,2,50,50,25,1,60,25,9155,6742,0,521,11,1866,1,6358,-1
1258,5118.3,8315.375,727.18,698.67,2,2,50,50,25,1,60,18,10794,9052,14,686,44,452,3,2648,-1
1259,5118.3,8315.375,785.66,693.3,2,2,50,50,25,1,60,18,10355,7051,0,512,2,1071,3,4129,-1
1260,5118.3,8315.375,942.79,806.8,2,2,24,21,25,1,5,6,3728,2672,0,119,0,131,1,1906,-1
1261,5081.925,8315.375,996.33,946.69,2,2,50,50,25,1,60,24,10357,8389,0,710,21,798,1,3136,-1
1262,6193.85,8315.375,987.49,1117.72,3,3,50,50,2,1,60,52,5686,3766,0,1572,62,3882,3,12575,-1
1263,6193.85,5488.65,1043.05,1139.48,2,2,50,50,2,25,60,35,8093,6225,13,977,18,2886,4,9889,-1
1264,6193.85,5488.65,891.57,1129.5,2,2,20,20,1,25,0,10,2529,2127,0,441,1,140,1,1941,-1
1265,5120.25,5488.65,847.04,1118.2,2,2,50,27,25,25,37,14,6583,5745,54,475,0,541,1,3347,-1
