gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,useful_drops,useless_drops,winner
1171,10187.0,11483.0,4010.31,3973.64,2,2,50,50,4,1,60,49,253,1351,8,-1
1172,10187.0,11483.0,3964.96,3904.45,2,2,50,50,4,1,60,38,380,950,2,-1
1173,10187.0,11483.0,3887.79,3739.95,2,2,50,50,4,1,60,15,312,828,0,-1
1174,10187.0,10142.0,3752.46,3644.1,2,2,50,50,3,3,60,32,513,1266,0,-1
1175,10187.0,10141.3,3647.11,3519.88,2,2,50,50,3,2,60,14,132,781,1,-1
1176,10187.0,10141.3,3614.93,3496.53,2,2,50,50,3,2,60,32,158,749,3,-1
1177,10187.0,10141.3,3515.37,3387.72,2,2,50,50,3,2,60,16,192,882,0,-1
1178,10187.0,10141.3,3488.02,3345.96,2,2,50,50,3,2,60,15,239,603,0,-1
1179,10187.0,10141.3,3404.75,3272.28,2,2,50,50,3,2,60,22,210,328,0,-1
1180,10187.0,10141.3,3359.18,3247.62,2,2,50,50,2,2,60,17,282,390,0,-1
1181,10187.0,10141.3,3339.13,3274.73,2,2,50,50,1,2,60,28,210,886,0,-1
1182,10187.0,10141.3,3276.58,3168.27,2,2,50,50,1,2,60,12,197,128,1,-1
1183,10187.0,10141.3,3200.66,3136.74,2,2,50,50,1,2,60,13,738,544,0,-1
1184,10187.0,10141.3,3174.83,3165.9,2,2,50,50,1,2,60,31,488,500,2,-1
1185,10187.0,10141.3,3106.68,3094.43,2,2,50,50,1,1,60,10,188,470,0,-1
1186,10187.0,10141.3,3076.87,3032.97,2,2,50,50,1,1,60,15,197,265,0,-1
1187,10187.0,5137.0,3011.82,2897.86,2,2,50,50,1,25,60,5,562,508,0,-1
1188,10187.0,5137.0,2938.08,2900.35,2,2,50,50,1,25,60,9,824,301,0,-1
1189,5188.6,5137.0,2888.06,2868.03,2,2,50,50,25,25,60,12,550,401,1,-1
1190,5149.5,5137.0,2780.99,2798.82,2,2,50,50,25,25,60,10,491,507,0,-1
1191,5149.5,5137.0,2750.47,2735.44,2,2,50,50,25,25,60,13,484,488,0,-1
1192,5149.5,5137.0,2720.15,2669.17,2,2,50,50,25,25,60,10,147,353,0,-1
1193,5149.5,5137.0,2657.03,2661.13,2,2,50,50,25,25,60,11,202,352,0,-1
1194,5149.5,5137.0,2597.42,2711.48,2,2,50,50,25,25,60,14,494,270,0,-1
1195,5149.5,5137.0,2578.55,2686.14,2,2,50,50,25,25,60,16,375,298,2,-1
1196,5149.5,5137.0,2610.05,2633.14,2,2,50,50,25,25,60,10,544,595,0,-1
1197,5149.5,5197.3,2595.53,2628.93,2,2,50,50,25,25,60,14,450,399,0,-1
1198,5149.5,5137.0,2591.03,2573.75,2,2,50,50,25,25,60,12,487,307,0,-1
1199,5149.5,5137.0,2583.94,2567.11,2,2,50,50,25,25,60,12,930,590,0,-1
1200,5149.5,5137.0,2591.55,2606.73,2,2,50,50,25,25,60,17,435,441,1,-1
1201,5149.5,5137.0,2546.38,2583.06,2,2,50,50,25,25,60,10,134,650,0,-1
1202,5149.5,5137.0,2526.48,2629.76,2,2,50,50,25,25,60,22,325,498,1,-1
1203,5149.5,5137.0,2476.79,2584.2,2,2,50,50,25,25,60,14,153,749,0,-1
1204,5149.5,5137.0,2449.9,2576.65,2,2,50,50,25,25,60,16,261,457,0,-1
1205,5149.5,5137.0,2405.76,2543.67,2,2,50,50,25,25,60,8,169,319,1,-1
1206,5149.5,5137.0,2304.73,2512.27,2,2,50,50,25,25,60,7,148,269,0,-1
1207,5149.5,5137.0,2250.06,2476.56,2,2,50,50,25,25,60,7,126,205,0,-1
1208,5149.5,5137.0,2244.92,2386.15,2,2,50,50,25,25,60,4,131,272,0,-1
1209,5149.5,5086.4,2269.52,2302.69,2,2,50,50,25,25,60,9,141,425,0,-1
1210,5149.5,5086.4,2301.58,2303.21,2,2,50,50,25,25,60,11,255,784,2,-1
1211,5149.5,5086.4,2268.46,2301.03,2,2,50,50,25,25,60,12,146,453,0,-1
1212,5149.5,5086.4,2296.68,2329.58,2,2,50,50,25,25,60,17,438,373,0,-1
1213,5149.5,5086.4,2314.7,2360.46,2,2,50,50,25,25,60,10,803,645,0,-1
1214,5149.5,4992.4,2295.57,2319.47,2,2,50,50,25,25,60,11,151,385,1,-1
1215,5149.5,5049.6,2313.16,2304.64,2,2,50,50,25,25,60,15,205,348,0,-1
1216,5149.5,5049.6,2340.83,2347.45,2,2,50,50,25,25,60,15,670,413,0,-1
1217,5149.5,4992.4,2341.59,2371.13,2,2,50,50,25,25,60,21,515,506,3,-1
1218,5049.7,4992.4,2299.19,2294.3,2,2,50,50,25,25,60,6,594,99,3,-1
1219,5049.7,4992.4,2315.56,2305.05,2,2,50,50,25,25,60,18,252,250,1,-1
1220,5049.7,4992.4,2316.58,2334.79,2,2,50,50,25,25,60,12,556,536,0,-1
1221,5049.7,4992.4,2284.17,2243.05,2,2,50,50,25,25,60,4,355,259,0,-1
1222,5049.7,4949.8,2248.52,2223.71,2,2,50,50,25,25,60,8,74,1146,0,-1
1223,5049.7,4949.8,2195.03,2223.31,2,2,50,50,25,25,60,9,113,571,4,-1
1224,5049.7,4947.2,2125.22,2133.84,2,2,50,50,25,25,60,4,245,370,0,-1
1225,5049.7,4849.8,2145.94,2179.64,2,2,50,50,25,25,60,15,240,643,2,-1
1226,5049.7,4949.3,2162.34,2187.51,2,2,50,50,25,25,60,14,571,659,0,-1
1227,5049.7,4949.3,2184.7,2110.57,2,2,50,50,25,25,60,9,119,381,0,-1
1228,5049.7,4949.3,2189.36,2118.89,2,2,50,50,25,25,60,15,29,1219,4,-1
1229,5049.7,5059.5,2164.75,2137.34,2,2,50,50,25,25,60,8,54,951,0,-1
1230,5049.7,4949.7,2149.04,2164.72,2,2,50,50,25,25,60,19,313,956,0,-1
1231,5049.7,4949.7,2136.68,2155.4,2,2,50,50,25,25,60,4,21,566,0,-1
1232,5099.7,4949.7,2149.58,2138.04,2,2,50,50,25,25,60,8,79,418,0,-1
1233,5049.7,4949.7,2137.95,2155.56,2,2,50,50,25,25,60,15,66,936,0,-1
1234,5089.9,4949.7,2231.53,2200.51,2,2,50,50,25,25,60,22,338,989,0,-1
1235,5089.9,4949.7,2259.21,2187.06,2,2,50,50,25,25,60,9,490,660,20,-1
1236,5089.9,4949.7,2254.81,2154.39,2,2,50,50,25,25,60,7,127,394,0,-1
1237,5089.9,4949.7,2265.15,2132.74,2,2,50,50,25,25,60,11,320,484,1,-1
1238,5089.9,4949.7,2268.77,2161.78,2,2,50,50,25,25,60,10,1367,700,0,-1
1239,5089.9,5047.8,2220.41,2127.37,2,2,50,50,25,25,60,6,297,610,0,-1
1240,5089.9,5047.8,2269.7,2177.06,2,2,50,50,25,25,60,24,418,733,1,-1
1241,5089.9,5047.8,2254.6,2157.4,2,2,50,50,25,25,60,10,569,365,0,-1
1242,5089.9,5047.8,2254.71,2234.96,2,2,50,50,25,25,60,12,1767,442,1,-1
1243,5089.9,5047.8,2253.57,2210.4,2,2,50,50,25,25,60,10,122,552,0,-1
1244,5089.9,5047.8,2258.18,2190.72,2,2,50,50,25,25,60,12,452,406,0,-1
1245,5089.9,5047.8,2222.29,2214.65,2,2,50,50,25,25,60,8,314,494,0,-1
1246,5089.9,5047.8,2223.24,2227.76,2,2,50,50,25,25,60,9,120,489,0,-1
1247,5089.9,5047.8,2215.29,2177.09,2,2,50,50,25,25,60,8,22,1042,31,-1
1248,5089.9,5047.8,2222.6,2181.39,2,2,50,50,25,25,60,16,196,1081,0,-1
1249,5089.9,5047.8,2223.16,2171.05,2,2,50,50,25,25,60,8,102,786,0,-1
1250,5089.9,5047.8,2295.95,2154.08,2,2,50,50,25,25,60,20,459,715,0,-1
1251,5089.9,5047.8,2376.61,2266.98,2,2,50,50,25,25,60,24,172,681,0,-1
1252,5089.9,5047.8,2369.49,2271.03,2,2,50,50,25,25,60,25,633,886,0,-1
1253,5089.9,5047.8,2393.66,2323.84,2,2,50,50,25,25,60,13,153,728,1,-1
1254,5089.9,5047.8,2411.37,2315.49,2,2,50,50,25,25,60,15,299,584,0,-1
1255,5089.9,5047.8,2485.42,2304.34,2,2,50,50,25,25,60,29,929,1095,0,-1
1256,5089.9,5047.8,2504.65,2310.95,2,2,50,50,25,25,60,24,794,904,0,-1
1257,5089.9,5047.8,2556.05,2392.15,2,2,50,50,25,25,60,36,184,1202,2,-1
1258,5090.3,5047.8,2589.86,2373.01,2,2,50,50,25,25,60,28,739,1318,0,-1
1259,5090.3,5047.8,2608.5,2436.43,2,2,50,50,25,25,60,23,343,938,3,-1
1260,5090.3,5047.8,2620.12,2489.68,2,2,50,50,25,25,60,31,543,1211,1,-1
1261,5090.3,5137.8,2736.28,2635.17,2,2,50,50,25,25,60,46,291,1620,5,-1
1262,5090.3,5137.8,2771.33,2720.67,2,2,50,50,25,25,60,39,262,1288,6,-1
1263,5090.3,5137.8,2751.51,2830.39,2,2,50,50,25,25,60,51,304,1596,5,-1
1264,5090.3,5137.8,2811.88,2867.2,2,2,50,50,25,25,60,45,404,1507,44,-1
1265,5090.3,5139.4,2895.62,2965.46,2,2,50,50,25,25,60,47,381,1649,2,-1
1266,5090.3,5099.7,2976.32,3017.55,2,2,50,50,25,25,60,43,237,1631,4,-1
1267,5090.3,5099.7,3085.51,3072.59,2,2,50,50,25,25,60,61,295,1959,10,-1
1268,5090.3,5099.7,3145.34,3126.39,2,2,50,50,25,25,60,47,697,1246,0,-1
1269,5096.6,5100.0,3183.73,3155.92,2,2,50,50,25,25,60,42,315,1300,3,-1
1270,5096.6,5100.0,3266.24,3215.06,2,2,50,50,25,25,60,32,466,1026,7,-1
1271,5096.6,5100.0,3305.73,3358.42,2,2,50,50,25,25,60,56,345,1800,4,-1
1272,5096.6,5100.0,3333.37,3438.56,2,2,50,50,25,25,60,65,867,1715,5,-1
1273,9817.6,9887.6,3377.06,3490.36,3,3,50,50,1,1,60,60,859,2116,7,-1
1274,9937.5,9887.6,3478.37,3585.55,3,3,50,50,2,2,60,81,587,2434,3,-1
1275,9937.5,9887.6,3554.16,3687.64,3,3,50,50,2,2,60,79,1275,2383,29,-1
1276,9937.5,9887.6,3534.94,3753.28,3,3,50,50,2,2,60,73,2594,1910,3,-1
1277,10279.7,9887.6,3552.72,3787.52,3,2,50,50,3,2,60,76,2915,2313,3,-1
1278,10279.7,9887.6,3642.39,3865.5,3,2,50,50,4,2,60,75,2296,2489,3,-1
1279,10279.7,9887.6,3700.53,3875.62,2,2,50,50,4,2,60,51,4548,1587,3,-1
1280,10279.7,9887.6,3788.7,3878.26,2,2,50,50,4,2,60,74,2613,2551,2,-1
1281,10279.7,9887.6,3816.5,3935.89,2,2,50,50,2,2,60,82,1720,2156,5,-1
1282,10279.7,10137.1,3858.95,4069.27,2,3,50,50,2,2,60,73,1223,2754,8,-1
1283,10279.7,10137.1,3969.67,4091.52,2,2,50,50,2,2,60,70,1097,2701,4,-1
1284,10279.7,10137.1,4024.33,4204.3,2,2,50,50,2,2,60,76,2555,2082,1,-1
1285,10279.7,10137.1,4139.57,4243.87,3,3,50,50,2,2,60,76,2110,2376,5,-1
1286,10279.7,10137.1,4131.62,4297.18,3,2,50,50,4,2,60,67,3720,2028,5,-1
1287,10279.7,10137.1,4077.23,4354.73,2,3,50,50,4,3,60,70,2672,2417,1,-1
1288,10279.7,9940.4,4073.21,4414.33,2,2,50,50,4,2,60,76,2797,2070,7,-1
1289,10279.7,9940.4,4131.27,4381.5,3,3,50,50,5,3,60,72,3372,2378,1,-1
1290,10279.7,9940.4,4154.43,4437.4,2,3,50,50,5,4,60,81,2108,3060,4,-1
1291,10279.7,9940.4,4152.2,4464.12,3,3,50,50,5,4,60,69,3595,2528,2,-1
1292,10279.7,9940.4,4130.53,4455.26,3,3,50,50,4,3,60,69,3758,2472,6,-1
1293,10279.7,9987.6,4193.69,4414.42,3,3,50,50,2,3,60,73,3639,2584,6,-1
1294,10279.7,9987.6,4159.24,4287.65,2,3,50,50,2,3,60,33,6003,1271,0,-1
1295,10279.7,9987.6,4085.47,4289.73,2,2,50,50,2,3,60,52,3409,1889,3,-1
1296,10279.7,9987.6,4118.82,4306.21,2,2,50,50,2,3,60,73,2417,2845,11,-1
1297,10279.7,9987.6,4096.36,4314.66,2,2,50,50,2,3,60,84,1398,2570,8,-1
1298,10279.7,9987.6,4151.07,4242.93,2,2,50,50,2,3,60,53,3589,1769,2,-1
1299,10279.7,10135.4,4223.54,4304.22,3,3,50,50,4,5,60,70,1884,2784,5,-1
1300,10279.7,10135.4,4181.73,4221.06,2,2,50,50,4,5,60,46,3371,1537,1,-1
1301,10279.7,10135.4,4131.91,4200.85,2,2,50,50,3,5,60,68,2423,2754,9,-1
1302,10279.7,10135.4,4061.89,4246.12,2,2,50,50,3,5,60,46,4430,1825,5,-1
1303,10279.7,10135.4,4088.81,4245.57,2,2,50,50,3,5,60,62,3742,2614,1,-1
1304,10279.7,10135.4,4094.44,4252.12,3,3,50,50,4,6,60,76,3392,2226,4,-1
1305,10279.7,9987.6,4033.02,4143.34,2,2,50,50,4,5,60,42,4682,1993,3,-1
1306,10279.7,9987.6,4038.46,4144.9,2,2,50,50,4,5,60,62,3678,2315,6,-1
1307,10279.7,9987.6,4073.34,4184.19,2,2,50,50,4,5,60,75,2177,2927,11,-1
1308,10279.7,9987.6,4132.15,4219.19,3,3,50,50,6,6,60,81,2346,3030,19,-1
1309,10279.7,10188.7,4217.0,4258.4,3,3,50,50,5,6,60,76,1292,3422,23,-1
1310,10279.7,9940.4,4241.52,4217.33,2,2,50,50,5,3,60,65,1475,2988,15,-1
1311,10279.7,9940.4,4243.75,4241.41,2,2,50,50,5,3,60,73,818,3234,23,-1
1312,10279.7,9940.4,4253.61,4215.14,3,3,50,50,6,3,60,71,1619,2785,13,-1
1313,10279.7,9940.4,4273.93,4234.12,2,2,50,50,6,3,60,67,752,2258,13,-1
1314,10279.7,9940.4,4264.3,4274.79,3,3,50,50,6,3,60,69,794,2432,7,-1
1315,10279.7,9940.4,4179.86,4272.19,2,2,50,50,5,3,60,62,1833,1960,1,-1
1316,10279.7,9940.4,4169.09,4258.19,2,2,50,50,5,2,60,58,731,2243,4,-1
1317,10279.7,9940.4,4122.3,4258.56,2,2,50,50,4,2,60,61,1670,1811,2,-1
1318,10279.7,9837.5,4171.77,4289.9,3,2,50,50,5,1,60,74,1643,2881,21,-1
1319,10279.7,9837.5,4144.08,4225.34,2,2,50,50,5,1,60,38,3922,2118,12,-1
1320,10279.7,9837.5,4148.02,4244.87,2,2,50,50,5,1,60,68,1377,3103,10,-1
1321,10279.7,9837.5,4248.01,4237.07,2,2,50,50,5,1,60,82,1353,3611,26,-1
1322,10279.7,9842.1,4276.37,4260.34,3,3,50,50,6,2,60,68,1954,2806,24,-1
1323,10279.7,9842.1,4284.05,4279.1,3,2,50,50,7,2,60,82,1947,3220,7,-1
1324,10180.0,9846.6,4344.19,4337.39,3,3,50,50,9,4,60,86,1219,3913,39,-1
1325,10180.0,9846.6,4427.02,4361.58,3,3,50,50,9,5,60,84,1650,3579,34,-1
1326,10180.0,9846.6,4413.14,4410.0,2,2,50,50,9,5,60,64,1700,3082,24,-1
1327,10180.0,9846.6,4407.32,4460.26,2,2,50,50,8,5,60,69,1931,3069,38,-1
1328,10180.0,9846.6,4411.89,4468.96,2,3,50,50,7,5,60,84,1164,3434,42,-1
1329,10180.0,9846.8,4510.53,4490.5,3,3,50,50,9,6,60,86,1049,3533,23,-1
1330,10180.0,9846.8,4520.66,4508.86,3,3,50,50,7,7,60,78,2092,3020,41,-1
1331,10180.0,9846.6,4498.81,4554.37,3,2,50,50,8,6,60,87,1738,2991,49,-1
1332,10180.0,9846.6,4527.02,4567.15,2,2,50,50,8,6,60,71,1047,3559,14,-1
1333,10180.0,10174.1,4585.25,4708.76,3,3,50,50,12,10,60,87,911,3590,50,-1
1334,10180.0,10174.1,4618.8,4716.45,3,3,50,50,11,11,60,78,1678,2901,41,-1
1335,10180.0,10174.1,4661.58,4694.41,3,2,50,50,11,10,60,66,641,3221,18,-1
1336,10180.0,10174.1,4763.43,4720.64,3,3,50,50,14,10,60,77,2184,3025,38,-1
1337,10180.0,10174.1,4685.66,4711.73,2,2,50,50,13,10,60,77,1479,3551,38,-1
1338,10180.0,10174.1,4739.88,4783.36,3,3,50,50,13,12,60,88,1713,3202,43,-1
1339,10180.0,10174.1,4781.25,4754.66,2,2,50,50,13,12,60,79,1354,2482,46,-1
1340,10180.0,10174.1,4711.62,4722.88,3,2,50,50,12,11,60,74,1075,2778,39,-1
1341,10327.5,10174.1,4737.73,4727.76,3,2,50,50,13,10,60,75,1085,3796,52,-1
1342,10327.5,10174.1,4682.77,4711.51,3,3,50,50,9,10,60,83,802,4076,71,-1
1343,10327.5,10174.1,4682.34,4669.71,3,2,50,50,9,8,60,78,1624,2976,55,-1
1344,10327.5,10174.1,4695.67,4687.99,2,2,50,50,9,7,60,80,1455,3381,40,-1
1345,10327.5,10129.3,4673.36,4653.14,3,3,50,50,8,6,60,79,1872,2433,20,-1
1346,10327.5,10129.3,4648.83,4614.5,2,2,50,50,7,6,60,61,2097,2856,20,-1
1347,10327.5,10129.3,4693.8,4599.45,3,3,50,50,8,5,60,73,1137,3200,42,-1
1348,10327.5,10103.3,4638.9,4557.65,2,2,50,50,8,3,60,67,1723,2894,31,-1
1349,10327.5,10103.3,4625.24,4600.65,3,3,50,50,8,3,60,77,1451,3097,86,-1
1350,10327.5,10137.4,4647.84,4600.88,3,3,50,50,9,5,60,71,1178,3597,44,-1
1351,10327.5,10137.4,4695.76,4698.7,3,3,50,50,10,8,60,79,673,3326,60,-1
1352,10327.5,10137.4,4645.74,4653.91,3,3,50,50,9,7,60,67,226,3230,12,-1
1353,10327.5,10137.4,4686.94,4644.89,3,3,50,50,10,5,60,83,228,3914,26,-1
1354,10327.5,10137.4,4697.91,4671.53,2,3,50,50,10,5,60,81,673,4112,57,-1
1355,10327.5,10137.4,4642.62,4671.28,2,2,50,50,7,4,60,74,532,2747,41,-1
1356,10327.5,10137.4,4620.51,4654.1,2,2,50,50,6,4,60,71,1699,3131,65,-1
1357,10327.5,10427.3,4697.25,4661.06,3,3,50,50,8,5,60,77,1597,3221,50,-1
1358,10327.5,10427.3,4722.18,4706.92,3,3,50,50,9,6,60,79,807,2938,23,-1
1359,10327.5,10139.5,4706.08,4679.42,3,3,50,50,10,6,60,70,162,3282,13,-1
1360,10327.5,10139.5,4690.37,4633.43,3,3,50,50,11,6,60,67,848,3270,26,-1
1361,10327.5,10139.5,4707.94,4633.14,2,2,50,50,10,6,60,69,488,2906,47,-1
1362,10327.5,10139.5,4719.95,4640.51,2,2,50,50,10,5,60,61,777,3238,28,-1
1363,10327.5,10139.5,4690.61,4652.11,2,2,50,50,8,5,60,67,1652,3126,70,-1
1364,10327.5,10141.1,4727.7,4589.97,3,3,50,50,9,4,60,80,889,3116,28,-1
1365,10327.5,10141.1,4742.76,4559.87,2,2,50,50,9,4,60,74,944,3374,24,-1
1366,10327.5,10316.8,4680.28,4516.39,3,3,50,50,9,5,60,57,1181,3023,33,-1
1367,10327.5,10316.8,4668.04,4485.49,2,2,50,50,9,5,60,64,1221,3020,70,-1
1368,10327.5,10316.8,4647.03,4483.17,2,2,50,50,8,5,60,70,2094,2897,34,-1
1369,10327.5,10316.8,4717.94,4451.05,3,3,50,50,10,4,60,78,1082,3548,39,-1
1370,10327.5,10386.3,4742.13,4440.18,3,3,50,50,11,5,60,80,1216,3113,64,-1
1371,10337.0,10386.3,4824.06,4517.14,3,3,50,50,13,6,60,79,1165,3174,60,-1
1372,10337.0,10386.3,4851.79,4508.12,3,2,50,50,15,5,60,75,500,2759,37,-1
1373,10337.0,10386.3,4886.49,4537.38,3,3,50,50,16,5,60,60,347,2505,27,-1
1374,10337.0,10386.3,4874.36,4548.26,2,2,50,50,16,5,60,74,1686,2800,43,-1
1375,10337.0,10386.3,4787.13,4597.82,2,2,50,50,13,5,60,77,952,2762,128,-1
1376,10337.0,10386.3,4826.23,4632.4,3,3,50,50,14,5,60,72,1266,3604,18,-1
1377,10337.0,10386.3,4821.51,4662.84,3,2,50,50,14,4,60,71,1287,3103,21,-1
1378,10337.0,10386.3,4823.69,4609.85,2,2,50,50,14,4,60,74,1628,2866,26,-1
1379,10337.0,10386.3,4856.18,4621.19,3,3,50,50,14,4,60,84,1822,3380,52,-1
1380,10337.0,10139.5,4883.38,4557.82,3,3,50,50,13,3,60,76,2537,3178,61,-1
1381,10337.0,10139.5,4946.66,4581.78,2,2,50,50,13,3,60,85,1035,3120,27,-1
1382,10337.0,10139.5,4930.33,4586.04,3,3,50,50,12,4,60,75,2099,3165,72,-1
1383,10337.0,10139.5,4876.19,4691.46,3,3,50,50,11,7,60,76,1141,3956,28,-1
1384,10337.0,10139.5,4856.37,4692.63,2,2,50,50,10,7,60,82,1831,2745,76,-1
1385,10337.0,10141.5,4898.41,4676.87,3,3,50,50,11,6,60,76,2166,3329,40,-1
1386,10337.0,10350.0,4960.22,4810.99,3,3,50,50,16,9,60,87,2044,3548,31,-1
1387,10337.0,10350.0,4950.58,4819.7,2,2,50,50,15,9,60,79,1926,3029,39,-1
1388,10337.0,10350.0,4911.36,4806.57,2,2,50,50,13,9,60,80,2209,3811,25,-1
1389,10337.0,10350.0,4915.69,4825.93,3,3,50,50,12,10,60,88,1560,3647,38,-1
1390,10337.0,10350.0,4880.96,4819.27,2,2,50,50,11,10,60,72,2598,3372,36,-1
1391,10337.0,10350.0,4874.73,4852.31,2,3,50,50,11,11,60,83,2029,2947,38,-1
1392,10337.0,10350.0,4905.73,4931.15,3,3,50,50,12,13,60,80,2372,3987,53,-1
1393,10337.0,10350.0,4903.43,4949.29,3,3,50,50,12,14,60,83,3139,3654,44,-1
1394,10337.0,10350.0,4905.06,4976.3,3,3,50,50,12,15,60,82,3076,2967,26,-1
1395,10337.0,10193.2,4939.28,4976.7,3,3,50,50,13,14,60,88,2647,3101,41,-1
1396,10337.0,10193.2,4924.14,4943.33,3,3,50,50,13,14,60,79,3825,3110,44,-1
1397,10337.0,10193.2,4973.08,4936.63,3,3,50,50,15,13,60,82,2233,3772,36,-1
1398,10337.0,10193.2,4996.68,4904.32,3,3,50,50,15,11,60,79,3275,3046,34,-1
1399,10337.0,10193.2,4933.22,4890.85,2,2,50,50,12,10,60,87,3699,2897,32,-1
1400,10337.0,10193.2,4980.92,4961.53,3,3,50,50,14,13,60,91,3875,3525,74,-1
1401,10337.0,10193.2,4999.64,4986.8,3,3,50,50,15,14,60,84,2418,4322,76,-1
1402,10337.0,10193.2,4973.11,4915.04,3,3,50,50,13,13,60,83,2895,3497,68,-1
1403,10337.0,10193.2,5001.5,4923.53,3,3,50,50,15,12,60,86,1842,3784,58,-1
1404,10337.0,10193.2,5064.78,4893.59,3,3,50,50,17,11,60,86,2455,3717,79,-1
1405,10337.0,10193.2,5026.85,4878.97,3,3,50,50,15,11,60,79,1698,3809,48,-1
1406,10337.0,10193.2,5049.92,4894.41,3,2,50,50,15,11,60,83,1819,3425,63,-1
1407,10337.0,10193.2,5073.81,4905.4,2,2,50,50,15,11,60,81,2254,3410,63,-1
1408,10337.0,10193.2,5106.38,4962.05,3,3,50,50,16,12,60,86,2665,3242,69,-1
1409,10337.0,10193.2,5075.69,4955.58,3,2,50,50,15,11,60,83,3097,3843,70,-1
1410,10337.0,10193.2,5035.91,4946.36,2,2,50,50,13,11,60,85,2696,2840,118,-1
1411,10337.0,12748.6,5005.52,4978.64,3,3,50,50,11,1,60,85,2861,3166,79,-1
1412,10468.2,12748.6,5061.23,4975.47,3,3,50,50,13,1,60,87,2212,3930,136,-1
1413,10468.2,12748.6,5018.8,4934.79,2,2,50,50,11,1,60,80,2155,3019,136,-1
1414,10468.2,12748.6,4986.91,4940.94,2,2,50,50,10,1,60,81,2945,2765,100,-1
1415,10468.2,12748.6,5017.62,4989.6,3,3,50,50,11,1,60,86,1848,3339,165,-1
1416,10468.2,12748.6,5050.66,4956.38,3,3,50,50,12,1,60,78,3248,2340,126,-1
1417,10468.2,12748.6,5077.33,4970.67,3,3,50,50,13,1,60,75,3059,3023,112,-1
1418,10468.2,12748.6,5124.55,5053.58,3,3,50,50,15,1,60,80,2355,3049,82,-1
1419,10468.2,12748.6,5057.55,5032.51,2,3,50,50,15,1,60,74,4047,2314,104,-1
1420,10468.2,12748.6,5101.49,5010.34,3,3,50,50,18,1,60,78,3892,3139,72,-1
1421,10468.2,12748.6,5065.97,5011.67,3,3,50,50,17,1,60,79,4187,2104,83,-1
1422,10468.2,12748.6,5004.89,4960.44,2,2,50,50,14,1,60,75,3439,2460,83,-1
1423,10468.2,12748.6,4997.41,4970.41,2,2,50,50,14,1,60,75,3205,2807,146,-1
1424,10468.2,12748.6,4921.91,4917.84,3,3,50,50,12,1,60,81,4737,2289,95,-1
1425,10468.2,12748.6,4909.02,4918.2,2,2,50,50,12,1,60,76,3611,2465,45,-1
1426,10468.2,12748.6,4910.41,4944.66,2,3,50,50,12,1,60,73,3479,2291,209,-1
1427,10468.2,12748.6,4927.6,4955.86,3,3,50,50,12,1,60,80,2755,2636,145,-1
1428,10468.2,12748.6,4900.72,4954.33,2,2,50,50,10,1,60,76,2939,2817,141,-1
1429,10468.2,12748.6,4873.66,4984.45,2,2,50,50,8,1,60,78,2379,2657,69,-1
1430,10468.2,12748.6,4867.41,4981.17,3,3,50,50,8,1,60,88,2919,2736,61,-1
1431,10468.2,12748.6,4853.69,4975.07,2,2,50,50,8,1,60,78,2305,2987,134,-1
1432,10468.2,12748.6,4899.07,4925.51,3,3,50,50,8,1,60,77,1988,3186,91,-1
1433,10468.2,12748.6,4856.9,4861.96,2,2,50,50,7,1,60,74,3904,2448,113,-1
1434,10468.2,12748.6,4930.55,4912.16,3,3,50,50,10,1,60,76,2692,2810,158,-1
1435,10468.2,12748.6,4917.58,4906.42,3,3,50,50,9,1,60,76,2835,3214,174,-1
1436,10468.2,12748.6,4842.37,4875.25,2,2,50,50,7,1,60,79,3507,2906,116,-1
1437,10468.2,12748.6,4846.41,4933.64,3,3,50,50,8,1,60,79,3554,2597,145,-1
1438,10468.2,12748.6,4854.23,4921.38,2,2,50,50,7,1,60,76,3403,2602,188,-1
1439,10086.3,12748.6,4834.75,4939.63,3,3,50,50,6,1,60,82,1786,3446,174,-1
1440,10086.3,12748.6,4804.77,4960.35,3,3,50,50,5,1,60,75,2343,2661,162,-1
1441,10137.4,10007.8,4828.83,4946.75,3,3,50,50,6,11,60,77,3535,2839,108,-1
1442,10137.4,10138.4,4813.46,4938.64,2,3,50,50,6,11,60,73,3053,2668,153,-1
1443,10086.3,11659.4,4817.15,4957.69,3,3,50,50,5,1,60,78,2165,2752,167,-1
1444,10086.3,11659.4,4822.7,4934.46,3,3,50,50,6,1,60,74,2027,2816,159,-1
1445,10086.3,11659.4,4789.14,4911.54,2,2,50,50,5,1,60,68,3241,2542,146,-1
1446,10086.3,11659.4,4782.34,4885.46,3,3,50,50,4,1,60,65,2514,2801,157,-1
1447,10086.3,11659.4,4768.53,4917.58,3,3,50,50,5,1,60,73,3414,2521,189,-1
1448,10086.3,11659.4,4748.35,4932.18,2,3,50,50,4,1,60,66,2629,2914,210,-1
1449,10086.3,11659.4,4731.83,4929.76,2,3,50,50,4,1,60,64,2972,2496,179,-1
1450,10086.3,11659.4,4726.22,4899.11,2,2,50,50,4,1,60,59,2619,2538,147,-1
1451,10086.3,11659.4,4691.21,4878.13,2,3,50,50,4,1,60,74,3452,2777,87,-1
1452,10137.4,11659.4,4751.83,4792.1,3,3,50,50,8,1,60,66,3269,2476,139,-1
