gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,useful_drops,useless_drops,winner
47,9913.4,5083.9,2453.5,2445.91,1,2,50,50,1,25,60,1,1372,8164,205,-1
48,9913.4,5083.9,2353.88,2426.16,1,1,50,50,1,25,60,0,3533,4996,257,-1
49,9913.4,5083.9,2292.11,2360.79,2,1,50,50,1,25,60,1,2030,6320,457,-1
50,9913.4,5083.9,2273.34,2276.15,1,1,50,50,1,25,60,0,3852,4934,80,-1
51,9913.4,5083.9,2133.48,2224.21,2,1,50,50,1,25,60,1,2964,6678,154,-1
52,9913.4,5083.9,2057.09,2155.35,1,1,50,50,1,25,60,0,5054,3429,63,-1
53,9913.4,5083.9,2026.43,2056.56,1,1,50,50,1,25,60,0,2210,5399,222,-1
54,9913.4,5083.9,2022.34,1955.84,1,1,50,50,1,25,60,0,2391,3536,160,-1
55,9913.4,5077.6,1907.69,1855.01,1,1,50,50,1,25,60,0,4088,2398,100,-1
56,9913.4,5077.6,1771.17,1712.91,1,1,50,50,1,25,60,0,5586,1445,0,-1
57,9913.4,5077.6,1681.31,1577.34,1,1,50,50,1,25,60,0,7318,1618,50,-1
58,9913.4,5077.6,1532.93,1413.88,1,1,50,50,1,24,60,0,9495,1340,47,-1
59,5018.5,5077.6,1451.49,1391.35,1,1,50,50,25,21,60,0,4608,2953,112,-1
60,4997.3,5077.6,1472.37,1367.27,2,1,50,50,25,19,60,1,5805,3264,247,-1
61,4997.3,5077.6,1431.17,1328.8,2,2,50,50,25,18,60,2,5580,3044,67,-1
62,4948.1,5077.6,1404.44,1326.54,1,2,50,50,24,17,60,1,3827,3450,194,-1
63,4948.1,5077.6,1371.01,1256.87,2,1,50,50,24,16,60,1,5548,2838,5,-1
64,4948.1,5077.6,1379.63,1168.12,2,2,50,50,22,16,60,4,5610,3464,60,-1
65,4948.1,5077.6,1294.21,1142.84,2,1,50,50,20,15,60,1,6329,2121,43,-1
66,4937.5,5077.6,1197.2,1089.49,2,2,50,50,18,15,60,6,6244,3394,277,-1
67,4937.5,5077.6,1069.75,968.96,2,2,50,50,16,14,60,3,9734,2233,196,-1
68,4937.5,5077.6,908.59,967.09,1,2,50,50,14,14,60,5,7818,3161,107,-1
69,4937.5,5077.6,809.42,833.9,2,2,50,50,12,12,60,8,7086,4153,444,-1
70,4937.5,5077.6,819.74,877.12,2,2,50,50,14,15,60,17,4453,9534,643,-1
71,4937.5,5077.6,947.47,971.55,2,2,50,50,20,21,60,41,2126,15751,1020,-1
72,4937.5,5077.6,1189.98,1171.71,2,2,50,50,25,25,60,50,1059,12310,1065,-1
73,4937.5,5077.6,1357.4,1253.55,2,2,50,50,25,25,60,32,1533,11273,1589,-1
74,5015.6,5077.6,1514.5,1441.31,2,2,50,50,25,25,60,52,1993,11282,1289,-1
75,5015.6,5077.6,1614.01,1598.85,2,2,50,50,25,25,60,52,817,8656,1004,-1
76,5035.4,5077.6,1815.11,1828.04,2,2,50,50,25,25,60,63,1091,10590,879,-1
77,5035.4,5077.6,1976.33,1910.23,2,2,50,50,25,25,60,37,286,7118,648,-1
78,5035.4,5077.6,2133.72,1996.48,2,2,50,50,25,25,60,51,574,7792,1014,-1
79,5035.4,5077.6,2174.43,1998.13,2,2,50,50,25,25,60,29,726,8132,1008,-1
80,5052.2,5077.6,2314.12,2076.4,2,2,50,50,25,25,60,48,852,10784,735,-1
81,5052.2,5106.4,2396.14,2103.46,2,2,50,50,25,25,60,55,902,10346,586,-1
82,5052.2,5106.4,2475.35,2234.26,2,2,50,50,25,25,60,49,824,8624,682,-1
83,5033.6,5106.4,2473.62,2243.71,2,2,50,50,25,25,60,39,766,7746,240,-1
84,5033.6,5106.4,2597.84,2429.52,2,2,50,50,25,25,60,55,711,11108,425,-1
85,5033.6,5106.4,2590.59,2391.59,2,2,50,50,25,25,60,32,873,7134,248,-1
86,5033.6,5106.4,2653.5,2537.9,2,2,50,50,25,25,60,47,1419,8620,666,-1
87,5033.6,5106.4,2612.37,2569.0,2,2,50,50,25,25,60,41,1353,10538,860,-1
88,5033.6,5106.4,2678.86,2677.25,2,2,50,50,25,25,60,51,1027,8480,730,-1
89,5033.6,5106.4,2747.65,2682.81,2,2,50,50,25,25,60,46,779,9130,431,-1
90,5033.6,5106.4,2820.01,2770.78,2,2,50,50,25,25,60,42,1094,8519,516,-1
91,5033.6,5106.4,2908.79,2850.83,2,2,50,50,25,25,60,54,1741,10938,1099,-1
92,5033.6,5106.4,3001.07,2872.0,3,3,50,50,25,25,60,52,381,7166,755,-1
93,5033.6,5106.4,3013.33,2988.36,2,2,50,50,25,25,60,52,506,5135,367,-1
94,5033.6,5106.4,3111.0,3102.08,3,3,50,50,25,25,60,68,264,5437,311,-1
95,5033.6,9773.9,3148.38,3224.84,3,3,50,50,25,1,60,69,497,5123,549,-1
96,5033.6,9773.9,3239.36,3290.03,2,2,50,50,25,1,60,67,189,5122,389,-1
97,5033.6,9773.9,3302.74,3349.7,2,2,50,50,25,1,60,63,49,5186,741,-1
98,5184.8,9773.9,3359.62,3424.99,2,2,50,50,25,1,60,61,36,4566,375,-1
99,5184.8,9773.9,3367.51,3510.71,2,2,50,50,25,1,60,57,109,4904,369,-1
100,5184.8,9773.9,3411.73,3586.59,2,2,50,50,25,1,60,67,60,5637,218,-1
101,5184.8,9773.9,3550.28,3611.56,2,2,50,50,25,1,60,66,98,5075,453,-1
102,5184.8,10371.5,3582.42,3679.54,2,3,50,50,25,2,60,71,638,6364,706,-1
103,5184.8,10371.5,3614.33,3741.11,2,2,50,50,25,2,60,73,348,7521,422,-1
104,5184.8,10371.5,3610.58,3699.66,2,3,50,50,25,3,60,61,1009,6532,747,-1
105,5184.8,10371.5,3598.23,3659.28,2,3,50,50,25,3,60,64,1510,6858,644,-1
106,5184.8,9773.9,3650.16,3686.25,2,2,50,50,25,2,60,61,615,7915,692,-1
107,5184.8,9773.9,3668.44,3782.82,2,2,50,50,25,2,60,74,2462,8730,1162,-1
108,5184.8,9773.9,3708.87,3789.43,3,2,50,50,25,2,60,70,2043,7091,901,-1
109,10390.1,9773.9,3758.73,3739.33,3,2,50,50,2,2,60,56,1715,6522,1308,-1
110,9908.0,9773.9,3799.08,3812.29,2,2,50,50,1,2,60,69,136,3879,217,-1
111,5184.8,9773.9,3803.39,3730.92,2,2,50,50,25,2,60,46,243,5247,203,-1
112,5184.8,9773.9,3831.34,3761.83,2,2,50,50,25,2,60,67,246,6668,298,-1
113,5184.8,9773.9,3887.6,3771.89,2,2,50,50,25,2,60,60,319,6446,266,-1
114,5184.8,9773.9,3857.99,3850.94,2,2,50,50,25,2,60,52,770,6354,343,-1
115,5184.8,9773.9,3876.98,3782.85,2,3,50,50,25,2,60,44,616,5406,254,-1
116,5128.8,5084.1,3859.18,3710.11,2,2,50,50,25,25,60,49,463,6063,125,-1
117,5128.8,5084.1,3852.61,3707.58,2,2,50,50,25,25,60,57,500,6856,293,-1
118,5128.8,5084.1,3841.84,3636.8,2,2,50,50,25,25,60,55,946,5435,336,-1
119,5128.8,5142.8,3886.81,3643.95,2,2,50,50,25,25,60,58,757,6232,275,-1
120,5128.8,5084.1,3869.39,3666.31,2,2,50,50,25,25,60,61,1165,8785,493,-1
121,5128.8,5084.1,3873.55,3709.13,2,2,50,50,25,25,60,71,1324,7900,351,-1
122,5128.8,5084.1,3791.09,3682.41,2,2,50,50,25,25,60,55,1882,4785,483,-1
123,5128.8,5084.1,3821.79,3604.22,2,2,50,50,25,25,60,43,2083,4482,214,-1
124,5128.8,9907.4,3847.88,3683.97,3,3,50,50,25,1,60,52,1356,5235,320,-1
125,5128.8,9907.4,3838.17,3728.98,2,2,50,50,25,1,60,56,790,5321,212,-1
126,5128.8,9907.4,3810.73,3736.48,2,2,50,50,25,1,60,40,1072,4317,265,-1
127,5128.8,9907.4,3761.46,3730.67,2,2,50,50,25,1,60,50,769,4795,188,-1
128,5128.8,9907.4,3770.07,3790.42,2,2,50,50,25,1,60,48,996,5524,243,-1
129,5128.8,9907.4,3756.73,3731.01,2,2,50,50,25,1,60,48,603,4640,252,-1
130,5122.6,9907.4,3731.9,3762.41,2,2,50,50,25,1,60,48,581,4030,104,-1
131,5122.6,9907.4,3771.03,3800.37,2,2,50,50,25,1,60,60,637,4518,123,-1
132,5122.6,9907.4,3772.08,3810.89,2,2,50,50,25,1,60,63,481,4878,129,-1
133,5080.3,9907.4,3854.41,3806.6,2,2,50,50,25,1,60,64,503,4815,176,-1
134,5080.3,9907.4,3832.86,3866.11,2,2,50,50,25,1,60,57,74,2830,38,-1
135,5082.4,9907.4,3902.56,3920.37,2,2,50,50,25,1,60,64,176,4573,89,-1
136,5082.4,9907.4,3928.66,4045.87,2,2,50,50,25,1,60,64,182,3593,130,-1
137,5097.0,9907.4,3963.44,4059.48,2,2,50,50,25,1,60,61,95,3476,106,-1
138,5097.0,9907.4,3873.04,4061.85,2,2,50,50,25,1,60,38,333,3988,120,-1
139,5097.0,9907.4,3878.26,4027.39,2,2,50,50,25,1,60,57,288,5356,97,-1
140,5097.0,9907.4,3893.19,4039.93,2,2,50,50,25,1,60,59,122,4323,66,-1
141,5097.0,9907.4,3869.05,4062.93,2,2,50,50,25,1,60,49,406,4211,140,-1
142,5148.7,5164.3,3813.19,4008.32,2,2,50,50,25,25,60,52,242,4539,75,-1
143,5148.7,5164.3,3799.98,4000.07,2,2,50,50,25,25,60,56,195,5572,222,-1
144,5148.7,5164.3,3862.05,3956.62,2,2,50,50,25,25,60,62,635,5943,230,-1
145,5148.7,5164.3,3820.64,4002.12,2,2,50,50,25,25,60,59,1099,5252,399,-1
146,5148.7,5164.3,3875.35,4075.19,2,2,50,50,25,25,60,77,664,5648,376,-1
147,5148.7,5164.3,3880.23,4024.42,2,2,50,50,25,25,60,59,93,4542,153,-1
148,5148.7,10146.8,3911.57,3987.59,2,3,50,50,25,1,60,62,253,3183,132,-1
149,5123.6,10146.8,3957.4,4002.97,2,2,50,50,25,1,60,65,380,5194,441,-1
150,5141.3,10146.8,3974.24,4075.09,2,2,50,50,25,1,60,59,323,4220,242,-1
151,5141.3,10146.8,4003.23,4130.05,2,2,50,50,25,1,60,75,441,3705,86,-1
152,5141.3,10146.8,4056.38,4189.23,2,2,50,50,25,1,60,70,255,3793,79,-1
153,5187.9,10146.8,4051.35,4278.11,2,2,50,50,25,1,60,68,829,3883,70,-1
154,5187.9,10146.8,4062.32,4272.77,2,2,50,50,25,1,60,63,169,3291,80,-1
155,5187.9,10146.8,4032.03,4237.54,2,2,50,50,25,1,60,56,132,3233,38,-1
156,5187.9,10146.8,4052.62,4224.32,2,2,50,50,25,1,60,66,432,3577,84,-1
157,5187.9,10146.8,3969.54,4217.48,2,2,50,50,25,1,60,53,328,2932,82,-1
158,5187.9,10146.8,3895.85,4176.68,2,2,50,50,25,1,60,49,70,1958,39,-1
159,5187.9,10146.8,3904.16,4170.74,2,2,50,50,25,1,60,66,434,3574,116,-1
160,5187.9,10146.8,3969.05,4147.48,2,2,50,50,25,1,60,61,950,4023,394,-1
161,5187.9,10146.8,3887.91,4023.14,2,2,50,50,25,1,60,32,331,3087,58,-1
162,5187.9,10146.8,3830.03,3993.3,2,2,50,50,25,1,60,48,187,2415,79,-1
163,5187.9,5079.8,3828.04,3899.58,2,2,50,50,25,25,60,51,3664,4414,215,-1
164,5187.9,5079.8,3788.93,3928.07,2,2,50,50,25,25,60,56,1129,3554,126,-1
165,5187.9,5079.8,3671.96,3838.77,2,2,50,50,25,25,60,30,137,1220,10,-1
166,5187.9,5079.8,3704.11,3858.27,2,2,50,50,25,25,60,48,238,2250,103,-1
167,5187.9,5079.8,3730.72,3809.11,2,2,50,50,25,25,60,48,178,1877,33,-1
168,5187.9,5079.8,3660.8,3818.6,2,2,50,50,25,25,60,57,579,3378,127,-1
169,5187.9,5079.8,3670.89,3795.22,2,2,50,50,25,25,60,60,278,2611,72,-1
170,5187.9,5079.8,3730.36,3842.82,3,3,50,50,25,25,60,51,335,2934,38,-1
171,5187.9,5092.4,3676.7,3767.67,2,2,50,50,25,25,60,40,308,2696,47,-1
172,5187.9,5096.7,3663.76,3748.42,2,2,50,50,25,25,60,49,380,3275,75,-1
173,5187.9,5096.7,3787.58,3847.51,2,2,50,50,25,25,60,59,172,3070,62,-1
174,5141.3,5096.7,3868.08,3837.9,2,2,50,50,25,25,60,54,474,3235,118,-1
175,5141.3,5096.7,3879.61,3857.02,2,2,50,50,25,25,60,48,221,2237,73,-1
176,5141.3,5096.7,3959.78,3865.5,2,2,50,50,25,25,60,48,216,2685,47,-1
177,5141.3,5096.7,3989.7,3888.5,2,2,50,50,25,25,60,48,190,3147,65,-1
178,5191.6,5096.7,3904.36,3901.48,2,2,50,50,25,25,60,59,476,3989,108,-1
179,5141.3,5096.7,3932.56,3935.91,2,2,50,50,25,25,60,63,229,3560,52,-1
180,5141.3,5096.7,4020.44,3946.51,2,2,50,50,25,25,60,66,605,4261,133,-1
181,5141.3,5096.7,4082.39,3892.85,2,2,50,50,25,25,60,64,541,3847,140,-1
182,5141.3,5096.7,4081.23,3921.0,2,2,50,50,25,25,60,66,1179,4154,105,-1
183,5141.3,5096.7,4056.06,3822.99,2,2,50,50,25,25,60,34,1330,3567,75,-1
184,5141.3,5096.7,4022.36,3865.36,2,2,50,50,25,25,60,55,834,3653,171,-1
185,5141.3,5096.7,4020.34,3892.53,2,2,50,50,25,25,60,50,1351,2753,135,-1
186,5141.3,5096.7,4009.04,3889.09,2,2,50,50,25,25,60,53,1209,3469,317,-1
187,5141.3,5186.9,3961.18,3813.81,2,2,50,50,25,25,60,48,729,3377,168,-1
188,5085.7,5186.9,3896.51,3814.62,2,2,50,50,25,25,60,46,2378,3210,119,-1
189,5150.3,5191.6,3909.19,3905.05,2,2,50,50,25,25,60,53,506,3719,190,-1
190,5150.3,5186.9,3926.18,3926.29,2,2,50,50,25,25,60,64,339,3033,87,-1
191,5150.3,5186.9,3901.07,3886.77,2,2,50,50,25,25,60,45,603,2917,110,-1
192,5150.3,5186.9,3957.31,3909.24,2,2,50,50,25,25,60,54,588,3501,151,-1
193,5150.3,5186.9,3931.42,3885.32,2,2,50,50,25,25,60,55,519,2983,186,-1
194,5150.3,5186.9,3806.73,3852.83,2,2,50,50,25,25,60,40,299,2526,74,-1
195,5150.3,5186.9,3837.59,3904.36,2,2,50,50,25,25,60,58,375,2842,73,-1
196,5150.3,5186.9,3877.05,3904.44,2,2,50,50,25,25,60,54,483,2680,94,-1
197,5150.3,5186.9,3819.26,3942.0,2,2,50,50,25,25,60,56,369,2971,73,-1
198,5150.3,5187.7,3801.13,3978.59,2,2,50,50,25,25,60,43,317,2948,78,-1
199,5150.3,5187.7,3769.87,3979.09,2,2,50,50,25,25,60,65,815,3169,58,-1
200,5150.3,5187.7,3822.72,4011.42,2,2,50,50,25,25,60,59,445,2968,97,-1
201,5150.3,5187.7,3799.34,3984.33,2,2,50,50,25,25,60,56,462,3166,112,-1
202,5150.3,5187.7,3772.73,4034.18,2,2,50,50,25,25,60,49,393,3020,91,-1
203,5150.3,5187.7,3802.76,4005.24,2,2,50,50,25,25,60,41,464,3158,93,-1
204,5150.3,5187.7,3836.7,3955.56,2,2,50,50,25,25,60,45,472,2841,140,-1
205,5091.2,5187.7,3835.88,3966.81,2,3,50,50,25,25,60,61,732,3039,96,-1
206,5187.4,5187.7,3832.36,4032.5,2,2,50,50,25,25,60,70,545,3116,64,-1
207,5187.4,5187.7,3856.69,4016.68,2,2,50,50,25,25,60,57,520,2577,46,-1
208,5187.4,5187.7,3893.21,3992.76,2,2,50,50,25,25,60,67,543,3078,33,-1
209,5187.4,5188.4,3944.53,3998.27,2,2,50,50,25,25,60,59,787,2710,43,-1
210,5187.4,5188.4,4016.73,4052.22,2,2,50,50,25,25,60,78,347,2815,27,-1
211,5187.4,5188.4,4068.66,4070.3,2,2,50,50,25,25,60,67,479,3013,27,-1
212,5187.4,5188.4,4102.97,4082.93,2,2,50,50,25,25,60,80,294,2993,26,-1
213,5187.4,5188.4,4155.38,4147.49,2,2,50,50,25,25,60,70,430,3040,36,-1
214,5187.4,5188.4,4155.47,4096.98,2,2,50,50,25,25,60,68,361,2909,19,-1
215,5187.4,5187.7,4193.41,4167.16,2,2,50,50,25,25,60,73,383,2945,29,-1
216,5187.4,9457.3,4209.97,4185.89,3,3,50,50,25,1,60,78,470,2703,36,-1
217,5137.3,5187.7,4209.53,4226.0,2,2,50,50,25,25,60,72,629,2820,33,-1
218,5137.3,5187.7,4215.47,4202.42,2,2,50,50,25,25,60,66,711,3112,37,-1
219,5137.3,5187.7,4216.73,4200.2,3,3,50,50,25,25,60,69,596,3134,28,-1
220,5137.3,5187.7,4224.52,4207.8,3,3,50,50,25,25,60,68,1089,3160,48,-1
221,5137.3,5187.7,4253.53,4204.48,2,2,50,50,25,25,60,66,853,3135,16,-1
222,5287.8,5187.7,4211.51,4208.77,2,2,50,50,25,25,60,71,801,3246,35,-1
223,10020.0,10088.8,4249.13,4275.66,3,3,50,50,1,1,60,65,960,3171,28,-1
224,10020.0,10088.8,4285.5,4322.93,2,2,50,50,1,1,60,55,368,3252,59,-1
225,10020.0,10088.8,4336.7,4338.26,2,2,50,50,1,1,60,76,588,3651,61,-1
226,10020.0,10088.8,4357.55,4332.02,2,2,50,50,1,1,60,69,371,2735,60,-1
227,10020.0,10088.8,4393.04,4372.88,2,2,50,50,1,1,60,74,344,3252,22,-1
228,10020.0,10088.8,4426.01,4386.21,2,2,50,50,1,1,60,77,488,3154,50,-1
229,10020.0,10088.8,4290.64,4358.27,2,2,50,50,1,1,60,43,262,2446,62,-1
230,5158.1,5192.3,4314.83,4313.33,2,2,50,50,25,25,60,66,834,3087,66,-1
231,5158.1,5192.3,4345.46,4308.9,2,2,50,50,25,25,60,79,1161,2686,82,-1
232,5158.1,5192.3,4379.29,4316.03,2,2,50,50,25,25,60,75,1123,2444,99,-1
233,5158.1,5192.3,4373.33,4337.0,2,2,50,50,25,25,60,79,1616,3159,99,-1
234,5137.3,5192.3,4430.52,4327.78,2,2,50,50,25,25,60,73,1585,3040,102,-1
235,5137.3,5192.3,4463.69,4348.68,2,2,50,50,25,25,60,77,2129,3427,141,-1
236,10282.0,10172.0,4469.7,4365.08,3,3,50,50,1,3,60,75,2012,3214,138,-1
237,10282.0,10172.0,4487.12,4384.13,2,2,50,50,1,3,60,63,320,2428,9,-1
238,10282.0,9852.0,4522.27,4448.37,2,3,50,50,1,3,60,72,458,2712,51,-1
239,10282.0,9852.0,4547.9,4448.66,3,3,50,50,2,3,60,64,310,2573,14,-1
240,10282.0,9852.0,4578.57,4434.44,2,2,50,50,2,3,60,69,534,2517,39,-1
241,10282.0,9852.0,4601.52,4478.7,2,2,50,50,2,3,60,74,554,2394,15,-1
242,10282.0,9852.0,4599.15,4483.17,3,2,50,50,2,3,60,67,603,2771,14,-1
243,10282.0,9852.0,4600.76,4512.71,2,2,50,50,2,3,60,72,636,3018,37,-1
244,10282.0,9852.0,4620.41,4561.71,2,2,50,50,2,3,60,78,561,2425,9,-1
245,10282.0,9852.0,4606.44,4575.47,2,2,50,50,2,3,60,80,689,2431,9,-1
246,10282.0,9852.0,4609.67,4580.18,2,2,50,50,2,2,60,82,686,2709,8,-1
247,10282.0,9852.0,4633.71,4615.42,3,3,50,50,3,3,60,73,502,2577,10,-1
248,10282.0,9852.0,4629.57,4585.96,2,2,50,50,3,3,60,73,359,2178,19,-1
249,10282.0,9852.0,4620.52,4630.3,2,2,50,50,3,3,60,80,249,2623,2,-1
250,10282.0,9569.5,4582.48,4625.02,2,2,50,50,2,2,60,75,215,2441,7,-1
251,10282.0,9569.5,4617.88,4667.58,2,2,50,50,2,2,60,72,163,2381,10,-1
252,10282.0,9569.5,4656.56,4668.47,3,2,50,50,3,2,60,69,113,2368,3,-1
253,10282.0,9569.5,4657.2,4653.79,2,2,50,50,3,2,60,69,223,2016,7,-1
254,10282.0,9569.5,4647.56,4642.96,2,2,50,50,3,2,60,75,295,1936,2,-1
255,9896.2,9569.5,4626.53,4633.82,2,2,50,50,2,2,60,73,290,1759,5,-1
256,9896.2,9482.0,4626.5,4615.57,2,2,50,50,2,1,60,68,245,2524,8,-1
257,9896.2,9482.0,4616.72,4607.09,2,2,50,50,2,1,60,79,345,2570,9,-1
258,9896.2,9482.0,4571.73,4580.5,2,2,50,50,2,1,60,65,406,2324,48,-1
259,9896.2,9482.0,4542.05,4583.62,2,2,50,50,2,1,60,64,551,1952,4,-1
260,9896.2,9482.0,4496.12,4555.33,2,2,50,50,2,1,60,62,116,1784,2,-1
261,9896.2,9482.0,4450.18,4493.57,2,2,50,50,2,1,60,53,116,1864,8,-1
262,9896.2,9482.0,4416.84,4537.43,2,2,50,50,2,1,60,59,72,1861,6,-1
263,9896.2,9482.0,4429.1,4471.37,3,3,50,50,2,1,60,54,145,1896,18,-1
264,9896.2,9482.0,4416.14,4449.81,2,2,50,50,2,1,60,60,234,1880,48,-1
265,9896.2,9482.0,4424.15,4480.55,2,2,50,50,2,1,60,73,477,2143,14,-1
266,9896.2,9482.0,4427.46,4504.02,2,2,50,50,2,1,60,66,144,2239,6,-1
267,9896.2,9482.0,4382.93,4444.63,2,2,50,50,2,1,60,61,84,2094,11,-1
268,9896.2,9482.0,4313.77,4386.02,2,2,50,50,2,1,60,50,82,2244,26,-1
269,9896.2,9482.0,4295.32,4312.29,2,2,50,50,2,1,60,50,55,1934,1,-1
270,9896.2,9482.0,4252.13,4269.08,2,2,50,50,2,1,60,54,80,2000,1,-1
271,9896.2,9482.0,4160.21,4234.27,2,2,50,50,2,1,60,42,62,2043,7,-1
272,9896.2,9482.0,4176.8,4194.35,2,2,50,50,2,1,60,60,75,2365,8,-1
273,9896.2,9482.0,4107.64,4163.02,2,2,50,50,1,1,60,53,123,2775,20,-1
274,9896.2,9482.0,4078.54,4146.88,2,2,50,50,1,1,60,54,65,3062,8,-1
275,9896.2,9482.0,4121.95,4167.5,2,2,50,50,1,1,60,64,154,3673,6,-1
276,9896.2,9482.0,4093.55,4266.68,2,2,50,50,1,1,60,67,165,3544,12,-1
277,9896.2,9482.0,4140.1,4294.49,2,2,50,50,1,1,60,62,150,2630,7,-1
278,9896.2,9482.0,4175.16,4314.46,2,2,50,50,1,1,60,77,589,3355,12,-1
279,9896.2,9482.0,4179.61,4318.01,2,2,50,50,1,1,60,79,904,2830,8,-1
280,9896.2,9482.0,4225.75,4340.5,2,2,50,50,1,1,60,82,614,2874,50,-1
281,9896.2,9482.0,4274.5,4410.58,3,3,50,50,1,2,60,79,404,2759,40,-1
282,9896.2,9482.0,4320.62,4418.92,2,2,50,50,1,2,60,81,580,2873,22,-1
283,9896.2,9482.0,4335.69,4477.33,2,2,50,50,1,2,60,76,820,3051,16,-1
284,9896.2,9447.7,4384.54,4488.76,3,2,50,50,1,1,60,69,370,2818,26,-1
285,9896.2,9447.7,4360.49,4530.07,2,2,50,50,1,1,60,71,377,2843,36,-1
