gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,teammates_reach,winner
757,5520.1,9649.0,4371.63,4471.9,2,2,50,50,25,1,60,54,345,82,9,161,3,549,0,10536,-1
758,5520.1,9649.0,4438.58,4477.35,3,3,50,50,25,1,60,76,552,56,2,270,14,609,0,10393,-1
759,5520.1,5474.1,4497.62,4472.49,2,2,50,50,25,25,60,65,912,614,4,463,8,857,0,8771,-1
760,5520.1,5474.1,4531.23,4470.83,3,3,50,50,25,25,60,59,1228,876,4,386,20,807,0,8898,-1
761,5520.1,5474.1,4579.99,4486.71,2,2,50,50,25,25,60,71,286,144,7,335,6,755,0,10606,-1
762,5520.1,5474.1,4566.58,4444.59,2,2,50,50,25,25,60,52,4196,1281,1,239,2,2154,1,2103,-1
763,5495.0,5474.1,4510.99,4395.1,2,2,50,50,25,25,60,55,4270,1278,2,785,7,1563,2,3153,-1
764,5495.0,5860.9,4521.06,4350.66,2,2,50,50,25,25,60,58,6204,702,77,517,5,915,4,3422,-1
765,5495.0,5860.9,4458.12,4276.36,2,2,50,50,25,25,60,50,5971,1887,0,287,2,1433,0,2430,-1
766,5495.0,5860.9,4373.19,4258.09,2,2,50,50,25,25,60,44,6439,4124,2,127,0,1568,0,2371,-1
767,5495.0,5860.9,4394.79,4286.19,2,2,50,50,25,25,60,56,1149,546,49,571,10,1558,1,8349,-1
768,9896.3,5860.9,4451.93,4343.15,3,3,50,50,1,25,60,70,1204,572,10,248,8,906,0,8235,-1
769,9896.3,5860.9,4476.44,4364.14,2,2,50,50,1,25,60,68,1934,1475,30,191,5,959,0,7604,-1
770,10163.3,5860.9,4552.68,4374.06,3,2,50,50,3,25,60,72,383,233,16,179,2,572,0,8873,-1
771,10163.3,5860.9,4577.12,4396.12,3,3,50,50,4,25,60,72,1165,839,9,117,1,607,0,9063,-1
772,10163.3,5860.9,4630.45,4409.86,3,2,50,50,4,25,60,62,151,115,7,32,0,173,0,11079,-1
773,10163.3,5860.9,4633.01,4422.94,3,3,50,50,3,25,60,69,336,197,20,115,3,572,0,9680,-1
774,10163.3,5860.9,4608.19,4443.02,2,2,50,50,3,25,60,52,360,329,3,99,0,174,0,8603,-1
775,10163.3,5860.9,4616.08,4484.54,3,2,50,50,3,25,60,61,81,72,2,43,0,84,0,9961,-1
776,10163.3,5860.9,4640.28,4491.9,2,2,50,50,3,25,60,67,416,402,0,46,2,0,0,10740,-1
777,9896.3,5860.9,4594.63,4531.68,2,2,50,50,1,25,60,62,28,26,1,29,0,0,0,10426,-1
778,9896.3,5860.9,4617.65,4583.05,2,2,50,50,1,25,60,66,21,13,1,43,0,153,0,9919,-1
779,10206.6,5860.9,4651.57,4600.4,3,3,50,50,2,25,60,59,120,113,0,54,0,0,0,8938,-1
780,10206.6,10142.2,4683.04,4651.46,3,3,50,50,3,1,60,78,32,19,0,48,0,139,0,10274,-1
781,10206.6,10142.2,4693.53,4678.66,2,2,50,50,3,1,60,64,14,5,0,27,0,118,0,7781,-1
782,10206.6,10251.4,4722.99,4699.75,2,3,50,50,3,2,60,78,27,10,1,64,0,184,0,11115,-1
783,10206.6,10251.4,4750.17,4755.51,2,3,50,50,3,3,60,68,0,0,0,34,0,0,0,11621,-1
784,10271.1,10251.4,4821.97,4739.95,3,2,50,50,5,3,60,65,0,0,0,5,0,0,0,10198,-1
785,10271.1,10251.4,4824.97,4753.82,2,2,50,50,5,3,60,57,0,0,0,7,1,0,0,11791,-1
786,10271.1,9639.8,4833.92,4712.86,2,2,50,50,5,1,60,59,34,21,2,9,0,150,0,10647,-1
787,10271.1,9639.8,4842.2,4742.61,2,2,50,50,5,1,60,62,102,36,4,65,0,387,0,9368,-1
788,10209.1,9639.8,4831.0,4775.37,3,2,50,50,5,1,60,48,65,51,10,20,0,30,0,8263,-1
789,10209.1,9639.8,4827.67,4789.29,2,2,50,50,5,1,60,44,47,18,0,4,0,106,0,11724,-1
790,10209.1,10431.7,4826.02,4828.59,2,3,50,50,4,3,60,59,94,39,4,9,0,284,0,10849,-1
791,10209.1,10431.7,4780.34,4793.34,2,2,50,50,4,3,60,49,0,0,0,1,0,0,0,11847,-1
792,10209.1,10431.7,4668.39,4709.6,2,2,50,50,3,2,60,48,3,3,0,0,0,0,0,11342,-1
793,10209.1,10431.7,4645.73,4660.63,2,2,50,50,3,2,60,50,0,0,0,3,0,0,0,11651,-1
794,10209.1,10431.7,4614.88,4634.95,2,2,50,50,3,2,60,47,14,8,1,4,0,46,0,11785,-1
795,10209.1,10431.7,4576.22,4560.66,2,2,50,30,3,1,40,37,1,0,0,3,0,0,0,9325,-1
796,10209.1,10431.7,4507.83,4495.57,2,2,50,50,3,1,60,38,0,0,0,9,0,0,0,11832,-1
797,10209.1,10431.7,4449.98,4447.49,2,2,50,50,2,1,60,42,3,2,0,5,0,0,0,11653,-1
798,10209.1,10431.7,4522.67,4476.52,2,2,50,50,2,1,60,63,13,0,2,6,0,215,0,11294,-1
799,10209.1,10431.7,4457.68,4369.8,2,2,20,31,2,1,11,14,0,0,0,0,0,0,0,6189,-1
800,10209.1,10431.7,4340.57,4323.0,2,2,27,50,2,1,37,22,11,4,0,7,0,44,0,9180,-1
801,10209.1,10431.7,4355.62,4355.79,2,2,50,50,2,1,60,54,165,103,9,57,0,412,0,10845,-1
802,10209.1,10431.7,4389.03,4377.47,2,2,50,50,2,1,60,53,101,6,0,47,0,433,0,10422,-1
803,10209.1,10431.7,4374.24,4370.83,2,2,50,50,2,1,60,54,69,13,0,14,0,243,0,10427,-1
804,10209.1,5296.9,4388.72,4315.61,2,2,47,50,2,25,57,49,25,3,0,15,0,115,0,10346,-1
805,10209.1,5296.9,4393.35,4352.66,2,2,50,50,2,25,60,61,284,54,0,37,0,659,0,8327,-1
806,10209.1,5296.9,4415.89,4360.87,2,2,50,50,2,25,60,50,46,6,0,89,0,208,0,10346,-1
807,10209.1,5296.9,4440.68,4377.99,2,2,50,25,2,25,35,54,20,0,0,84,0,118,0,8658,-1
808,10209.1,5296.9,4396.35,4324.45,2,2,20,21,1,25,1,20,0,0,0,9,0,0,0,5025,-1
809,10209.1,5296.9,4353.44,4349.26,2,2,30,23,1,25,13,35,0,0,0,57,0,0,0,6314,-1
810,10209.1,5296.9,4372.91,4345.53,2,2,24,50,1,25,34,51,3,0,0,57,0,51,0,8789,-1
811,10209.1,5296.9,4262.63,4265.17,2,2,20,20,1,25,0,16,0,0,0,25,0,0,0,4845,-1
812,10209.1,5296.9,4263.62,4291.28,2,2,20,25,1,25,5,25,0,0,0,37,0,0,0,5445,-1
813,10209.1,5296.9,4251.56,4305.99,2,2,20,20,1,25,0,25,0,0,0,27,0,0,0,4846,-1
814,10209.1,5296.9,4253.39,4288.2,2,2,20,28,1,25,8,32,0,0,0,75,0,0,0,5693,-1
815,10209.1,5447.6,4210.49,4269.72,2,2,22,50,1,25,32,32,4,1,0,43,0,15,0,8857,-1
816,10209.1,5447.6,4204.89,4338.59,2,2,31,50,1,25,41,38,11,3,0,130,0,68,0,9508,-1
817,10209.1,5447.6,4156.8,4353.06,2,2,20,50,1,25,30,34,5,0,0,67,0,65,0,8338,-1
818,10209.1,5447.6,4083.54,4242.57,2,2,20,23,1,25,3,13,0,0,0,1,0,0,0,5330,-1
819,10209.1,5447.6,4143.75,4187.16,2,2,50,23,1,25,33,35,18,3,0,86,0,55,0,8645,-1
820,10209.1,5447.6,4095.07,4190.67,2,2,32,50,1,25,42,31,32,10,0,59,0,122,0,9683,-1
821,10209.1,5447.6,4098.86,4066.96,2,2,23,28,1,25,11,17,0,0,0,59,0,0,0,6152,-1
822,10209.1,5447.6,4091.11,4026.37,2,2,25,23,1,25,8,21,0,0,0,5,0,0,0,5878,-1
823,10209.1,5447.6,3978.96,3963.61,2,2,21,20,1,25,1,16,0,0,0,28,0,0,0,5001,-1
824,10398.8,5447.6,4004.05,3958.15,3,2,22,50,3,25,32,32,0,0,0,58,0,0,0,8740,-1
825,10398.8,5447.6,3924.55,3922.99,2,2,23,22,3,25,5,18,2,1,0,33,0,12,0,5447,-1
826,10398.8,5447.6,3863.03,3959.28,2,2,22,49,2,25,31,30,3,1,0,96,0,3,0,8528,-1
827,10398.8,5447.6,3861.18,3936.83,2,2,50,23,2,25,33,21,2,0,0,63,0,0,0,8858,-1
828,10398.8,5447.6,3846.3,3911.82,2,2,50,34,1,25,44,34,32,11,0,13,0,118,0,10059,-1
829,5274.5,5447.6,3763.87,3857.8,2,2,24,22,25,25,6,17,1,0,0,7,0,23,0,5639,-1
830,5274.5,5447.6,3722.46,3865.56,2,2,21,26,25,25,7,23,0,0,0,22,0,0,0,5745,-1
831,5274.5,5447.6,3662.75,3786.11,2,2,22,21,25,25,3,11,0,0,0,27,0,0,0,5268,-1
832,5231.8,5236.3,3657.73,3797.6,2,2,31,50,25,25,41,27,1,0,0,77,0,0,0,9849,-1
833,5231.8,5234.6,3668.85,3758.4,2,2,34,50,25,25,44,23,1,0,0,7,0,0,0,10362,-1
834,5231.8,5234.6,3689.16,3765.11,2,2,22,25,25,25,7,20,0,0,0,29,0,0,0,5729,-1
835,5231.8,5234.6,3652.17,3749.33,2,2,20,50,25,25,30,30,0,0,0,12,0,0,0,8587,-1
836,5231.8,5234.6,3642.04,3630.15,2,2,24,20,25,25,4,15,0,0,0,37,0,0,0,5376,-1
837,5231.8,5234.6,3609.88,3678.41,2,2,22,21,25,25,3,18,0,0,0,39,0,0,0,5241,-1
838,5231.8,5294.3,3622.62,3640.39,2,2,39,50,25,25,49,31,8,2,0,52,0,17,0,10780,-1
839,9925.7,10449.7,3655.06,3737.6,3,3,29,28,1,3,17,23,2,1,0,87,0,19,0,6803,-1
840,9925.7,10449.7,3622.22,3805.76,2,2,29,29,1,3,18,23,0,0,0,64,0,0,0,7016,-1
841,9925.7,10449.7,3666.72,3797.65,2,2,50,42,1,3,52,33,0,0,0,215,0,0,0,10883,-1
842,9925.7,10449.7,3714.49,3831.17,2,2,50,50,1,3,60,44,56,10,0,85,0,356,0,11643,-1
843,9925.7,10449.7,3772.0,3915.26,2,2,50,50,1,3,60,39,16,3,0,87,1,98,0,11878,-1
844,9925.7,10449.7,3697.41,3892.25,2,2,28,32,1,3,20,13,0,0,0,66,0,0,0,7258,-1
845,9925.7,10449.7,3742.82,3854.64,2,2,50,50,1,3,60,35,28,9,1,16,0,93,0,12064,-1
846,9925.7,10449.7,3750.59,3849.78,2,2,24,50,1,3,34,21,0,0,0,40,0,0,0,9035,-1
847,9925.7,10449.7,3777.0,3851.53,2,3,50,50,1,3,60,41,4,0,1,59,0,0,0,12094,-1
848,9925.7,10449.7,3740.03,3735.66,2,2,50,50,1,2,60,32,26,4,2,193,0,45,0,11716,-1
849,9925.7,10449.7,3773.86,3762.15,3,3,50,50,1,2,60,32,8,2,0,170,0,78,0,11715,-1
850,9925.7,10449.7,3769.75,3747.24,2,2,50,50,1,2,60,30,5,3,1,94,0,0,0,12088,-1
851,9925.7,10449.7,3759.32,3692.97,2,2,50,50,1,2,60,33,44,22,1,177,0,93,0,11676,-1
852,9925.7,10449.7,3756.74,3701.69,2,2,50,50,1,2,60,29,84,30,0,134,0,187,0,11563,-1
853,5348.7,10449.7,3702.67,3653.33,2,2,50,25,25,2,35,26,0,0,0,154,0,0,0,8889,-1
854,5348.7,10449.7,3720.95,3640.74,2,2,50,50,25,2,60,35,1,1,0,125,0,0,0,11986,-1
855,5348.7,9924.5,3748.38,3652.13,2,2,27,50,25,1,37,29,1,1,0,52,0,0,0,9307,-1
856,9898.1,5367.3,3744.66,3607.33,3,3,50,50,1,25,60,38,0,0,0,199,0,0,0,11849,-1
857,5578.5,5367.3,3705.38,3622.51,2,2,50,50,25,25,60,42,43,21,0,185,0,172,0,11532,-1
858,5578.5,5367.3,3676.65,3629.78,2,2,21,50,25,25,31,21,0,0,0,85,0,0,0,8497,-1
859,10424.0,5367.3,3756.79,3640.22,3,3,50,50,1,25,60,54,35,8,0,107,0,207,0,11854,-1
860,10424.0,5367.3,3786.51,3671.6,2,2,50,39,1,25,49,39,14,1,1,368,0,58,2,9971,-1
861,10424.0,5450.5,3807.78,3720.0,2,2,50,50,1,25,60,39,51,18,6,156,0,242,0,11939,-1
862,10424.0,5546.0,3846.72,3779.93,2,2,50,50,1,25,60,51,124,38,5,296,0,288,0,11227,-1
863,10424.0,5625.8,3898.46,3789.75,2,2,50,50,1,25,60,42,129,34,7,590,0,362,0,11346,-1
864,5696.6,5625.8,3914.84,3763.0,2,2,50,50,25,25,60,34,77,27,5,271,0,134,0,11738,-1
865,5696.6,5633.9,3930.54,3807.21,2,2,50,50,25,25,60,47,341,130,15,348,1,542,0,11922,-1
866,5578.5,5633.9,3916.5,3807.81,2,2,21,50,25,25,31,27,10,7,2,93,0,0,0,8394,-1
867,10177.7,5625.8,3960.69,3817.25,3,2,50,50,1,25,60,43,379,173,27,551,0,593,0,12117,-1
868,10177.7,5625.8,3911.4,3729.39,2,2,50,50,1,25,60,42,255,31,125,75,0,100,0,12499,-1
869,10177.7,9918.2,3916.31,3806.46,2,3,50,50,1,2,60,50,1984,148,8,380,0,883,0,10153,-1
870,10177.7,9918.2,3879.55,3797.57,2,2,50,50,1,2,60,42,274,85,11,135,0,222,0,12003,-1
871,10177.7,9918.2,3821.68,3797.86,2,2,50,50,1,2,60,39,51,10,7,161,0,69,0,12094,-1
872,10177.7,9918.2,3820.26,3747.97,2,3,50,50,1,2,60,47,1868,355,17,223,0,796,1,10017,-1
873,10177.7,9918.9,3834.44,3808.55,3,3,25,22,2,3,7,25,83,83,0,102,0,0,0,5501,-1
874,10177.7,9918.2,3795.33,3760.75,2,2,20,27,2,2,7,22,0,0,0,8,0,0,0,5536,-1
875,10177.7,9918.2,3800.4,3742.37,2,2,50,20,1,2,30,42,99,29,4,228,0,84,1,8078,-1
876,10676.8,9918.2,3937.0,3845.93,3,2,50,50,2,2,60,74,1110,129,39,846,0,1431,2,13951,-1
877,10676.8,9918.2,4017.84,3831.11,3,3,50,50,2,2,60,67,4705,465,32,493,4,1979,2,8456,-1
878,10676.8,10089.1,3988.75,3879.11,3,3,50,50,2,3,60,62,7360,666,51,533,0,2345,2,8191,-1
879,10676.8,10089.1,4049.31,3921.25,2,2,50,50,2,3,60,66,7514,620,52,650,0,2425,0,7298,-1
880,10676.8,10089.1,4100.7,3924.52,2,2,50,50,2,3,60,68,6083,603,21,251,0,715,1,5716,-1
881,10278.8,10089.1,4086.36,3919.39,2,2,50,50,1,3,60,64,6959,581,167,325,0,1684,3,6552,-1
882,11138.4,10479.4,4120.39,4059.61,3,3,50,50,3,7,60,72,1668,326,62,634,0,719,0,13523,-1
883,11138.4,10479.4,4082.15,4067.27,2,2,50,30,3,6,40,44,326,317,6,129,1,0,0,9672,-1
884,11138.4,10425.7,4146.76,4085.18,2,2,50,50,2,4,60,67,7739,955,213,883,0,1608,0,9268,-1
885,11138.4,10425.7,4158.27,4122.57,2,2,50,50,2,4,60,71,8545,1074,465,976,13,1641,2,7527,-1
886,11138.4,10425.7,4198.32,4140.1,2,2,50,50,2,4,60,53,3049,1090,86,1498,2,1667,0,14831,-1
887,11138.4,10425.7,4175.36,4185.92,2,2,50,50,2,4,60,61,4636,1405,196,2320,5,2147,1,14251,-1
888,11138.4,10425.7,4185.3,4126.42,2,2,50,50,2,3,60,57,2751,709,90,764,1,1078,1,13113,-1
889,11138.4,10425.7,4180.7,4105.88,2,2,50,50,1,3,60,53,8177,1191,33,700,0,1066,2,7489,-1
890,11138.4,10425.7,4124.38,4171.72,3,3,50,50,1,5,60,54,4743,1065,120,2060,0,1730,1,13054,-1
891,11138.4,10425.7,4099.4,4136.65,2,2,50,50,1,4,60,64,8523,2250,242,1826,2,1624,2,8623,-1
892,11138.4,10688.9,4124.94,4148.17,3,3,50,50,1,4,60,65,6893,2113,346,2352,1,2155,3,13287,-1
893,11138.4,10688.9,4103.91,4128.88,2,3,50,50,1,5,60,70,11939,3630,417,2141,6,1636,2,8649,-1
894,11138.4,10688.9,4015.62,4063.51,3,3,50,50,1,5,60,66,9681,3314,242,2028,11,1273,2,9118,-1
895,11138.4,10423.2,4020.55,3958.78,3,3,50,50,1,2,60,72,9752,3673,318,1685,1,1157,0,8395,-1
896,11138.4,10423.2,3984.22,3885.46,2,2,50,50,1,2,60,57,8751,2893,99,594,0,186,0,2873,-1
897,11138.4,10423.2,3952.64,3890.0,2,2,50,50,1,2,60,65,7669,2473,188,1969,2,946,1,8173,-1
898,11138.4,10423.2,4073.43,3974.19,3,3,50,50,3,2,60,65,3500,774,163,1383,3,1030,0,12810,-1
899,11138.4,10423.2,4102.88,3937.53,2,2,50,50,3,1,60,65,7736,2521,209,1106,0,652,0,6412,-1
900,11138.4,10501.3,4164.17,4012.58,3,3,50,50,2,2,60,67,5682,1935,245,1698,6,1632,1,13998,-1
901,11138.4,10501.3,4248.43,4076.21,2,2,50,50,2,2,60,73,6664,1063,85,1517,2,1068,2,8339,-1
902,11138.4,10501.3,4224.31,4053.68,3,3,50,50,2,2,60,62,7009,1147,45,443,0,188,1,5671,-1
903,11138.4,10501.3,4200.91,4092.74,2,2,50,50,2,2,60,66,8904,1958,187,553,1,458,2,4114,-1
904,11138.4,10501.3,4159.9,4104.56,2,2,50,50,2,2,60,60,7656,1308,140,793,3,763,0,6308,-1
905,11138.4,10664.0,4173.86,4102.59,3,3,50,50,2,3,60,72,8578,1140,283,859,2,611,3,4925,-1
906,10500.8,10664.0,4186.95,4138.92,2,3,50,50,1,2,60,77,2570,641,59,600,4,873,0,11430,-1
907,10500.8,10664.0,4167.07,4179.2,3,3,50,50,1,2,60,65,7528,1068,163,484,0,475,1,5140,-1
908,5779.5,10664.0,4150.49,4213.96,2,2,50,50,25,2,60,66,6495,761,48,949,0,1452,0,10862,-1
909,5779.5,10664.0,4157.6,4263.4,2,3,50,50,25,4,60,67,7115,1591,73,232,0,429,0,6658,-1
910,5779.5,10664.0,4115.75,4290.98,2,2,50,50,25,4,60,74,8690,1345,93,578,1,1125,0,6923,-1
911,5779.5,10664.0,4177.78,4319.16,2,2,50,50,25,4,60,73,8936,798,100,458,1,1030,1,3723,-1
912,5779.5,10664.0,4208.13,4345.43,2,2,50,50,25,4,60,57,4185,574,19,893,2,1804,0,12667,-1
913,5779.5,10423.2,4230.5,4337.56,3,2,50,50,25,3,60,59,7178,1194,89,488,0,755,10,5114,-1
914,5779.5,10189.1,4261.32,4225.97,2,2,50,50,25,2,60,62,8348,1609,200,177,1,353,11,3657,-1
915,5779.5,10189.1,4239.84,4301.25,2,2,50,50,25,2,60,67,5135,591,45,828,2,1084,1,8708,-1
916,10523.1,10189.1,4284.74,4358.72,3,3,50,50,1,3,60,72,3589,688,63,804,7,1263,0,10726,-1
917,10523.1,10189.1,4257.06,4399.82,2,2,50,50,1,3,60,75,2182,1630,57,666,3,322,4,11803,-1
918,10523.1,10222.0,4351.56,4483.13,2,3,50,50,1,4,60,67,1061,515,22,939,10,359,0,13155,-1
919,10618.4,10483.2,4414.7,4515.58,3,3,50,50,2,5,60,72,4614,1172,98,1397,15,1249,1,13119,-1
920,10618.4,10483.2,4395.84,4423.96,2,2,50,50,2,4,60,66,6902,1595,51,591,5,438,7,5847,-1
921,10618.4,10483.2,4421.97,4463.74,2,3,50,50,2,4,60,74,5826,1599,166,1172,12,1155,0,10966,-1
922,10618.4,10483.2,4439.15,4493.08,3,3,50,50,2,6,60,71,6443,1654,88,1482,58,1282,0,9012,-1
923,10618.4,10894.3,4447.05,4529.22,3,3,50,50,3,5,60,70,3138,1187,134,1486,22,1153,4,11274,-1
924,10618.4,10894.3,4468.4,4566.37,2,2,50,50,3,5,60,79,2122,621,30,836,5,737,0,10963,-1
925,10618.4,10894.3,4471.01,4592.16,2,2,50,50,3,4,60,68,442,224,16,778,7,530,0,13282,-1
926,10618.4,10894.3,4512.96,4641.18,3,3,50,50,2,5,60,74,1086,358,20,1050,4,1028,0,14736,-1
927,10618.4,10894.3,4624.24,4630.72,3,2,50,50,6,5,60,72,189,107,4,258,3,221,0,12837,-1
928,10618.4,10894.3,4628.73,4649.99,2,2,50,50,6,5,60,82,245,209,2,180,1,132,0,10543,-1
929,10618.4,10894.3,4756.07,4668.94,3,3,50,50,8,4,60,67,59,37,6,133,0,75,0,10841,-1
930,10618.4,10894.3,4790.51,4653.91,3,3,50,50,9,3,60,85,389,271,10,260,1,298,0,11651,-1
931,10618.4,10894.3,4827.77,4669.21,3,3,50,50,9,3,60,86,70,58,3,87,5,35,0,11067,-1
932,10618.4,10894.3,4793.86,4663.08,3,3,50,50,9,2,60,60,37,24,2,341,0,50,0,11761,-1
933,10529.6,10894.3,4786.18,4683.92,3,3,50,50,9,3,60,78,795,370,21,418,4,695,1,13317,-1
934,10529.6,10894.3,4819.34,4720.72,3,3,50,50,10,3,60,69,372,320,11,177,5,178,0,11541,-1
935,10529.6,10894.3,4843.06,4725.52,3,2,50,50,11,3,60,69,961,531,11,257,3,411,1,10981,-1
936,10529.6,10894.3,4858.96,4752.83,2,2,50,50,10,3,60,71,269,198,15,324,1,235,0,12173,-1
937,10574.0,10894.3,4866.57,4817.47,3,3,50,50,10,5,60,75,948,462,37,413,0,787,0,12947,-1
938,10574.0,10894.3,4850.81,4795.63,3,3,50,50,9,3,60,70,390,259,20,214,1,336,1,11598,-1
939,10574.0,10894.3,4862.3,4769.38,2,2,50,50,9,3,60,64,1036,308,46,478,0,855,0,15028,-1
940,10574.0,10894.3,4852.81,4767.85,2,2,50,50,9,2,60,58,346,121,16,242,3,445,0,14206,-1
941,10574.0,10894.3,4879.93,4799.44,3,3,50,50,10,4,60,67,273,135,6,103,1,294,0,12508,-1
942,10574.0,10894.3,4867.94,4835.05,2,2,50,50,9,4,60,60,413,203,22,163,0,368,0,13598,-1
943,10574.0,10894.3,4839.19,4842.67,2,2,50,50,9,4,60,63,2805,984,49,463,0,1087,0,12489,-1
944,10574.0,11083.5,4832.51,4874.32,3,3,50,50,9,3,60,69,2003,810,70,628,0,1392,0,14389,-1
945,10574.0,11083.5,4892.14,4914.87,3,2,50,50,9,3,60,79,74,30,6,48,1,108,0,12138,-1
946,10574.0,11083.5,4898.35,4929.04,3,3,50,50,9,3,60,76,312,100,16,210,3,493,0,12350,-1
947,10574.0,11083.5,4923.64,4961.57,3,3,50,50,9,3,60,78,1125,281,23,355,1,946,0,17529,-1
948,10574.0,11083.5,4915.41,5050.52,3,3,50,50,8,5,60,68,754,264,28,237,0,683,0,14765,-1
949,10574.0,10498.8,4967.35,5019.71,3,3,50,50,11,6,60,71,477,89,9,137,0,579,0,13827,-1
950,10574.0,10498.8,4928.1,5054.18,3,3,50,50,10,7,60,60,487,117,12,142,0,460,0,13899,-1
951,10574.0,10498.8,4953.34,5083.98,3,3,50,50,10,8,60,64,449,230,12,191,1,303,0,14242,-1
952,10574.0,10757.2,4961.93,5092.87,3,3,50,50,11,7,60,65,3984,859,23,431,2,1231,0,11589,-1
953,10574.0,10757.2,4977.86,5098.31,3,2,50,50,11,7,60,68,2021,540,17,352,2,1136,0,13570,-1
954,10574.0,10757.2,4955.55,5066.77,2,2,50,50,10,6,60,75,3204,767,25,454,1,1385,0,11763,-1
955,10574.0,10757.2,5000.13,5020.79,2,2,50,50,10,6,60,69,2829,628,22,446,8,1305,0,13234,-1
956,10574.0,10757.2,4982.76,5011.46,2,2,50,50,10,6,60,71,1929,619,30,342,9,938,0,12616,-1
957,10574.0,10757.2,4968.28,4986.45,2,2,50,50,10,6,60,61,3634,1021,133,538,1,1150,0,12724,-1
958,10574.0,10757.2,4989.01,4944.31,3,2,50,50,11,5,60,75,1936,774,66,337,14,1068,1,13300,-1
959,10574.0,10757.2,4961.72,4923.89,3,3,50,50,11,5,60,71,8166,1279,27,490,7,967,0,4519,-1
960,10486.5,10757.2,4894.74,4954.41,2,3,50,50,7,6,60,79,2200,951,64,514,0,1232,0,16984,-1
961,10486.5,10757.2,4958.96,4924.63,3,2,50,50,9,5,60,75,246,221,4,39,0,85,0,12845,-1
962,10486.5,10757.2,4868.4,4883.38,2,2,50,50,7,5,60,66,2672,1468,92,372,0,783,1,13194,-1
963,10011.8,10757.2,4840.5,4895.98,3,3,50,50,5,5,60,72,600,595,2,5,1,0,0,11674,-1
964,10112.4,10757.2,4865.0,4872.51,3,2,50,50,6,4,60,78,439,439,0,8,0,0,0,12567,-1
965,10637.8,10757.2,4919.63,4888.34,3,3,50,50,7,5,60,85,841,643,18,109,1,346,0,13933,-1
966,10637.8,10757.2,4906.23,4924.88,3,3,50,50,7,6,60,71,2177,1332,108,229,1,949,2,13550,-1
967,10637.8,10757.2,4967.95,4952.03,3,3,50,50,10,6,60,73,127,127,0,8,2,0,0,12819,-1
968,10637.8,10757.2,4906.3,4990.14,3,3,50,50,8,7,60,80,688,671,4,10,2,73,0,12371,-1
969,10637.8,10757.2,4844.69,4927.28,2,2,50,50,8,7,60,67,7670,2024,11,251,0,467,0,3935,-1
970,10637.8,10631.0,4875.42,4941.25,3,3,50,50,10,10,60,68,657,465,13,55,1,386,0,13557,-1
971,10637.8,10631.0,4843.71,4965.95,3,3,50,50,8,9,60,78,382,367,5,14,0,51,0,13091,-1
972,10637.8,10631.0,4841.35,4929.43,3,3,50,50,8,8,60,74,737,667,13,40,1,157,0,12063,-1
973,10637.8,10631.0,4832.82,4927.66,3,2,50,50,8,8,60,67,703,576,18,64,2,290,0,11565,-1
974,10637.8,10631.0,4809.4,4892.07,3,3,50,50,9,7,60,79,1324,1025,57,71,2,581,0,11962,-1
975,10637.8,10631.0,4725.39,4851.87,3,3,50,50,6,6,60,67,2382,1915,30,144,0,607,0,13131,-1
976,10637.8,10631.0,4672.49,4839.06,3,3,50,50,5,6,60,58,118,103,4,7,0,41,0,12155,-1
977,10191.4,10631.0,4665.51,4843.54,2,2,50,50,4,6,60,69,1765,286,54,144,1,911,0,12796,-1
978,10192.8,10631.0,4688.55,4760.08,3,2,50,50,5,4,60,65,2869,517,81,248,1,1431,0,12868,-1
979,10192.8,10631.0,4725.8,4783.84,2,2,50,50,5,4,60,70,3257,423,64,286,1,1372,0,12876,-1
980,10192.8,10631.0,4803.78,4865.54,3,3,50,50,6,7,60,75,3183,736,121,403,6,1567,0,15874,-1
981,10192.8,10631.0,4783.04,4850.11,2,2,50,50,6,7,60,68,6202,1648,167,404,0,1619,1,11175,-1
982,10192.8,10631.0,4788.94,4863.26,2,2,50,50,6,7,60,68,2662,815,108,193,2,927,0,12557,-1
983,10192.8,10250.1,4803.8,4785.15,3,2,50,50,7,4,60,79,1200,355,50,130,0,857,0,13835,-1
984,10192.8,9909.8,4818.74,4753.25,3,3,50,50,8,4,60,73,2960,879,166,250,3,1331,0,13504,-1
985,10192.8,9909.8,4874.62,4796.37,3,3,50,50,9,4,60,68,1977,482,107,201,4,1202,0,13996,-1
986,10192.8,10313.5,4885.54,4774.64,3,3,50,50,9,4,60,63,1530,526,78,155,2,705,0,14218,-1
987,10192.8,10313.5,4906.33,4746.46,3,3,50,50,10,4,60,65,1463,395,95,153,3,713,0,13855,-1
988,10214.1,10313.5,4923.89,4752.9,3,2,50,50,11,4,60,73,3249,883,125,328,1,1620,0,14615,-1
989,10486.3,10313.5,4893.73,4744.09,3,2,50,50,11,4,60,75,6024,1215,72,456,1,1289,0,10829,-1
990,10192.8,10313.5,4790.51,4696.5,2,2,50,50,10,4,60,49,5812,778,111,117,0,394,3,6861,-1
991,10192.8,10313.5,4781.26,4711.26,2,2,50,50,10,4,60,56,4543,788,282,391,0,554,3,10812,-1
