gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,winner
1164,2494.3,2583.7,455.89,440.27,2,2,20,20,10,10,-1
1165,2496.0,3286.3,465.32,475.89,2,3,20,20,10,10,-1
1166,2497.5,3603.5,457.77,430.44,2,3,20,20,10,2,-1
1167,2495.5,3455.0,460.39,461.18,2,3,20,20,10,2,-1
1168,2337.3,2400.0,442.56,442.45,2,2,20,20,10,10,-1
1169,3350.0,3277.9,466.11,458.2,3,3,20,20,3,10,-1
1170,3358.5,3398.5,480.62,465.71,3,3,20,20,6,2,-1
1171,2587.5,2478.4,448.52,446.16,2,2,20,20,10,10,-1
1172,2473.2,2437.2,459.15,453.16,2,2,20,20,10,10,-1
1173,3670.9,3230.3,460.88,473.47,3,3,20,20,2,10,-1
1174,2427.4,2433.2,445.84,436.77,2,2,20,20,10,10,-1
1175,2490.1,2488.5,447.79,454.87,2,2,20,20,10,10,-1
1176,2436.8,2486.4,438.56,429.91,2,2,20,20,10,10,-1
1177,3236.8,3324.7,455.65,459.95,3,3,20,20,10,3,-1
1178,2432.2,2495.8,446.38,463.48,2,2,20,20,10,10,-1
1179,3223.6,4058.4,462.49,483.55,3,3,20,20,10,1,-1
1180,3314.0,3357.9,462.33,473.33,3,3,20,20,9,6,-1
1181,3739.9,3631.6,477.53,496.19,3,3,20,20,1,3,-1
1182,2539.9,3523.1,460.32,504.89,2,3,20,20,10,4,-1
1183,2428.5,2433.9,465.57,455.86,2,2,20,20,10,10,-1
1184,3364.7,2438.0,481.11,443.48,3,2,20,20,6,10,-1
1185,2389.2,2500.0,435.72,467.16,2,2,20,20,10,10,-1
1186,2489.7,3883.1,466.78,485.09,2,3,20,20,10,2,-1
1187,2424.1,2488.4,424.47,430.4,2,2,20,20,10,10,-1
1188,3484.6,3772.3,476.68,484.17,3,3,20,20,3,2,-1
1189,2487.1,3591.7,462.12,499.72,2,3,20,20,10,4,-1
1190,2416.6,2500.0,457.79,455.69,2,2,20,21,10,10,-1
1191,3633.2,3733.1,477.62,497.4,3,3,20,20,1,3,-1
1192,3685.0,3595.1,483.73,476.31,3,3,20,20,2,1,-1
1193,3459.3,3990.8,467.96,504.42,3,3,20,20,3,3,-1
1194,3883.3,3712.3,572.16,548.6,3,3,20,20,9,7,-1
1195,3506.2,2477.5,482.5,459.86,3,2,20,20,4,10,-1
1196,3228.0,3625.9,467.94,468.39,3,3,20,20,10,1,-1
1197,3738.2,3910.0,534.41,493.0,3,3,20,20,6,3,-1
1198,3942.4,3268.1,515.59,476.82,3,3,20,20,5,10,-1
1199,2487.0,2486.2,471.51,463.11,2,2,20,20,10,10,-1
1200,3851.3,4010.4,516.09,489.82,3,3,20,20,4,2,-1
1201,3342.8,2345.0,484.17,454.29,3,2,21,20,10,10,-1
1202,3686.0,3810.8,520.48,494.75,3,3,20,20,5,3,-1
1203,3601.4,3402.2,510.84,474.38,3,3,20,20,5,3,-1
1204,3701.4,3837.2,497.92,530.04,3,3,20,20,3,6,-1
1205,3526.3,3428.2,489.61,476.34,3,3,20,20,3,5,-1
1206,3940.0,3881.5,515.44,506.06,3,3,21,24,5,4,-1
1207,3647.4,2423.8,476.44,459.01,3,2,20,20,2,10,-1
1208,3726.1,3151.9,471.96,466.2,3,3,20,20,1,10,-1
1209,3695.8,3671.3,476.69,473.26,3,3,23,26,1,1,-1
1210,4063.1,3729.0,511.82,513.34,3,3,21,27,4,4,-1
1211,2428.8,2597.4,457.34,469.24,2,2,23,24,10,10,-1
1212,3686.6,3737.5,486.75,490.1,3,3,21,23,2,2,-1
1213,2480.5,2484.6,465.96,465.67,2,2,21,20,10,10,-1
1214,3462.3,3188.3,472.1,475.53,3,3,22,26,3,10,-1
1215,2483.5,2478.4,462.73,462.19,2,2,20,22,10,10,-1
1216,2436.8,2349.6,369.26,373.85,2,2,20,20,10,10,-1
1217,3890.8,3332.1,477.19,474.12,3,3,20,21,1,9,-1
1218,2482.1,2348.9,463.64,456.45,2,2,20,21,10,10,-1
1219,2481.7,2450.0,452.86,461.52,2,2,20,20,10,10,-1
1220,3637.7,3368.0,510.38,468.51,3,3,22,23,4,4,-1
1221,2429.7,3285.9,438.62,453.24,2,3,20,20,10,7,-1
1222,3389.3,2491.1,484.13,457.2,3,2,29,20,8,10,-1
1223,3325.5,3499.4,469.94,457.79,3,3,20,20,10,1,-1
1224,2433.8,3571.8,410.36,445.18,2,3,20,20,10,2,-1
1225,2596.9,2497.0,477.92,464.34,2,2,22,20,10,10,-1
1226,2394.9,2483.2,439.8,454.24,2,2,22,22,10,10,-1
1227,2424.9,2423.3,450.64,431.47,2,2,20,20,10,10,-1
1228,3534.9,3249.3,471.48,470.4,3,3,20,21,1,10,-1
1229,2471.4,2427.1,455.74,450.43,2,2,20,20,10,10,-1
1230,2474.5,2471.3,460.14,459.95,2,2,20,20,10,10,-1
1231,2447.6,2485.3,460.82,470.63,2,2,20,20,10,10,-1
1232,2490.7,2398.8,467.16,446.17,2,2,20,20,10,10,-1
1233,3306.1,3679.6,466.02,480.02,3,3,24,20,10,2,-1
1234,3614.9,3694.9,502.48,506.57,3,3,21,20,4,4,-1
1235,3569.1,3543.9,466.7,464.12,3,3,20,20,1,1,-1
1236,2569.1,2468.0,460.86,451.48,2,2,20,24,10,10,-1
1237,2425.7,2474.3,450.34,457.5,2,2,24,21,10,10,-1
1238,3635.6,2499.4,475.46,463.85,3,2,20,20,2,10,-1
1239,2423.0,2685.2,447.0,446.18,2,2,20,20,10,10,-1
1240,2429.9,2426.9,440.28,439.68,2,2,20,20,10,10,-1
1241,3775.2,3481.3,481.01,495.74,3,3,23,22,3,5,-1
1242,3262.5,3438.9,472.72,467.74,3,3,20,20,10,2,-1
1243,3442.2,3780.0,504.44,516.05,3,3,20,20,7,5,-1
1244,3424.9,3364.7,475.46,483.54,3,3,20,22,6,4,-1
1245,3700.0,3137.6,479.24,466.95,3,3,20,21,1,10,-1
1246,3250.1,3414.1,473.15,468.57,3,3,20,20,10,1,-1
1247,2474.7,2437.7,457.75,458.99,2,2,20,20,10,10,-1
1248,3264.4,3471.7,467.26,504.56,3,3,20,20,10,5,-1
1249,2480.0,3565.0,464.63,483.45,2,3,20,20,10,2,-1
1250,3436.9,3324.7,466.68,500.06,3,3,20,20,1,10,-1
1251,3688.9,3256.2,474.6,464.19,3,3,20,20,1,8,-1
1252,2574.6,2344.4,457.76,448.06,2,2,20,20,10,10,-1
1253,3450.0,3624.5,487.92,478.2,3,3,20,20,3,1,-1
1254,3356.6,3354.4,475.97,483.8,3,3,20,20,6,4,-1
1255,3315.4,3585.8,471.99,483.14,3,3,20,20,10,1,-1
1256,3404.4,3342.7,498.49,476.85,3,3,20,20,5,8,-1
1257,3665.9,2566.6,481.69,465.03,3,2,20,20,2,10,-1
1258,3958.2,3476.4,478.57,524.79,3,3,20,20,2,6,-1
1259,3354.2,3553.2,490.79,503.01,3,3,20,20,9,6,-1
1260,3228.7,3474.2,471.01,493.97,3,3,20,20,10,5,-1
1261,3541.2,3569.6,482.76,499.51,3,3,20,20,2,4,-1
1262,2492.3,3458.4,457.78,498.87,2,3,20,20,10,7,-1
1263,3291.3,3450.0,483.04,449.74,3,3,20,20,10,3,-1
1264,3425.9,2572.3,479.26,466.17,3,2,20,20,2,10,-1
1265,3268.8,3439.7,474.36,506.4,3,3,20,20,10,5,-1
1266,3643.9,3410.2,512.22,478.16,3,3,20,20,5,3,-1
1267,2469.8,3384.6,464.36,488.5,2,3,20,20,10,7,-1
1268,3373.7,2478.7,484.27,458.39,3,2,20,20,6,10,-1
1269,3477.6,3327.5,516.38,468.38,3,3,20,20,6,7,-1
1270,3219.0,3628.0,460.32,475.97,3,3,20,20,10,1,-1
1271,2427.3,3313.8,453.68,481.19,2,3,20,20,10,10,-1
1272,3223.4,3323.4,461.69,458.5,3,3,20,20,10,10,-1
1273,2486.6,2399.9,453.23,460.46,2,2,20,20,10,10,-1
1274,3610.0,3327.6,467.11,471.22,3,3,20,20,1,7,-1
1275,2449.8,2476.4,468.92,460.52,2,2,20,20,10,10,-1
1276,3304.8,3483.4,472.64,484.86,3,3,20,20,10,2,-1
1277,3614.3,3313.8,472.15,471.34,3,3,20,20,1,8,-1
1278,2490.0,2395.0,458.29,441.24,2,2,20,20,10,10,-1
1279,3436.1,3329.5,487.65,475.87,3,3,20,20,3,10,-1
1280,2482.1,2433.8,443.25,459.79,2,2,20,20,10,10,-1
1281,2472.8,2427.8,453.09,448.97,2,2,20,20,10,10,-1
1282,2395.9,2381.1,447.58,455.17,2,2,20,20,10,10,-1
1283,2589.8,2486.4,463.94,463.02,2,2,20,20,10,10,-1
1284,2459.6,2459.8,390.3,426.44,2,2,20,20,10,10,-1
1285,2417.3,2471.8,460.74,466.81,2,2,20,20,10,10,-1
1286,2381.6,2499.2,442.56,455.73,2,2,20,20,10,10,-1
1287,2422.3,2573.1,450.44,467.34,2,2,20,20,10,10,-1
1288,3335.1,3282.7,471.92,473.9,3,3,20,20,8,10,-1
1289,2435.9,2346.1,434.84,423.7,2,2,20,20,10,10,-1
1290,3275.8,3279.8,479.96,475.36,3,3,20,20,10,10,-1
1291,2427.5,3350.9,457.97,479.84,2,3,20,20,10,9,-1
1292,2437.5,2492.5,454.0,462.81,2,2,20,20,10,10,-1
1293,3334.7,3425.4,471.78,486.04,3,3,20,20,10,3,-1
1294,3250.7,3354.8,471.36,476.45,3,3,20,20,10,6,-1
1295,3245.7,3344.6,471.31,465.41,3,3,20,20,10,9,-1
1296,2497.3,2539.5,452.47,467.54,2,2,20,20,10,10,-1
1297,2569.8,2421.3,448.18,462.98,2,2,20,20,10,10,-1
1298,2441.4,2439.1,423.1,426.14,2,2,20,20,10,10,-1
1299,2474.4,2575.5,459.23,464.35,2,2,20,20,10,10,-1
1300,2520.6,3542.6,452.57,455.07,2,3,20,20,10,2,-1
1301,2438.8,2439.4,457.68,459.67,2,2,20,20,10,10,-1
1302,2584.9,2436.7,452.07,402.46,2,2,20,20,10,10,-1
1303,3536.3,2420.6,481.6,457.11,3,2,20,20,2,10,-1
1304,2432.4,3383.9,463.68,480.81,2,3,20,20,10,6,-1
1305,2448.6,2569.1,449.64,465.69,2,2,20,20,10,10,-1
1306,2409.0,2422.9,459.51,447.33,2,2,20,20,10,10,-1
1307,2582.3,2441.6,433.92,433.14,2,2,20,20,10,10,-1
1308,3441.9,3241.3,475.7,456.36,3,3,20,20,3,10,-1
1309,3504.8,2479.1,483.27,458.0,3,2,20,20,2,10,-1
1310,3229.2,3801.6,470.8,474.45,3,3,20,20,10,1,-1
1311,2487.5,2438.2,461.88,438.83,2,2,20,20,10,10,-1
1312,3537.4,3597.8,495.04,488.82,3,3,20,20,3,2,-1
1313,3275.4,3676.3,474.7,471.6,3,3,20,20,10,1,-1
1314,3434.6,3353.2,471.34,474.16,3,3,20,20,2,8,-1
1315,2500.0,2372.0,466.93,450.57,2,2,20,20,10,10,-1
1316,3436.1,2699.8,492.52,471.39,3,2,20,20,7,10,-1
1317,3407.3,3427.6,483.22,490.52,3,3,20,20,6,7,-1
1318,2378.6,2490.5,428.53,453.91,2,2,20,20,10,10,-1
1319,2429.4,2480.4,457.41,451.96,2,2,20,20,10,10,-1
1320,3369.0,3276.4,455.82,477.5,3,3,20,20,1,10,-1
1321,4054.6,3451.3,487.22,474.97,3,3,20,20,3,5,-1
1322,2483.1,3441.6,463.58,478.35,2,3,20,20,10,4,-1
1323,2449.6,2472.3,463.95,462.94,2,2,20,20,10,10,-1
1324,3349.8,3460.4,469.51,508.73,3,3,20,20,5,6,-1
1325,2486.6,2486.9,467.37,466.12,2,2,20,20,10,10,-1
1326,3334.9,2600.0,477.86,448.37,3,2,20,20,8,10,-1
1327,3405.6,3391.0,491.68,492.31,3,3,20,20,6,6,-1
1328,2375.5,2445.8,454.98,456.03,2,2,20,20,10,10,-1
1329,3573.1,3486.1,473.88,492.89,3,3,20,20,1,3,-1
1330,3392.9,3355.3,476.67,466.79,3,3,20,20,6,4,-1
1331,2500.0,3350.4,466.86,485.54,2,3,20,20,10,10,-1
1332,3367.4,3423.6,465.48,499.22,3,3,20,20,3,7,-1
1333,3458.7,3768.4,476.38,516.44,3,3,20,20,5,5,-1
1334,2399.3,2449.7,456.5,459.58,2,2,20,20,10,10,-1
1335,2680.3,2412.8,467.64,453.55,2,2,20,20,10,10,-1
1336,2584.3,2497.1,463.69,465.31,2,2,20,20,10,10,-1
1337,3236.2,3323.8,459.96,466.8,3,3,20,20,10,8,-1
1338,2410.2,2570.8,463.07,463.89,2,2,20,20,10,10,-1
1339,2468.0,3754.3,463.87,496.76,2,3,20,20,10,2,-1
1340,2350.0,2462.5,457.1,459.84,2,2,20,20,10,10,-1
1341,3378.1,3396.7,476.42,475.23,3,3,20,20,3,2,-1
1342,3556.8,3720.6,512.96,505.51,3,3,20,20,5,4,-1
1343,3748.3,3483.9,499.51,493.81,3,3,20,20,4,3,-1
1344,4190.0,3431.3,517.62,500.75,3,3,20,20,4,4,-1
1345,3236.9,3530.0,464.46,497.17,3,3,20,20,10,3,-1
1346,2473.2,2412.2,460.3,459.2,2,2,20,20,10,10,-1
1347,3344.8,2440.5,470.61,454.6,3,2,20,20,8,10,-1
1348,3619.2,4185.0,555.87,498.84,3,3,20,20,9,3,-1
1349,3526.7,3477.8,477.09,480.28,3,3,20,20,1,2,-1
1350,3408.0,3346.3,470.02,467.72,3,3,20,20,3,4,-1
1351,2600.0,2586.7,461.18,482.18,2,2,20,20,10,10,-1
1352,3615.4,3610.0,481.36,525.83,3,3,20,21,2,6,-1
1353,3572.3,3716.0,477.65,508.85,3,3,20,20,2,3,-1
1354,3598.0,3552.8,501.61,475.92,3,3,20,20,3,2,-1
1355,3783.0,3369.0,544.38,495.7,3,3,20,20,7,5,-1
1356,3538.1,3487.3,485.25,521.72,3,3,20,20,3,6,-1
1357,3447.2,3737.9,483.99,522.9,3,3,20,20,3,5,-1
1358,3387.2,3849.4,474.66,507.64,3,3,20,20,3,4,-1
1359,3460.1,3450.1,455.0,469.12,3,3,20,20,1,2,-1
1360,2481.3,2344.1,464.22,449.59,2,2,20,20,10,10,-1
1361,2483.4,2495.9,452.66,462.95,2,2,20,20,10,10,-1
1362,3721.3,3558.8,496.63,468.36,3,3,20,20,3,1,-1
1363,2341.9,2344.1,373.3,396.49,2,2,20,20,10,10,-1
1364,3669.7,2490.7,481.33,445.42,3,2,20,20,2,10,-1
1365,2478.9,2339.3,435.9,414.32,2,2,20,20,10,10,-1
1366,3641.8,3417.7,489.97,475.11,3,3,20,20,4,6,-1
1367,2497.9,2477.4,432.11,433.91,2,2,20,20,10,10,-1
1368,2383.1,2329.2,411.06,424.47,2,2,20,20,10,10,-1
1369,3296.9,3349.7,439.22,453.62,3,3,20,20,9,3,-1
1370,2388.5,2343.0,436.43,421.34,2,2,20,20,10,10,-1
1371,3331.5,2570.2,475.24,458.01,3,2,20,20,10,10,-1
1372,2390.2,2492.1,382.04,430.8,2,2,20,20,10,10,-1
1373,2436.2,2495.0,459.27,465.89,2,2,20,20,10,10,-1
1374,2411.0,2493.7,403.18,418.31,2,2,20,20,10,10,-1
1375,2487.7,2445.7,423.26,387.17,2,2,20,20,10,10,-1
1376,3342.0,3275.0,483.82,473.97,3,3,20,20,3,10,-1
1377,3613.2,3776.9,506.12,504.6,3,3,20,20,4,4,-1
1378,3251.3,3389.3,468.71,506.49,3,3,20,20,10,6,-1
1379,2441.6,2347.2,438.15,435.9,2,2,20,20,10,10,-1
1380,2475.6,2383.7,434.5,404.37,2,2,20,20,10,10,-1
1381,2579.6,2483.7,421.97,469.52,2,2,20,20,10,10,-1
1382,2488.0,2500.0,448.48,463.88,2,2,20,20,10,10,-1
1383,3677.9,3355.5,472.67,481.4,3,3,20,20,1,9,-1
1384,2415.5,2441.6,442.88,457.56,2,2,20,20,10,10,-1
1385,2500.0,3376.2,456.03,490.12,2,3,20,20,10,7,-1
1386,2423.1,2566.6,406.2,407.39,2,2,20,20,10,10,-1
1387,2441.3,2397.3,402.87,427.37,2,2,20,20,10,10,-1
1388,3404.9,3382.0,491.92,479.52,3,3,20,20,5,5,-1
1389,3303.4,3327.6,476.22,468.42,3,3,20,20,10,10,-1
1390,3257.8,3385.6,474.66,440.41,3,3,20,20,10,2,-1
1391,3466.5,3371.3,485.62,520.73,3,3,20,20,3,8,-1
1392,3389.6,3408.9,464.52,434.83,3,3,20,20,5,2,-1
1393,2463.8,2450.0,447.18,454.99,2,2,20,20,10,10,-1
1394,3692.1,3462.6,478.58,497.34,3,3,20,20,3,4,-1
1395,2468.1,2429.8,448.14,453.32,2,2,20,20,10,10,-1
1396,3342.0,3429.6,462.85,486.88,3,3,20,20,5,4,-1
1397,2416.1,2340.9,428.83,435.65,2,2,20,20,10,10,-1
1398,3638.5,3644.7,543.48,541.33,3,3,20,20,8,8,-1
1399,3430.0,3377.4,497.32,475.84,3,3,20,20,7,7,-1
1400,3358.2,3386.4,474.73,494.58,3,3,20,20,7,5,-1
1401,2490.0,2438.9,465.26,462.82,2,2,20,20,10,10,-1
1402,3330.8,3362.1,473.73,481.76,3,3,20,20,6,3,-1
1403,3333.3,3277.9,463.14,460.88,3,3,20,20,6,8,-1
1404,3475.2,3509.5,508.86,493.61,3,3,20,20,5,3,-1
1405,3516.0,3522.3,502.44,503.76,3,3,20,20,4,5,-1
1406,3606.7,3483.6,500.69,491.83,3,3,20,20,5,3,-1
1407,2445.8,2337.1,398.34,385.36,2,2,20,20,10,10,-1
1408,3426.4,2377.5,485.66,463.8,3,2,20,20,5,10,-1
1409,3669.3,3414.1,503.24,497.86,3,3,20,20,4,6,-1
1410,3404.9,3252.5,480.85,466.96,3,3,20,20,8,9,-1
1411,2497.9,2584.0,385.4,383.06,2,2,20,20,10,10,-1
1412,2428.0,2482.2,451.94,474.11,2,2,20,20,10,10,-1
1413,3460.5,3577.3,482.5,492.22,3,3,20,20,4,3,-1
1414,2445.9,2443.4,462.24,462.74,2,2,20,20,10,10,-1
1415,2449.3,2581.5,463.46,465.63,2,2,20,20,10,10,-1
1416,3328.1,2445.9,472.91,402.6,3,2,20,20,10,10,-1
1417,2432.4,2490.8,421.27,427.4,2,2,20,20,10,10,-1
1418,2600.0,2448.6,464.83,465.13,2,2,20,20,10,10,-1
1419,2391.3,2476.4,462.04,468.07,2,2,20,20,10,10,-1
1420,2464.6,2580.0,466.12,458.71,2,2,20,20,10,10,-1
1421,2429.6,2468.0,448.17,459.69,2,2,20,20,10,10,-1
1422,2371.4,2377.8,455.79,452.97,2,2,20,20,10,10,-1
1423,3637.2,3880.0,495.97,495.45,3,3,20,20,3,3,-1
1424,3417.8,2365.2,493.52,456.38,3,2,20,20,5,10,-1
1425,3551.5,3617.2,487.25,477.21,3,3,20,20,2,2,-1
1426,2484.1,2398.7,461.02,445.45,2,2,20,20,10,10,-1
1427,2487.4,2440.1,460.21,456.5,2,2,20,20,10,10,-1
1428,2490.0,2487.3,450.83,429.98,2,2,20,20,10,10,-1
1429,2396.9,2496.9,356.48,362.46,2,2,20,20,10,10,-1
1430,3237.8,3224.8,458.0,456.22,3,3,20,20,10,10,-1
1431,3495.4,3329.5,496.6,464.57,3,3,20,20,4,9,-1
1432,2493.9,2589.4,459.38,448.42,2,2,20,20,10,10,-1
1433,2586.3,2472.6,467.62,443.81,2,2,20,20,10,10,-1
1434,3472.9,3384.8,469.14,442.35,3,3,20,20,1,2,-1
1435,2434.9,2386.9,438.17,424.55,2,2,20,20,10,10,-1
1436,2429.4,2479.0,461.57,457.56,2,2,20,20,10,10,-1
1437,2445.3,2580.4,426.5,434.76,2,2,20,20,10,10,-1
1438,3330.0,3173.5,464.76,475.86,3,3,20,20,5,10,-1
1439,2383.0,2481.3,421.58,430.96,2,2,20,20,10,10,-1
1440,2487.7,2431.2,396.02,408.1,2,2,20,20,10,10,-1
1441,2586.7,2578.2,468.97,445.32,2,2,20,20,10,10,-1
1442,2498.9,2386.0,452.39,422.57,2,2,20,20,10,10,-1
1443,3330.5,3504.0,492.77,493.37,3,3,20,20,8,5,-1
1444,2399.8,2591.7,446.3,461.21,2,2,20,20,10,10,-1
1445,2389.3,3201.4,457.5,474.13,2,3,20,21,10,10,-1
1446,3347.8,3444.5,480.06,477.06,3,3,20,20,7,3,-1
1447,2348.2,2436.2,448.66,460.29,2,2,20,20,10,10,-1
1448,2431.3,2339.8,451.38,448.0,2,2,20,20,10,10,-1
1449,3318.9,2410.9,485.88,458.54,3,2,20,20,10,10,-1
1450,2438.5,3450.3,455.87,482.41,2,3,20,20,10,3,-1
1451,2416.5,2489.5,453.08,458.08,2,2,20,20,10,10,-1
1452,3341.0,3373.3,494.44,474.6,3,3,20,20,10,5,-1
1453,2575.0,3540.0,455.0,492.29,2,3,24,20,10,3,-1
1454,3337.6,3377.0,459.72,460.35,3,3,20,20,8,4,-1
1455,3383.6,3420.0,469.22,486.55,3,3,20,20,7,6,-1
1456,2495.6,2494.3,453.14,458.5,2,2,20,20,10,10,-1
1457,3250.6,3449.7,468.69,486.89,3,3,20,20,10,4,-1
1458,3646.0,3351.5,510.83,468.74,3,3,20,21,5,4,-1
1459,2486.9,2422.4,448.77,444.39,2,2,20,20,10,10,-1
1460,2488.8,2340.0,445.29,435.05,2,2,20,20,10,10,-1
1461,3619.9,3575.6,543.68,537.43,3,3,20,20,8,8,-1
1462,2434.1,3406.0,457.65,469.01,2,3,20,20,10,4,-1
1463,3318.2,3203.6,466.04,450.26,3,3,20,20,10,10,-1
1464,2493.9,2587.1,461.96,438.54,2,2,20,20,10,10,-1
1465,3337.1,3340.3,474.12,474.7,3,3,20,20,6,4,-1
1466,2426.6,2425.5,454.13,461.29,2,2,20,20,10,10,-1
1467,3366.0,2519.6,493.18,460.67,3,2,20,21,7,10,-1
1468,2495.8,2492.5,463.17,462.05,2,2,20,20,10,10,-1
1469,3236.6,3324.2,474.85,465.37,3,3,20,20,10,8,-1
1470,2495.4,2433.9,460.86,456.13,2,2,20,20,10,10,-1
1471,3373.8,3655.6,478.22,526.12,3,3,21,20,2,6,-1
1472,3704.1,3386.7,476.42,489.87,3,3,20,20,2,7,-1
1473,3403.8,3338.4,478.46,463.77,3,3,23,20,4,3,-1
1474,3757.3,3473.3,475.58,488.46,3,3,20,20,1,3,-1
1475,2434.8,2485.0,454.0,454.43,2,2,20,20,10,10,-1
1476,2419.2,2418.9,396.81,415.05,2,2,20,20,10,10,-1
1477,3379.5,3304.7,479.46,460.37,3,3,21,20,10,10,-1
1478,2497.5,2383.2,430.73,448.47,2,2,20,20,10,10,-1
1479,2536.0,2490.3,466.08,465.23,2,2,20,20,10,10,-1
1480,3227.3,3466.8,463.14,488.3,3,3,21,20,10,3,-1
1481,3415.9,3342.1,467.23,463.29,3,3,20,20,1,4,-1
1482,3386.4,3515.9,487.07,517.63,3,3,20,20,6,6,-1
1483,3199.1,3596.7,466.88,482.1,3,3,20,20,10,1,-1
1484,3383.9,3753.6,494.06,517.6,3,3,20,20,7,5,-1
1485,3414.2,3676.0,468.05,496.5,3,3,21,20,5,3,-1
1486,3250.0,3430.0,466.02,442.71,3,3,20,20,10,4,-1
1487,2484.2,2482.4,454.32,457.41,2,2,20,20,10,10,-1
1488,2480.5,2499.2,466.21,464.74,2,2,20,20,10,10,-1
1489,3442.1,3370.2,473.88,439.04,3,3,22,20,1,3,-1
1490,2387.0,2472.2,399.96,455.36,2,2,20,23,10,10,-1
1491,2384.1,2446.3,407.28,432.44,2,2,20,20,10,10,-1
1492,2435.6,2470.6,434.48,405.99,2,2,20,20,10,10,-1
1493,2450.0,2534.1,399.83,360.51,2,2,20,20,10,10,-1
1494,3337.2,2335.4,460.49,427.45,3,2,20,21,7,10,-1
1495,3283.6,3385.9,484.98,443.71,3,3,20,20,10,3,-1
1496,2435.4,2372.8,427.23,457.24,2,2,21,20,10,10,-1
1497,2485.2,2484.5,435.25,448.15,2,2,20,20,10,10,-1
1498,2540.8,2450.0,426.61,437.3,2,2,20,20,10,10,-1
1499,2388.7,3322.3,437.88,467.9,2,3,21,20,10,9,-1
1500,2500.0,2526.6,459.29,443.94,2,2,20,20,10,10,-1
1501,2385.7,2433.9,418.11,436.47,2,2,20,20,10,10,-1
1502,3247.6,3432.3,456.97,449.17,3,3,20,20,9,1,-1
1503,3464.6,3290.0,495.64,467.68,3,3,20,20,4,10,-1
1504,2421.6,2574.5,454.79,468.98,2,2,25,20,10,10,-1
1505,2585.2,2385.7,471.12,453.04,2,2,20,20,10,10,-1
1506,2507.3,3370.0,444.25,463.91,2,3,20,20,10,4,-1
1507,2426.0,2449.2,434.4,425.64,2,2,20,20,10,10,-1
1508,3353.8,3519.1,448.33,446.8,3,3,20,20,4,3,-1
1509,3604.1,2432.4,459.88,440.01,3,2,20,21,2,10,-1
1510,2479.2,2348.8,458.13,453.99,2,2,21,20,10,10,-1
1511,3529.6,3331.4,508.4,472.81,3,3,21,21,4,3,-1
1512,3484.8,2475.9,478.91,465.45,3,2,21,20,2,10,-1
1513,2499.4,2383.0,460.74,454.77,2,2,20,20,10,10,-1
1514,3333.2,3328.6,482.65,480.4,3,3,20,20,4,9,-1
1515,2440.0,2376.9,405.2,418.09,2,2,20,20,10,10,-1
1516,3324.6,2317.0,498.46,444.23,3,2,20,20,10,10,-1
1517,2462.2,3595.4,449.88,474.41,2,3,20,20,10,2,-1
1518,2488.1,2385.5,428.15,453.99,2,2,20,20,10,10,-1
1519,3479.2,3418.7,517.29,489.22,3,3,21,20,6,4,-1
1520,3241.5,3334.6,466.27,464.67,3,3,21,20,10,4,-1
1521,3530.8,3481.8,508.01,508.85,3,3,27,20,6,5,-1
1522,2436.8,3572.1,459.15,488.56,2,3,20,20,10,2,-1
1523,3335.1,3332.1,476.04,478.42,3,3,20,20,6,7,-1
1524,3552.8,3431.8,542.34,478.92,3,3,20,20,8,3,-1
1525,2559.7,2409.6,460.61,456.96,2,2,24,22,10,10,-1
1526,2487.0,2444.0,462.8,449.12,2,2,21,20,10,10,-1
1527,3253.4,3328.0,464.01,490.64,3,3,23,20,8,6,-1
1528,3414.5,3433.2,480.16,478.88,3,3,24,22,3,4,-1
1529,3344.9,3317.2,481.48,462.54,3,3,20,20,6,7,-1
1530,2424.4,3378.8,460.68,488.12,2,3,20,20,10,6,-1
1531,3319.0,3157.3,463.74,468.01,3,3,20,20,10,10,-1
1532,3490.7,3482.1,526.8,500.61,3,3,20,20,7,4,-1
1533,3476.3,3419.6,475.41,477.49,3,3,20,20,2,5,-1
1534,2488.1,3347.3,466.9,480.18,2,3,20,20,10,8,-1
1535,3395.6,3409.3,490.54,469.36,3,3,21,20,7,2,-1
1536,3245.2,3321.9,452.96,470.2,3,3,20,20,9,8,-1
1537,3282.8,3276.8,473.46,466.6,3,3,20,20,6,10,-1
1538,3312.8,3429.8,472.98,498.89,3,3,20,20,9,4,-1
1539,2587.0,3582.9,459.66,485.08,2,3,20,20,10,2,-1
1540,3545.8,3336.8,489.36,472.87,3,3,20,20,3,7,-1
1541,3386.9,3457.2,475.64,471.41,3,3,20,21,6,1,-1
1542,2449.8,3336.4,463.24,479.0,2,3,20,20,10,5,-1
1543,3674.7,3287.0,481.2,474.86,3,3,20,20,2,9,-1
1544,3364.6,3543.7,471.58,479.34,3,3,20,20,5,2,-1
1545,3896.2,4206.9,548.4,611.4,3,3,20,20,6,10,-1
1546,2439.2,2436.9,456.11,453.55,2,2,20,20,10,10,-1
1547,3994.0,2437.4,486.74,455.9,3,2,20,20,2,10,-1
1548,3870.2,3604.8,498.47,515.88,3,3,20,20,3,5,-1
1549,3764.9,3720.9,536.28,515.09,3,3,20,20,6,5,-1
1550,3498.5,3775.0,550.6,515.26,3,3,20,20,9,5,-1
