gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,winner
47,2473.7,2487.1,398.8,421.54,2,2,50,50,10,10,-1
48,2500.0,2573.4,458.71,448.56,2,2,50,50,10,10,-1
49,2389.9,2400.0,416.06,414.37,2,2,50,50,10,10,-1
50,2398.9,2439.9,409.32,368.54,2,2,50,50,10,10,-1
51,2482.9,3219.3,463.07,436.86,3,3,50,50,10,10,-1
52,3390.0,3135.0,412.68,433.94,3,3,50,50,4,10,-1
53,2487.7,2398.6,412.66,423.69,2,2,50,50,10,10,-1
54,2498.6,2487.7,414.87,441.59,2,2,50,50,10,10,-1
55,2386.4,2486.4,408.88,412.86,2,2,50,50,10,10,-1
56,2437.8,2494.1,421.95,452.41,2,3,50,50,10,10,-1
57,2387.5,2387.5,371.2,380.68,2,2,50,50,10,10,-1
58,2340.1,2499.8,348.53,416.04,2,3,50,50,10,10,-1
59,3487.4,2487.4,430.98,436.24,3,2,50,50,3,10,-1
60,2437.9,2487.9,428.67,430.42,2,2,50,50,10,10,-1
61,2486.4,2436.4,405.49,411.46,2,2,50,50,10,10,-1
62,2341.3,2441.3,406.42,361.78,2,2,50,50,10,10,-1
63,2387.3,2487.3,324.46,370.06,2,2,50,50,7,10,-1
64,2586.0,2486.0,409.78,397.7,2,2,50,50,10,10,-1
65,2484.0,2534.0,409.9,414.48,2,2,50,50,10,10,-1
66,2499.5,2487.8,422.92,430.91,2,2,50,50,10,10,-1
67,2387.5,2387.5,441.61,398.82,3,2,50,50,10,10,-1
68,2487.3,3253.7,442.81,474.26,3,3,50,50,10,10,-1
69,3239.8,2394.1,471.31,456.68,3,3,50,50,10,10,-1
70,3396.1,2531.1,490.04,440.1,3,3,50,50,6,10,-1
71,2421.6,3321.6,461.81,480.78,2,3,50,50,10,10,-1
72,2379.3,2428.5,414.39,419.6,2,2,50,50,10,10,-1
73,2431.6,2380.9,410.72,404.05,2,2,50,50,10,10,-1
74,2475.2,2475.2,439.33,413.17,2,2,50,50,10,10,-1
75,2490.7,2440.7,411.29,416.48,2,3,50,50,10,10,-1
76,2350.0,2493.0,355.82,392.74,2,2,50,50,10,10,-1
77,2334.4,2482.9,385.31,444.81,2,2,50,50,10,10,-1
78,3475.4,2485.4,433.31,407.77,3,2,50,50,1,10,-1
79,2387.9,3287.9,449.17,474.35,2,3,50,50,10,10,-1
80,2490.1,3340.1,448.62,461.57,2,3,50,50,10,9,-1
81,3532.2,2487.2,467.98,472.13,3,2,50,50,1,10,-1
82,2546.8,2546.8,466.36,464.86,2,2,50,50,10,10,-1
83,3422.3,3302.3,487.21,483.51,3,3,50,50,4,10,-1
84,2595.5,2595.5,439.6,461.16,3,3,50,50,10,10,-1
85,2487.2,2387.2,456.94,456.44,2,2,50,50,10,10,-1
86,2498.5,2387.4,456.21,449.48,3,2,50,50,10,10,-1
87,2492.8,2486.2,455.98,460.34,2,2,50,50,10,10,-1
88,2386.1,2338.4,462.38,457.25,2,2,50,50,10,10,-1
89,2478.3,2428.3,446.52,439.38,2,2,50,50,10,10,-1
90,2491.0,2498.2,457.77,466.58,2,2,50,50,10,10,-1
91,2389.0,2475.9,456.4,448.81,2,2,50,50,10,10,-1
92,2485.4,3340.4,454.23,437.18,3,3,50,50,10,4,-1
93,3335.8,3235.8,455.16,470.76,3,3,50,50,7,10,-1
94,2439.8,2439.8,414.78,413.65,2,2,50,50,10,10,-1
95,2399.2,2486.8,445.48,453.02,2,2,50,50,10,10,-1
96,2483.9,2488.1,458.64,458.96,2,2,50,50,10,10,-1
97,2447.4,2397.4,403.0,411.48,2,2,50,50,10,10,-1
98,2492.0,2432.9,440.81,440.23,2,2,50,50,10,10,-1
99,2498.0,3333.9,442.66,456.17,3,3,50,50,10,7,-1
100,2427.5,2477.7,440.33,431.95,2,2,50,50,10,10,-1
101,2447.7,2436.5,430.35,397.63,2,2,50,50,10,10,-1
102,2387.4,2387.4,367.48,358.0,2,2,50,50,10,10,-1
103,2435.3,2484.6,410.84,440.8,2,2,50,50,10,10,-1
104,2485.7,2435.7,437.24,441.78,2,2,50,50,10,10,-1
105,2417.3,2521.6,431.36,440.67,2,2,50,50,10,10,-1
106,3320.8,2483.8,462.65,457.12,3,3,50,50,8,10,-1
107,2496.6,2578.9,448.88,439.68,2,2,50,50,10,10,-1
108,2420.2,2470.2,382.08,407.9,2,2,20,20,10,10,-1
109,2500.0,2450.0,427.0,449.5,2,2,20,20,10,10,-1
110,2600.0,2450.0,420.5,446.0,2,2,20,20,10,10,-1
111,2450.0,2400.0,432.5,400.0,2,2,20,20,10,10,-1
112,3395.6,3245.6,471.16,420.62,3,3,20,20,6,10,-1
113,2450.0,2450.0,443.0,432.5,2,2,20,20,10,10,-1
114,2539.9,2439.9,458.06,454.98,2,2,21,20,10,10,-1
115,2397.6,2447.6,398.02,440.54,2,2,20,20,10,10,-1
116,2438.5,2538.5,442.7,451.2,2,2,50,22,10,10,-1
117,2441.0,2491.0,435.2,444.28,2,2,20,50,10,10,-1
118,2438.0,2588.0,388.1,414.37,2,2,20,20,10,10,-1
119,2496.9,2446.9,442.91,444.38,2,2,20,20,10,10,-1
120,2340.6,3340.6,417.12,445.12,2,3,20,22,10,10,-1
121,2400.0,2450.0,416.5,428.5,2,2,20,20,10,10,-1
122,2450.0,2550.0,409.5,411.5,2,2,20,20,10,10,-1
123,2479.7,2429.7,438.44,418.94,2,3,50,48,10,10,-1
124,2444.7,3594.7,442.44,457.94,3,3,50,50,10,2,-1
125,2476.3,2526.3,441.26,446.97,2,2,50,25,10,10,-1
126,2437.7,2437.7,452.04,428.04,2,2,26,20,10,10,-1
127,2486.3,3386.3,446.77,465.86,2,3,50,50,10,9,-1
128,2448.0,2448.0,435.1,424.6,2,2,22,20,10,10,-1
129,2488.9,2488.9,459.42,467.89,2,2,50,50,10,10,-1
130,2496.6,2596.6,468.32,453.32,2,2,50,50,10,10,-1
131,2588.8,2588.8,467.26,459.45,2,2,50,50,10,10,-1
132,3237.3,3337.3,449.56,470.09,3,3,50,50,10,10,-1
133,3237.1,2687.1,469.48,465.95,3,2,50,50,10,10,-1
134,2437.9,2587.9,428.7,470.66,2,2,50,50,10,10,-1
135,2487.6,2587.6,465.04,468.53,2,2,50,50,10,10,-1
136,3337.6,3437.6,493.16,480.61,3,3,50,50,10,5,-1
137,2498.4,2500.0,442.57,466.62,2,2,50,50,10,10,-1
138,2494.8,2494.8,454.51,450.47,2,2,50,50,10,10,-1
139,2592.6,2442.6,421.59,399.52,2,2,50,50,10,10,-1
140,2494.3,3399.3,456.36,446.46,2,3,50,50,10,3,-1
141,2498.6,2488.0,442.49,463.34,2,2,50,50,10,10,-1
142,2441.0,2441.0,431.79,431.75,2,2,50,50,10,10,-1
143,2487.6,2587.6,456.71,433.7,2,2,50,50,10,10,-1
144,2588.4,2488.4,464.68,446.68,2,2,50,50,10,10,-1
145,3349.1,2499.1,469.82,445.32,3,2,50,23,10,10,-1
146,3339.5,3239.5,475.91,456.4,3,3,50,50,10,10,-1
147,3246.9,3396.9,463.38,456.88,3,3,50,50,10,4,-1
148,2399.5,2449.5,464.9,430.9,2,2,50,50,10,10,-1
149,3291.7,3341.7,471.34,467.88,3,3,50,50,10,10,-1
150,2499.1,2499.1,449.32,468.82,2,2,50,50,10,10,-1
151,2391.7,2441.7,433.36,452.84,2,2,50,50,10,10,-1
152,2496.1,2589.4,420.95,472.38,2,2,50,50,10,10,-1
153,2498.8,2487.9,421.24,430.58,2,2,50,50,10,10,-1
154,2388.7,2538.7,393.24,397.31,2,2,50,50,10,10,-1
155,2450.0,2338.0,416.33,405.69,2,2,50,50,10,10,-1
156,2589.3,2489.3,432.01,440.48,2,2,50,50,10,10,-1
157,2342.5,2489.8,387.99,398.56,2,2,50,50,10,10,-1
158,2437.3,2437.3,401.59,440.46,2,2,50,50,10,10,-1
159,2498.6,2350.0,362.22,374.73,2,2,50,50,10,10,-1
160,2444.1,2394.1,387.35,389.92,2,2,50,50,10,10,-1
161,2487.6,2499.0,450.42,420.97,2,2,50,50,10,10,-1
162,2498.3,2448.3,401.16,448.68,2,2,50,50,10,10,-1
163,2296.4,2437.3,348.55,326.97,2,2,50,50,10,9,-1
164,2483.6,2436.0,428.38,421.38,2,2,50,50,10,10,-1
165,2499.5,2499.5,433.4,436.4,2,2,50,20,10,10,-1
166,2347.7,2497.7,350.06,415.06,2,2,50,50,10,10,-1
167,2446.4,2486.8,435.11,395.15,3,2,50,20,10,10,-1
168,2488.8,2486.4,462.3,411.34,2,2,50,50,10,10,-1
169,2496.1,2595.7,392.68,396.71,2,2,50,50,10,10,-1
170,2478.8,2481.9,410.99,406.3,2,2,50,50,10,10,-1
171,2446.0,2396.0,432.76,384.26,2,2,50,50,10,10,-1
172,2589.2,2588.3,435.17,440.73,2,2,50,50,10,10,-1
173,2444.0,2492.7,427.86,396.84,2,2,50,50,10,10,-1
174,2389.0,2389.0,425.36,426.81,2,2,50,50,10,10,-1
175,2457.6,2406.4,416.3,432.81,2,2,50,50,10,10,-1
176,2584.0,2434.0,457.28,432.63,2,2,50,50,10,10,-1
177,2486.8,2482.2,467.2,424.68,2,2,50,20,10,10,-1
178,2533.9,2433.9,414.36,446.34,2,2,20,50,10,10,-1
179,3495.5,2426.2,463.63,458.26,3,2,50,50,2,10,-1
180,3340.2,2540.2,459.13,468.18,3,2,50,50,9,10,-1
181,2485.6,2585.6,455.32,457.27,2,2,50,50,10,10,-1
182,2484.3,2434.3,440.66,445.91,2,2,50,50,10,10,-1
183,2379.7,2384.8,407.5,418.11,2,2,20,50,10,10,-1
184,2495.9,2445.9,442.71,436.2,2,2,50,50,10,10,-1
185,2441.9,2441.9,443.46,416.39,2,2,20,20,10,10,-1
186,2495.6,2445.6,435.63,429.7,2,2,20,20,10,10,-1
187,2493.9,2443.9,436.84,442.79,2,2,24,20,10,10,-1
188,2350.0,2448.9,348.29,418.78,2,2,20,20,10,10,-1
189,2449.4,3349.4,438.38,449.89,2,3,20,20,10,10,-1
190,2490.2,2440.3,419.42,409.13,2,2,20,20,10,10,-1
191,2494.0,2438.7,432.48,430.29,2,2,20,20,10,10,-1
192,2447.4,2445.4,415.65,408.68,2,2,20,20,10,10,-1
193,3323.5,3124.3,451.32,457.21,3,3,20,45,9,10,-1
194,2442.7,2439.8,451.84,433.67,2,2,20,20,10,10,-1
195,2442.1,2493.5,435.75,425.23,2,2,20,20,10,10,-1
196,2395.4,2445.4,422.1,415.65,2,2,20,20,10,10,-1
197,2488.6,3142.5,450.86,458.98,2,3,50,50,10,10,-1
198,3344.8,3539.8,474.22,458.6,3,3,22,50,5,2,-1
199,2438.4,2438.0,463.75,442.37,2,2,23,23,10,10,-1
200,2484.4,2434.4,441.89,438.42,2,2,50,21,10,10,-1
201,2591.6,2486.3,431.93,410.35,2,2,20,21,10,10,-1
202,2471.4,3233.3,457.49,488.62,3,3,50,27,10,10,-1
203,2488.0,2590.8,467.8,448.82,2,2,20,24,10,10,-1
204,2491.9,2497.9,443.7,466.11,2,2,20,20,10,10,-1
205,2445.6,2540.1,446.0,464.17,2,2,20,20,10,10,-1
206,2436.5,2499.1,439.54,467.91,2,2,20,21,10,10,-1
207,2497.4,2584.8,437.12,423.47,2,2,20,21,10,10,-1
208,2441.4,2600.0,444.04,445.81,2,2,20,20,10,10,-1
209,2474.1,2425.2,456.13,434.74,2,2,20,20,10,10,-1
210,2488.0,2490.3,352.08,409.09,2,2,20,20,9,10,-1
211,2339.5,2437.0,374.73,364.55,2,2,20,20,10,10,-1
212,2350.0,2438.9,397.09,407.5,2,2,20,20,10,10,-1
213,2400.0,2490.8,392.85,389.71,2,2,20,20,10,10,-1
214,2599.5,2438.2,461.73,437.4,2,2,20,20,10,10,-1
215,2445.0,2446.8,446.15,441.72,2,2,20,20,10,10,-1
216,2545.6,2445.6,391.23,422.63,2,2,20,20,10,10,-1
217,2437.7,2487.7,465.63,421.78,2,2,20,20,10,10,-1
218,3242.1,2434.9,472.57,440.74,3,2,50,21,10,10,-1
219,2445.1,2498.8,439.12,437.67,2,2,22,20,10,10,-1
220,2388.3,2438.3,391.28,427.41,2,2,21,20,10,10,-1
221,2488.8,2438.8,448.15,449.76,2,2,23,50,10,10,-1
222,2497.4,2378.9,462.87,445.11,2,2,50,22,10,10,-1
223,2491.6,2447.2,441.17,454.86,2,2,50,50,10,10,-1
224,2537.3,2487.3,441.94,453.73,2,2,20,50,10,10,-1
225,2496.0,2338.1,438.39,415.77,2,2,20,20,10,10,-1
226,2386.1,2486.1,442.68,442.48,2,2,20,21,10,10,-1
227,2437.9,2437.9,451.21,422.3,2,2,20,20,10,10,-1
228,3500.0,3264.9,457.86,449.43,3,3,50,50,3,10,-1
229,2686.2,2436.2,454.28,406.83,2,2,20,24,10,10,-1
230,2383.0,2483.0,451.89,440.5,2,2,20,50,10,10,-1
231,2483.7,2583.7,430.1,454.09,2,2,50,50,10,10,-1
232,2484.5,2482.8,465.73,434.87,2,2,50,50,10,10,-1
233,2483.1,2383.4,419.51,446.45,2,2,50,50,10,10,-1
234,2432.6,2499.9,450.97,455.61,2,2,50,50,10,10,-1
235,2493.9,2425.5,433.05,421.67,2,2,50,50,10,10,-1
236,2485.6,2485.6,433.96,439.47,2,2,24,50,10,10,-1
237,2470.7,2481.1,447.45,448.96,2,2,50,50,10,10,-1
238,2588.4,2438.4,435.92,433.84,2,2,20,20,10,10,-1
239,2438.5,2388.5,409.51,436.82,2,2,20,20,10,10,-1
240,2487.6,2387.9,440.83,431.52,2,2,20,20,10,10,-1
241,2344.8,2500.0,387.57,425.1,2,2,20,20,10,10,-1
242,2494.7,2494.0,409.44,452.68,2,2,20,20,10,10,-1
243,2497.3,2438.6,439.59,418.0,2,2,20,20,10,10,-1
244,2400.0,2493.1,437.28,452.89,2,2,20,20,10,10,-1
245,2398.2,2490.4,438.89,462.71,2,2,20,20,10,10,-1
246,2544.6,2495.3,427.0,450.05,2,2,20,20,10,10,-1
247,2498.3,2540.9,406.05,427.87,2,2,20,20,10,10,-1
248,2488.4,2486.2,420.38,459.6,2,2,20,20,10,10,-1
249,2485.5,2489.0,435.23,437.85,2,2,20,20,10,10,-1
250,2486.8,2491.6,432.1,433.41,2,2,20,20,10,10,-1
251,2492.9,2440.7,443.81,417.36,2,2,20,20,10,10,-1
252,3335.2,3236.8,450.76,441.23,3,3,20,20,8,10,-1
253,2432.5,2482.1,427.29,436.78,2,2,20,20,10,10,-1
254,2591.6,2341.8,449.27,414.34,2,2,20,20,10,10,-1
255,2490.6,2440.8,383.27,405.45,2,2,20,20,10,10,-1
256,2446.9,2496.5,429.9,431.86,2,2,20,20,10,10,-1
257,2439.2,2444.1,451.68,428.61,2,2,20,20,10,10,-1
258,2440.8,2440.8,413.41,443.5,2,2,20,20,10,10,-1
259,2443.0,2486.7,447.34,438.69,2,2,20,20,10,10,-1
260,2400.0,2539.4,432.2,424.02,2,2,20,20,10,10,-1
261,2431.5,2432.4,446.81,440.75,2,2,20,20,10,10,-1
262,2489.7,2442.1,441.17,410.2,2,2,20,20,10,10,-1
263,2446.4,2435.2,458.08,463.72,2,2,20,20,10,10,-1
264,2433.8,2485.9,442.0,451.81,2,2,20,20,10,10,-1
265,2436.7,2536.7,459.77,466.86,2,2,20,20,10,10,-1
266,2444.4,2443.6,432.48,386.32,2,2,20,20,10,10,-1
267,2585.3,2435.3,422.3,440.3,2,2,20,20,10,10,-1
268,2494.4,2444.1,403.91,460.94,2,2,20,20,10,10,-1
269,3288.8,2442.0,464.62,446.51,3,2,20,20,10,10,-1
270,2500.0,2484.6,433.88,444.85,2,2,20,20,10,10,-1
271,2349.6,2492.3,415.04,456.94,2,2,20,20,10,10,-1
272,2445.4,2395.4,402.09,398.13,2,2,20,20,10,10,-1
273,2492.8,2494.0,416.14,410.76,2,2,20,20,10,10,-1
274,2446.6,2346.6,409.84,385.87,2,2,20,20,10,10,-1
275,2548.6,2548.6,381.75,391.23,2,2,20,20,10,10,-1
276,2448.2,2398.2,432.15,412.16,2,2,20,20,10,10,-1
277,3250.0,2440.5,366.26,411.7,3,2,20,20,7,10,-1
278,2443.2,2443.0,403.66,418.64,2,2,20,20,10,10,-1
279,2347.7,2497.7,375.55,408.57,2,2,20,20,10,10,-1
280,2440.7,3340.7,407.72,441.25,2,3,20,20,10,8,-1
281,2443.9,2444.9,451.41,369.37,2,2,20,20,10,10,-1
282,2500.0,2488.9,421.01,394.31,2,2,20,20,10,10,-1
283,3396.8,2337.5,431.26,374.53,3,2,20,20,4,10,-1
284,2446.6,2446.6,354.87,383.36,2,2,20,20,10,10,-1
285,2441.8,2347.7,400.48,365.09,2,2,20,20,10,10,-1
286,2491.1,2537.3,395.13,341.58,2,2,24,22,10,8,-1
287,2437.6,2437.6,360.56,415.71,2,2,21,21,10,10,-1
288,3437.1,2437.1,472.16,410.04,3,2,20,50,10,10,-1
289,2493.8,2437.6,404.77,401.79,2,2,24,20,10,10,-1
290,2433.6,2500.0,407.46,429.25,2,2,23,20,10,10,-1
291,2380.2,2431.4,384.39,416.72,2,2,20,23,10,10,-1
292,2484.8,2437.0,421.35,435.21,2,2,20,20,10,10,-1
293,2434.7,2495.0,388.22,434.69,2,2,40,20,10,10,-1
294,3587.8,2489.2,414.8,404.02,3,2,27,50,2,10,-1
295,2423.0,3328.0,442.17,485.64,2,3,20,20,10,8,-1
296,2382.4,2375.9,447.19,452.97,2,3,20,26,10,10,-1
297,3420.5,3462.2,478.55,486.83,3,3,20,20,8,3,-1
298,2482.7,2484.9,433.78,455.61,2,2,20,20,10,10,-1
299,2436.0,2378.8,456.91,457.84,2,2,20,20,10,10,-1
300,2428.5,2431.2,395.07,437.48,2,2,20,20,10,10,-1
301,2491.4,2496.2,417.89,429.93,2,2,20,20,10,10,-1
302,2388.5,2438.0,424.66,454.44,2,2,20,20,10,10,-1
303,3283.7,3343.9,445.49,395.27,3,3,20,20,10,4,-1
304,2428.2,2579.1,405.99,459.16,2,2,20,20,10,10,-1
305,2488.5,2485.8,438.94,452.72,2,2,50,50,10,10,-1
306,3565.5,3264.3,493.01,464.37,3,3,20,20,3,10,-1
307,2500.0,2437.1,429.38,393.71,2,2,20,20,10,10,-1
308,2589.2,2493.4,441.72,438.78,2,2,20,20,10,10,-1
309,2497.3,3343.6,434.48,449.84,2,3,20,20,10,6,-1
310,3377.7,2379.8,444.39,437.14,3,2,20,20,2,10,-1
311,2441.8,2485.4,437.74,456.29,2,2,20,20,10,10,-1
312,2445.4,2492.0,450.51,455.97,2,2,20,20,10,10,-1
313,2435.2,2536.1,436.4,398.97,2,2,20,20,10,10,-1
314,2485.4,3333.7,405.54,470.05,2,3,20,20,10,10,-1
315,2346.7,3695.0,409.04,474.99,2,3,20,20,10,2,-1
316,3388.4,2491.6,479.69,450.17,3,2,20,20,7,10,-1
317,2419.7,2318.0,419.99,438.31,2,2,20,20,10,10,-1
318,2495.3,3745.0,435.75,426.81,2,3,20,20,10,2,-1
319,2440.7,2346.1,420.66,412.28,2,2,20,20,10,10,-1
320,2349.7,2432.6,427.49,422.87,2,2,20,20,10,10,-1
321,2436.1,2491.6,422.71,403.86,2,2,20,20,10,10,-1
322,2434.2,2486.9,404.37,458.5,2,2,20,20,10,10,-1
323,2538.9,3345.9,463.87,459.76,2,3,20,20,10,4,-1
324,2544.7,2390.6,443.56,420.22,2,2,20,20,10,10,-1
325,2333.0,2493.2,422.92,441.87,2,2,20,20,10,10,-1
326,2542.7,2583.7,434.75,427.22,2,2,20,20,10,10,-1
327,2441.6,2435.2,444.21,423.56,2,2,20,20,10,10,-1
328,2431.4,2428.3,437.69,435.11,2,2,20,20,10,10,-1
329,2340.9,2431.3,428.01,449.72,2,2,20,20,10,10,-1
330,2447.6,2495.5,448.62,462.38,2,2,20,20,10,10,-1
331,2350.0,2442.7,428.28,447.9,2,2,20,20,10,10,-1
332,2497.4,2481.1,439.05,432.59,2,2,20,20,10,10,-1
333,2573.6,2380.3,413.91,426.99,2,2,20,20,10,10,-1
334,2488.0,2443.2,448.28,439.2,2,2,20,20,10,10,-1
335,2436.6,2547.5,399.72,434.24,2,2,20,20,10,10,-1
336,2476.3,2526.3,455.72,430.61,2,2,20,20,10,10,-1
337,2485.5,2527.4,437.21,468.0,2,2,20,20,10,10,-1
338,2483.4,2483.8,442.22,426.23,2,2,20,20,10,10,-1
339,2427.5,2581.1,414.1,435.35,2,2,20,20,10,10,-1
340,2347.8,2488.6,453.4,440.22,2,2,20,20,10,10,-1
341,2480.4,3343.0,432.75,478.82,2,3,20,20,10,5,-1
342,2439.6,2489.6,450.73,414.75,2,2,20,20,10,10,-1
343,2445.8,3385.7,446.1,449.52,2,3,20,20,10,4,-1
344,2494.4,2433.4,448.8,442.72,2,2,20,20,10,10,-1
345,2491.9,2438.1,469.97,425.49,2,2,20,20,10,10,-1
346,2440.3,2588.0,436.19,454.79,2,2,20,20,10,10,-1
347,2396.5,2550.0,442.18,458.67,2,2,20,20,10,10,-1
348,2336.0,2450.0,420.6,435.85,2,2,20,20,10,10,-1
349,3339.9,2449.6,456.0,436.43,3,2,20,20,4,10,-1
350,2442.9,2441.8,449.23,428.57,2,2,20,20,10,10,-1
351,2494.4,2490.4,455.95,444.73,2,2,20,20,10,10,-1
352,2500.0,2582.1,449.06,461.25,2,2,20,20,10,10,-1
353,2450.0,2383.0,456.46,458.02,2,2,20,20,10,10,-1
354,2524.7,2474.0,458.89,417.04,2,2,20,20,10,10,-1
355,2423.4,2384.2,429.9,432.0,2,2,20,20,10,10,-1
356,2460.8,2420.1,441.87,431.89,2,2,20,20,10,10,-1
357,2483.8,2483.8,438.4,454.8,2,2,20,20,10,10,-1
358,2480.2,2478.1,436.9,434.77,2,2,20,20,10,10,-1
359,2440.3,2490.3,357.32,405.81,2,2,20,20,10,10,-1
360,2495.6,2482.7,457.64,440.81,2,2,20,20,10,10,-1
361,2498.7,2486.0,434.24,447.8,2,2,20,20,10,10,-1
362,2437.6,2491.3,409.4,432.09,2,2,20,20,10,10,-1
363,2527.5,2477.5,458.3,410.96,2,2,20,20,10,10,-1
364,2591.1,2438.0,442.92,412.1,2,2,20,20,10,10,-1
365,2498.3,3535.0,414.07,462.92,2,3,20,20,10,2,-1
366,2445.6,2486.7,460.76,441.83,2,2,20,20,10,10,-1
367,2491.0,2483.8,436.54,463.43,2,2,20,21,10,10,-1
368,2442.0,2597.9,461.09,456.74,2,2,20,20,10,10,-1
369,2481.3,2581.3,430.05,458.76,2,2,20,20,10,10,-1
370,3250.0,3330.2,474.75,462.7,3,3,20,20,10,10,-1
371,2486.9,3439.5,467.38,470.27,2,3,20,20,10,2,-1
372,2391.1,2486.9,452.51,468.5,2,2,20,20,10,10,-1
373,2439.9,2487.5,444.84,447.9,2,2,20,20,10,10,-1
374,2591.9,2489.4,463.69,455.64,2,2,20,20,10,10,-1
375,2598.1,2584.5,466.15,454.98,2,2,20,20,10,10,-1
376,2484.5,3350.0,458.44,482.72,2,3,20,20,10,8,-1
377,2595.3,2488.1,439.36,456.52,2,2,20,20,10,10,-1
378,2445.6,2450.0,407.72,414.14,2,2,20,20,10,10,-1
379,2600.0,2432.9,461.1,429.88,2,2,20,20,10,10,-1
380,2586.6,2486.8,452.43,468.48,2,2,20,20,10,10,-1
381,3344.1,2487.5,474.53,466.81,3,2,20,20,7,10,-1
382,3396.8,2592.3,454.68,466.88,3,2,20,20,5,10,-1
383,2499.1,2443.7,467.18,447.96,2,2,20,20,10,10,-1
384,2484.3,2498.6,439.72,445.93,2,2,20,20,10,10,-1
385,3447.1,2585.4,443.47,461.35,3,2,20,20,2,10,-1
386,2592.8,2590.8,474.34,470.22,2,2,20,20,10,10,-1
387,2389.1,3337.3,457.01,480.31,2,3,20,20,10,10,-1
388,3389.0,2493.8,481.24,469.17,3,2,20,20,5,10,-1
389,3328.7,3276.6,472.6,473.11,3,3,20,20,9,10,-1
390,2483.5,2495.0,453.17,480.94,2,2,20,20,10,10,-1
391,2489.4,2486.0,444.34,460.32,2,2,22,50,10,10,-1
392,2474.6,2585.7,462.7,471.4,2,2,50,21,10,10,-1
393,3307.0,3282.9,474.56,470.23,3,3,50,50,10,10,-1
394,3507.2,2550.6,475.29,457.94,3,2,50,50,1,10,-1
395,2587.5,2580.8,486.38,470.56,2,2,50,21,10,10,-1
