gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,winner
107,2246.5,2281.9,139.48,154.45,2,2,-1
108,2385.3,2330.0,157.73,154.79,2,2,-1
109,2362.9,2467.2,152.68,168.94,2,2,-1
110,2375.5,2493.8,155.31,166.86,2,2,-1
111,2357.8,2368.3,158.72,168.89,2,2,-1
112,2382.1,2335.3,158.77,160.84,2,2,-1
113,2291.5,2329.8,158.94,163.36,2,2,-1
114,2460.8,2314.6,167.56,168.02,2,2,-1
115,2366.0,2361.9,169.62,172.58,2,2,-1
116,2385.7,2389.3,156.17,139.73,2,2,-1
117,2379.5,2368.3,172.01,174.81,2,2,-1
118,2377.8,3150.0,162.19,178.27,2,3,-1
119,2379.5,2361.2,172.46,161.24,2,2,-1
120,2375.2,3241.6,166.53,175.64,3,3,-1
121,2337.3,2350.0,166.55,163.41,2,2,-1
122,2469.6,2420.8,169.48,163.31,2,2,-1
123,2383.3,2367.3,159.31,165.78,2,2,-1
124,2328.2,2281.0,167.12,154.55,3,2,-1
125,3173.3,3323.3,161.46,174.37,3,3,-1
126,2492.4,2410.0,169.73,173.38,2,2,-1
127,2375.7,2334.4,148.22,159.71,2,2,-1
128,2297.2,2337.3,170.62,156.46,2,2,-1
129,2333.5,2386.2,150.14,157.48,2,2,-1
130,2380.8,2294.3,148.1,149.44,2,2,-1
131,2268.7,2468.7,155.87,166.26,2,2,-1
132,2338.7,2343.3,150.89,160.71,2,2,-1
133,2379.2,2316.0,162.92,165.53,2,2,-1
134,2378.8,2382.0,159.53,149.02,2,2,-1
135,2393.1,2378.5,166.99,163.01,2,2,-1
136,2334.8,2377.1,147.52,144.32,2,2,-1
137,2217.7,2230.0,139.45,134.2,2,2,-1
138,2265.8,2317.1,146.48,143.46,2,2,-1
139,2329.6,2276.0,132.16,139.27,2,2,-1
140,2342.1,2392.1,138.83,161.24,2,2,-1
141,2241.2,2390.6,138.26,150.21,2,2,-1
142,2373.8,2372.6,152.74,139.79,2,2,-1
143,2435.8,2285.8,159.79,140.8,3,3,-1
144,2383.2,2333.5,147.9,139.35,2,2,-1
145,2284.6,2330.3,153.27,139.71,2,2,-1
146,2336.6,2386.6,144.87,159.3,2,2,-1
147,2387.7,2346.1,141.84,155.67,2,2,-1
148,2378.5,2376.8,161.34,157.37,2,2,-1
149,2247.6,2384.7,153.76,152.47,2,2,-1
150,2337.3,2437.3,129.26,155.66,2,2,-1
151,2423.1,2222.7,134.87,128.87,2,2,-1
152,2400.0,2378.6,156.71,152.42,2,2,-1
153,2279.5,2343.2,137.86,145.52,2,2,-1
154,2331.7,2481.7,148.63,154.05,2,2,-1
155,2336.0,2386.0,151.76,151.77,2,2,-1
156,2485.6,2285.6,160.68,144.73,2,2,-1
157,2292.2,2243.6,149.15,133.41,2,2,-1
158,2338.4,2238.2,143.58,122.38,2,2,-1
159,2286.8,2386.8,132.75,129.41,2,2,-1
160,2249.6,2285.1,138.16,143.29,2,2,-1
161,2338.9,2338.5,149.25,149.7,2,2,-1
162,2237.2,2486.4,146.95,151.12,2,2,-1
163,2396.5,2500.0,155.64,157.2,2,2,-1
164,2400.0,2382.8,155.49,152.31,2,2,-1
165,2382.6,2282.6,150.25,135.68,2,2,-1
166,2343.2,2389.2,152.68,141.07,2,2,-1
167,2285.8,2386.9,141.9,133.8,2,2,-1
168,2324.6,2330.7,157.56,150.07,2,2,-1
169,2279.2,2329.2,141.43,145.99,3,2,-1
170,2427.8,2281.6,164.08,142.7,2,2,-1
171,2286.9,2339.4,159.98,162.4,2,3,-1
172,2375.2,2375.1,162.92,164.87,2,2,-1
173,2335.1,2347.7,156.49,147.48,2,2,-1
174,2339.2,2390.0,146.45,163.05,2,2,-1
175,2400.0,2332.0,169.25,166.08,2,2,-1
176,2429.4,2479.4,154.62,151.82,2,2,-1
177,2377.8,2475.1,153.83,154.53,2,2,-1
178,2322.8,2272.5,153.35,159.23,2,2,-1
179,2388.8,2484.1,170.35,150.15,2,2,-1
180,2325.1,2273.6,155.51,154.95,2,2,-1
181,2326.3,2395.0,147.88,164.46,2,2,-1
182,2274.7,2385.7,152.23,158.97,2,2,-1
183,2387.0,2380.3,158.19,166.93,2,2,-1
184,2386.7,2337.5,142.15,125.14,2,2,-1
185,2372.8,2330.2,145.67,138.44,2,3,-1
186,2379.1,2379.4,144.72,147.96,2,2,-1
187,2480.6,2243.0,158.36,126.34,2,2,-1
188,2250.0,2346.7,158.67,140.73,2,2,-1
189,2272.5,2283.6,136.73,147.13,2,2,-1
190,2373.2,2371.8,165.1,167.89,2,2,-1
191,2323.2,2373.0,124.66,126.24,2,2,-1
192,2436.5,2323.8,147.0,149.38,2,2,-1
193,2364.3,2317.3,168.61,147.0,2,2,-1
194,2387.2,2373.6,173.63,173.05,2,2,-1
195,2370.6,2384.3,157.5,153.69,2,2,-1
196,2338.5,2339.4,155.25,132.95,2,2,-1
197,2388.7,2480.7,164.29,170.45,2,2,-1
198,2493.0,2343.6,152.38,156.49,2,2,-1
199,2381.5,2390.1,162.95,156.21,2,2,-1
200,2345.7,2392.9,161.3,177.66,2,2,-1
201,2389.6,2390.3,159.48,159.18,2,2,-1
202,2341.5,2335.4,166.97,164.13,2,2,-1
203,2373.9,2373.9,160.3,138.25,2,2,-1
204,2395.1,2396.1,166.91,159.6,2,2,-1
205,2393.1,2485.0,148.13,159.3,2,2,-1
206,2387.0,2336.7,164.83,165.75,2,2,-1
207,2286.0,2337.2,143.32,145.06,2,2,-1
208,2238.7,2388.7,161.96,147.02,2,2,-1
209,2229.7,2333.5,148.67,153.16,2,2,-1
210,2225.9,2228.6,143.82,135.92,2,2,-1
211,2245.6,2393.8,150.13,134.7,2,2,-1
212,2387.0,2337.0,140.43,136.56,2,2,-1
213,2339.8,2397.2,141.6,154.26,2,2,-1
214,2247.7,2294.6,147.01,151.77,2,2,-1
215,2387.3,2337.3,135.68,145.52,2,2,-1
216,2383.3,2483.3,156.23,157.15,2,2,-1
217,2385.0,2244.4,148.83,150.17,2,2,-1
218,2334.5,2334.5,153.71,154.02,2,2,-1
219,2391.5,2291.5,150.8,137.54,2,2,-1
220,2379.6,2486.4,161.85,167.21,2,2,-1
221,2285.1,2385.0,155.25,161.13,2,2,-1
222,2388.6,2288.6,134.34,154.98,2,2,-1
223,2285.6,2435.6,165.17,173.31,2,2,-1
224,2240.0,2336.3,157.27,158.56,2,2,-1
225,2289.7,2391.5,146.58,140.19,2,2,-1
226,2299.6,2397.3,172.06,175.0,2,2,-1
227,2397.2,2289.3,163.82,166.26,2,2,-1
228,2296.6,2240.8,123.1,122.28,2,2,-1
229,2246.8,2250.0,167.85,165.91,2,2,-1
230,2387.6,2487.6,156.29,158.1,2,2,-1
231,2246.3,2387.5,140.77,154.51,2,2,-1
232,2384.5,2284.5,170.91,157.83,2,2,-1
233,2281.4,2340.0,165.19,149.0,2,2,-1
234,2342.3,2285.7,165.05,153.19,2,2,-1
235,2384.0,2297.0,162.96,154.4,2,2,-1
236,2287.5,2337.5,139.63,149.48,2,2,-1
237,2336.6,2386.6,140.74,143.95,2,2,-1
238,2395.6,2295.6,140.07,122.27,2,2,-1
239,2394.0,2394.0,140.17,130.93,2,2,-1
240,2234.8,2384.8,126.07,130.99,2,2,-1
241,2387.1,2387.1,139.0,154.9,2,2,-1
242,2386.3,2386.3,140.24,145.45,2,2,-1
243,2338.8,2387.5,151.92,159.86,2,2,-1
244,2384.4,2384.4,147.29,155.03,2,2,-1
245,2384.4,2387.2,135.81,138.61,2,2,-1
246,2294.6,2287.2,162.01,164.74,2,2,-1
247,2388.5,2331.1,166.63,157.74,2,2,-1
248,2138.8,2238.8,114.7,108.11,2,2,-1
249,2136.9,2291.4,121.36,127.46,2,2,-1
250,2489.5,2349.0,153.03,151.86,2,2,-1
251,2423.5,2323.5,173.77,168.28,2,2,-1
252,2386.5,2386.5,151.86,154.04,2,2,-1
253,2144.1,2290.9,110.08,110.71,2,2,-1
254,2141.0,2144.4,112.51,120.3,2,2,-1
255,2138.0,2142.1,113.47,116.86,2,2,-1
256,2289.5,2289.5,109.57,116.41,2,2,-1
257,2299.5,2244.6,118.0,110.78,2,2,-1
258,2290.4,2240.4,127.07,115.08,2,2,-1
259,2239.5,2389.5,125.21,133.97,2,2,-1
260,2342.8,2292.8,130.67,132.68,2,2,-1
261,2272.8,2322.8,139.04,147.27,2,2,-1
262,2296.4,2296.4,117.51,122.91,2,2,-1
263,2400.0,2287.9,115.5,122.25,2,2,-1
264,2334.6,2246.2,143.29,146.2,2,2,-1
265,2387.7,2138.8,112.04,113.23,2,2,-1
266,2245.6,2343.4,111.61,122.58,2,2,-1
267,2288.0,2138.0,113.95,115.65,2,2,-1
268,2240.2,2238.4,114.09,117.67,2,2,-1
269,2387.4,2337.4,124.65,121.28,2,2,-1
270,2243.3,2243.4,126.51,124.22,2,2,-1
271,2334.7,2384.7,162.94,162.83,2,2,-1
272,2237.5,2237.5,127.48,122.2,2,2,-1
273,2341.7,2238.3,121.36,122.92,2,2,-1
274,2237.8,2237.8,128.64,124.62,2,2,-1
275,2242.0,2238.0,128.48,116.08,2,2,-1
276,2337.3,2237.3,123.68,119.86,2,2,-1
277,2288.1,2392.0,151.34,128.91,2,2,-1
278,2287.4,2295.3,131.44,143.12,2,2,-1
279,2386.5,2286.5,138.45,131.22,2,2,-1
280,2336.9,2291.8,135.31,142.01,2,2,-1
281,2250.0,2387.3,130.81,126.76,2,2,-1
282,2292.4,2385.6,132.24,136.48,2,2,-1
283,2337.7,2298.7,138.93,157.5,2,2,-1
284,2334.7,2241.3,144.2,144.76,2,2,-1
285,2384.6,2339.6,133.74,144.2,2,2,-1
286,2377.0,2377.0,155.12,163.27,2,2,-1
287,2383.5,2387.4,176.55,164.05,2,2,-1
288,2336.7,2386.7,154.94,150.7,2,2,-1
289,2385.2,2399.1,173.8,177.27,2,2,-1
290,2388.7,2393.9,167.46,170.2,2,2,-1
291,2391.1,2388.2,161.67,166.2,2,2,-1
292,2479.9,2290.4,165.67,160.98,2,2,-1
293,2398.4,2334.7,176.89,164.36,2,2,-1
294,2291.9,2386.7,161.5,161.62,2,2,-1
295,2243.2,2490.6,150.34,156.07,2,2,-1
296,2338.5,2386.2,164.13,159.29,2,2,-1
297,2381.3,2483.2,159.5,173.66,2,2,-1
298,2383.2,2383.2,163.43,145.62,2,2,-1
299,2293.6,2382.5,158.2,164.96,2,2,-1
300,2378.8,2390.0,174.2,162.17,2,2,-1
301,2390.7,2235.2,162.36,157.85,2,2,-1
302,2336.1,2386.1,153.18,167.82,2,2,-1
303,2384.7,2377.7,173.16,168.03,2,2,-1
304,2384.0,2230.2,160.05,151.46,2,2,-1
305,2278.6,2478.6,162.26,174.45,2,2,-1
306,2374.8,2328.4,163.01,168.32,2,2,-1
307,2325.8,2334.4,158.55,176.38,2,2,-1
308,2432.6,2282.6,158.78,149.49,2,2,-1
309,2378.2,2337.3,171.41,165.26,2,2,-1
310,2375.0,2478.7,164.24,165.39,2,2,-1
311,2385.7,2390.3,157.11,164.99,2,2,-1
312,2331.6,2324.6,154.11,158.3,2,2,-1
313,2482.8,2285.8,131.85,134.05,2,2,-1
314,2427.2,2337.3,156.6,152.1,2,2,-1
315,2333.8,2380.2,165.9,172.82,2,2,-1
316,2482.2,2388.7,172.58,151.23,2,2,-1
317,2326.2,2371.1,168.58,164.3,2,2,-1
318,2384.2,2385.1,163.9,167.92,2,2,-1
319,2323.2,2330.5,160.52,163.84,2,2,-1
320,2336.6,2379.9,170.88,172.52,2,2,-1
321,2383.5,2336.2,170.6,175.94,2,2,-1
322,2319.7,2369.4,174.18,167.11,2,2,-1
323,2380.2,2350.0,171.28,175.78,2,2,-1
324,2285.8,2372.3,166.52,175.02,2,2,-1
325,2390.2,2370.1,176.05,176.52,2,2,-1
326,2387.2,2246.9,166.33,165.51,2,2,-1
327,2246.2,2391.5,164.82,168.04,2,2,-1
328,2377.5,2393.8,163.51,170.59,2,2,-1
329,2323.7,2326.1,171.95,165.56,2,2,-1
330,2281.1,2331.2,164.18,171.77,2,2,-1
331,2330.4,2474.3,156.49,159.09,2,2,-1
332,2339.5,2299.2,157.1,161.32,2,2,-1
333,2291.7,2339.9,162.57,154.12,2,2,-1
334,2333.6,2250.0,153.94,155.87,2,2,-1
335,2332.7,2286.7,161.25,175.14,2,2,-1
336,2383.3,2383.3,136.65,142.44,2,2,-1
337,2324.5,2387.9,168.1,177.99,2,2,-1
338,2300.0,2284.9,139.77,126.18,2,2,-1
339,2296.6,2297.1,174.3,168.58,2,2,-1
340,2250.0,2289.4,123.82,128.98,2,2,-1
341,2315.7,2362.6,173.84,171.91,2,2,-1
342,2263.0,2335.9,171.85,168.7,2,2,-1
343,2383.9,2374.2,163.85,152.46,2,2,-1
344,2285.8,2372.8,166.86,170.44,2,2,-1
345,2324.3,2300.0,168.68,174.02,2,2,-1
346,2350.6,2303.7,172.82,173.0,2,2,-1
347,2389.8,2353.7,175.73,169.33,2,2,-1
348,2288.1,2266.4,172.47,171.51,2,2,-1
349,2321.5,2267.3,173.61,171.61,2,2,-1
350,2372.7,2416.6,173.78,173.87,2,2,-1
351,2307.1,2329.1,172.27,173.37,2,2,-1
352,2372.5,2342.3,175.15,174.39,2,2,-1
353,2327.6,2375.9,175.61,170.84,2,2,-1
354,2338.0,2291.8,175.31,171.58,2,2,-1
355,3292.9,2375.8,182.3,177.66,3,2,-1
356,2406.3,2314.8,173.14,175.35,2,2,-1
357,2297.5,2295.5,174.8,174.38,2,2,-1
358,2484.1,2373.9,170.55,178.01,2,2,-1
359,2374.4,2302.6,173.74,171.48,2,2,-1
360,2477.2,2369.6,174.65,175.76,2,2,-1
361,2368.8,2391.5,174.74,171.59,2,2,-1
362,2342.4,2294.3,171.73,169.63,2,2,-1
363,2354.5,2319.7,175.97,169.79,2,2,-1
364,2384.2,2358.2,171.38,168.32,2,2,-1
365,2488.4,2391.5,163.45,168.66,2,2,-1
366,2395.1,2387.1,173.52,174.99,2,2,-1
367,2290.0,2270.1,170.61,168.25,2,2,-1
368,2303.9,2378.1,167.27,172.51,2,2,-1
369,2367.2,2312.4,166.25,170.59,2,2,-1
370,2415.3,2349.5,167.48,174.13,2,2,-1
371,2385.7,2281.4,175.04,169.52,2,2,-1
372,2278.4,2375.5,170.8,176.22,2,2,-1
373,2308.3,2241.8,170.36,168.97,2,2,-1
374,2339.5,2345.5,165.97,172.87,2,2,-1
375,2272.2,2328.4,172.96,175.67,2,2,-1
376,2293.4,2318.0,163.75,167.51,2,2,-1
377,2275.2,2495.4,172.77,173.01,2,2,-1
378,2369.1,2295.0,177.75,175.91,2,2,-1
379,2340.2,2257.3,165.24,169.14,2,2,-1
380,2294.8,2398.5,170.68,173.14,2,2,-1
381,2379.2,2348.4,172.8,169.06,2,2,-1
382,2278.7,2389.4,159.6,172.17,2,2,-1
383,2346.7,2345.7,173.34,174.95,2,2,-1
384,2299.9,2475.8,169.4,176.32,2,2,-1
385,2470.6,2281.0,174.39,174.95,2,2,-1
386,2391.6,2320.6,175.17,173.44,2,2,-1
387,2392.5,2338.8,172.32,173.81,2,2,-1
388,2315.8,2329.0,176.12,173.15,2,3,-1
389,2264.7,2470.8,173.11,179.67,2,2,-1
390,2361.6,2336.9,173.91,173.6,2,2,-1
391,2336.2,2343.9,172.56,174.92,2,2,-1
392,2490.3,2290.4,173.81,172.05,2,2,-1
393,2394.1,2394.2,175.59,177.56,2,2,-1
394,2256.8,2295.0,169.11,172.43,2,2,-1
395,2234.6,2334.3,170.73,174.05,2,2,-1
396,2362.6,2278.7,174.33,169.71,3,2,-1
397,2372.7,2334.5,174.27,170.95,3,3,-1
398,2330.3,2341.5,174.52,172.37,2,2,-1
399,2480.9,2380.8,170.6,171.71,2,2,-1
400,2379.2,2253.7,173.78,168.73,2,2,-1
401,2300.0,2398.0,171.52,175.53,2,2,-1
402,3154.0,2458.8,177.28,174.59,3,3,-1
403,2383.0,2376.8,174.29,169.78,2,2,-1
404,2387.5,2353.3,166.53,175.71,2,2,-1
405,2270.8,2396.4,166.56,177.1,3,3,-1
406,2480.2,2389.7,167.68,175.7,2,2,-1
407,2333.8,3124.3,165.83,173.2,3,3,-1
408,2288.5,2391.7,173.28,171.43,2,2,-1
409,2323.7,2399.3,173.52,173.78,2,2,-1
410,2302.2,2233.5,173.35,171.46,3,2,-1
411,2466.3,2334.9,169.61,174.2,2,2,-1
412,2392.1,2357.4,176.59,176.51,2,2,-1
413,2498.5,2357.3,179.83,176.86,2,2,-1
414,2375.1,2338.0,170.94,174.1,3,2,-1
415,2362.3,2478.7,176.42,177.09,2,3,-1
416,2332.7,2341.3,172.5,175.95,2,2,-1
417,2344.7,2374.0,175.59,175.1,3,2,-1
418,3243.4,2286.2,179.4,167.55,3,2,-1
419,2286.7,2478.6,170.65,165.97,2,2,-1
420,3121.6,3094.8,175.79,177.02,3,3,-1
421,2362.6,2271.6,164.41,175.35,3,2,-1
422,2289.2,2394.3,174.18,176.05,2,2,-1
423,2392.4,2364.5,177.93,177.29,2,2,-1
424,2489.8,2500.0,174.9,174.25,2,2,-1
425,2486.4,3117.5,177.7,178.82,2,3,-1
426,2308.3,3130.0,172.19,175.47,2,3,-1
427,2305.1,2321.9,175.03,174.97,2,2,-1
428,2485.4,2373.4,175.28,176.18,3,2,-1
429,2331.7,2346.0,173.65,174.27,3,3,-1
430,2348.7,3127.4,174.7,178.73,3,3,-1
431,3105.3,2358.8,180.61,175.29,3,2,-1
432,3107.8,2258.1,178.0,174.61,3,2,-1
433,3208.0,2469.3,181.59,177.74,3,2,-1
434,3118.7,3144.1,182.8,180.91,3,3,-1
435,2348.1,3114.8,172.6,178.67,2,3,-1
436,3146.2,2381.8,177.9,175.31,3,3,-1
437,2271.9,2371.6,170.1,176.24,2,2,-1
438,2482.1,2395.1,178.47,174.95,2,2,-1
439,2425.7,2488.2,171.63,179.59,2,2,-1
440,3115.8,2340.9,177.27,176.76,3,2,-1
441,2285.6,2333.7,176.55,172.88,2,2,-1
442,2396.1,2380.6,175.07,176.96,2,3,-1
443,2483.9,2382.3,171.85,173.58,2,2,-1
444,2389.8,2467.3,177.88,173.19,2,2,-1
445,2472.3,2251.1,174.36,171.15,2,2,-1
446,2386.1,2381.4,178.06,173.81,2,2,-1
447,2391.3,2389.5,178.24,176.23,2,2,-1
448,2320.4,2225.0,174.02,171.62,2,2,-1
449,2485.5,2327.2,176.99,176.22,2,2,-1
450,2390.2,2330.5,179.52,175.61,2,2,-1
451,2372.9,2392.4,172.85,176.8,2,2,-1
452,2395.5,2369.5,179.11,176.54,2,2,-1
453,2280.7,2330.5,175.84,176.72,2,2,-1
454,2376.8,2480.8,165.84,167.83,2,2,-1
455,2278.0,2385.0,165.74,175.2,2,2,-1
456,2272.1,2449.9,169.17,176.08,2,2,-1
457,2330.5,2381.0,173.66,172.2,2,2,-1
458,2361.7,2360.8,150.24,146.81,2,2,-1
459,2279.8,2378.5,166.72,162.23,2,2,-1
460,2483.3,2377.4,166.11,170.45,2,2,-1
461,2480.5,2365.4,164.25,175.47,2,2,-1
462,2374.4,2487.7,153.5,167.89,2,2,-1
463,2268.0,2325.7,162.23,170.8,2,2,-1
464,2235.7,2392.1,173.18,170.29,2,2,-1
465,2356.3,2345.0,160.39,159.22,2,2,-1
466,2291.0,2389.2,157.12,167.12,2,2,-1
467,2333.1,2296.9,172.41,165.67,2,2,-1
468,2482.4,2484.9,171.46,177.95,2,2,-1
469,2381.2,2376.5,169.56,163.09,2,2,-1
470,2348.0,2381.2,162.97,175.03,2,2,-1
471,2413.9,2481.4,170.86,169.75,2,2,-1
472,2314.5,2367.7,169.24,163.54,2,2,-1
473,2376.8,2486.2,175.89,181.09,2,2,-1
474,2378.7,2378.5,177.91,169.11,2,2,-1
475,2394.2,2396.5,180.72,176.99,2,2,-1
476,2498.0,2387.6,176.93,178.38,2,2,-1
477,2391.5,2341.0,165.45,166.26,2,2,-1
478,2397.5,2369.4,178.09,176.66,2,2,-1
479,2499.9,2423.9,177.13,175.75,2,2,-1
480,2367.0,2496.4,173.57,178.11,2,2,-1
481,2487.2,2486.3,167.73,173.02,2,2,-1
482,2397.3,2387.3,179.39,174.51,2,2,-1
483,2397.8,2384.8,177.98,177.22,2,2,-1
484,2334.2,2313.8,176.51,176.51,2,2,-1
485,2384.4,2378.0,176.0,175.82,2,2,-1
486,2319.0,2437.3,175.59,177.22,2,2,-1
487,2477.4,2372.2,174.66,177.43,2,2,-1
488,2392.2,2322.4,177.9,173.2,2,2,-1
489,2340.7,2365.9,175.15,177.31,2,2,-1
490,2389.5,2370.6,177.07,177.06,2,2,-1
491,2348.9,2340.8,173.76,174.65,2,2,-1
492,2337.0,2392.7,163.8,175.67,2,2,-1
493,2466.6,2397.4,176.09,174.65,2,2,-1
494,2391.2,2389.3,175.64,175.77,2,2,-1
495,2341.2,2389.8,175.53,173.15,2,2,-1
496,2274.0,2308.5,173.67,174.05,2,2,-1
497,2377.4,2483.1,176.91,174.34,2,2,-1
498,2387.9,2349.5,175.06,176.08,2,2,-1
499,2383.4,2250.0,176.69,173.09,2,2,-1
500,2305.5,2325.2,173.66,174.42,2,2,-1
501,2415.0,2338.7,175.45,173.13,2,2,-1
502,2366.3,2218.6,175.69,171.88,2,2,-1
503,2442.5,2376.3,177.86,174.6,2,2,-1
504,2363.4,2354.0,174.96,171.0,2,2,-1
505,2374.6,2380.6,176.25,176.15,2,2,-1
506,2455.5,2472.8,175.88,173.04,2,2,-1
507,2333.9,2383.7,173.42,175.46,2,2,-1
508,2382.5,3262.3,177.44,178.68,3,3,-1
509,2435.8,2375.4,175.62,172.46,2,2,-1
510,2330.8,2337.0,174.63,173.49,2,2,-1
511,2331.8,2348.5,175.3,177.67,2,2,-1
512,2367.9,2357.5,171.87,172.79,2,2,-1
513,2452.2,2387.3,174.71,173.68,2,2,-1
514,2358.7,2367.8,174.8,177.13,2,2,-1
