gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,winner
77,3114.0333333333333,3125.5333333333333,2125.45,2051.82,3,3,-1
78,3133.3333333333335,3116.1333333333337,2345.28,2310.33,3,3,-1
79,3132.1333333333337,3121.1333333333337,2222.59,2178.39,3,3,-1
80,3100.7333333333336,3121.7333333333336,2188.3,2205.6,3,3,-1
81,3125.6333333333337,3110.1333333333337,2232.25,2152.18,3,3,-1
82,3126.2333333333336,3128.3333333333335,2275.77,2225.92,3,3,-1
83,3104.1333333333337,3120.6333333333337,2319.49,2529.91,3,3,-1
84,3119.2333333333336,3115.3333333333335,2316.42,2348.21,3,3,-1
85,3084.8,3064.5666666666666,2129.38,2093.97,3,3,-1
86,3071.7333333333336,3104.0333333333333,2128.71,2086.9,3,3,-1
87,3106.4333333333334,3122.5333333333333,2203.73,2116.21,3,3,-1
88,3083.0333333333333,3126.3333333333335,2202.95,2336.48,3,3,-1
89,3124.7333333333336,3127.8333333333335,2126.8,2223.0,3,3,-1
90,3129.0333333333333,3116.7333333333336,2247.77,2036.88,3,3,-1
91,3129.2333333333336,3064.6666666666665,2222.02,2278.29,3,3,-1
92,3118.9333333333334,3095.7333333333336,2220.53,2187.23,3,3,-1
93,3128.7333333333336,3096.3,2184.11,2248.27,3,3,-1
94,3168.7,3171.4,2460.24,2457.66,3,3,-1
95,3190.2,3119.3333333333335,2391.9,2464.04,3,3,-1
96,3120.0333333333333,3133.3333333333335,2420.71,2235.28,3,3,-1
97,3147.4666666666667,3102.4333333333334,2272.23,2315.55,3,3,-1
98,3130.7333333333336,3120.1333333333337,2484.74,2285.7,3,3,-1
99,3184.0,3128.0333333333333,2490.33,2425.23,3,3,-1
100,3165.1666666666665,3133.3333333333335,2207.95,2296.7,3,3,-1
101,3124.4333333333334,3115.6333333333337,2350.49,2306.09,3,3,-1
102,3120.6333333333337,3058.0666666666666,2161.65,2098.68,3,3,-1
103,3193.6,3122.0333333333333,2309.65,2258.72,3,3,-1
104,3152.5666666666666,3066.6666666666665,2349.83,2281.97,3,3,-1
105,3153.5,3111.7333333333336,2293.72,2317.56,3,3,-1
106,3071.4,3049.2333333333336,2123.74,2178.03,3,3,-1
107,3121.5333333333333,3064.3666666666663,2157.92,2022.84,3,3,-1
108,2200.0,3052.3666666666663,2049.33,2010.34,2,3,-1
109,3114.8333333333335,3109.6333333333337,2160.7,2036.0,3,3,-1
110,3062.0666666666666,3062.1666666666665,2108.57,2093.41,3,3,-1
111,3124.0333333333333,2936.6333333333337,2080.35,1906.63,3,3,-1
112,3121.0333333333333,3060.3666666666663,2056.23,2010.85,3,3,-1
113,2200.0,3129.5333333333333,1977.73,2001.16,2,3,-1
114,3119.1333333333337,3109.7333333333336,2107.87,2062.56,3,3,-1
115,3121.9333333333334,3076.5333333333333,2207.2,2051.6,3,3,-1
116,3129.9333333333334,3106.7333333333336,2218.81,2296.58,3,3,-1
117,3115.2333333333336,3124.8333333333335,2128.14,2203.71,3,3,-1
118,3098.1333333333337,3119.7333333333336,2155.49,2186.93,3,3,-1
119,3122.7333333333336,3128.6333333333337,2203.32,2595.25,3,3,-1
120,3002.4333333333334,3083.4333333333334,2137.04,2166.71,3,3,-1
121,2756.633333333333,3845.2,1825.03,2265.61,3,4,-1
122,2398.5333333333333,2515.8333333333335,1480.6,1675.72,3,3,-1
123,2200.0,3093.9333333333334,2067.55,2327.05,2,3,-1
124,2098.8,3006.9333333333334,1926.92,2063.75,2,3,-1
125,3102.6333333333337,3106.9333333333334,2135.2,2175.35,3,3,-1
126,3098.9333333333334,3090.8333333333335,2142.63,2224.89,3,3,-1
127,3054.5333333333333,3046.0333333333333,2072.05,2172.63,3,3,-1
128,3132.2333333333336,3113.1333333333337,2153.82,2068.32,3,3,-1
129,3093.8333333333335,3097.4333333333334,2057.46,2256.56,3,3,-1
130,2900.5333333333333,2922.5333333333333,1901.48,2358.52,3,3,-1
131,3013.7333333333336,3004.1333333333337,1975.93,2060.55,3,3,-1
132,3087.4333333333334,3103.7333333333336,1986.59,2301.23,3,3,-1
133,2981.9333333333334,2985.4333333333334,1968.2,2126.44,3,3,-1
134,3105.0333333333333,3093.4333333333334,2047.88,2194.5,3,3,-1
135,3110.0333333333333,3098.9333333333334,2168.8,2228.42,3,3,-1
136,3110.7333333333336,3100.4333333333334,2215.9,2181.58,3,3,-1
137,3040.7333333333336,3057.1333333333337,2030.92,2265.12,3,3,-1
138,3090.4333333333334,3085.3333333333335,2085.61,2215.95,3,3,-1
139,3131.2333333333336,3111.5333333333333,2213.33,2263.35,3,3,-1
140,3106.0333333333333,3113.6333333333337,2262.45,2501.02,3,3,-1
141,3130.7333333333336,3112.6333333333337,2419.71,2381.92,3,3,-1
142,3122.2333333333336,3120.7333333333336,2253.41,2360.52,3,3,-1
143,3121.6333333333337,3121.2333333333336,2175.99,2123.6,3,3,-1
144,3129.9333333333334,3100.7333333333336,2171.14,2065.87,3,3,-1
145,3122.7333333333336,3121.9333333333334,2155.96,2227.8,3,3,-1
146,3124.1333333333337,3126.4333333333334,2174.11,2135.63,3,3,-1
147,3129.0333333333333,3169.5,2119.53,2531.0,3,3,-1
148,3127.0333333333333,3116.1333333333337,2216.34,2167.97,3,3,-1
149,3125.7333333333336,3123.6333333333337,2273.65,2136.94,3,3,-1
150,3132.0333333333333,3112.1333333333337,2239.55,2254.64,3,3,-1
151,3127.8333333333335,3115.1333333333337,2172.68,2010.88,3,3,-1
152,3133.3333333333335,3110.9333333333334,2252.95,2297.18,3,3,-1
153,3116.7333333333336,3122.4333333333334,2364.49,2519.9,3,3,-1
154,3132.0333333333333,3116.1333333333337,2145.76,2117.0,3,3,-1
155,2199.1,2122.6333333333337,2009.25,1931.98,2,2,-1
156,3133.3333333333335,3126.8333333333335,2387.75,2269.76,3,3,-1
157,3145.9333333333334,3145.1333333333337,2598.29,2234.92,3,3,-1
158,4112.3,3179.2666666666664,2619.69,2425.21,4,3,-1
159,3145.9333333333334,3179.0666666666666,2761.18,2568.86,3,3,-1
160,3126.8333333333335,3124.6333333333337,2499.86,2149.83,3,3,-1
161,3145.9333333333334,3145.8333333333335,2684.55,2292.24,3,3,-1
162,3134.2333333333336,3133.9333333333334,2078.78,2470.33,3,3,-1
163,3145.9333333333334,3145.9333333333334,2544.18,2394.92,3,3,-1
164,3145.8333333333335,3145.6333333333337,2405.51,2425.17,3,3,-1
165,3145.9333333333334,3145.9333333333334,2660.11,2515.62,3,3,-1
166,3129.4333333333334,3133.3333333333335,2248.56,2132.94,3,3,-1
167,3133.3333333333335,3130.1333333333337,2256.61,2361.48,3,3,-1
168,3128.7333333333336,3127.8333333333335,2145.92,2269.81,3,3,-1
169,3125.5333333333333,3133.3333333333335,2354.31,2595.01,3,3,-1
170,3114.9333333333334,3113.6333333333337,2177.05,2073.95,3,3,-1
171,3084.3333333333335,3085.8333333333335,2072.98,1851.45,3,3,-1
172,4139.7,3119.8333333333335,2323.93,2453.99,4,3,-1
173,3133.3333333333335,3122.1333333333337,2406.85,2297.41,3,3,-1
174,3145.6333333333337,3145.7333333333336,2494.79,2376.67,3,3,-1
175,3125.7333333333336,3133.3333333333335,2283.15,2294.32,3,3,-1
176,3131.2333333333336,3124.4333333333334,2270.11,2314.17,3,3,-1
177,3085.6,3125.2333333333336,2205.01,2120.83,3,3,-1
178,3128.3333333333335,3117.8333333333335,2303.42,2079.43,3,3,-1
179,3117.7333333333336,3125.9333333333334,2409.22,2279.97,3,3,-1
180,3107.8333333333335,3124.3333333333335,2236.31,2056.31,3,3,-1
181,3070.9,3131.4333333333334,2104.69,2205.36,3,3,-1
182,3125.7333333333336,3130.3333333333335,2196.37,2078.16,3,3,-1
183,3123.8333333333335,3120.4333333333334,2405.72,2112.21,3,3,-1
184,3129.8333333333335,3126.4333333333334,2224.87,2089.63,3,3,-1
185,3120.4333333333334,3120.8333333333335,2449.76,2092.24,3,3,-1
186,3108.2333333333336,2125.7333333333336,2229.25,1850.61,3,2,-1
187,3126.8333333333335,3113.8333333333335,2304.33,2106.7,3,3,-1
188,3133.3333333333335,3120.2333333333336,2235.89,2145.9,3,3,-1
189,3133.3333333333335,3132.3333333333335,2331.03,2118.67,3,3,-1
190,2195.4,2932.3333333333335,2051.25,1978.96,2,3,-1
191,3132.7333333333336,3131.1333333333337,2296.18,2280.36,3,3,-1
192,3130.0333333333333,3133.3333333333335,2455.93,2584.06,3,3,-1
193,3145.4333333333334,3145.9333333333334,2194.74,2551.35,3,3,-1
194,3120.3333333333335,3131.5333333333333,2530.44,2663.11,3,3,-1
195,3123.0333333333333,3128.3333333333335,2400.22,2395.14,3,3,-1
196,3133.3333333333335,3132.8333333333335,2521.67,2477.69,3,3,-1
197,3120.1333333333337,3133.3333333333335,2549.1,2666.97,3,3,-1
198,3128.4333333333334,3133.3333333333335,2493.38,2580.3,3,3,-1
199,3133.3333333333335,3184.3,2512.27,2264.99,3,3,-1
200,3126.6333333333337,3127.9333333333334,2454.92,2347.47,3,3,-1
201,3130.8333333333335,3133.3333333333335,2343.99,2465.98,3,3,-1
202,4005.8,4139.6,2527.5,2416.45,4,4,-1
203,4091.7,3131.4333333333334,2724.09,2440.55,4,3,-1
204,3129.9333333333334,3133.3333333333335,2488.24,2608.17,3,3,-1
205,3123.6333333333337,3125.4333333333334,2443.18,2057.28,3,3,-1
206,3132.6333333333337,3132.2333333333336,2513.23,2294.29,3,3,-1
207,4076.3,3130.5333333333333,2447.42,2249.92,4,3,-1
208,3145.9333333333334,3145.9333333333334,2358.2,2184.56,3,3,-1
209,3128.2333333333336,3133.3333333333335,2503.6,2347.67,3,3,-1
210,3130.4333333333334,3185.3,2427.98,2533.2,3,3,-1
211,3145.5333333333333,3145.8333333333335,2279.9,2326.67,3,3,-1
212,3130.1333333333337,3133.3333333333335,2509.6,2418.46,3,3,-1
213,3145.9333333333334,3145.9333333333334,2239.38,2188.86,3,3,-1
214,3118.7333333333336,3126.2333333333336,2431.4,2347.25,3,3,-1
215,3120.2333333333336,3200.0,2328.71,2389.94,3,3,-1
216,3119.2333333333336,3121.6333333333337,2209.08,2022.68,3,3,-1
217,3121.5333333333333,3189.7,2331.26,2330.6,3,3,-1
218,3117.2333333333336,3186.9,2434.76,2426.35,3,3,-1
219,3127.8333333333335,3190.6,2308.3,2246.43,3,3,-1
220,3133.3333333333335,3191.3,2416.58,2424.7,3,3,-1
221,3128.5333333333333,3196.8,2441.51,2393.52,3,3,-1
222,3145.9333333333334,3212.4,2450.57,2352.1,3,3,-1
223,3133.3333333333335,3190.8,2303.22,2359.97,3,3,-1
224,3129.0333333333333,3198.5,2284.56,2053.89,3,3,-1
225,3133.3333333333335,3128.4333333333334,2360.79,1696.9,3,3,-1
226,3116.5333333333333,3145.7,2249.52,2097.91,3,3,-1
227,3128.1333333333337,3189.6,2186.23,1895.12,3,3,-1
228,3130.7333333333336,3133.3333333333335,2298.24,2130.46,3,3,-1
229,3132.0333333333333,3169.3,2517.65,2101.2,3,3,-1
230,3130.9333333333334,3166.6,2374.97,2261.33,3,3,-1
231,3128.5333333333333,3192.6,2556.19,2403.34,3,3,-1
232,3127.4333333333334,3188.3,2403.49,2069.92,3,3,-1
233,3129.2333333333336,3186.4,2424.7,2221.38,3,3,-1
234,4109.6,3211.6,2746.53,2239.24,4,3,-1
235,3125.9333333333334,3185.3,2452.73,2261.5,3,3,-1
236,3133.3333333333335,3156.1,2666.07,2345.06,3,3,-1
237,3126.5333333333333,3193.2,2612.57,2578.29,3,3,-1
238,3133.3333333333335,3163.6,2540.87,2229.69,3,3,-1
239,3129.7333333333336,3189.4,2431.44,2461.23,3,3,-1
240,3130.8333333333335,3190.9,2604.82,2420.56,3,3,-1
241,3145.9333333333334,3211.9,2448.48,2293.22,3,3,-1
242,3118.3333333333335,3166.3,2413.96,2433.67,3,3,-1
243,3129.1333333333337,3192.6,2484.83,2256.1,3,3,-1
244,3131.8333333333335,3182.7,2462.46,2242.34,3,3,-1
245,3124.5333333333333,3168.9,2718.93,2370.37,3,3,-1
246,3132.6333333333337,3126.6333333333337,2592.14,2223.97,3,3,-1
247,3133.3333333333335,3190.5,2596.57,2345.98,3,3,-1
248,3121.8333333333335,3170.7,2379.43,2242.51,3,3,-1
249,3133.3333333333335,3177.7,2570.2,2307.8,3,3,-1
250,3145.8333333333335,3211.5,2701.06,2588.66,3,3,-1
251,3130.7333333333336,3181.3,2438.99,2515.62,3,3,-1
252,3133.3333333333335,3158.5,2262.35,2231.91,3,3,-1
253,3122.3333333333335,3165.1,2399.91,2410.92,3,3,-1
254,3145.7333333333336,3211.2,2616.88,2410.14,3,3,-1
255,3145.8333333333335,3212.2,2504.58,2399.14,3,3,-1
256,3145.9333333333334,3211.8,2784.22,2502.33,3,3,-1
257,3145.9333333333334,3212.1,2668.19,2294.01,3,3,-1
258,3145.9333333333334,3212.2,2765.86,2798.83,3,3,-1
259,4161.5,3212.2,2639.41,2606.52,4,3,-1
260,3127.4333333333334,3190.3,2423.18,2514.6,3,3,-1
261,3145.9333333333334,3212.5,2660.59,2749.04,3,3,-1
262,3145.9333333333334,3212.4,2451.65,2730.02,3,3,-1
263,3133.3333333333335,3198.6,2551.59,2552.15,3,3,-1
264,3130.6333333333337,3184.5,2565.37,2320.75,3,3,-1
265,3133.3333333333335,3188.8,2227.56,2304.76,3,3,-1
266,3130.9333333333334,3200.0,2568.58,2506.32,3,3,-1
267,4111.9,3212.5,2821.18,2569.0,4,3,-1
268,3130.7333333333336,3196.5,2565.67,2488.12,3,3,-1
269,3145.9333333333334,3212.6,2775.91,2752.55,3,3,-1
270,3145.9333333333334,3212.6,2732.79,2684.94,3,3,-1
271,3145.9333333333334,3212.6,2705.74,2546.69,3,3,-1
272,4112.6,3212.6,2983.83,2584.13,4,3,-1
273,3131.3333333333335,3197.2,2574.86,2529.06,3,3,-1
274,3131.3333333333335,3190.0,2500.16,2363.38,3,3,-1
275,3130.7333333333336,3192.6,2483.46,2553.35,3,3,-1
276,3132.5333333333333,3194.5,2514.85,2476.39,3,3,-1
277,4016.5,3200.0,2625.09,2684.06,4,3,-1
278,3135.3333333333335,3205.6,2520.15,2670.09,3,3,-1
279,3133.0333333333333,3200.0,2545.34,2469.91,3,3,-1
280,3129.5333333333333,3200.0,2518.88,2674.28,3,3,-1
281,3133.3333333333335,3199.5,2573.98,2808.79,3,3,-1
282,3145.9333333333334,3212.6,2476.62,2430.5,3,3,-1
283,3145.8333333333335,3211.9,2622.21,2652.8,3,3,-1
284,3122.7333333333336,3179.3,2290.61,2352.68,3,3,-1
285,3141.6333333333337,3206.0,2294.98,2468.83,3,3,-1
286,3133.3333333333335,3198.0,2455.18,2497.0,3,3,-1
287,3145.9333333333334,3212.6,2481.5,2435.81,3,3,-1
288,3145.9333333333334,3212.5,2521.86,2448.11,3,3,-1
289,3132.6333333333337,3200.0,2348.2,2348.25,3,3,-1
290,3133.3333333333335,3198.6,2227.02,2284.59,3,3,-1
291,4083.4,3192.2,2704.21,2457.67,4,3,-1
292,3121.3333333333335,3200.0,2399.91,2531.97,3,3,-1
293,3124.2333333333336,3199.9,2372.83,2479.69,3,3,-1
294,3131.7333333333336,3195.4,2270.01,2482.86,3,3,-1
295,3129.3333333333335,3194.9,2301.55,2375.42,3,3,-1
296,3129.9333333333334,3199.8,2344.56,2390.5,3,3,-1
297,3130.3333333333335,3200.0,2512.36,2550.06,3,3,-1
298,3125.4333333333334,3197.9,2553.68,2632.4,3,3,-1
299,3126.5333333333333,3187.9,2334.33,2443.8,3,3,-1
300,4088.2,3193.8,2302.45,2259.34,4,3,-1
301,3127.3333333333335,3200.0,2480.67,2553.59,3,3,-1
302,3128.5333333333333,3197.5,2665.12,2379.43,3,3,-1
303,3132.7333333333336,3198.5,2438.5,2412.83,3,3,-1
304,3131.5333333333333,3191.3,2410.78,2334.62,3,3,-1
305,3128.4333333333334,3200.0,2330.39,2352.69,3,3,-1
306,3133.3333333333335,3197.3,2460.91,2529.38,3,3,-1
307,3129.2333333333336,3199.5,1949.69,2537.28,3,3,-1
308,3132.4333333333334,3194.5,2149.0,2286.65,3,3,-1
309,3120.2333333333336,3188.5,2232.03,2282.75,3,3,-1
310,4059.2,3200.0,2540.98,2493.85,4,3,-1
311,3145.9333333333334,3212.2,2527.57,2501.65,3,3,-1
312,3127.4333333333334,3195.9,2615.22,2557.91,3,3,-1
313,3131.1333333333337,3193.3,2352.75,1902.66,3,3,-1
314,3130.7333333333336,3198.0,2120.6,2464.53,3,3,-1
315,3132.2333333333336,3199.3,2318.72,2193.55,3,3,-1
316,4131.8,3197.1,2606.22,2181.71,4,3,-1
317,3131.9333333333334,3191.9,2300.01,2429.72,3,3,-1
318,3118.7333333333336,3181.5,2162.53,2247.33,3,3,-1
319,3070.8333333333335,3137.9,2243.43,2158.24,3,3,-1
320,3130.5333333333333,3188.5,2430.66,2144.37,3,3,-1
321,3133.3333333333335,3195.5,2489.06,2313.14,3,3,-1
322,3131.3333333333335,3191.5,2580.71,2579.63,3,3,-1
323,3118.2333333333336,3188.7,2309.84,2371.47,3,3,-1
324,3131.8333333333335,3187.5,2481.3,2316.81,3,3,-1
325,3129.7333333333336,3200.0,2414.87,2394.4,3,3,-1
326,3133.3333333333335,3188.5,2361.93,2190.04,3,3,-1
327,3126.1333333333337,3200.0,2302.71,2124.65,3,3,-1
328,3129.6333333333337,3179.9,2441.75,2206.6,3,3,-1
329,3127.6333333333337,3198.6,2242.78,2158.82,3,3,-1
330,3133.3333333333335,3183.2,2341.85,2275.62,3,3,-1
331,3133.3333333333335,3198.9,2711.55,2405.13,3,3,-1
332,4091.4,3200.0,2690.95,2492.78,4,3,-1
333,3089.9333333333334,3194.8,2194.06,2362.63,3,3,-1
334,3121.9333333333334,3184.3,2414.45,2339.06,3,3,-1
335,3123.5333333333333,3192.2,2201.17,2527.64,3,3,-1
336,3128.3333333333335,3194.5,2595.49,2442.21,3,3,-1
337,3145.9333333333334,3212.4,2438.84,2373.79,3,3,-1
338,3145.9333333333334,3212.5,2524.36,2402.01,3,3,-1
339,4019.8,3193.4,2569.52,2684.1,4,3,-1
340,4082.8,3197.6,2486.1,2749.08,4,3,-1
341,3133.3333333333335,3197.2,2231.15,2319.29,3,3,-1
342,3132.3333333333335,3192.3,2262.65,2494.82,3,3,-1
343,4132.5,3194.6,2415.07,2361.87,4,3,-1
344,3125.1333333333337,3200.0,2172.73,2472.28,3,3,-1
345,3128.3333333333335,3193.4,2157.47,2621.53,3,3,-1
346,3117.1333333333337,3188.2,2141.33,2365.45,3,3,-1
347,3124.9333333333334,3191.4,1957.64,2165.78,3,3,-1
348,3126.6333333333337,3200.0,1878.0,2468.33,3,3,-1
349,4082.0,3200.0,2202.59,2613.12,4,3,-1
350,3122.3333333333335,3199.6,2209.19,2511.98,3,3,-1
351,3123.7333333333336,3195.2,2152.97,2560.23,3,3,-1
352,3129.4333333333334,3193.6,2263.5,2497.8,3,3,-1
353,3133.3333333333335,3198.8,2362.59,2492.44,3,3,-1
354,3126.4333333333334,3191.4,2249.21,2345.4,3,3,-1
355,3129.9333333333334,3200.0,2210.51,2464.17,3,3,-1
356,3100.9333333333334,3187.1,2086.44,2313.34,3,3,-1
357,3114.9333333333334,3191.2,2399.25,2473.78,3,3,-1
358,3145.9333333333334,3212.6,2402.32,2954.4,3,3,-1
359,3131.4333333333334,3197.2,2500.71,2424.78,3,3,-1
360,3145.6333333333337,3212.5,2344.23,2310.91,3,3,-1
361,3127.7333333333336,3196.1,2493.81,2501.34,3,3,-1
362,3128.4333333333334,3188.2,2522.27,2299.24,3,3,-1
363,3145.9333333333334,3212.6,2118.59,2337.97,3,3,-1
364,3145.5333333333333,3212.6,2188.41,2164.18,3,3,-1
365,3124.9333333333334,3187.4,2130.32,2074.83,3,3,-1
366,3130.7333333333336,3188.4,2174.53,2143.79,3,3,-1
367,3126.4333333333334,3183.1,2397.24,2197.37,3,3,-1
368,3124.0333333333333,3189.2,2284.51,2246.51,3,3,-1
369,2150.9,2167.5,2059.57,1983.01,2,2,-1
370,3133.3333333333335,3189.7,2255.39,2254.3,3,3,-1
371,3100.5333333333333,3143.3,2322.0,2259.6,3,3,-1
372,3109.7333333333336,3186.3,2213.56,2225.03,3,3,-1
373,3099.3333333333335,3127.0333333333333,2146.73,2155.08,3,3,-1
374,3144.5333333333333,3212.1,1976.17,2052.42,3,3,-1
375,3106.0333333333333,3174.7,2179.1,2209.12,3,3,-1
376,3127.5333333333333,3198.0,2287.68,2275.84,3,3,-1
377,3123.5333333333333,3164.7,2190.46,2362.3,3,3,-1
378,3131.0333333333333,3195.1,2286.16,2362.68,3,3,-1
379,4095.1,3196.1,2546.55,2321.91,4,3,-1
380,3145.9333333333334,3212.6,2373.31,2438.13,3,3,-1
381,3145.9333333333334,3212.5,2247.14,2279.25,3,3,-1
382,3128.2333333333336,3200.0,2339.7,2576.69,3,3,-1
383,4080.4,3189.0,2514.77,2389.23,4,3,-1
384,3145.8333333333335,3212.6,2476.64,2645.01,3,3,-1
385,3108.9333333333334,3175.7,2242.6,2317.22,3,3,-1
386,3132.3333333333335,3196.7,2546.06,2386.55,3,3,-1
387,3056.4333333333334,3122.0,2379.43,2355.15,3,3,-1
388,3128.3333333333335,3183.6,2164.02,2201.83,3,3,-1
389,3130.9333333333334,3196.5,2362.67,2319.54,3,3,-1
390,3118.8333333333335,3188.9,2225.69,2276.68,3,3,-1
391,3123.4333333333334,3192.8,2236.41,2229.24,3,3,-1
392,3100.9333333333334,3108.8333333333335,2152.37,1921.38,3,3,-1
393,3123.3333333333335,3200.0,2355.12,2347.32,3,3,-1
394,3122.4333333333334,3184.5,2389.25,2390.41,3,3,-1
395,3145.7333333333336,3212.3,2478.5,2263.64,3,3,-1
396,3128.2333333333336,3179.2,2361.59,2206.23,3,3,-1
397,3131.2333333333336,3187.6,2371.09,2191.58,3,3,-1
398,3145.9333333333334,3212.6,2684.84,2705.24,3,3,-1
399,3128.9333333333334,3190.7,2171.69,2078.51,3,3,-1
400,3106.7333333333336,3169.4,2169.78,2187.2,3,3,-1
401,3125.2333333333336,3101.4333333333334,2188.16,2130.85,3,3,-1
402,4023.5,3189.2,2445.41,2072.74,4,3,-1
403,3120.0333333333333,3188.7,2225.85,1933.19,3,3,-1
404,3131.7333333333336,3196.0,2245.69,2040.07,3,3,-1
405,3145.9333333333334,3212.5,2576.11,2304.78,3,3,-1
406,4086.4,3189.0,2593.08,2176.39,4,3,-1
407,3131.0333333333333,3195.3,2322.06,2190.01,3,3,-1
