gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,useful_drops,useless_drops,winner
109,4290.0,3859.4,1339.15,1478.33,2,2,50,50,6,16,60,11,2233,1013,29,-1
110,4290.0,3859.4,1354.56,1462.94,2,2,50,50,6,16,60,5,429,682,115,-1
111,4290.0,3859.4,1345.41,1441.83,2,2,50,50,6,16,60,4,1155,545,61,-1
112,3839.7,3859.4,1363.45,1504.52,2,2,50,50,9,14,60,10,604,866,100,-1
113,3839.7,3859.4,1372.01,1508.07,2,2,50,50,8,13,60,14,474,326,5,-1
114,3839.7,3859.4,1362.83,1466.39,2,2,50,50,8,13,60,5,3388,659,5,-1
115,3839.7,3859.4,1400.61,1466.35,2,2,50,50,8,12,60,7,1718,469,77,-1
116,3839.7,3859.4,1397.24,1465.04,2,2,50,50,9,15,60,10,762,837,130,-1
117,3839.7,3859.4,1388.96,1420.35,2,2,50,50,10,12,60,8,1336,1484,242,-1
118,3839.7,3859.4,1421.4,1371.42,2,2,50,50,11,12,60,17,1015,1107,182,-1
119,3839.7,3859.4,1435.64,1291.83,2,2,50,50,14,12,60,7,2143,1256,9,-1
120,3839.7,3859.4,1367.1,1280.34,2,1,50,50,15,12,60,2,4243,1626,0,-1
121,3839.7,3859.4,1350.08,1299.36,2,2,50,50,15,12,60,7,2700,1403,117,-1
122,3839.7,3859.4,1263.81,1249.77,2,2,50,50,15,12,60,4,4264,1649,125,-1
123,4257.6,4737.6,1355.93,1341.13,2,3,50,50,15,4,60,51,1541,3321,236,-1
124,4257.6,4737.6,1458.78,1446.18,2,2,50,50,24,6,60,44,2196,3252,243,-1
125,4257.6,4737.6,1525.85,1511.67,2,2,50,50,25,7,60,42,989,2984,83,-1
126,4257.6,4737.6,1610.59,1572.7,2,2,50,50,25,7,60,33,3915,2457,224,-1
127,4257.6,4737.6,1682.29,1627.54,2,2,50,50,25,8,60,47,1179,3200,172,-1
128,3839.7,4737.6,1739.44,1698.29,2,2,50,50,25,7,60,61,651,3461,182,-1
129,3839.7,4820.0,1806.97,1726.08,2,2,50,50,25,6,60,55,1966,2950,491,-1
130,3839.7,4820.0,1847.63,1773.92,2,2,50,50,25,5,60,42,2961,2981,325,-1
131,3839.7,4820.0,1906.74,1812.99,2,2,50,50,25,5,60,50,930,3384,287,-1
132,4107.2,4820.0,1916.56,1838.37,2,2,50,50,25,4,60,32,1768,3489,551,-1
133,4107.2,4820.0,1942.74,1912.97,2,2,50,50,25,5,60,38,2095,3502,526,-1
134,3986.5,4820.0,1893.64,1868.15,2,2,50,50,25,3,60,29,1580,2914,448,-1
135,3986.5,4820.0,1958.24,1951.87,2,2,50,50,25,6,60,56,1215,3587,426,-1
136,3986.5,4820.0,2040.67,2001.48,2,2,50,50,25,7,60,66,1899,3692,331,-1
137,3986.5,4820.0,2047.57,1944.78,2,2,50,50,25,6,60,32,3988,2495,279,-1
138,4190.0,4820.0,2101.49,1950.57,2,2,50,50,25,6,60,34,4389,2142,316,-1
139,4190.0,4820.0,2098.02,1951.01,2,2,50,50,25,6,60,10,7042,1633,64,-1
140,4190.0,4820.0,2169.06,1965.42,2,2,50,50,25,6,60,30,3239,2727,73,-1
141,4190.0,4820.0,2118.19,1914.13,2,2,50,50,25,5,60,15,4023,1006,130,-1
142,4190.0,4820.0,2059.25,1849.09,2,2,50,50,25,5,60,8,5751,1548,97,-1
143,4190.0,4820.0,2107.51,1867.49,2,2,50,50,25,5,60,22,4038,1892,63,-1
144,4190.0,4820.0,2159.2,1906.73,2,2,50,50,25,6,60,32,2867,1517,117,-1
145,4190.0,4889.8,2172.19,1898.51,2,3,50,50,25,6,60,38,4242,2326,386,-1
146,4190.0,4889.8,2118.22,1913.39,2,2,50,50,25,6,60,17,4019,1277,25,-1
147,4190.0,4889.8,2144.23,1849.23,2,2,50,50,25,6,60,7,8281,1136,10,-1
148,4190.0,4889.8,2099.47,1879.7,2,2,50,50,25,7,60,46,4380,1778,12,-1
149,4190.0,4889.8,2104.92,1777.48,2,2,50,50,25,6,60,24,2277,1122,14,-1
150,4190.0,4889.8,2105.83,1740.34,3,2,50,50,25,5,60,58,2221,2044,127,-1
151,4190.0,4889.8,2053.98,1673.12,2,2,50,50,25,4,60,21,3013,778,27,-1
152,4190.0,4889.8,1881.34,1526.05,2,2,50,50,25,4,60,10,7334,472,62,-1
153,4190.0,4889.8,1801.29,1525.92,2,2,50,50,25,4,60,18,4385,733,2,-1
154,4190.0,4889.8,1716.67,1445.86,2,2,50,50,25,3,60,14,2472,530,22,-1
155,4190.0,4889.8,1564.26,1381.3,2,2,50,50,25,3,60,13,8105,446,5,-1
156,4190.0,4889.8,1447.69,1299.38,2,2,50,50,25,3,60,17,3555,451,2,-1
157,4190.0,4889.8,1337.93,1257.38,2,2,50,50,25,3,60,25,6394,469,72,-1
158,4190.0,4889.8,1286.67,1271.39,2,2,50,50,25,3,60,24,5319,645,199,-1
159,4190.0,4889.8,1222.49,1257.57,2,2,50,50,25,3,60,16,6705,686,7,-1
160,4190.0,4889.8,1254.58,1287.07,2,2,50,50,25,3,60,20,8257,1342,34,-1
161,4190.0,4889.8,1284.76,1331.41,2,2,50,50,25,3,60,24,3356,973,33,-1
162,3930.0,4889.8,1314.87,1410.99,2,2,50,50,25,4,60,27,2028,1179,75,-1
163,4324.0,4889.8,1368.95,1490.84,2,2,50,50,25,4,60,37,1362,1509,93,-1
164,4324.0,4008.0,1350.61,1526.6,2,2,50,50,25,25,60,22,3588,856,154,-1
165,4324.0,4100.0,1404.2,1543.67,2,2,50,50,25,25,60,32,1561,952,58,-1
166,4324.0,4100.0,1527.99,1549.76,2,2,50,50,25,25,60,32,2430,864,172,-1
167,4324.0,4008.0,1626.92,1674.43,2,2,50,50,25,25,60,34,1447,1181,29,-1
168,4324.0,4008.0,1676.66,1754.34,2,2,50,50,25,25,60,39,1783,1302,56,-1
169,4324.0,4008.0,1777.17,1888.05,2,2,50,50,25,25,60,28,1199,1428,116,-1
170,6254.7,6513.3,1881.25,2012.28,3,3,50,50,1,2,60,85,415,4028,74,-1
171,7837.6,5611.6,1970.7,2055.7,3,3,50,50,2,1,60,83,333,4004,28,-1
172,7837.6,4008.0,2087.52,2067.28,3,3,50,50,2,25,60,94,435,4634,36,-1
173,7837.6,6306.7,2129.34,2208.32,3,3,50,50,2,1,60,91,412,3601,105,-1
174,7837.6,6306.7,2290.55,2274.34,3,3,50,50,2,2,60,87,512,4176,24,-1
175,7837.6,5840.1,2394.34,2320.06,2,2,50,50,2,1,60,92,348,4465,16,-1
176,7230.0,5882.1,2372.42,2378.68,3,3,50,50,2,2,60,82,311,3249,16,-1
177,7230.0,5882.1,2462.66,2458.95,3,3,50,50,3,3,60,88,464,4355,47,-1
178,6853.7,6213.2,2515.61,2472.6,3,3,50,50,2,4,60,88,533,5814,63,-1
179,6853.7,6213.2,2580.34,2581.02,3,2,50,50,2,4,60,89,412,5716,58,-1
180,6853.7,6213.2,2640.97,2584.06,2,2,50,50,2,4,60,75,495,2834,57,-1
181,6853.7,6213.2,2668.74,2590.58,2,2,50,50,2,4,60,84,1138,3273,48,-1
182,6853.7,6213.2,2701.83,2612.89,3,2,50,50,2,5,60,82,802,3372,27,-1
183,6853.7,6213.2,2723.7,2619.55,3,2,50,50,2,5,60,71,1920,3389,18,-1
184,6853.7,6213.2,2700.14,2610.75,2,2,50,50,1,5,60,67,2458,3220,9,-1
185,6853.7,6213.2,2463.03,2340.4,2,2,50,50,1,5,60,21,8011,741,62,-1
186,4988.8,6213.2,2224.76,2155.04,2,2,50,50,13,4,60,29,8413,767,67,-1
187,4988.8,6213.2,2096.71,2064.87,2,2,50,50,12,4,60,26,7893,827,145,-1
188,4988.8,6213.2,1947.55,1910.24,2,2,50,50,12,4,60,16,8403,713,5,-1
189,4988.8,6213.2,1771.24,1761.72,2,2,50,50,11,4,60,22,6486,925,26,-1
190,4988.8,5882.1,1705.42,1632.48,2,2,50,50,11,3,60,28,8789,1048,112,-1
191,4988.8,5882.1,1601.23,1494.2,2,2,50,50,11,3,60,11,9957,654,2,-1
192,4988.8,5840.1,1463.13,1441.9,2,3,50,50,10,2,60,40,6798,1255,135,-1
193,4780.0,5840.1,1371.28,1298.41,2,2,50,50,14,2,60,19,8980,242,184,-1
194,4780.0,5840.1,1239.17,1087.78,2,2,50,50,14,1,60,18,7831,528,130,-1
195,4780.0,4452.7,1111.12,850.9,2,2,50,50,10,25,60,18,6731,684,185,-1
196,4780.0,4452.7,1028.55,802.88,2,2,50,50,9,25,60,24,8299,832,88,-1
197,4780.0,4452.7,1005.36,796.93,2,2,50,50,9,25,60,31,6119,646,109,-1
198,4780.0,4452.7,914.98,661.21,2,2,50,50,8,25,60,19,9516,347,154,-1
199,4780.0,4338.9,828.5,575.54,2,2,50,50,8,24,60,18,9056,902,72,-1
200,4780.0,4338.9,730.91,440.87,2,2,50,50,7,22,60,20,9536,637,119,-1
201,4780.0,4338.9,739.71,367.67,2,2,50,50,7,24,60,28,6699,996,119,-1
202,4780.0,4338.9,634.5,342.28,2,2,50,50,5,21,60,39,8409,958,208,-1
203,4780.0,4338.9,574.15,364.02,2,2,50,50,4,19,60,36,8290,932,203,-1
204,4780.0,4319.3,494.26,218.0,2,2,50,50,4,17,60,33,7533,961,256,-1
205,4780.0,4319.3,437.18,214.22,2,2,50,50,4,17,60,27,5951,996,448,-1
206,4780.0,4319.3,315.03,173.4,2,2,23,50,4,18,33,16,5941,495,223,-1
207,4780.0,4006.7,254.53,64.71,2,2,50,40,4,25,50,14,3882,422,57,-1
208,4780.0,4006.7,175.78,20.44,2,2,50,50,4,25,60,18,6961,477,0,-1
209,4780.0,4006.7,59.42,38.31,2,2,50,50,4,25,60,12,5280,350,0,-1
210,4780.0,4006.7,21.96,-141.86,2,2,50,50,4,25,60,18,7586,250,0,-1
211,4780.0,3898.4,-31.27,-181.22,2,2,50,50,3,24,60,21,5457,568,3,-1
212,4780.0,3898.4,-49.08,-294.29,2,2,50,50,3,20,60,14,6966,501,0,-1
213,4780.0,3883.6,-42.81,-349.58,2,2,50,50,4,21,60,15,6643,947,63,-1
214,4780.0,3814.9,-95.21,-398.35,2,2,50,50,3,21,60,12,7151,367,55,-1
215,4780.0,3814.9,-160.9,-496.42,2,2,20,22,3,19,2,12,4533,368,0,-1
216,4780.0,3814.9,-244.42,-596.89,2,2,27,25,3,17,12,12,4831,377,0,-1
217,4780.0,3814.9,-303.3,-613.48,2,2,50,50,3,15,60,10,4305,383,0,-1
218,4780.0,3814.9,-255.56,-606.46,2,2,23,22,4,15,5,8,3726,544,0,-1
219,4780.0,3814.9,-315.84,-636.49,2,2,50,50,4,16,60,18,6279,367,0,-1
220,4780.0,3814.9,-366.71,-647.34,2,2,50,50,4,14,60,16,7359,144,0,-1
221,4780.0,3814.9,-411.0,-676.38,2,2,50,22,4,14,32,14,7073,268,0,-1
222,4780.0,3814.9,-387.96,-752.43,2,2,50,50,4,13,60,14,7337,188,0,-1
223,4780.0,3814.9,-326.68,-673.83,2,2,50,50,4,13,60,17,6553,397,0,-1
224,4780.0,3814.9,-292.14,-787.54,2,2,50,50,3,13,60,7,6785,270,0,-1
225,4780.0,3814.9,-320.57,-889.61,2,2,27,26,3,11,13,16,4752,207,0,-1
226,4035.9,3814.9,-374.56,-886.91,2,2,27,22,16,11,9,8,4383,446,0,-1
227,4035.9,3814.9,-374.28,-865.01,2,3,50,50,16,11,60,12,5213,264,2,-1
228,4035.9,3577.3,-426.35,-925.53,2,2,30,25,14,9,15,7,4672,179,0,-1
229,4035.9,3577.3,-555.43,-908.6,2,2,50,20,14,8,30,12,3823,257,0,-1
230,4035.9,3577.3,-500.52,-964.7,2,2,50,38,15,7,48,9,4831,240,0,-1
231,4035.9,3657.0,-526.27,-979.06,2,2,35,50,15,8,45,15,4723,415,1,-1
232,4035.9,3657.0,-629.28,-994.29,2,2,50,50,14,8,60,9,5601,124,0,-1
233,4670.0,3657.0,-572.7,-963.46,2,2,50,50,4,8,60,12,5747,314,0,-1
234,4035.9,3657.0,-607.66,-974.82,2,2,50,38,14,8,48,9,3487,135,0,-1
235,4035.9,3657.0,-658.67,-926.73,2,2,37,50,14,8,47,11,3803,237,0,-1
236,4035.9,3675.0,-651.55,-791.73,2,2,50,50,13,11,60,16,3403,417,123,-1
237,4035.9,3751.9,-626.19,-767.94,2,2,28,50,13,10,38,13,3173,250,0,-1
238,4035.9,3751.9,-663.09,-693.78,2,2,50,50,11,10,60,9,3846,271,1,-1
239,4035.9,3751.9,-663.25,-751.02,2,2,50,50,11,10,60,13,4224,392,60,-1
240,4035.9,3751.9,-765.37,-779.93,2,2,50,50,10,10,60,16,4736,461,5,-1
241,4035.9,3751.9,-689.08,-769.56,2,2,50,50,12,10,60,17,4740,598,0,-1
242,4035.9,3751.9,-719.33,-753.5,2,2,50,50,12,9,60,10,5540,129,0,-1
243,4035.9,3751.9,-705.55,-695.52,2,2,22,50,9,8,32,15,3122,407,0,-1
244,4035.9,3751.9,-615.42,-640.39,2,2,50,50,8,8,60,12,2310,142,0,-1
245,4035.9,3751.9,-598.78,-540.67,2,2,50,50,8,8,60,11,4285,434,0,-1
246,4035.9,3751.9,-664.33,-533.61,2,2,50,50,8,7,60,8,3632,204,0,-1
247,4035.9,3751.9,-614.05,-607.49,2,2,50,50,7,7,60,5,3650,310,0,-1
248,4035.9,3751.9,-523.44,-529.68,2,2,50,50,7,6,60,10,3807,424,0,-1
249,4035.9,3751.9,-529.08,-573.36,2,2,50,50,7,5,60,11,4986,295,0,-1
250,4035.9,3751.9,-521.95,-566.52,2,2,50,50,8,6,60,12,5445,357,1,-1
251,4035.9,3751.9,-575.12,-578.97,2,2,50,50,8,6,60,12,5232,248,0,-1
252,4035.9,3751.9,-567.46,-591.55,2,2,50,50,8,6,60,13,7758,170,62,-1
253,3689.0,3751.9,-524.8,-455.84,2,2,50,50,9,7,60,16,3886,444,0,-1
254,3689.0,3751.9,-563.42,-480.34,2,2,50,50,8,6,60,12,4529,250,1,-1
255,3689.0,3751.9,-426.11,-372.56,2,2,50,50,10,6,60,13,4170,258,3,-1
256,3689.0,3751.9,-360.18,-320.86,2,2,50,50,9,6,60,10,3697,367,1,-1
257,3689.0,3751.9,-173.03,-179.12,2,2,50,50,9,6,60,12,1387,422,0,-1
258,3689.0,3751.9,-141.31,-145.99,2,2,50,50,8,7,60,13,3332,125,0,-1
259,3689.0,3716.3,-92.92,-60.97,2,2,50,50,7,6,60,13,2319,135,0,-1
260,3689.0,3716.3,-3.46,39.97,2,2,50,50,8,8,60,14,1475,500,2,-1
261,3689.0,3716.3,131.23,132.16,2,2,50,50,8,9,60,25,1151,445,0,-1
262,3689.0,3716.3,203.29,261.23,2,2,50,50,8,10,60,18,803,392,3,-1
263,3689.0,4553.7,322.3,403.8,2,2,50,50,11,8,60,32,1285,888,2,-1
264,3689.0,4553.7,361.88,513.99,2,2,50,50,10,7,60,32,1173,474,1,-1
265,3707.8,4553.7,420.06,588.84,2,2,50,50,11,9,60,16,2335,537,0,-1
266,3689.0,4553.7,483.13,623.07,2,2,50,50,9,10,60,14,1653,319,1,-1
267,3689.0,4553.7,457.96,619.61,2,2,50,50,9,9,60,6,3838,142,0,-1
268,3689.0,4553.7,546.57,580.65,2,2,50,50,11,8,60,13,2277,351,3,-1
269,3689.0,4553.7,587.98,544.96,2,2,50,50,14,9,60,18,5005,588,1,-1
270,3876.9,4553.7,677.96,516.44,2,2,50,50,15,8,60,11,2142,332,1,-1
271,3876.9,4553.7,744.17,577.35,2,2,50,50,13,8,60,18,1923,721,1,-1
272,3876.9,4553.7,767.0,605.27,2,2,50,50,12,8,60,12,2837,492,2,-1
273,3876.9,4553.7,761.66,616.18,2,2,50,50,12,9,60,9,3571,739,16,-1
274,3876.9,4553.7,759.53,676.66,2,2,50,50,13,11,60,16,3634,452,12,-1
275,3876.9,4553.7,700.29,585.74,2,2,50,50,13,11,60,22,4280,261,6,-1
276,3876.9,4553.7,683.37,583.07,2,2,50,50,13,12,60,12,3783,639,8,-1
277,3876.9,4553.7,644.99,548.14,2,2,50,50,13,11,60,14,3181,419,0,-1
278,3876.9,4553.7,685.86,484.15,2,2,50,50,13,11,60,8,2704,577,0,-1
279,3876.9,4553.7,640.05,563.73,2,2,50,50,10,13,60,13,3468,360,0,-1
280,4370.0,4553.7,698.35,636.91,2,2,50,50,11,13,60,13,2050,582,0,-1
281,4370.0,4553.7,587.1,628.88,2,2,50,50,11,13,60,8,5022,465,0,-1
282,4370.0,4553.7,561.85,593.49,2,2,50,50,12,12,60,10,2721,433,0,-1
283,4370.0,4553.7,595.64,586.15,2,2,50,50,11,12,60,9,3188,496,0,-1
284,4370.0,4553.7,560.2,519.32,2,2,50,50,9,8,60,12,4191,275,0,-1
285,4370.0,4553.7,474.35,530.54,2,2,50,50,9,9,60,13,4330,731,0,-1
286,4370.0,4553.7,435.4,556.69,2,2,50,50,9,8,60,10,2871,492,0,-1
287,4370.0,4553.7,478.46,591.82,2,2,50,50,11,8,60,9,2619,348,0,-1
288,4370.0,4553.7,563.72,558.76,2,2,50,50,11,7,60,6,821,334,0,-1
