gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,useful_drops,useless_drops,winner
1417,4708.9,6017.5,2462.66,2439.2,2,3,50,50,3,1,60,66,255,212,22,-1
1418,4449.3,6017.5,2451.49,2453.92,3,3,50,50,9,1,60,66,244,255,30,-1
1419,4005.2,6017.5,2445.93,2468.58,3,3,50,50,19,1,60,94,378,324,38,-1
1420,3697.3,6017.5,2440.54,2442.05,3,3,50,50,25,1,60,80,209,135,42,-1
1421,3697.3,6017.5,2434.48,2445.75,3,3,50,50,25,1,60,70,279,413,40,-1
1422,3697.3,6017.5,2436.56,2450.8,3,3,50,50,25,1,60,81,446,309,65,-1
1423,3697.3,3923.4,2427.17,2438.21,3,3,50,50,25,20,60,83,415,214,19,-1
1424,3697.3,3923.4,2424.9,2440.38,2,3,50,50,25,21,60,79,233,261,34,-1
1425,3697.3,3923.4,2417.5,2425.0,2,2,24,50,25,19,34,68,262,144,27,-1
1426,3697.3,3923.4,2432.58,2433.67,2,3,50,50,25,21,60,71,237,271,52,-1
1427,3697.3,3923.4,2427.98,2436.47,3,2,50,50,25,21,60,83,232,158,29,-1
1428,3811.3,3923.4,2431.52,2432.32,3,3,50,50,21,19,60,81,217,389,26,-1
1429,3811.3,3955.2,2422.54,2440.98,3,3,50,50,19,20,60,75,910,358,18,-1
1430,3811.3,3955.2,2427.97,2437.41,3,3,50,50,19,19,60,79,485,249,26,-1
1431,3581.0,4663.1,2424.48,2461.64,2,4,50,50,25,6,60,90,349,300,37,-1
1432,3581.0,4663.1,2408.79,2454.02,2,3,50,50,25,6,60,88,719,469,16,-1
1433,3581.0,4663.1,2384.88,2448.49,2,2,50,50,25,6,60,89,781,283,49,-1
1434,3581.0,4663.1,2400.66,2438.7,3,3,50,50,25,6,60,88,568,423,25,-1
1435,3581.0,4663.1,2402.7,2427.41,3,3,50,50,25,5,60,89,745,331,31,-1
1436,3581.0,4663.1,2403.19,2435.93,2,3,50,50,25,5,60,84,676,550,19,-1
1437,3599.0,4663.1,2400.09,2433.37,3,3,50,50,25,6,60,79,462,436,28,-1
1438,3599.0,4663.1,2394.65,2431.9,3,3,50,50,25,7,60,86,696,445,18,-1
1439,3599.0,4663.1,2401.46,2428.85,3,3,50,50,25,7,60,85,1030,446,24,-1
1440,3769.5,4663.1,2403.12,2408.99,3,3,50,50,17,7,60,86,442,490,59,-1
1441,3599.0,4559.7,2396.42,2399.94,3,2,50,50,25,8,60,82,517,537,21,-1
1442,3599.0,4559.7,2395.64,2411.56,3,2,50,50,25,8,60,79,436,458,35,-1
1443,3638.5,4559.7,2394.51,2399.85,3,3,50,50,25,7,60,84,837,536,61,-1
1444,3638.5,4559.7,2399.04,2372.72,3,3,50,50,25,5,60,84,837,497,20,-1
1445,3638.5,4559.7,2383.32,2369.51,3,2,50,50,25,5,60,86,551,395,42,-1
1446,3638.5,4559.7,2381.43,2365.76,2,3,50,50,25,5,60,75,497,347,32,-1
1447,3638.5,4559.7,2385.8,2370.34,3,3,50,50,25,5,60,86,594,471,26,-1
1448,3638.5,4559.7,2389.08,2391.44,3,2,50,50,25,5,60,87,570,459,24,-1
1449,3986.9,4559.7,2395.82,2406.22,3,3,50,50,19,5,60,77,513,372,40,-1
1450,3986.9,4559.7,2403.9,2416.43,3,3,25,50,22,5,35,67,294,439,19,-1
1451,3986.9,4559.7,2426.78,2413.11,3,3,50,50,22,5,60,78,415,381,16,-1
1452,3986.9,4559.7,2438.93,2404.09,3,3,50,50,22,6,60,77,473,372,36,-1
1453,3986.9,4559.7,2433.29,2396.32,3,3,50,50,22,7,60,76,536,618,34,-1
1454,3787.9,4559.7,2402.08,2400.35,2,2,50,50,22,7,60,79,1011,605,35,-1
1455,3787.9,4559.7,2412.71,2394.9,3,3,50,50,22,7,60,86,806,596,30,-1
1456,3787.9,4559.7,2407.19,2398.17,2,3,50,50,22,7,60,79,572,461,16,-1
1457,3787.9,4559.7,2399.42,2394.92,2,2,50,50,19,7,60,76,533,508,25,-1
1458,3787.9,4559.7,2407.6,2396.9,3,3,50,50,21,7,60,79,461,492,35,-1
1459,3768.1,4559.7,2394.95,2387.38,3,3,50,50,20,7,60,84,605,534,29,-1
1460,3768.1,4559.7,2393.63,2386.1,2,3,50,50,17,8,60,84,496,671,53,-1
1461,3768.1,4559.7,2396.37,2376.32,3,2,50,50,17,8,60,71,698,667,33,-1
1462,3768.1,4559.7,2409.4,2373.16,3,3,50,50,20,7,60,85,675,659,31,-1
1463,3768.1,4559.7,2403.17,2369.95,2,2,50,50,18,7,60,81,753,519,39,-1
1464,3768.1,4559.7,2392.28,2366.98,3,3,50,50,17,7,60,88,883,532,40,-1
1465,3768.1,4559.7,2396.2,2363.26,3,3,50,50,19,7,60,88,744,552,54,-1
1466,3768.1,4559.7,2394.5,2357.36,3,2,50,50,19,6,60,64,292,266,14,-1
1467,3768.1,4559.7,2389.22,2355.01,2,2,50,50,16,4,60,85,218,209,14,-1
1468,3768.1,4559.7,2389.65,2359.58,2,2,50,45,15,4,55,76,159,384,12,-1
1469,3768.1,4313.1,2404.9,2370.44,3,3,50,36,14,6,46,76,178,241,6,-1
1470,3768.1,4313.1,2395.05,2382.91,3,3,50,50,12,7,60,86,215,185,99,-1
1471,3798.1,4313.1,2395.34,2389.11,3,3,50,50,12,9,60,81,127,178,52,-1
1472,3798.1,4313.1,2394.49,2389.03,3,3,50,50,12,9,60,83,128,331,32,-1
1473,3952.4,4313.1,2414.94,2391.63,3,3,50,50,13,9,60,87,180,185,27,-1
1474,3952.4,4313.1,2432.65,2398.51,3,3,50,50,15,10,60,86,156,262,37,-1
1475,3952.4,4313.1,2439.44,2392.89,3,2,27,50,16,8,37,60,138,253,8,-1
1476,3952.4,4313.1,2436.27,2390.03,2,2,37,27,14,8,24,56,116,202,4,-1
1477,3798.1,4313.1,2441.45,2393.24,2,2,50,50,18,6,60,65,104,258,5,-1
1478,3798.1,4313.1,2442.7,2396.08,3,3,50,50,21,6,60,82,152,276,18,-1
1479,3798.1,4313.1,2431.2,2404.23,3,2,50,34,19,5,44,68,139,239,14,-1
1480,3768.1,4313.1,2429.93,2419.97,3,3,50,50,17,5,60,81,192,350,19,-1
1481,3768.1,4313.1,2443.26,2426.71,3,3,50,28,19,7,38,61,234,282,17,-1
1482,3768.1,4313.1,2460.94,2427.68,3,3,50,50,20,8,60,80,173,374,18,-1
1483,3768.1,4313.1,2460.32,2431.5,2,2,50,50,21,8,60,69,252,308,29,-1
1484,4154.9,4313.1,2450.39,2446.57,3,3,50,50,11,9,60,86,213,348,26,-1
1485,4154.9,4313.1,2452.17,2439.5,2,2,50,50,9,8,60,73,154,260,27,-1
1486,4154.9,4313.1,2454.01,2431.6,3,2,50,50,10,7,60,82,241,190,20,-1
1487,4154.9,4313.1,2467.7,2430.48,2,2,50,34,10,7,44,76,241,200,14,-1
1488,4154.9,3804.9,2463.46,2436.14,2,3,39,50,9,15,49,74,239,181,8,-1
1489,4154.9,3804.9,2467.61,2437.82,3,2,50,50,10,14,60,77,193,131,6,-1
1490,4154.9,3804.9,2457.45,2428.34,3,2,35,41,11,14,36,59,260,81,6,-1
1491,4154.9,3804.9,2465.19,2423.34,3,3,50,50,13,13,60,69,248,185,9,-1
1492,4154.9,3804.9,2473.68,2425.39,3,2,50,20,14,13,30,63,218,175,2,-1
1493,4154.9,3804.9,2487.79,2427.18,3,2,21,22,15,13,3,42,77,247,7,-1
1494,4154.9,3804.9,2476.58,2430.07,2,2,50,30,14,12,40,66,116,434,2,-1
1495,4154.9,3804.9,2474.6,2427.36,2,2,23,20,13,12,3,40,125,232,2,-1
1496,4154.9,3804.9,2448.99,2429.97,2,2,20,22,9,13,2,42,96,175,7,-1
1497,4154.9,3804.9,2432.27,2418.22,2,2,20,25,8,12,5,36,175,142,16,-1
1498,4154.9,3804.9,2441.34,2415.36,2,2,32,28,8,11,20,52,190,272,4,-1
1499,4154.9,3649.3,2444.08,2412.9,2,2,24,20,8,21,4,40,159,219,5,-1
1500,4154.9,3649.3,2459.62,2421.91,3,3,42,23,9,23,25,56,193,377,5,-1
1501,4154.9,3649.3,2454.67,2422.6,2,2,23,25,9,25,8,39,114,219,6,-1
1502,4154.9,3649.3,2475.1,2431.39,3,2,50,20,12,25,30,64,192,469,24,-1
1503,4154.9,3649.3,2472.17,2415.46,2,2,26,38,12,25,24,56,162,217,2,-1
1504,4154.9,3649.3,2476.03,2416.16,3,2,22,50,14,24,32,62,265,187,8,-1
1505,4154.9,3649.3,2484.21,2429.69,3,2,50,25,15,25,35,68,115,260,16,-1
1506,4154.9,3649.3,2483.38,2431.87,3,2,50,25,15,25,35,67,115,245,57,-1
1507,4154.9,3649.3,2480.01,2440.87,3,3,41,40,13,25,41,70,139,299,14,-1
1508,4154.9,3649.3,2471.58,2433.05,2,2,37,50,11,25,47,73,138,195,38,-1
1509,4154.9,3649.3,2474.16,2440.01,2,2,50,20,11,25,30,52,162,208,25,-1
1510,4154.9,4268.7,2473.8,2451.57,3,3,21,22,11,7,3,40,98,236,5,-1
1511,4154.9,4268.7,2471.89,2466.27,2,2,23,20,10,6,3,41,174,317,7,-1
1512,3688.0,4268.7,2466.59,2460.79,2,2,28,50,25,5,38,64,357,378,3,-1
1513,3688.0,4268.7,2461.01,2468.38,2,2,26,50,25,5,36,66,168,501,16,-1
1514,3688.0,4387.6,2472.41,2486.22,3,3,50,23,25,7,33,65,185,349,16,-1
1515,3688.0,4387.6,2474.92,2478.92,2,2,20,24,25,6,4,41,210,172,5,-1
1516,3688.0,4387.6,2463.36,2481.45,3,3,23,35,25,6,18,52,210,240,17,-1
1517,3688.0,4387.6,2471.44,2469.66,2,2,31,30,25,5,21,50,100,410,33,-1
1518,3688.0,4387.6,2474.62,2485.18,3,3,42,50,25,7,52,78,142,422,29,-1
1519,3688.0,4387.6,2480.38,2481.78,2,2,50,20,25,6,30,65,112,411,60,-1
1520,3688.0,4387.6,2490.26,2493.27,3,3,37,25,25,8,22,54,144,460,5,-1
1521,3688.0,4387.6,2485.92,2498.43,3,3,29,31,25,8,20,56,109,257,10,-1
1522,3688.0,4387.6,2484.34,2497.17,2,2,22,20,25,8,2,41,78,356,15,-1
1523,3688.0,4387.6,2489.96,2490.67,2,2,26,23,25,6,9,46,129,409,1,-1
1524,3688.0,4387.6,2476.18,2495.46,2,2,50,24,25,6,34,62,185,384,17,-1
1525,3688.0,4387.6,2478.78,2510.62,2,2,50,50,25,6,60,85,199,724,24,-1
1526,3688.0,4387.6,2474.24,2506.09,2,2,24,27,25,5,11,46,171,398,4,-1
1527,4194.7,4387.6,2490.9,2509.98,3,3,50,50,10,5,60,94,280,553,50,-1
1528,4194.7,4387.6,2494.14,2507.39,3,3,29,50,11,6,39,64,401,459,2,-1
1529,4194.7,4387.6,2503.52,2503.24,3,3,50,40,12,7,50,75,163,546,13,-1
1530,4194.7,4387.6,2511.59,2499.86,2,2,50,31,11,6,41,72,198,667,10,-1
1531,4405.9,4387.6,2520.67,2536.24,3,3,50,32,9,11,42,75,222,648,30,-1
1532,4405.9,4387.6,2508.89,2536.92,2,2,21,50,8,11,31,60,251,451,6,-1
1533,4405.9,4387.6,2515.69,2541.23,2,3,50,50,8,13,60,78,239,616,19,-1
1534,4405.9,4387.6,2529.39,2538.27,3,3,50,50,10,14,60,72,421,542,17,-1
1535,4405.9,3875.9,2536.59,2530.33,3,3,50,50,10,24,60,80,272,772,25,-1
1536,4405.9,3875.9,2539.93,2533.42,2,2,41,50,10,25,51,75,219,1001,68,-1
1537,4405.9,3996.3,2544.1,2536.11,3,3,50,23,10,23,33,66,128,599,42,-1
1538,4405.9,3996.3,2554.18,2565.04,2,3,21,50,10,25,31,66,151,742,40,-1
1539,4405.9,3996.3,2565.46,2560.69,3,3,50,50,12,25,60,95,274,921,29,-1
1540,4405.9,3996.3,2568.29,2545.82,3,2,50,50,12,25,60,91,187,876,38,-1
1541,4405.9,3996.3,2574.18,2553.42,2,3,50,50,11,25,60,89,204,1113,33,-1
1542,4405.9,3996.3,2603.69,2573.48,3,3,50,32,14,25,42,78,210,1031,24,-1
1543,4405.9,3996.3,2601.11,2570.61,3,3,50,50,13,25,60,84,214,978,45,-1
1544,4405.9,3996.3,2604.11,2575.88,3,3,50,50,12,25,60,94,190,872,33,-1
1545,4405.9,3753.5,2599.29,2554.53,3,2,50,50,12,25,60,89,187,912,26,-1
1546,4405.9,3753.5,2603.85,2560.35,3,2,50,50,12,25,60,83,208,761,29,-1
1547,4297.7,4519.2,2596.66,2581.04,3,3,38,28,17,7,26,56,135,877,27,-1
1548,4297.7,3774.6,2594.68,2577.23,2,3,50,50,15,25,60,75,256,886,8,-1
1549,4297.7,3753.5,2600.32,2570.6,3,2,50,50,14,25,60,80,225,910,29,-1
1550,4297.7,3753.5,2595.43,2578.98,2,2,50,34,12,25,44,73,70,960,21,-1
1551,4297.7,3753.5,2596.61,2579.96,3,2,50,50,11,25,60,86,265,859,20,-1
1552,4297.7,3753.5,2607.05,2561.24,2,2,50,50,12,25,60,79,231,676,16,-1
1553,4090.1,3753.5,2595.67,2571.21,2,2,50,50,16,25,60,74,329,900,26,-1
1554,4090.1,3753.5,2599.01,2570.53,3,3,50,50,16,25,60,84,397,819,32,-1
1555,4090.1,4326.5,2577.92,2592.11,2,3,50,50,13,13,60,85,245,708,27,-1
1556,4090.1,4326.5,2578.64,2585.08,3,2,50,37,15,13,47,78,231,499,8,-1
1557,4090.1,4256.5,2571.02,2579.85,3,3,50,50,15,13,60,84,400,853,11,-1
1558,4090.1,4256.5,2561.57,2587.66,2,3,50,50,15,14,60,75,288,1018,28,-1
1559,4090.1,4256.5,2564.59,2589.91,2,2,50,50,13,14,60,80,325,912,10,-1
1560,4090.1,4256.5,2558.92,2593.25,3,3,50,50,13,14,60,87,363,871,8,-1
1561,4090.1,4256.5,2553.55,2590.38,2,2,50,50,13,13,60,77,395,786,17,-1
1562,4813.9,4256.5,2554.87,2570.56,3,2,50,50,2,10,60,79,351,782,29,-1
1563,4813.9,4256.5,2567.57,2603.78,3,3,50,50,3,14,60,82,251,1133,21,-1
1564,4813.9,4256.5,2570.61,2601.18,3,2,50,50,4,11,60,90,313,959,25,-1
1565,4813.9,4256.5,2564.09,2581.47,2,2,39,50,3,9,49,77,316,1056,27,-1
1566,4813.9,4256.5,2571.17,2587.15,3,3,50,50,3,9,60,83,400,1003,37,-1
1567,4813.9,4256.5,2575.38,2597.61,2,3,50,50,3,10,60,84,352,1091,41,-1
1568,4813.9,4256.5,2573.57,2610.74,2,3,50,50,3,12,60,80,289,843,11,-1
1569,4813.9,4546.5,2578.56,2597.18,3,3,50,50,3,6,60,80,302,774,6,-1
1570,4813.9,4546.5,2572.38,2607.21,3,3,50,32,2,9,42,73,222,1115,27,-1
1571,4813.9,4546.5,2586.9,2615.44,3,2,50,50,2,9,60,82,177,1345,8,-1
1572,4813.9,4546.5,2607.91,2623.32,2,2,50,50,2,7,60,78,163,1443,23,-1
1573,4881.4,4546.5,2632.22,2621.54,3,3,50,50,4,7,60,84,233,1493,51,-1
1574,4881.4,4546.5,2638.02,2627.61,3,3,50,50,4,6,60,70,251,1203,37,-1
1575,4881.4,4546.5,2649.73,2635.73,3,3,50,50,4,7,60,88,302,996,13,-1
1576,4881.4,4546.5,2636.03,2627.85,2,2,22,50,3,6,32,58,197,1120,52,-1
1577,4881.4,4546.5,2629.7,2632.66,3,3,50,50,3,6,60,86,343,1016,14,-1
1578,4881.4,4546.5,2636.28,2625.42,3,3,50,50,3,8,60,77,266,902,9,-1
1579,4881.4,4546.5,2644.59,2634.75,3,3,50,50,4,10,60,80,205,1146,8,-1
1580,4813.9,4546.5,2656.65,2618.44,3,2,50,20,5,9,30,59,171,1190,3,-1
1581,4813.9,4546.5,2635.99,2631.27,2,3,23,24,4,10,7,41,140,721,8,-1
1582,4532.9,4546.5,2618.06,2629.64,3,3,50,46,6,10,56,78,304,1061,14,-1
1583,4532.9,4546.5,2618.19,2636.92,3,3,50,50,6,10,60,88,260,1068,25,-1
1584,4532.9,4546.5,2607.72,2629.18,2,3,50,50,5,8,60,86,360,1124,6,-1
1585,4532.9,4546.5,2601.9,2630.35,2,3,50,20,5,8,30,51,185,800,11,-1
1586,4532.9,4546.5,2591.79,2621.4,3,2,50,50,5,8,60,83,375,1170,8,-1
1587,4532.9,4546.5,2575.41,2624.94,2,2,22,36,4,9,18,48,173,1028,19,-1
1588,4532.9,4546.5,2590.58,2614.88,3,2,50,26,6,9,36,68,289,958,45,-1
1589,4532.9,4034.6,2585.92,2622.62,3,3,50,33,6,23,43,73,341,932,2,-1
1590,4532.9,4034.6,2588.28,2608.87,2,2,26,21,6,22,7,39,227,717,4,-1
1591,4532.9,5502.5,2600.9,2626.49,3,3,26,22,7,1,8,38,137,897,4,-1
1592,4364.5,5502.5,2608.83,2621.89,3,2,21,37,9,1,18,54,303,848,21,-1
1593,4364.5,5502.5,2588.18,2622.44,3,3,25,29,9,1,14,47,297,879,4,-1
1594,4364.5,5502.5,2596.68,2624.44,2,2,20,50,9,1,30,53,202,885,3,-1
1595,4652.7,5502.5,2621.3,2629.06,3,3,32,28,7,1,20,58,317,867,8,-1
1596,4652.7,5502.5,2600.09,2652.04,2,3,50,50,6,1,60,82,391,1063,10,-1
1597,4652.7,5502.5,2605.65,2640.41,3,3,29,25,6,1,14,46,205,794,42,-1
1598,4652.7,5502.5,2595.21,2623.06,3,2,21,26,6,1,7,44,308,577,5,-1
1599,4652.7,5502.5,2587.71,2618.77,2,2,36,50,6,1,46,67,301,1089,25,-1
1600,4652.7,4432.7,2592.51,2604.79,3,3,49,27,7,8,36,69,281,747,6,-1
1601,4652.7,3847.6,2595.1,2595.56,2,2,22,23,7,25,5,43,236,581,6,-1
1602,4652.7,3847.6,2584.55,2575.06,2,2,21,26,6,25,7,43,229,528,28,-1
1603,4652.7,3847.6,2593.76,2561.78,2,2,20,21,6,25,1,39,161,388,4,-1
1604,4652.7,5387.9,2603.9,2584.76,3,3,30,20,7,1,10,49,162,765,1,-1
1605,4652.7,5387.9,2594.35,2585.15,2,2,21,22,6,1,3,43,182,521,4,-1
1606,4652.7,5387.9,2594.98,2577.13,2,2,20,23,6,1,3,39,264,511,4,-1
1607,4652.7,5387.9,2579.67,2572.39,3,3,20,22,6,2,2,40,184,608,8,-1
1608,4652.7,5387.9,2569.19,2565.82,2,2,21,20,6,2,1,30,204,629,7,-1
1609,4652.7,5387.9,2580.58,2570.02,3,3,20,20,8,2,0,38,196,575,0,-1
1610,4652.7,5387.9,2570.25,2585.98,3,3,22,23,9,2,5,43,208,514,1,-1
1611,4154.9,5387.9,2571.2,2580.63,3,2,21,23,19,2,4,41,165,607,2,-1
1612,4154.9,4412.0,2579.34,2570.83,2,2,21,20,21,11,1,35,121,695,2,-1
1613,4154.9,4412.0,2576.59,2565.74,2,2,26,20,19,10,6,37,157,577,8,-1
1614,4154.9,4412.0,2577.09,2564.45,2,2,21,39,19,9,20,53,265,1097,5,-1
1615,4154.9,4412.0,2567.21,2545.85,2,2,21,20,19,8,1,36,207,436,2,-1
1616,4154.9,4412.0,2586.95,2549.96,3,2,26,32,21,8,18,56,216,886,5,-1
1617,4355.0,4885.0,2583.18,2564.5,3,3,28,24,17,3,12,50,267,749,9,-1
1618,4355.0,4885.0,2574.36,2564.59,3,2,35,21,16,3,16,51,341,485,11,-1
1619,4355.0,4885.0,2591.97,2562.75,3,2,50,28,17,3,38,70,274,1104,6,-1
1620,4154.9,5496.9,2579.04,2589.54,2,3,22,22,19,2,4,44,237,454,3,-1
1621,4154.9,5496.9,2560.85,2582.77,2,2,22,22,16,1,4,41,161,631,0,-1
1622,4154.9,5496.9,2569.12,2589.49,3,2,30,27,16,1,17,51,198,984,17,-1
1623,4154.9,5496.9,2573.65,2590.88,3,2,24,21,17,1,5,44,210,504,20,-1
1624,4154.9,5496.9,2573.12,2596.23,3,3,50,22,18,1,32,59,350,724,14,-1
1625,4154.9,5496.9,2574.68,2611.83,2,3,25,23,19,1,8,42,286,598,13,-1
1626,4213.3,5496.9,2576.58,2594.65,3,2,20,20,15,1,0,35,187,541,2,-1
1627,4213.3,5496.9,2595.78,2601.09,3,3,50,24,17,1,34,63,359,776,12,-1
1628,4213.3,5496.9,2591.89,2608.42,2,3,27,24,16,1,11,43,211,567,5,-1
1629,4213.3,5496.9,2568.0,2611.63,2,3,50,21,14,1,31,60,444,570,33,-1
1630,4213.3,5496.9,2569.08,2609.27,2,3,26,20,13,1,6,46,329,657,5,-1
1631,4213.3,5496.9,2565.18,2596.71,2,2,50,48,12,1,58,74,324,930,12,-1
1632,4213.3,4412.0,2595.23,2584.14,3,3,20,23,15,13,3,43,164,579,4,-1
1633,4213.3,4297.6,2587.28,2577.26,2,2,50,33,15,14,43,58,1027,735,64,-1
1634,4213.3,4297.6,2589.71,2590.41,3,3,50,33,16,14,43,66,306,957,36,-1
1635,4213.3,4297.6,2601.12,2615.79,3,3,20,50,16,20,30,62,264,758,15,-1
1636,4213.3,4297.6,2600.14,2619.55,2,2,24,25,15,20,9,43,127,762,8,-1
1637,4213.3,4297.6,2583.66,2620.93,2,3,24,38,13,20,22,51,278,794,4,-1
1638,4213.3,4297.6,2577.64,2612.99,2,2,23,32,13,18,15,45,188,559,3,-1
1639,4213.3,4297.6,2578.62,2619.26,2,2,20,20,12,18,0,31,104,444,7,-1
1640,4213.3,4297.6,2579.47,2609.98,2,3,20,50,12,17,30,58,188,728,8,-1
1641,4213.3,4297.6,2580.39,2608.37,2,2,21,34,10,17,15,45,255,890,10,-1
1642,4213.3,4297.6,2588.3,2631.16,3,3,50,50,12,19,60,79,370,1216,19,-1
1643,4213.3,4644.6,2583.22,2649.32,3,3,21,21,12,15,2,39,190,583,10,-1
1644,4118.9,4644.6,2588.91,2628.11,2,2,21,29,13,13,10,44,140,724,14,-1
1645,4014.7,4644.6,2570.68,2640.48,2,3,30,32,17,15,22,53,189,694,15,-1
1646,4014.7,4644.6,2565.96,2640.23,3,3,23,46,16,17,29,56,297,751,17,-1
1647,4014.7,4644.6,2564.92,2657.21,2,3,41,21,16,18,22,55,226,938,11,-1
1648,4014.7,4407.8,2558.96,2642.74,2,3,22,50,16,21,32,51,230,574,10,-1
1649,4014.7,4407.8,2572.47,2631.57,3,3,25,50,18,20,35,66,259,571,12,-1
1650,4014.7,4407.8,2564.44,2627.63,2,3,50,45,17,20,55,77,321,1034,16,-1
1651,4014.7,4407.8,2554.44,2634.37,2,3,20,50,15,20,30,55,233,574,17,-1
1652,4014.7,4407.8,2552.4,2629.18,2,3,50,50,13,21,60,77,420,850,28,-1
1653,4068.5,4167.8,2565.33,2604.97,3,3,34,50,11,19,44,70,344,1026,22,-1
1654,4068.5,4167.8,2554.09,2600.69,3,3,28,50,12,18,38,65,370,826,41,-1
1655,4068.5,4167.8,2558.09,2598.64,2,3,20,50,11,19,30,58,266,712,11,-1
1656,4068.5,4167.8,2553.25,2593.78,2,2,50,22,11,18,32,61,372,751,7,-1
1657,4068.5,4167.8,2550.54,2595.91,2,2,25,29,11,19,14,48,156,676,9,-1
1658,4068.5,4167.8,2544.31,2589.59,3,2,40,50,11,18,50,76,521,1078,31,-1
1659,4068.5,4167.8,2538.11,2581.4,3,3,50,50,11,16,60,70,601,930,15,-1
1660,4098.7,4167.8,2553.61,2569.27,3,3,21,30,12,15,11,45,172,811,7,-1
1661,4155.0,4167.8,2543.22,2554.04,3,2,20,20,10,13,0,34,210,361,14,-1
1662,4155.0,4167.8,2537.14,2541.85,2,2,22,21,9,11,3,39,193,570,7,-1
1663,4155.0,4167.8,2527.35,2544.74,2,3,24,50,9,11,34,62,332,787,8,-1
1664,4155.0,4167.8,2526.36,2548.35,3,2,50,50,9,11,60,74,292,1018,9,-1
1665,4155.0,4167.8,2531.75,2551.72,3,3,50,50,9,10,60,84,343,831,10,-1
1666,4155.0,4167.8,2518.16,2555.58,3,2,50,50,8,10,60,87,336,1148,6,-1
1667,4155.0,4167.8,2521.26,2553.18,2,2,50,50,8,10,60,78,450,1001,24,-1
1668,4155.0,4167.8,2528.25,2561.23,2,2,50,42,8,10,52,74,319,1061,13,-1
1669,4155.0,4167.8,2541.49,2553.56,3,2,50,50,9,9,60,80,373,994,12,-1
1670,4155.0,4167.8,2552.02,2561.41,3,3,23,26,12,11,9,45,309,574,2,-1
1671,4155.0,4167.8,2544.51,2559.0,3,3,50,50,13,13,60,78,370,963,4,-1
1672,4155.0,4167.8,2549.96,2559.36,3,2,50,48,13,13,58,75,250,1143,26,-1
1673,4155.0,4167.8,2542.83,2561.05,3,3,50,50,12,15,60,85,373,1164,5,-1
1674,4155.0,4167.8,2558.33,2558.6,3,3,50,50,14,15,60,76,310,1146,3,-1
1675,4155.0,4167.8,2568.38,2546.83,3,3,50,50,15,12,60,72,337,1259,9,-1
1676,4155.0,4167.8,2575.25,2555.21,3,2,50,31,16,12,41,64,317,979,12,-1
1677,4155.0,4167.8,2565.5,2545.33,3,2,50,25,15,10,35,64,400,735,10,-1
1678,4155.0,4167.8,2552.7,2564.04,2,3,50,50,14,12,60,82,347,1207,8,-1
1679,4155.0,4167.8,2556.4,2554.38,3,2,50,50,14,13,60,82,460,1332,9,-1
1680,4155.0,4167.8,2569.62,2550.18,3,3,50,50,15,12,60,77,307,932,5,-1
1681,4029.7,4167.8,2559.46,2536.31,3,3,50,50,14,11,60,79,297,1430,21,-1
1682,4029.7,4167.8,2562.29,2553.28,2,3,50,50,16,13,60,78,240,1649,19,-1
1683,4029.7,4167.8,2548.3,2547.33,3,2,50,50,15,12,60,73,254,1272,6,-1
1684,4014.7,4167.8,2538.65,2561.93,3,2,50,50,14,14,60,73,224,1388,7,-1
1685,4014.7,4167.8,2548.16,2570.87,2,3,50,50,16,14,60,65,200,1490,15,-1
1686,4014.7,4167.8,2550.5,2563.97,3,2,50,50,18,14,60,76,260,1159,17,-1
1687,4488.2,4167.8,2568.71,2559.93,3,3,50,50,13,15,60,79,369,1329,10,-1
1688,4488.2,5403.9,2576.11,2581.4,3,3,50,50,13,1,60,79,427,1406,6,-1
1689,4488.2,5403.9,2556.33,2587.76,2,2,50,50,12,1,60,69,364,1490,15,-1
1690,4488.2,5403.9,2546.89,2611.26,3,3,50,50,11,1,60,81,340,1133,11,-1
1691,4488.2,5403.9,2540.83,2633.07,3,3,50,50,9,1,60,71,422,1374,12,-1
1692,4488.2,5403.9,2535.02,2626.77,2,3,50,50,7,1,60,75,403,1379,13,-1
1693,4488.2,5403.9,2535.03,2618.83,3,3,50,50,8,1,60,85,568,1384,11,-1
1694,4488.2,5403.9,2534.41,2627.53,3,3,50,50,8,2,60,78,425,1464,26,-1
1695,4488.2,5403.9,2532.87,2619.0,2,3,50,50,8,2,60,72,513,1421,13,-1
1696,4488.2,5403.9,2544.97,2607.48,3,2,50,50,8,2,60,75,432,1652,22,-1
1697,5046.4,5403.9,2563.76,2603.67,3,2,50,41,3,2,51,81,555,1266,17,-1
1698,5046.4,5403.9,2585.9,2598.99,3,2,22,30,4,2,12,45,401,1024,8,-1
1699,5046.4,5403.9,2597.73,2590.61,3,2,29,24,5,2,13,47,248,794,6,-1
1700,5046.4,5403.9,2597.95,2591.53,2,2,20,20,5,2,0,38,168,745,2,-1
1701,5046.4,5403.9,2594.2,2589.88,3,3,36,29,5,2,25,58,230,924,28,-1
1702,5046.4,5403.9,2606.72,2589.75,3,3,23,20,4,2,3,43,221,507,3,-1
1703,5046.4,5403.9,2591.03,2572.27,2,2,20,21,4,1,1,31,236,548,16,-1
1704,5046.4,5403.9,2578.42,2563.68,2,2,21,22,3,1,3,39,190,630,3,-1
