gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,teammates_reach,winner
0,4669.275,4955.15,31.08,21.09,2,2,50,50,4,2,60,14,8288,6813,0,909,237,124,1,900,-1
1,4894.975,4955.15,209.57,141.92,2,2,50,50,11,7,60,20,5460,2667,0,2862,339,659,2,1338,-1
2,4894.975,4963.3,303.97,401.7,2,2,50,50,14,18,60,33,3961,2862,0,1877,750,889,9,5891,-1
3,4894.975,4998.95,523.94,591.22,2,2,50,50,24,25,60,37,2538,773,0,2401,957,855,8,3240,-1
4,4894.975,5001.05,620.82,764.69,2,2,50,50,25,25,60,32,4056,1961,0,983,339,1091,3,4242,-1
5,4894.975,5001.05,681.78,948.05,2,2,50,50,25,25,60,28,2872,855,0,1428,402,1501,4,1302,-1
6,5020.25,5001.05,875.54,1099.7,2,2,50,50,25,25,60,42,3702,1848,0,1932,365,1449,4,2818,-1
7,5020.25,5056.1,1050.16,1224.3,2,2,50,50,25,25,60,32,2568,303,0,1601,344,1016,4,2329,-1
8,5020.25,5056.1,1204.59,1402.17,2,3,50,50,25,25,60,31,5207,587,0,1215,537,699,2,1885,-1
9,9171.9,10218.9,1247.97,1548.85,3,3,50,50,1,1,60,33,3501,858,0,1287,420,1833,7,2318,-1
10,9171.9,10218.9,1298.3,1515.87,2,2,50,50,1,1,60,17,7908,2497,0,342,3,520,0,1151,-1
11,9171.9,5001.05,1258.01,1514.98,1,1,50,50,1,25,60,0,4538,386,0,340,0,0,0,164,-1
12,9171.9,5001.05,1241.84,1489.86,2,1,50,50,1,25,60,1,2937,400,0,653,0,0,0,815,-1
13,9171.9,4974.85,1266.73,1552.77,2,2,50,50,1,25,60,5,1099,59,0,439,3,108,0,1291,-1
14,9171.9,4974.85,1419.35,1671.59,2,2,50,50,1,25,60,31,652,189,0,183,4,1603,0,4311,-1
15,9171.9,4974.85,1417.88,1632.52,1,1,50,50,1,25,60,0,1941,619,0,172,0,0,0,1146,-1
16,9171.9,4974.85,1378.68,1465.52,1,1,50,50,1,25,60,0,3584,2699,0,474,0,0,0,253,-1
17,9171.9,4974.85,1318.56,1445.01,2,2,50,50,1,25,60,6,2960,1297,0,351,13,406,1,4706,-1
18,9171.9,4974.85,1347.23,1430.12,2,2,50,50,1,25,60,1,1486,471,0,134,10,97,0,9243,-1
19,9171.9,4974.85,1379.94,1450.93,2,2,50,50,1,25,60,6,71,12,0,29,87,59,0,11980,-1
20,9171.9,4974.85,1476.08,1513.87,2,2,50,50,1,25,60,6,53,13,0,2,33,1,0,11992,-1
21,9171.9,4974.85,1508.56,1571.96,2,2,50,50,1,25,60,15,595,6,0,56,39,437,0,10891,-1
22,9171.9,4974.85,1583.67,1629.84,2,2,50,50,1,25,60,15,207,1,0,106,23,558,0,10205,-1
23,9171.9,4974.85,1597.18,1690.37,2,2,50,32,1,25,42,11,91,1,0,16,6,190,0,9718,-1
24,9171.9,4974.85,1614.32,1718.42,2,2,50,21,1,25,31,5,2,0,0,35,1,2,0,8625,-1
25,9171.9,4974.85,1621.97,1737.49,2,2,50,22,1,25,32,3,76,18,0,7,15,0,0,7873,-1
26,9171.9,4974.85,1599.74,1710.75,3,2,50,50,1,25,60,9,1781,287,0,94,63,835,0,4963,-1
27,9171.9,4974.85,1563.07,1707.79,2,2,50,50,1,25,60,15,5592,1067,0,64,73,916,0,1796,-1
28,9171.9,4974.85,1594.25,1679.81,2,2,50,50,1,25,60,8,3265,199,0,1,2,399,0,4713,-1
29,9171.9,4974.85,1617.78,1694.7,2,2,50,50,1,25,60,18,5031,276,0,207,1,1559,2,3610,-1
30,9171.9,4974.85,1702.74,1679.47,2,2,50,50,1,25,60,9,2103,133,0,244,149,1659,2,4061,-1
31,9171.9,4974.85,1711.93,1690.04,2,2,50,50,1,25,60,10,4738,142,0,37,151,1230,10,2555,-1
32,9171.9,4974.85,1720.15,1694.78,2,2,50,50,1,25,60,12,777,148,0,180,142,284,0,3992,-1
33,9171.9,4974.85,1786.4,1870.19,2,2,50,50,1,25,60,26,546,78,0,282,436,756,12,1960,-1
34,9171.9,4974.85,1853.86,1915.84,2,2,50,50,1,25,60,10,3096,124,0,278,707,526,0,982,-1
35,9171.9,4974.85,1775.34,1870.14,2,2,50,50,1,25,60,5,0,0,0,5,1602,0,0,635,-1
36,9171.9,4974.85,1796.51,1822.56,2,2,50,50,1,25,60,4,131,0,0,166,2056,0,0,2794,-1
37,9171.9,4974.85,1741.2,1801.98,2,2,50,50,1,25,60,3,272,7,0,14,905,51,1,3408,-1
38,9171.9,4974.85,1666.81,1747.12,1,2,50,50,1,25,60,1,154,2,0,51,1451,0,0,1580,-1
39,9171.9,4974.85,1647.92,1658.15,1,1,50,50,1,25,60,0,1116,208,0,1,748,0,0,1670,-1
40,9171.9,4974.85,1593.85,1624.87,2,2,50,50,1,25,60,2,674,70,0,32,1149,2,1,886,-1
41,9171.9,4974.85,1524.41,1565.7,1,1,50,50,1,25,60,0,7676,744,0,100,633,0,0,689,-1
42,9171.9,4974.85,1511.9,1515.1,1,1,50,50,1,25,60,0,680,109,0,165,1101,0,0,2681,-1
43,9171.9,4974.85,1476.48,1454.56,1,1,50,50,1,25,60,0,4268,860,0,231,362,0,0,626,-1
44,9171.9,4974.85,1500.08,1464.92,1,1,50,50,1,25,60,0,992,0,0,102,0,0,0,27,-1
45,9171.9,4974.85,1442.98,1315.15,1,1,50,50,1,25,60,0,5163,614,0,66,0,0,0,7,-1
46,9171.9,4974.85,1391.47,1256.81,1,1,50,50,1,22,60,0,985,366,0,80,0,0,0,3,-1
47,9171.9,4974.85,1435.54,1272.31,1,1,50,50,1,20,60,0,1170,858,0,134,7,0,0,491,-1
48,9171.9,4974.85,1394.58,1246.03,1,1,50,50,1,19,60,0,1923,951,0,402,36,0,0,5,-1
49,9171.9,4974.85,1426.78,1245.54,1,1,50,20,1,18,30,0,0,0,0,400,0,0,0,42,-1
50,9171.9,4893.225,1412.99,1197.94,1,1,50,50,1,15,60,0,2231,123,0,581,72,0,0,3,-1
51,9171.9,4893.225,1373.11,1285.05,1,2,50,50,1,16,60,1,4726,500,0,878,273,0,0,19,-1
52,4872.1,4893.225,1305.44,1227.61,1,1,50,50,18,15,60,0,9229,986,0,735,429,0,0,60,-1
53,4872.1,4893.225,1252.69,1106.28,1,1,50,50,16,15,60,0,10212,1706,0,534,364,0,0,48,-1
54,4946.0,4893.225,1255.46,1051.63,2,1,50,50,15,15,60,2,9236,2022,0,967,475,0,0,33,-1
55,4946.0,4893.225,1201.37,1025.8,1,1,50,50,14,15,60,0,10587,2673,0,479,347,0,0,34,-1
56,4946.0,4893.225,1152.41,974.16,2,1,50,50,13,14,60,1,9893,1381,0,399,490,0,0,330,-1
57,4946.0,4994.0,1159.5,963.03,2,2,50,50,14,14,60,3,9516,2145,0,553,287,0,0,453,-1
58,4946.0,4994.0,1145.08,950.13,1,2,50,50,14,12,60,3,10428,1167,0,341,188,0,0,47,-1
59,4946.0,4994.0,1033.97,943.1,2,2,50,50,14,13,60,9,5870,1961,0,1328,627,11,0,607,-1
60,4946.0,4994.0,1036.36,885.71,2,1,50,50,14,11,60,3,8789,657,0,1219,175,15,0,424,-1
61,4957.2,4994.0,1014.3,957.75,2,2,50,50,13,13,60,3,8937,966,0,1344,225,2,0,123,-1
62,4957.2,4994.0,975.3,1074.02,2,2,50,50,15,13,60,8,9387,1165,0,891,371,23,1,258,-1
63,4957.2,4994.0,1122.13,1063.71,2,2,50,50,18,15,60,18,7763,952,0,1094,1496,275,5,2649,-1
64,4957.2,4994.0,1147.46,1115.47,2,2,50,50,20,14,60,7,7024,906,0,1888,582,135,0,1351,-1
65,4957.2,4994.0,1141.27,1155.67,2,2,50,50,22,13,60,10,8367,1462,0,555,668,125,3,667,-1
66,4957.2,4994.0,1095.14,1165.97,2,2,50,50,23,16,60,17,8226,2563,0,970,232,128,8,862,-1
67,4957.2,4994.0,1050.49,1252.06,2,2,50,50,25,21,60,17,8221,966,0,518,518,155,1,967,-1
68,4957.2,4994.0,1042.54,1154.19,2,2,50,50,25,21,60,7,7960,1469,0,867,182,30,0,640,-1
69,4957.2,4994.0,1085.23,1046.97,2,2,50,50,25,21,60,5,4492,1969,0,1137,214,40,2,1463,-1
70,4957.2,4994.0,1052.14,1116.63,2,2,50,50,25,23,60,20,4959,1200,0,1882,407,419,3,2906,-1
71,4957.2,4994.0,1144.54,1117.15,2,2,50,50,25,23,60,15,5521,1376,0,1041,411,382,1,2033,-1
72,5070.6,4994.0,1188.93,1163.17,2,2,50,50,23,23,60,7,4320,1551,0,736,89,66,0,1165,-1
73,5070.6,4994.0,1212.32,1153.77,2,2,50,50,25,24,60,17,5048,689,0,535,608,396,2,2203,-1
74,5070.6,4994.0,1091.11,1143.41,2,2,50,50,24,25,60,3,6842,1371,0,468,206,0,0,360,-1
75,4957.2,4994.0,1010.0,1139.61,2,2,50,50,25,23,60,8,6398,2048,0,987,465,177,0,2097,-1
76,4957.2,4994.0,1026.62,1091.99,2,1,50,50,25,23,60,2,8687,1720,0,505,234,2,0,703,-1
77,4957.2,4994.0,916.58,1103.28,2,1,50,50,25,23,60,2,6460,1344,0,687,271,0,0,1121,-1
78,4938.2,4994.0,1002.19,1159.16,2,2,50,50,24,21,60,17,5172,1631,0,2425,1411,448,3,5422,-1
79,4938.2,4994.0,1084.42,1246.51,2,2,50,50,25,25,60,23,12247,2281,0,1947,1775,2175,1,7539,-1
80,5023.05,4946.8,1023.59,1292.73,2,2,50,50,24,24,60,6,7049,1493,0,829,144,16,1,804,-1
81,5023.05,4946.8,1000.78,1278.96,2,2,50,50,23,25,60,4,3886,474,0,384,218,143,0,540,-1
82,4938.2,4946.8,983.26,1258.4,1,1,50,50,23,25,60,0,7314,1395,0,123,0,0,0,882,-1
83,4909.95,4946.8,989.22,1308.47,2,2,50,50,23,25,60,11,6604,2683,0,354,135,236,1,1901,-1
84,4909.95,4946.8,951.16,1388.23,2,2,50,50,23,25,60,11,6835,1829,0,503,163,133,0,1089,-1
85,4909.95,4946.8,1049.25,1367.54,2,2,50,50,25,25,60,19,4516,1898,0,327,302,540,3,2031,-1
86,4909.95,4946.8,1040.42,1329.65,2,2,50,50,25,25,60,3,3778,626,0,147,0,0,0,741,-1
87,4909.95,4987.375,1177.94,1401.78,2,2,50,50,25,25,60,35,5462,628,0,385,255,1396,1,3480,-1
88,9464.9,4987.375,1320.67,1512.37,3,2,50,50,1,25,60,40,4024,764,0,183,98,1687,10,3652,-1
89,9984.975,10164.625,1567.74,1771.31,3,3,50,50,6,1,60,77,8365,1525,0,1648,1554,10266,6,15034,-1
90,9984.975,10164.625,1788.94,2075.06,3,3,50,50,6,6,60,80,6801,1694,0,1725,1552,12690,3,23235,-1
91,9631.625,10164.625,1852.99,2256.01,3,3,50,50,4,6,60,79,13410,2701,0,555,1810,13292,5,24857,-1
92,9631.625,10164.625,1943.93,2490.26,3,3,50,50,4,6,60,66,10082,2625,0,682,1486,10605,9,16152,-1
93,9631.625,10164.625,2111.52,2540.7,3,3,50,50,4,6,60,68,8075,2614,0,686,712,12055,3,22109,-1
94,9631.625,10164.625,2294.23,2588.64,3,3,50,50,6,6,60,52,7190,492,0,1057,403,13197,9,27417,-1
95,10989.025,10164.625,2508.37,2734.1,3,3,50,50,2,8,60,56,8518,624,0,1972,575,16096,7,38519,-1
96,10989.025,10164.625,2548.22,2865.2,3,3,50,50,2,8,60,39,1012,40,0,391,143,2222,2,13034,-1
97,10989.025,10164.625,2596.96,3031.26,2,2,50,50,2,8,60,49,6145,164,0,1670,148,5959,17,13272,-1
98,10989.025,10164.625,2636.45,3086.37,2,3,50,50,2,8,60,49,9998,189,0,1691,233,5196,12,11700,-1
99,10989.025,10164.625,2663.17,3091.44,2,2,50,50,2,7,60,40,9301,775,0,800,64,1720,9,6914,-1
100,10989.025,10164.625,2668.22,3029.41,2,2,50,50,2,7,60,25,5070,905,0,574,19,1894,1,9018,-1
101,10989.025,10164.625,2756.05,3108.97,2,2,50,50,2,7,60,39,8018,484,0,607,33,4090,4,13370,-1
102,10989.025,10164.625,2839.24,3222.74,3,3,50,50,2,7,60,47,8449,309,0,507,75,8927,3,34064,-1
103,11938.375,10164.625,2918.65,3283.1,3,3,50,50,2,7,60,48,1776,85,0,1141,97,4570,1,16178,-1
104,11938.375,10164.625,2948.38,3188.09,2,2,50,50,2,7,60,29,4173,216,0,1265,42,1434,3,5382,-1
105,11938.375,10085.1,2856.2,3075.75,3,3,50,50,2,5,60,20,1215,61,0,548,56,818,4,9129,-1
106,11938.375,10085.1,2822.1,3055.4,2,2,50,50,2,5,60,19,2721,105,0,730,20,182,3,1266,-1
107,11938.375,10085.1,2795.84,3087.56,2,2,50,50,2,5,60,28,5420,33,0,514,184,532,2,1837,-1
108,11938.375,9852.225,2758.87,3013.74,2,2,50,50,2,4,60,17,1561,0,0,429,184,262,5,433,-1
109,11938.375,9852.225,2695.18,2850.12,2,2,50,50,2,4,60,11,2258,284,0,98,0,843,0,239,-1
110,11938.375,9852.225,2596.66,2792.98,1,2,50,20,2,4,30,1,206,0,0,1,0,0,0,1610,-1
111,11938.375,9852.225,2518.16,2721.07,1,1,50,50,2,4,60,0,2333,329,0,140,0,0,0,1005,-1
112,11938.375,9852.225,2394.3,2664.65,1,2,50,50,2,4,60,1,485,330,0,73,0,0,0,728,-1
113,10989.025,9852.225,2248.64,2586.45,2,2,50,50,1,3,60,7,1633,516,0,10,1,263,5,463,-1
114,10989.025,9852.225,2202.26,2469.18,1,1,20,50,1,2,30,0,3,3,0,9,0,0,0,515,-1
115,10989.025,9852.225,2179.87,2382.02,1,1,20,20,1,2,0,0,0,0,0,0,0,0,0,6,-1
116,10989.025,9852.225,2077.15,2325.01,1,1,20,20,1,2,0,0,0,0,0,61,0,0,0,6,-1
117,10989.025,9852.225,1996.96,2237.46,1,1,20,20,1,2,0,0,0,0,0,0,0,0,0,5,-1
118,10989.025,9852.225,1939.74,2153.32,1,1,20,20,1,2,0,0,0,0,0,0,0,0,0,0,-1
119,10989.025,9852.225,1849.59,2059.42,1,1,20,20,1,1,0,0,0,0,0,0,0,0,0,0,-1
120,10989.025,9852.225,1788.65,2016.48,1,1,20,20,1,1,0,0,0,0,0,0,0,0,0,0,-1
121,10989.025,9852.225,1748.06,1949.47,1,1,20,20,1,1,0,0,125,0,0,0,0,0,0,3,-1
122,10989.025,5280.725,1725.16,1846.73,1,1,20,20,1,25,0,0,0,0,0,0,0,0,0,0,-1
123,10989.025,5280.725,1669.02,1828.03,1,1,20,20,1,25,0,0,0,0,0,0,0,0,0,0,-1
124,10989.025,5280.725,1608.23,1814.62,1,1,20,20,1,25,0,0,269,145,0,0,0,0,0,0,-1
125,10989.025,5280.725,1536.36,1734.4,1,1,20,20,1,25,0,0,1004,353,0,6,0,0,0,0,-1
126,10989.025,5280.725,1526.76,1720.57,1,1,20,20,1,25,0,0,611,122,0,0,0,0,0,1,-1
127,10989.025,5280.725,1486.98,1692.49,1,1,20,20,1,25,0,0,244,243,0,281,0,0,0,1,-1
128,10989.025,5280.725,1498.17,1640.8,1,1,20,20,1,23,0,0,158,0,0,318,0,0,0,0,-1
129,10989.025,5280.725,1482.9,1496.55,1,1,20,20,1,19,0,0,1676,569,0,123,0,0,0,2,-1
130,5162.65,5280.725,1432.31,1371.96,2,1,29,20,14,18,9,1,4225,657,0,180,21,0,0,95,-1
131,5162.65,5280.725,1354.16,1309.66,2,2,20,20,14,16,0,3,2390,741,0,526,103,0,0,205,-1
132,5162.65,5280.725,1229.78,1243.51,2,2,50,20,14,17,30,3,5491,1033,0,437,6,2,1,389,-1
133,5162.65,5280.725,1230.78,1200.62,1,2,20,20,13,16,0,1,3240,534,0,309,122,0,0,53,-1
134,5162.65,5280.725,1210.44,1160.4,2,2,27,20,13,17,7,3,3080,1067,0,724,2,39,1,246,-1
135,5162.65,5280.725,1261.8,1160.87,2,2,21,20,17,18,1,8,2088,231,0,868,54,59,0,229,-1
136,5162.65,5280.725,1231.96,1125.6,2,2,20,22,18,19,2,4,3429,404,0,518,122,21,2,1436,-1
137,5162.65,5280.725,1304.3,1196.07,2,2,20,20,18,24,0,9,2403,357,0,474,51,47,1,589,-1
138,5162.65,5280.725,1319.51,1180.45,2,2,22,20,23,25,2,9,3629,614,0,15,4,65,1,160,-1
139,5162.65,5280.725,1240.81,1126.44,2,2,20,24,22,25,4,5,3697,366,0,241,10,12,0,173,-1
140,5162.65,5280.725,1486.39,1301.35,2,2,50,50,25,25,60,33,9950,1022,0,430,170,500,13,756,-1
141,5162.65,5280.725,1504.07,1356.96,2,2,20,20,25,25,0,10,1878,262,0,328,55,0,0,146,-1
142,5162.65,5280.725,1540.65,1500.83,2,2,50,50,25,25,60,37,10149,353,0,761,132,622,0,1812,-1
143,5162.65,5280.725,1621.09,1505.4,2,2,50,50,25,25,60,17,10246,229,0,448,134,242,0,144,-1
144,5162.65,5280.725,1717.3,1511.55,2,2,50,20,25,25,30,21,5780,404,0,378,2,132,0,862,-1
145,5162.65,5280.725,1807.79,1682.54,2,2,50,25,25,25,35,22,6531,254,0,778,65,208,4,245,-1
146,5162.65,5280.725,1777.53,1657.48,2,2,21,50,25,25,31,5,2959,183,0,208,184,19,0,99,-1
147,5162.65,5280.725,1942.09,1791.15,2,2,50,50,25,25,60,40,5598,172,0,1803,47,1095,10,2411,-1
148,5162.65,5280.725,2159.32,1933.2,2,3,50,50,25,25,60,40,6481,721,0,2127,233,2013,5,1920,-1
149,5162.65,5280.725,2195.68,2008.92,2,2,50,50,25,25,60,28,5963,152,0,1326,93,896,15,1155,-1
150,9973.725,9606.875,2359.1,2151.44,3,3,50,50,1,1,60,48,7861,533,0,3773,57,3451,9,6157,-1
151,5162.65,9606.875,2480.24,2312.66,2,2,20,50,25,1,30,44,5018,35,0,1619,76,914,5,2385,-1
152,5162.65,9606.875,2579.65,2482.43,2,2,50,27,25,1,37,51,4682,151,0,2887,88,2248,4,4057,-1
153,5162.65,9606.875,2595.06,2521.48,2,2,50,20,25,1,30,21,5972,1,0,746,63,283,3,626,-1
154,5197.775,9606.875,2711.62,2668.56,2,2,50,50,25,1,60,38,4230,114,0,1419,47,2581,1,3208,-1
155,5197.775,5280.725,2709.04,2712.55,2,2,24,20,25,25,4,26,3616,12,0,788,96,501,4,1325,-1
156,5162.65,5280.725,2712.26,2767.82,2,2,50,50,25,25,60,19,4193,90,0,1363,9,232,1,682,-1
157,10767.875,5280.725,2942.36,3010.93,3,2,50,50,2,25,60,62,2467,192,0,4369,146,2722,14,5339,-1
158,10767.875,5280.725,2979.51,3008.98,2,2,20,20,1,25,0,20,1220,0,0,663,8,428,0,2920,-1
159,10767.875,5280.725,3027.28,2956.71,2,2,22,20,1,25,2,16,1784,67,0,1515,19,133,2,1711,-1
160,10767.875,5280.725,2995.77,2973.2,2,2,50,50,1,25,60,28,3710,7,0,2144,245,983,2,6804,-1
161,10767.875,5280.725,3074.23,2964.44,2,2,21,20,1,25,1,14,249,54,0,844,54,106,1,3554,-1
162,10767.875,5280.725,3014.3,2914.34,2,2,20,20,1,25,0,11,364,78,0,951,76,14,0,2560,-1
163,5113.025,5280.725,2945.96,2868.23,2,2,20,20,25,25,0,7,36,0,0,707,59,24,1,3436,-1
164,5081.125,5280.725,2923.09,2902.64,2,2,20,20,25,25,0,16,692,0,0,873,90,168,0,3265,-1
165,5084.05,5240.6,2903.47,2961.7,2,2,20,32,25,25,12,18,1505,0,0,853,55,310,2,4170,-1
166,5110.125,5240.6,2995.14,2941.06,2,2,42,29,25,25,31,26,2571,6,0,1237,165,373,0,3927,-1
167,5110.125,5240.6,2906.69,2936.73,2,2,22,20,25,25,2,13,561,25,0,798,149,106,0,3158,-1
168,5110.125,5240.6,2964.81,2909.88,2,2,20,20,25,25,0,14,322,0,0,654,89,0,0,3105,-1
169,5110.125,5240.6,2945.63,2945.76,2,2,25,21,25,25,6,22,880,1,0,1102,31,85,0,3170,-1
170,5074.075,5240.6,2861.75,2984.79,2,2,20,20,25,25,0,12,618,45,0,633,67,28,3,2950,-1
171,5074.075,5240.6,2852.65,3075.92,2,3,24,50,25,25,34,38,2683,13,0,1764,135,857,4,3704,-1
172,5074.075,5240.6,2982.43,3166.6,2,3,27,50,25,25,37,51,3437,18,0,2933,383,893,3,3787,-1
173,5086.375,5240.6,3049.36,3128.22,2,2,20,20,25,25,0,17,408,3,0,711,74,13,0,3063,-1
174,5109.15,5240.6,3141.69,3244.05,2,2,50,23,25,25,33,62,3122,244,0,2924,402,1594,1,4904,-1
175,5196.4,5240.6,3171.47,3308.83,2,2,25,26,25,25,11,29,847,17,0,1395,72,495,1,4080,-1
176,5196.4,5299.225,3148.84,3306.67,2,2,50,50,25,25,60,51,1911,25,0,2318,334,1739,2,7906,-1
177,5196.4,5299.225,3151.58,3388.52,2,2,50,50,25,25,60,63,5895,101,0,2445,390,1763,2,3724,-1
178,10360.025,10941.35,3248.81,3475.55,3,3,50,50,1,1,60,77,2540,118,0,2367,227,3126,3,7878,-1
179,10360.025,10941.35,3275.66,3478.49,2,2,50,25,1,1,35,33,1545,1,0,1644,114,1498,1,7042,-1
180,10360.025,5240.6,3241.64,3400.22,2,2,20,20,1,25,0,10,38,0,0,1088,81,39,0,2996,-1
181,10360.025,5240.6,3162.51,3302.16,2,2,20,20,1,25,0,6,135,0,0,703,120,0,0,3166,-1
182,10360.025,10174.9,3230.31,3243.0,3,3,20,20,2,1,0,19,94,0,0,1099,12,163,2,3288,-1
183,10360.025,10174.9,3229.46,3232.6,2,2,20,20,2,1,0,17,551,0,0,1263,173,149,0,2296,-1
184,9900.6,10174.9,3125.04,3309.33,3,3,20,20,2,2,0,18,170,0,0,1037,77,69,0,3187,-1
185,9900.6,10174.9,3013.02,3289.02,2,2,20,20,1,2,0,14,0,0,0,628,124,0,0,3436,-1
186,9900.6,10174.9,2993.35,3270.37,2,2,20,20,1,2,0,16,2,0,0,466,62,0,0,3871,-1
187,9900.6,10174.9,2927.29,3252.38,2,2,20,21,1,2,1,10,1,0,0,172,0,0,0,4745,-1
188,9900.6,10174.9,2953.15,3214.53,2,2,20,20,1,2,0,16,0,0,0,397,166,0,0,3866,-1
189,9900.6,10174.9,2896.63,3166.24,2,2,50,20,1,2,30,11,0,0,0,594,67,0,0,7557,-1
190,9900.6,10174.9,2845.62,3087.99,2,2,20,20,1,2,0,7,0,0,0,252,72,0,0,4348,-1
191,9900.6,10174.9,2856.1,3086.3,2,2,20,50,1,2,30,18,3,1,0,723,234,15,0,7451,-1
192,9900.6,10174.9,2844.73,3097.34,2,2,50,50,1,2,60,22,8,7,0,560,109,63,0,11206,-1
193,9900.6,10174.9,2859.73,3052.54,2,2,50,50,1,2,60,27,8,2,0,519,226,19,0,11507,-1
194,9900.6,10174.9,2892.97,3050.57,2,2,29,50,1,2,39,23,3,3,0,706,257,6,0,8911,-1
195,9900.6,10174.9,2863.13,3074.08,2,2,50,50,1,2,60,34,5,5,0,1013,148,37,2,11333,-1
196,9900.6,10174.9,2895.13,3123.18,3,3,50,50,1,3,60,42,68,54,0,796,104,581,0,13856,-1
197,5108.875,10043.625,2900.69,3177.22,2,2,20,50,25,2,30,30,44,44,0,535,15,370,0,9068,-1
198,5219.6,10043.625,3024.51,3286.27,2,2,50,50,25,2,60,58,431,428,0,2402,59,2334,0,13519,-1
199,5219.6,10043.625,3045.36,3311.44,2,2,50,50,25,2,60,38,193,193,0,1456,51,1222,0,11973,-1
200,5256.475,10043.625,3055.01,3404.98,2,2,50,50,25,2,60,56,184,182,0,1798,343,1721,1,15544,-1
201,5256.475,10043.625,3108.24,3409.18,3,2,50,50,25,1,60,61,375,373,0,2939,100,2677,0,13287,-1
202,10141.0,10043.625,3225.31,3487.99,3,3,50,50,1,1,60,73,552,548,0,5883,128,3830,0,15813,-1
203,5256.475,10043.625,3246.52,3447.52,2,2,50,21,25,1,31,34,166,166,0,1441,20,404,0,7281,-1
204,5256.475,10043.625,3314.7,3439.1,2,2,50,50,25,1,60,45,248,239,0,2224,121,842,0,10700,-1
205,5256.475,10043.625,3295.61,3459.29,2,2,41,50,25,1,51,31,36,34,0,1236,115,302,1,11009,-1
206,5256.475,5324.9,3336.98,3463.69,2,2,50,50,25,25,60,46,195,192,0,1864,93,865,0,10816,-1
207,5256.475,5324.9,3333.63,3458.61,2,2,50,50,25,25,60,35,58,56,0,1334,76,310,0,11649,-1
208,5256.475,5324.9,3401.64,3484.29,2,2,50,50,25,25,60,56,229,209,0,2332,126,1278,0,11079,-1
209,5256.475,5324.9,3425.72,3453.48,2,2,50,23,25,25,33,26,1109,1109,0,1704,30,813,1,4841,-1
210,5256.475,5287.6,3392.71,3320.95,2,2,50,28,25,25,38,15,6,6,0,1081,70,21,0,8184,-1
211,5256.475,5287.6,3369.76,3304.54,2,2,37,50,25,25,47,34,286,285,0,1271,14,585,0,8342,-1
212,5256.475,5287.6,3378.88,3261.87,2,2,50,50,25,25,60,50,193,191,0,1696,248,967,0,11558,-1
213,5256.475,9707.125,3340.67,3243.79,3,3,50,50,25,1,60,33,26,16,0,995,294,70,0,11275,-1
214,5256.475,9707.125,3276.57,3122.99,2,2,20,21,25,1,1,10,125,125,0,742,0,4,0,3380,-1
215,5256.475,9707.125,3328.64,3074.9,2,2,50,50,25,1,60,22,55,31,0,543,281,243,0,11733,-1
216,5256.475,9905.95,3343.64,3195.61,2,3,50,50,25,3,60,44,65,65,0,1827,158,399,0,11402,-1
217,5256.475,9905.95,3315.69,3169.65,2,2,20,20,25,3,0,12,190,190,0,832,22,183,0,3363,-1
218,5256.475,9905.95,3320.99,3125.11,2,2,28,20,25,3,8,20,204,204,0,735,47,500,0,4102,-1
219,10202.85,9905.95,3397.68,3146.15,3,2,24,50,1,3,34,42,304,304,0,1283,62,772,0,7199,-1
220,10202.85,9905.95,3594.62,3246.39,3,2,41,50,2,3,51,70,253,252,0,1456,1,1711,0,8611,-1
221,10202.85,9905.95,3661.58,3359.58,3,3,50,50,2,3,60,81,251,247,0,1600,7,1913,0,8010,-1
222,10202.85,9901.5,3758.91,3490.9,2,2,36,24,2,2,20,53,264,264,0,1011,0,1122,0,5023,-1
223,10202.85,9901.5,3872.99,3587.38,2,2,50,30,2,2,40,66,261,261,0,1467,2,1196,1,6820,-1
224,10202.85,9707.125,3979.0,3650.76,3,3,50,50,3,2,60,84,374,373,0,1949,3,1671,0,7809,-1
225,10202.85,5167.45,4025.82,3715.33,2,2,40,50,3,25,50,72,334,334,0,1980,1,752,0,6399,-1
226,10202.85,5167.45,4136.31,3841.77,3,2,50,50,5,25,60,84,314,313,0,1723,7,2318,0,8467,-1
227,10202.85,5167.45,4184.19,3955.45,3,2,50,34,5,25,44,62,276,273,0,1517,1,1524,0,6899,-1
228,10202.85,5167.45,4282.0,4049.96,2,2,50,50,5,25,60,80,306,306,0,1774,4,1535,0,9273,-1
229,10202.85,9664.4,4312.35,4155.49,2,3,50,50,5,1,60,87,372,372,0,2101,9,1586,0,8404,-1
230,10157.0,9664.4,4333.61,4163.95,2,2,50,50,3,1,60,73,204,203,0,1301,5,1334,0,10447,-1
231,10157.0,9664.4,4355.18,4189.53,2,2,50,50,3,1,60,75,222,212,0,1265,2,1412,0,8939,-1
232,10157.0,9935.75,4393.53,4211.06,2,3,50,50,3,2,60,77,141,125,0,2505,4,1497,3,10122,-1
233,10157.0,9935.75,4391.72,4265.61,2,2,50,50,3,1,60,69,393,285,0,2021,7,1126,1,6444,-1
